method,step,epoch,layer,v_syn_q01,v_syn_q05,v_syn_q50,v_syn_q95,v_syn_q99,sqrt_v_q01,sqrt_v_q05,sqrt_v_q50,sqrt_v_q95,sqrt_v_q99,P_q01,P_q05,P_q50,P_q95,P_q99,attenuation_q05,attenuation_q50,attenuation_q95,lambda_over_median,fraction_below_lambda,D_sample,D_time,A_new,A_old,stale_ratio,refresh_seconds,config_fingerprint
syn_diag,0,1,conv1,3.6980900958372464e-05,6.659252907609609e-05,0.0001439134853079774,0.00043744799162019735,0.0009247303681899568,0.006081189786494264,0.008160397020146454,0.011996383967061687,0.020914788341216486,0.03040937718669687,32.776813243763,47.587595141197326,82.66947868686395,121.06036265860074,161.78128572794233,0.98789396373414,0.9917330521313137,0.9952412404858803,0.008335845224241628,0.0,0.05662687452242123,,0.006436064174782753,,,2.0609958628192544,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,0,1,conv2,7.583220584222149e-13,3.4616789067487943e-07,0.00010806182726684339,0.0005632263227270482,0.0008563730292941149,7.741440813257512e-07,0.0005883603343254054,0.010395276818139279,0.02373238972708743,0.029263806785934918,34.0556343220996,41.95970326318228,95.28099594671582,1452.7275415569532,9923.335398952951,0.8547272458443046,0.9904719004053284,0.9958040296736819,0.009619753446633053,0.02456896551724138,0.6720453703175795,,0.13269266289840603,,,2.0609958628192544,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,0,1,fc1,0.0,0.0,7.550550093176282e-06,0.00020463223116619936,0.000452513868015706,0.0,0.0,0.002747826430674412,0.014304972252624594,0.021272373247743635,46.78937608355813,69.42047388558993,351.14499578929804,10000.0,10000.0,0.0,0.9648855004210702,0.993057952611441,0.03639240051106741,0.13260834926704906,1.6746912184022036,,11.993949187353655,,,2.0609958628192544,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,0,1,fc2,0.0,9.199050475944304e-11,0.00019712435067540193,0.0020435263851464967,0.004480911830310844,0.0,9.588479292000728e-06,0.014040025753669114,0.045205371819077175,0.06693868248562529,14.917169207084278,22.07244576721152,70.72194620490163,9125.085946190085,10000.0,0.08749140538099133,0.9929278053795099,0.9977927554232788,0.007122494057667007,0.08062015503875969,1.4522100737170318,,2.1143520583006166,,,2.0609958628192544,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,50,1,conv1,4.422977770600105e-05,7.534678752659422e-05,0.00017342863343222997,0.0004742182769413898,0.000867926567342267,0.006650506663162332,0.008680141565393807,0.013169230385020133,0.02176180187774855,0.029458759718757062,33.83508585055836,45.7953327243033,75.36232294813524,113.89629151946963,148.13878266020154,0.988610370848053,0.9924637677051865,0.9954204667275697,0.007593458165463412,0.0,0.057512292709467325,0.0853731711742549,0.005962800068490985,0.10350745897293462,17.35886794235087,1.6583925820887089,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,50,1,conv2,0.0,9.477467533973059e-07,0.00012623751357975554,0.0006316515812618231,0.0010056584736927228,0.0,0.0009735228562193282,0.011235546162870234,0.025132678851098125,0.03171211504448412,31.43457229999563,39.63114899000803,88.21808055514187,931.5125390973581,10000.0,0.9068487460902641,0.9911781919444859,0.9960368851009993,0.008900323896177557,0.0125,0.09599274239915766,1.236217426288168,0.08148112925132227,0.45311040523089374,5.560924466666983,1.6583925820887089,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,50,1,fc1,0.0,0.0,8.972137094458454e-06,0.00022355314670721246,0.00048038018221410544,0.0,0.0,0.002995352582660566,0.014951693772880845,0.021917577009609494,45.41825833345089,66.43770563088786,323.064973471038,10000.0,10000.0,0.0,0.9676935026528963,0.9933562294369113,0.03338505142228595,0.09377987571701721,1.7673903182915975,2.8370097411038486,11.994210039257602,12.746045385582406,1.0626831899610687,1.6583925820887089,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,50,1,fc2,0.0,5.846580716032232e-09,0.0001835961659808548,0.002748023945970829,0.027436604152696595,0.0,7.646142696271921e-05,0.013549765662830018,0.052421593098679754,0.1656397001346314,6.0335779631896544,19.039791647608663,73.26133745175157,5667.00286021558,10000.0,0.43329971397844186,0.9926738662548249,0.9980960208352391,0.007380201435831614,0.06511627906976744,1.5757339290501229,2.939989869570836,0.7247733436397049,2.633858979220758,3.6340450464006753,1.6583925820887089,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,100,1,conv1,6.018199757072287e-05,9.420176442791569e-05,0.00024224237667769437,0.0010190305794769484,0.0014498836420230392,0.007757601245092485,0.009705759342102573,0.015564137378871348,0.031921058625353535,0.038068553211982416,26.211519553654103,31.2317011351148,63.84009495430143,101.9808834106139,127.26864917738857,0.9898019116589387,0.9936159905045698,0.9968768298864885,0.006425026814255197,0.0,0.05238105174663881,0.22580137561858674,0.00618642707236515,0.29503098347023304,47.69004466898999,1.539955141954124,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
syn_diag,100,1,conv2,0.0,2.323058387307209e-06,0.0001844825366069309,0.0008921531517028403,0.0014054295904121594,0.0,0.0015241573274782912,0.013582432055398793,0.029868932879729554,0.03748905863057308,26.603487514435503,33.367888152024385,73.08645146380601,615.704562550391,10000.0,0.9384295437449609,0.9926913548536195,0.9966632111847976,0.007362451701737146,0.010560344827586207,0.13169504090781664,0.6502423321253444,0.05229351413356525,0.4129670143807922,7.8970981624626955,1.539955141954124,c56078eeb31f5d72b5322fae4f945230067f289331a27b29171056ce4ca72109
