clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,norm_mean,norm_std,norm_cv,norm_q90_over_q10,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,step,epoch,train_loss,test_loss,test_accuracy,seed,method,config_fingerprint
1.0,0.205974280834198,0.026686498972085543,0.12956228550339619,4.140470504760742,4.943064451217651,5.761413097381592,6.456486630439757,0.1735685169696808,0.2023039162158966,0.24151846766471863,0.0028786305338144302,0.06740806251764297,0.8271936178207397,0.10251964628696442,0.9747186164138318,0.8055426182369758,0.19570758750511677,0.22343593895192793,0.10232851684061875,4.934093962423503,0.6196500938484276,0.12558538580078954,1.3914875352343863,1.8980261676600805,1.897935625156794,1.9007811897798013,0.19007811897798013,0.053915694233365355,1,1,2.3067173957824707,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.20466087758541107,0.02480029797832505,0.12117752074055446,4.183412551879883,4.972909450531006,5.6794822216033936,6.059473490715026,0.176072359085083,0.20108948647975922,0.23903940618038177,0.0029697478748857975,0.0675830990076065,0.8256516456604004,0.10379546880722046,0.9824508529053234,0.8014310029911392,0.19946418263696009,0.18652163848989992,0.10773336862588648,4.953247292898595,0.5616080153622557,0.11338178414134747,1.35761944373616,1.9019209138711934,1.897935625156794,1.9050238078288695,0.19050238078288695,0.056763447188536514,2,1,2.3128325939178467,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.2050894796848297,0.02603439994067908,0.12694166653289657,4.168779134750366,4.992064476013184,5.686802387237549,6.082517981529235,0.17584572732448578,0.2003180980682373,0.2398805320262909,0.003017632756382227,0.06772983819246292,0.8255321979522705,0.1037202849984169,0.9663106216166463,0.8127741913560567,0.18878267790796552,0.25737867539751086,0.08990097944450971,4.948848591186106,0.5823040676285669,0.11766455507762597,1.3641409639171782,1.9008806982904833,1.897935625156794,1.9030318384133251,0.19030318384133252,0.04736777067295702,3,1,2.304802179336548,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.2086670696735382,0.030969668373287643,0.14841666131442488,3.9028607606887817,4.956306457519531,5.660648822784424,6.128021121025085,0.17665821313858032,0.2017631232738495,0.2562222480773926,0.0029566653538495302,0.06748774647712708,0.8243005275726318,0.10525509715080261,0.9592349536726031,0.7941871694814492,0.20818485359770417,0.2826098081299339,0.10789420388130914,4.888001482002437,0.6546481906885128,0.13392962197306724,1.4503845178898913,1.8961725151231545,1.897935625156794,1.899489476300581,0.1899489476300581,0.05684818939648643,4,1,2.299459218978882,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.2085360288619995,0.027048857444531057,0.1297083208794238,3.9945532083511353,4.924469709396362,5.562361240386963,6.0687908649444555,0.1797807514667511,0.20306754112243652,0.2503431439399719,0.002959681674838066,0.06732582300901413,0.8244227170944214,0.10529176145792007,0.9684657826188836,0.8023489611931043,0.19929074613099257,0.24914659920444143,0.09893336646035322,4.871111741289496,0.5919555485317705,0.12152370546419544,1.3924864559963122,1.903180849235848,1.897935625156794,1.9054696362184351,0.19054696362184353,0.05212682935551511,5,1,2.2927255630493164,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.208538219332695,0.02713037739678616,0.13009786839059578,4.0726330280303955,4.898547410964966,5.6428611278533936,6.152175164222717,0.17721538245677948,0.20414212346076965,0.24554139375686646,0.002992052584886551,0.06842008978128433,0.8231534957885742,0.10543432831764221,0.9717304537661425,0.7951850591911751,0.2063977142297898,0.23609304357059058,0.10909655131121816,4.872431742027402,0.6016683585250877,0.12348420468064107,1.3855560000162856,1.8970184432611035,1.897935625156794,1.8996640591451093,0.18996640591451094,0.05748169214229692,6,1,2.2938244342803955,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.20879605412483215,0.02951231009086765,0.14134514747419788,3.971714973449707,4.9788665771484375,5.635830879211426,6.024578499794006,0.17743609845638275,0.20084944367408752,0.2517804205417633,0.0029004067182540894,0.06762837618589401,0.8224434852600098,0.10702770948410034,0.9597356855029497,0.7853274989657767,0.21725102366224092,0.28090463501122004,0.11303326990235989,4.8778447061777115,0.6345079684571321,0.13007957544310664,1.4189917748087801,1.902206092459996,1.897935625156794,1.9054246208170666,0.19054246208170666,0.05955590295269489,7,1,2.2884883880615234,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.20428627729415894,0.02627064262552295,0.12859720276375253,4.184924364089966,4.997747421264648,5.648094177246094,6.100682663917541,0.17705084383487701,0.20009025931358337,0.23895421624183655,0.0029667969793081284,0.0677986741065979,0.8250255584716797,0.10420894622802734,0.9748899147072122,0.8137083027332764,0.18741865508429376,0.22268734629802733,0.1094051462228306,4.969101119786501,0.5837528211228444,0.11747654295024854,1.349628735398412,1.8973013566151726,1.897935625156794,1.9002897076091012,0.19002897076091013,0.057644287178462476,8,1,2.290585994720459,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.20750384032726288,0.026480930233612424,0.12761657442533625,4.1178059577941895,4.951162099838257,5.598930835723877,6.017689609527587,0.17860597372055054,0.20197275280952454,0.24284973740577698,0.0030863373540341854,0.06930556893348694,0.822502613067627,0.10510547459125519,0.9752910180239133,0.8127149504329778,0.188406397146156,0.22092403708281874,0.10748835066863816,4.8922780975699425,0.5805843729659594,0.1186736243089338,1.3596878758030966,1.9039278890010012,1.897935625156794,1.906960669089155,0.1906960669089155,0.05663435010326106,9,1,2.2750329971313477,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.2064353972673416,0.025542654274550502,0.12373194692939542,4.122446298599243,4.929760456085205,5.606501817703247,6.060285639762875,0.17836448550224304,0.2028495967388153,0.24257448315620422,0.0029414137825369835,0.06715896725654602,0.8235154151916504,0.10638421773910522,0.976893122341858,0.8062046303082706,0.19492410020951492,0.21372839661638965,0.09484784898406601,4.914055613800883,0.5720029227528335,0.11640139381945028,1.359993899643255,1.8975386376560435,1.897935625156794,1.899712735034174,0.18997127350341741,0.04997421815936479,10,1,2.284726142883301,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.2046782374382019,0.02648900728867183,0.12941780331737798,4.167122840881348,5.002390146255493,5.7223920822143555,6.131894946098327,0.1747531294822693,0.19990450143814087,0.23997391760349274,0.0030498041305691004,0.06756388396024704,0.8238521814346313,0.10553406924009323,0.9731415064894167,0.8027996947738196,0.19857585337556372,0.23020775040490746,0.103884027606015,4.9622238129377365,0.598882834490344,0.12068839638566656,1.3732237567066043,1.9047282536373358,1.897935625156794,1.9075304387369236,0.19075304387369238,0.05473527459466814,11,1,2.2801432609558105,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.20505374670028687,0.027556376917955195,0.13438612236569286,4.192865371704102,4.9838175773620605,5.739351749420166,6.152277231216431,0.17424079775810242,0.20064936578273773,0.23850032687187195,0.003017985261976719,0.06638973951339722,0.8235701322555542,0.10702213644981384,0.9656498423758947,0.8022266503147794,0.19957287879264055,0.2598468431945621,0.1097358241244131,4.957849464379251,0.6131993955692916,0.1236825361429048,1.368837594488792,1.8974387057010893,1.897935625156794,1.9010945929681728,0.1901094592968173,0.05781851748279907,12,1,2.2705702781677246,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.2053646445274353,0.027964458219028175,0.13616978798691837,4.032114267349243,5.024053573608398,5.748957633972168,6.192056703567505,0.1739446222782135,0.19904261827468872,0.24800929427146912,0.003061355324462056,0.0656224936246872,0.8235827684402466,0.10773341357707977,0.9692515763250217,0.7837101420445867,0.21825105857864738,0.24607190369994592,0.12813303999306325,4.954431256279349,0.632076605208689,0.127578035199793,1.4257923393996894,1.8986339673853538,1.897935625156794,1.9028535011927352,0.19028535011927353,0.06751179454909609,13,1,2.2623648643493652,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.20127837359905243,0.02651960332524565,0.1317558541643261,4.158402442932129,5.074618339538574,5.828952789306641,6.2150452613830565,0.17155736684799194,0.19705922901630402,0.2404775321483612,0.0030140120070427656,0.06551742553710938,0.8241614103317261,0.10730718076229095,0.9723713415540375,0.8022102595245276,0.19921667407918003,0.2334394442320282,0.10449018527202741,5.0495072202757,0.6244363949458596,0.12366283831388244,1.401728877687747,1.892470927887824,1.897935625156794,1.8951678955665012,0.18951678955665013,0.05505465195287649,14,1,2.2625510692596436,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.19852416217327118,0.027206090311753757,0.13704171246139538,4.285950183868408,5.125679016113281,5.934010982513428,6.4682006359100335,0.16852009296417236,0.19509613513946533,0.2333236038684845,0.0029794443398714066,0.06478171050548553,0.8250863552093506,0.10715249925851822,0.9741289545836039,0.807639799344441,0.19361017600836564,0.2259928756420811,0.11634422464958974,5.124991582706571,0.6518458365411609,0.12718964041630404,1.3845263542368405,1.8976143428265493,1.897935625156794,1.9012914483990537,0.1901291448399054,0.06130040613991684,15,1,2.2660889625549316,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.1963222473859787,0.025645369050045233,0.13062894831950636,4.375484466552734,5.169720888137817,5.98688268661499,6.4104351043701175,0.16703301668167114,0.19343414902687073,0.2285471260547638,0.003133028745651245,0.06547972559928894,0.825211226940155,0.10617602616548538,0.9779360122159725,0.8213766478814928,0.17951904878154554,0.2089046577038117,0.112731211723474,5.174364384263754,0.6265505618644317,0.12108744482119822,1.368278811724463,1.8955749547376248,1.897935625156794,1.899061712149855,0.18990617121498551,0.05939675204426469,16,1,2.2586493492126465,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.19573581218719482,0.026367167237709495,0.13470792746777044,4.255136489868164,5.234001636505127,6.001524448394775,6.485857224464416,0.16662505269050598,0.19105839729309082,0.2350100874900818,0.0032582615967839956,0.0661359503865242,0.8227417469024658,0.10786399245262146,0.9675343149060687,0.8108220223446844,0.19070982388248334,0.2527396871845045,0.1137862058995223,5.195296013727784,0.6498999296099202,0.12509391724601115,1.4104187874310252,1.898957078059717,1.897935625156794,1.90230350361672,0.19023035036167202,0.059952616090475745,17,1,2.2513914108276367,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.19076204299926758,0.025142635745777367,0.13180104660302985,4.410915374755859,5.36485481262207,6.134960174560547,6.561059665679931,0.16300024092197418,0.18639829754829407,0.2267102599143982,0.0032881100196391344,0.06699929386377335,0.8244130611419678,0.10529953986406326,0.9723274315048709,0.8172373433214554,0.18395880298270714,0.2336222719308421,0.10780903969290602,5.327234050258994,0.6537395724475217,0.12271651034660587,1.3908587341462475,1.8969231100115214,1.897935625156794,1.8997408343953874,0.18997408343953875,0.056803317385405415,18,1,2.253688335418701,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.18843483924865723,0.02409616206788545,0.12787531054381238,4.541934490203857,5.4026594161987305,6.202447414398193,6.635301280021667,0.16122712194919586,0.18509399890899658,0.22017142176628113,0.0031007803045213223,0.0650140717625618,0.8272483348846436,0.10463681817054749,0.97829755499714,0.8244416459373095,0.17640541649015198,0.20720495622890725,0.10811644059036167,5.386931316927075,0.6345122659786894,0.117787331719782,1.365595965281842,1.8957245046570383,1.897935625156794,1.8984887269133626,0.18984887269133627,0.05696528330952894,19,1,2.2519655227661133,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.1913236826658249,0.027321312625727286,0.14280151267714447,4.292272090911865,5.427738904953003,6.166966676712036,6.846209955215454,0.16215428709983826,0.1842387616634369,0.23297865688800812,0.0031800013966858387,0.0644453763961792,0.8252216577529907,0.10715295374393463,0.9716393919797789,0.8085422633924515,0.1928206662090843,0.23646752832527007,0.12382027909534843,5.325318658724427,0.7002244434628292,0.1314896794608761,1.436760425735375,1.898074423541866,1.897935625156794,1.9027106630261499,0.190271066302615,0.06523945146192935,20,1,2.236715793609619,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.18778517842292786,0.027267095653395062,0.14520365475812538,4.407356262207031,5.4553916454315186,6.33305811882019,6.865110278129578,0.15790191292762756,0.18330489099025726,0.22689412534236908,0.003253019880503416,0.06515219807624817,0.8258880376815796,0.10570675134658813,0.9601797675322932,0.8266103511668436,0.17495873725148622,0.27938291647860086,0.10120192147864977,5.429202551022172,0.7267507146527066,0.13385956921348333,1.4369290209472212,1.8975379084649342,1.897935625156794,1.8999909022600343,0.18999909022600345,0.05332210436285786,21,1,2.2419512271881104,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.1858690083026886,0.025415025891856725,0.13673622138476257,4.480886697769165,5.512941598892212,6.352588415145874,6.734969139099121,0.15741613507270813,0.18139156699180603,0.22317007184028625,0.0032690861262381077,0.06380054354667664,0.8268483877182007,0.10608197003602982,0.9653316262067824,0.8296732433633507,0.17162568082681431,0.2610265339841495,0.11442310241305345,5.474361062981188,0.6973668470123469,0.12738780635569777,1.417707887661415,1.8966188087508684,1.897935625156794,1.9003523943812302,0.19003523943812303,0.06028818938658171,22,1,2.2275261878967285,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.1811291128396988,0.024106997077012787,0.13309289821972323,4.718811750411987,5.665581941604614,6.464843988418579,6.952350354194641,0.15468277037143707,0.17650434374809265,0.21191942691802979,0.003219080623239279,0.062396518886089325,0.8285138607025146,0.10587053745985031,0.9768575291161337,0.835224373977981,0.165562706604795,0.21389101853128883,0.11880364582786883,5.608925117179751,0.67341693088444,0.12006167256925757,1.3700152348422843,1.8988214558438483,1.897935625156794,1.902723374716561,0.19027233747165612,0.06259624628627301,23,1,2.225363254547119,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.1801280677318573,0.02397925050604249,0.13312333693474623,4.74513840675354,5.688952684402466,6.439571380615234,7.053682088851928,0.15528982877731323,0.17577925324440002,0.21074378490447998,0.0030816635116934776,0.06275869160890579,0.8264560699462891,0.10770358890295029,0.9805048076381984,0.8358825831060804,0.164769876850075,0.19649509458932837,0.108605564088611,5.640883449465036,0.6823059609280953,0.12095728746047431,1.3570882087335383,1.8950948818239672,1.897935625156794,1.8983880993730635,0.18983880993730637,0.05722299673867049,24,1,2.2377684116363525,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.17914776504039764,0.023406111370231006,0.1306525443059949,4.662066221237183,5.703478097915649,6.595391035079956,7.013242030143737,0.1516219973564148,0.17533160746097565,0.21449723839759827,0.0031698306556791067,0.061573661863803864,0.827065110206604,0.10819139331579208,0.9772543531202922,0.8288349279199226,0.17200599287305243,0.21207057623978182,0.11735575556286497,5.671404463239014,0.6932456716602116,0.12223527278887945,1.4146926967777622,1.8981250152910725,1.897935625156794,1.901998389974957,0.1901998389974957,0.06183336990321156,25,1,2.2247133255004883,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.17646193504333496,0.02487536849852827,0.14096733969488454,4.653593063354492,5.851952075958252,6.656472682952881,7.055686020851135,0.15022972226142883,0.17088311910629272,0.21488791704177856,0.003405979834496975,0.06213688105344772,0.8279069066047668,0.10655023157596588,0.967257696781904,0.8299970879831634,0.1712196730793979,0.25379627265765503,0.10323678996504983,5.768905760720372,0.7330807669969303,0.12707449166326168,1.4303942335158124,1.9017815318765212,1.897935625156794,1.9046302137028925,0.19046302137028925,0.054394252679917286,26,1,2.215306282043457,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
1.0,0.1751643270254135,0.026288401188723064,0.1500785086088349,4.722888946533203,5.970287084579468,6.790978670120239,7.317468762397765,0.14725416898727417,0.16749703884124756,0.21173492074012756,0.0035451180301606655,0.062311820685863495,0.8263981342315674,0.107744961977005,0.9612617115020053,0.8259552658217755,0.17558063575421418,0.2756373015376112,0.11693963335312406,5.824987107887864,0.7851835948572666,0.13479576526339107,1.437886587425195,1.8959612876390641,1.897935625156794,1.9000110639541787,0.1900011063954179,0.06161411999598338,27,1,2.209591865539551,,,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
