step,layer,R_diag,A_diag_raw,A_diag_pre,R_full,S_full_raw,S_full_pre,rank_raw,rank_pre,eigen_tolerance_raw,eigen_tolerance_pre,R_diag_new,R_full_new,A_diag_new,S_full_new,rank_new,eigen_tolerance_new,R_diag_old,R_full_old,A_diag_old,S_full_old,rank_old,eigen_tolerance_old,private_delta_stale_diag,private_delta_stale_full,seed,method,config_fingerprint
200,fc2,1.0,11.843052855655886,11.843052855655886,1.0,8.230490605486484,8.230490605486484,511,511,1.54123154634064e-11,1.54123154634064e-11,1.0,1.0,11.843052855655886,8.230490605486484,511,1.54123154634064e-11,1.0,1.0,11.843052855655886,8.230490605486484,511,1.54123154634064e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
250,conv1,1.0,2.206633304953834,2.206633304953834,1.0,4.0376813353602845,4.0376813353602845,160,160,3.25713513300739e-14,3.25713513300739e-14,1.0,1.0,2.206633304953834,4.0376813353602845,160,3.25713513300739e-14,1.0,1.0,2.206633304953834,4.0376813353602845,160,3.25713513300739e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
250,conv2,1.0,3.0141853546514534,3.0141853546514534,1.0,8.134456463499605,8.134456463499605,512,512,2.201854626269655e-12,2.201854626269655e-12,1.0,1.0,3.0141853546514534,8.134456463499605,512,2.201854626269655e-12,1.0,1.0,3.0141853546514534,8.134456463499605,512,2.201854626269655e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
250,fc1,1.0,10.160011630843648,10.160011630843648,1.0,7.4289707828526135,7.4289707828526135,495,495,6.576551887413903e-09,6.576551887413903e-09,1.0,1.0,10.160011630843648,7.4289707828526135,495,6.576551887413903e-09,1.0,1.0,10.160011630843648,7.4289707828526135,495,6.576551887413903e-09,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
250,fc2,1.0,11.960714413476833,11.960714413476833,1.0,8.962643473581513,8.962643473581513,503,503,2.127280086795689e-11,2.127280086795689e-11,1.0,1.0,11.960714413476833,8.962643473581513,503,2.127280086795689e-11,1.0,1.0,11.960714413476833,8.962643473581513,503,2.127280086795689e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
300,conv1,1.0,2.311034671954866,2.311034671954866,1.0,4.3228637530635,4.3228637530635,160,160,4.103666189335051e-14,4.103666189335051e-14,1.0,1.0,2.311034671954866,4.3228637530635,160,4.103666189335051e-14,1.0,1.0,2.311034671954866,4.3228637530635,160,4.103666189335051e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
300,conv2,1.0,3.03155701763876,3.03155701763876,1.0,9.127647989358296,9.127647989358296,504,504,2.7838473181546395e-12,2.7838473181546395e-12,1.0,1.0,3.03155701763876,9.127647989358296,504,2.7838473181546395e-12,1.0,1.0,3.03155701763876,9.127647989358296,504,2.7838473181546395e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
300,fc1,1.0,10.281977316020843,10.281977316020843,1.0,7.451714807001567,7.451714807001567,464,464,9.239496130863656e-09,9.239496130863656e-09,1.0,1.0,10.281977316020843,7.451714807001567,464,9.239496130863656e-09,1.0,1.0,10.281977316020843,7.451714807001567,464,9.239496130863656e-09,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
300,fc2,1.0,12.082645867532516,12.082645867532516,1.0,9.038278007964829,9.038278007964829,479,479,3.121284285590954e-11,3.121284285590954e-11,1.0,1.0,12.082645867532516,9.038278007964829,479,3.121284285590954e-11,1.0,1.0,12.082645867532516,9.038278007964829,479,3.121284285590954e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
350,conv1,1.0,2.3973940834829373,2.3973940834829373,1.0,4.58426163356904,4.58426163356904,160,160,4.1260055011238575e-14,4.1260055011238575e-14,1.0,1.0,2.3973940834829373,4.58426163356904,160,4.1260055011238575e-14,1.0,1.0,2.3973940834829373,4.58426163356904,160,4.1260055011238575e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
350,conv2,1.0,3.074515459548656,3.074515459548656,1.0,9.024477649970057,9.024477649970057,486,486,3.0390725993105847e-12,3.0390725993105847e-12,1.0,1.0,3.074515459548656,9.024477649970057,486,3.0390725993105847e-12,1.0,1.0,3.074515459548656,9.024477649970057,486,3.0390725993105847e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
350,fc1,1.0,10.339513523339171,10.339513523339171,1.0,7.920384382938751,7.920384382938751,449,449,9.615240555942805e-09,9.615240555942805e-09,1.0,1.0,10.339513523339171,7.920384382938751,449,9.615240555942805e-09,1.0,1.0,10.339513523339171,7.920384382938751,449,9.615240555942805e-09,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
350,fc2,1.0,12.125786966833608,12.125786966833608,1.0,9.409565509315765,9.409565509315765,465,465,3.32794480486278e-11,3.32794480486278e-11,1.0,1.0,12.125786966833608,9.409565509315765,465,3.32794480486278e-11,1.0,1.0,12.125786966833608,9.409565509315765,465,3.32794480486278e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
400,conv1,1.0,2.4562919119675906,2.4562919119675906,1.0,4.720238503601298,4.720238503601298,160,160,3.9931136224903225e-14,3.9931136224903225e-14,1.0,1.0,2.4562919119675906,4.720238503601298,160,3.9931136224903225e-14,1.0,1.0,2.4562919119675906,4.720238503601298,160,3.9931136224903225e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
400,conv2,1.0,3.107241177562654,3.107241177562654,1.0,9.311703619003497,9.311703619003497,483,483,3.3826305574282217e-12,3.3826305574282217e-12,1.0,1.0,3.107241177562654,9.311703619003497,483,3.3826305574282217e-12,1.0,1.0,3.107241177562654,9.311703619003497,483,3.3826305574282217e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
400,fc1,1.0,10.36777609635544,10.36777609635544,1.0,8.00985590750561,8.00985590750561,437,437,8.888166701467051e-09,8.888166701467051e-09,1.0,1.0,10.36777609635544,8.00985590750561,437,8.888166701467051e-09,1.0,1.0,10.36777609635544,8.00985590750561,437,8.888166701467051e-09,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
400,fc2,1.0,12.120409512532186,12.120409512532186,1.0,9.728992118575052,9.728992118575052,463,463,2.8319622019210753e-11,2.8319622019210753e-11,1.0,1.0,12.120409512532186,9.728992118575052,463,2.8319622019210753e-11,1.0,1.0,12.120409512532186,9.728992118575052,463,2.8319622019210753e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
450,conv1,1.0,2.487635339598733,2.487635339598733,1.0,5.047922619750855,5.047922619750855,160,160,4.110880505408499e-14,4.110880505408499e-14,1.0,1.0,2.487635339598733,5.047922619750855,160,4.110880505408499e-14,1.0,1.0,2.487635339598733,5.047922619750855,160,4.110880505408499e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
450,conv2,1.0,3.102546612420136,3.102546612420136,1.0,9.612525979687181,9.612525979687181,463,463,3.6994714248404295e-12,3.6994714248404295e-12,1.0,1.0,3.102546612420136,9.612525979687181,463,3.6994714248404295e-12,1.0,1.0,3.102546612420136,9.612525979687181,463,3.6994714248404295e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
450,fc1,1.0,10.406391886304386,10.406391886304386,1.0,8.041702955892188,8.041702955892188,408,408,1.0222366869844682e-08,1.0222366869844682e-08,1.0,1.0,10.406391886304386,8.041702955892188,408,1.0222366869844682e-08,1.0,1.0,10.406391886304386,8.041702955892188,408,1.0222366869844682e-08,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
450,fc2,1.0,12.156714963842212,12.156714963842212,1.0,9.81430650700707,9.81430650700707,434,434,3.432437791086163e-11,3.432437791086163e-11,1.0,1.0,12.156714963842212,9.81430650700707,434,3.432437791086163e-11,1.0,1.0,12.156714963842212,9.81430650700707,434,3.432437791086163e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
500,conv1,1.0,2.5989678060457986,2.5989678060457986,1.0,5.159955520164665,5.159955520164665,160,160,4.822861590329423e-14,4.822861590329423e-14,1.0,1.0,2.5989678060457986,5.159955520164665,160,4.822861590329423e-14,1.0,1.0,2.5989678060457986,5.159955520164665,160,4.822861590329423e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
500,conv2,1.0,3.140937839279813,3.140937839279813,1.0,9.623137460918194,9.623137460918194,444,444,3.9464633660500016e-12,3.9464633660500016e-12,1.0,1.0,3.140937839279813,9.623137460918194,444,3.9464633660500016e-12,1.0,1.0,3.140937839279813,9.623137460918194,444,3.9464633660500016e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
500,fc1,1.0,10.457929229438921,10.457929229438921,1.0,8.140970692426201,8.140970692426201,396,396,1.0519895526028172e-08,1.0519895526028172e-08,1.0,1.0,10.457929229438921,8.140970692426201,396,1.0519895526028172e-08,1.0,1.0,10.457929229438921,8.140970692426201,396,1.0519895526028172e-08,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
500,fc2,1.0,12.204921078898513,12.204921078898513,1.0,9.8007078436453,9.8007078436453,420,420,3.491154207294976e-11,3.491154207294976e-11,1.0,1.0,12.204921078898513,9.8007078436453,420,3.491154207294976e-11,1.0,1.0,12.204921078898513,9.8007078436453,420,3.491154207294976e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
550,conv1,1.0,2.649441925366217,2.649441925366217,1.0,5.460004498540776,5.460004498540776,160,160,4.926229849387047e-14,4.926229849387047e-14,1.0,1.0,2.649441925366217,5.460004498540776,160,4.926229849387047e-14,1.0,1.0,2.649441925366217,5.460004498540776,160,4.926229849387047e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
550,conv2,1.0,3.148718062057787,3.148718062057787,1.0,9.64293258440472,9.64293258440472,429,429,4.3476017010915375e-12,4.3476017010915375e-12,1.0,1.0,3.148718062057787,9.64293258440472,429,4.3476017010915375e-12,1.0,1.0,3.148718062057787,9.64293258440472,429,4.3476017010915375e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
550,fc1,1.0,10.473771353286283,10.473771353286283,1.0,8.080989339859517,8.080989339859517,383,383,1.0699373696454949e-08,1.0699373696454949e-08,1.0,1.0,10.473771353286283,8.080989339859517,383,1.0699373696454949e-08,1.0,1.0,10.473771353286283,8.080989339859517,383,1.0699373696454949e-08,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
550,fc2,1.0,12.207536870064118,12.207536870064118,1.0,9.894759800685113,9.894759800685113,407,407,3.4078682838520834e-11,3.4078682838520834e-11,1.0,1.0,12.207536870064118,9.894759800685113,407,3.4078682838520834e-11,1.0,1.0,12.207536870064118,9.894759800685113,407,3.4078682838520834e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
600,conv1,1.0,2.6323130575329725,2.6323130575329725,1.0,5.696162983231586,5.696162983231586,160,160,5.2705229000857584e-14,5.2705229000857584e-14,1.0,1.0,2.6323130575329725,5.696162983231586,160,5.2705229000857584e-14,1.0,1.0,2.6323130575329725,5.696162983231586,160,5.2705229000857584e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
600,conv2,1.0,3.1574783470865917,3.1574783470865917,1.0,9.543376345666923,9.543376345666923,417,417,4.4955147274932835e-12,4.4955147274932835e-12,1.0,1.0,3.1574783470865917,9.543376345666923,417,4.4955147274932835e-12,1.0,1.0,3.1574783470865917,9.543376345666923,417,4.4955147274932835e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
600,fc1,1.0,10.497562139982247,10.497562139982247,1.0,8.27177382773693,8.27177382773693,376,376,1.1267660441679689e-08,1.1267660441679689e-08,1.0,1.0,10.497562139982247,8.27177382773693,376,1.1267660441679689e-08,1.0,1.0,10.497562139982247,8.27177382773693,376,1.1267660441679689e-08,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
600,fc2,1.0,12.24106503508567,12.24106503508567,1.0,9.862772744452172,9.862772744452172,399,399,3.463432381208782e-11,3.463432381208782e-11,1.0,1.0,12.24106503508567,9.862772744452172,399,3.463432381208782e-11,1.0,1.0,12.24106503508567,9.862772744452172,399,3.463432381208782e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
650,conv1,1.0,2.6466195648788986,2.6466195648788986,1.0,5.765939720243337,5.765939720243337,160,160,5.768080222565526e-14,5.768080222565526e-14,1.0,1.0,2.6466195648788986,5.765939720243337,160,5.768080222565526e-14,1.0,1.0,2.6466195648788986,5.765939720243337,160,5.768080222565526e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
650,conv2,1.0,3.193880022224578,3.193880022224578,1.0,9.62822063881095,9.62822063881095,411,411,5.091277927024154e-12,5.091277927024154e-12,1.0,1.0,3.193880022224578,9.62822063881095,411,5.091277927024154e-12,1.0,1.0,3.193880022224578,9.62822063881095,411,5.091277927024154e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
650,fc1,1.0,10.514861614747229,10.514861614747229,1.0,8.258178065561175,8.258178065561175,371,371,1.2109256232660987e-08,1.2109256232660987e-08,1.0,1.0,10.514861614747229,8.258178065561175,371,1.2109256232660987e-08,1.0,1.0,10.514861614747229,8.258178065561175,371,1.2109256232660987e-08,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
650,fc2,1.0,12.235700731569437,12.235700731569437,1.0,9.87825570930479,9.87825570930479,395,395,3.589571786779979e-11,3.589571786779979e-11,1.0,1.0,12.235700731569437,9.87825570930479,395,3.589571786779979e-11,1.0,1.0,12.235700731569437,9.87825570930479,395,3.589571786779979e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
700,conv1,1.0,2.643580308308727,2.643580308308727,1.0,6.104334896185895,6.104334896185895,160,160,5.889285934621482e-14,5.889285934621482e-14,1.0,1.0,2.643580308308727,6.104334896185895,160,5.889285934621482e-14,1.0,1.0,2.643580308308727,6.104334896185895,160,5.889285934621482e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
700,conv2,1.0,3.1644772752468664,3.1644772752468664,1.0,9.747661768518958,9.747661768518958,401,401,4.939616880802998e-12,4.939616880802998e-12,1.0,1.0,3.1644772752468664,9.747661768518958,401,4.939616880802998e-12,1.0,1.0,3.1644772752468664,9.747661768518958,401,4.939616880802998e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
700,fc1,1.0,10.549155146148426,10.549155146148426,1.0,8.22140896821503,8.22140896821503,350,350,1.2853266339826751e-08,1.2853266339826751e-08,1.0,1.0,10.549155146148426,8.22140896821503,350,1.2853266339826751e-08,1.0,1.0,10.549155146148426,8.22140896821503,350,1.2853266339826751e-08,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
700,fc2,1.0,12.272143618140579,12.272143618140579,1.0,10.034446683277974,10.034446683277974,383,383,3.675780997823275e-11,3.675780997823275e-11,1.0,1.0,12.272143618140579,10.034446683277974,383,3.675780997823275e-11,1.0,1.0,12.272143618140579,10.034446683277974,383,3.675780997823275e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
750,conv1,1.0,2.730552109576543,2.730552109576543,1.0,6.23337794568598,6.23337794568598,160,160,6.385946206829936e-14,6.385946206829936e-14,1.0,1.0,2.730552109576543,6.23337794568598,160,6.385946206829936e-14,1.0,1.0,2.730552109576543,6.23337794568598,160,6.385946206829936e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
750,conv2,1.0,3.197196620648274,3.197196620648274,1.0,9.835841415752387,9.835841415752387,397,397,5.591833966427339e-12,5.591833966427339e-12,1.0,1.0,3.197196620648274,9.835841415752387,397,5.591833966427339e-12,1.0,1.0,3.197196620648274,9.835841415752387,397,5.591833966427339e-12,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
750,fc1,1.0,10.562572624008704,10.562572624008704,1.0,8.265040541621985,8.265040541621985,348,348,1.4093581855953514e-08,1.4093581855953514e-08,1.0,1.0,10.562572624008704,8.265040541621985,348,1.4093581855953514e-08,1.0,1.0,10.562572624008704,8.265040541621985,348,1.4093581855953514e-08,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
750,fc2,1.0,12.311088051125614,12.311088051125614,1.0,10.050133598944644,10.050133598944644,378,378,3.9892843386488584e-11,3.9892843386488584e-11,1.0,1.0,12.311088051125614,10.050133598944644,378,3.9892843386488584e-11,1.0,1.0,12.311088051125614,10.050133598944644,378,3.9892843386488584e-11,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
800,conv1,1.0,2.704491185117784,2.704491185117784,1.0,6.37812245794669,6.37812245794669,160,160,6.645247178747805e-14,6.645247178747805e-14,1.0,1.0,2.704491185117784,6.37812245794669,160,6.645247178747805e-14,1.0,1.0,2.704491185117784,6.37812245794669,160,6.645247178747805e-14,0.0,0.0,42,dp_sgd,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
