seed,method,step,epoch,train_loss,test_loss,test_accuracy,syn_refresh,epsilon_spent,update_norm,max_inverse_denominator,q_log_rms_drift,v_q_log_rms_distance,clip_rate,clip_factor_q05,clip_factor_q50,clip_factor_q95,private_norm_q05,private_norm_q50,private_norm_q95,actual_noise_norm,expected_noise_norm,clipped_aggregate_norm,noisy_gradient_norm,first_moment_q05,first_moment_q50,first_moment_q95,first_moment_norm,denominator_q05,denominator_q50,denominator_q95,denominator_norm,denominator_max_inverse,second_moment_q05,second_moment_q50,second_moment_q95,second_moment_norm,batch_hash,noise_hash
42,syn_adam,1,1,2.3067173957824707,,,True,0.6724685454481966,60801.9608653387,100000000.60774711,,,1.0,0.16875313222408295,0.2023039236664772,0.2521660849452019,3.9656586050987244,4.943064451217651,5.925827860832214,1.8980261676600805,1.897935625156794,0.10232851681315358,1.9007811897798013,-0.0068609478883445265,2.5604969096093555e-06,0.006881144898943602,1.9007812190850364,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,365f125372508b68c99ac52bbe277d4f02b1bca725c340fa000320eb35bdc3e7,87bcec29b4385eb2c3a1d9f4e7e128db4ab15d48e850d0ab37a3c32bf8098479
42,syn_adam,2,1,346794144.0,,,False,0.6793151229442053,43342.6605100283,100000000.60774711,,,0.91015625,5.984358147914648e-11,1.9715424431909767e-10,1.0,0.0,5075699712.0,16710253056.0,1.90192091372798,1.897935625156794,0.4291831157569329,1.9493220763143049,-0.004868523869663477,-6.085381073717144e-06,0.004873111681081355,1.3652379988596566,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,1dbfb64c7f28e70a87ee2564f8091689c7599860a414afe9d224b7ef17460956,ae3f050d2990fddaa2bc6d2ca0933580e56fb085dee621bde0d6f02b393e48bb
42,syn_adam,3,1,1733305984.0,,,False,0.6861617004402139,35421.64287306318,100000000.60774711,,,0.9453125,1.3357263212165904e-11,3.017549231321137e-11,1.0,0.0,33139482624.0,74865676288.0,1.9008806983779545,1.897935625156794,0.2703438821466919,1.9196464484326252,-0.003990811458788812,8.761488061281852e-06,0.003993850923143326,1.1236176587096538,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,e30266baa9027f5979bfd36e55124c91ed93fd846bc06dba69dba2cc2086279a,d5d47fe8853f0660e0b1b65c9d46a9459118954ab11e2d499ebfc8f52cba03c5
42,syn_adam,4,1,3503955200.0,,,False,0.6930082779362224,30677.701337213493,100000000.60774711,,,0.90625,6.539494857085715e-12,1.6845778244567455e-11,1.0,0.0,59366051840.0,152943165440.0,1.896172515213694,1.897935625156794,0.27122109804932565,1.9155721532994,-0.0034610124654136597,4.2856005677549547e-07,0.003461254539433865,0.9793361536113377,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,f8a12503f3f4a8e289f8fbc13ae061510696397b196495fc30250632ed31fc9b,bb034a55ac7da3fa3c2780952d6749a7bafebb374db3f9ce317ad3a28d67c392
42,syn_adam,5,1,9419536384.0,,,False,0.6998548554322311,27523.870895385888,100000000.60774711,,,0.88671875,4.2617691060203855e-12,9.174930780397883e-12,1.0,0.0,108992663552.0,234649112576.0,1.9031808492495133,1.897935625156794,0.3400228626821718,1.9332790483852273,-0.0031121898791752756,-2.041287075371656e-06,0.003110205952543764,0.8795091391877333,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,33c3b78c677817922687626794cec3c5ee2431fe34ab1e7c962626cbdf890456,53fddc6591757282bf25e8fe9dab0becaad89809769e0eeef1b35c05a6f51056
42,syn_adam,6,1,21657612288.0,,,False,0.7067014329282397,25049.23299321527,100000000.60774711,,,0.84765625,3.1865505785259873e-12,6.608711624819796e-12,1.0,0.0,151315496960.0,313819250688.0,1.8970184431258108,1.897935625156794,0.4472898022334415,1.9488139978597205,-0.0028491522534750398,2.125804741126558e-07,0.002844539936631916,0.8148248033116681,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,0a6f97f3bf97c9b31ed4f24a479f1d784047c6a545a5e9cdc27d7c1ce831afe8,40a30e2ca390d2855c469165fff3a800e3ccf7d76af28d6a1d55332101ef2aed
42,syn_adam,7,1,37318221824.0,,,False,0.7135480104242483,23369.13670980698,100000000.60774711,,,0.875,2.3933371560633243e-12,4.592933672276089e-12,1.0,0.0,217726115840.0,417826668544.0,1.9022060924663136,1.897935625156794,0.5234488448375316,1.9729258906616656,-0.002648364705964923,-3.4010307672360796e-06,0.0026478278567083173,0.7764266465662129,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,f393acdb7da163715c19a38fcae0d8c94d0bcc1423103592b5c2a124bb914ab2,afe5319f0d9157f8344f294c98a0fec28b5c239d3b266ae71bb5354d6a550015
42,syn_adam,8,1,48889012224.0,,,False,0.720394587920257,22063.22836069444,100000000.60774711,,,0.88671875,1.815298183039521e-12,3.4838974153489355e-12,1.0,0.0,287035408384.0,550881378304.0,1.8973013565348424,1.897935625156794,0.5176663401352872,1.9678514630643555,-0.0024963580421172083,-1.8388779920996967e-07,0.002502544166054575,0.7494575603162226,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,75853206b7a27d5f11210a1dc173e6f8f87e589da69b2de7e8c8bcf7922b1508,63c07ff00deb47f6b008a361a421b1dbacde87bbd845cc32151971ed599e436f
42,syn_adam,9,1,60198965248.0,,,False,0.7272411654162656,21002.60368695356,100000000.60774711,,,0.91796875,1.4951836426954634e-12,2.9665492068051136e-12,1.0,0.0,337092034560.0,668819865600.0,1.9039278890278175,1.897935625156794,0.5248785380068477,1.9757670383975272,-0.0023700650315731766,-1.6184083762027512e-07,0.002380029472988098,0.7323666381737359,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,9eb39b84fdee49292aa72a571277474e28cfec00776e05e1edbebb074c24573a,c6cff9249b4ca64e5b585325a816267fd79da5550f83d10e142b9021bf87f2f9
42,syn_adam,10,1,71247822848.0,,,False,0.7340877429122742,20039.587861332868,100000000.60774711,,,0.87890625,1.3450706477444174e-12,2.8056863473138738e-12,1.0,0.0,356419223552.0,743458422784.0,1.8975386376644447,1.897935625156794,0.507068606862281,1.964322765494513,-0.0022700567729771136,2.2434186348618823e-06,0.002279921295121312,0.7181800969149883,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,508b4084b7c615e55e748c222bdf469b8667b740ad9a8ab2bde9dc323ce8d8be,23e4083db243015d6dfd9934ecb1875a9335ecba5da129e524ef70fa42bd45ff
42,syn_adam,11,1,82031640576.0,,,False,0.7361806245680307,19169.635218555868,100000000.60774711,,,0.890625,1.2641944511625897e-12,2.4492690861577238e-12,1.0,0.0,408285134848.0,791209721856.0,1.9047282537272499,1.897935625156794,0.5374286472382167,1.9797012610848073,-0.0021834959858097135,1.5351001252383867e-06,0.0021967256674543015,0.7110379787762765,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,2fafc15023edebb001d55ac57ec3ad917b0e70a1f55ba2e0cceb33ad844fa71a,628eb5129f7cd1a6c6f37250764083237c3f4f332323282028c6a41806ecb22b
42,syn_adam,12,1,99006169088.0,,,False,0.7364045353279649,18468.568421631506,100000000.60774711,,,0.89453125,1.2312958812266128e-12,2.2628677360733707e-12,1.0,0.0,441918554112.0,812155666432.0,1.8974387060781284,1.897935625156794,0.5546337415895293,1.978110704224737,-0.0021162585006095466,1.1699301580847532e-06,0.0021186651894822706,0.7061955940195791,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,8168de5436a6153bc170b042b4f6b5c10996fd785b094e99081ecca06188da4b,7db27f9dc92967a9fc2f3bc11ebbc5404822244ba6f994b3b73d5740035b984e
42,syn_adam,13,1,116119502848.0,,,False,0.7366284460878991,17963.44601398221,100000000.60774711,,,0.92578125,1.0671270724710302e-12,2.0904821927333894e-12,1.0,0.0,478359126016.0,937104982016.0,1.898633967369109,1.897935625156794,0.5071170712939286,1.965970721345235,-0.0020531581714749335,4.045839659738704e-06,0.0020465907640755173,0.6879433924644905,9.99999993922529e-09,0.0028328202897682786,0.015285751549527049,3.277409637517458,100000000.60774711,0.0,8.024814460702599e-06,0.0002336538945630938,0.2911344451302659,10a51fbf393e258b64dbc122e705f3d5c3b097f591e189ba00b192ecf48a6b0f,9f37eeb35f83d18d953e66b88319414db54b8d36b3a40ecb3d4c2ee383f8a976
