seed,method,config_fingerprint,step,layer,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,kappa,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,trace_A,trace_G,trace_F,lambdaF_mean,lambdaF_median,lambdaF_q10,lambdaF_q90,learning_rate,signal_amplitude_retention,effective_signal_lr,optimizer_update_norm,clean_reference_update_norm,update_to_clean_reference_ratio
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,0,conv1,0.02743677545545782,8.414774423671854,8.414852996324656,8.14305620969768e-05,94062.99830423968,1.0002647782695713,0.00449401677791516,-0.043122739182236275,3.3990690140017717e-10,9.371738494683163e-11,1.0631172902198439e-05,3.8552767776066756e-05,5.594743512992315,0.9999893660121801,1.4900602922426178,6.7567637842103074e-06,8.316788296927524e-06,9.727551741889329e-07,2.4669068807270378e-05,1.336542993612966e-06,1.4257598763833812e-06,2.3283872678803164e-06,5.647487455462397e-06,2.1822841881657932e-05,3.1443393230438232,0.00016066929674707353,0.0005051987827755511,3.157492168881504e-06,1.0880588661166257e-06,6.245679429639495e-07,1.0198045765719136e-05,0.3,1.843656425151327e-05,5.530969275453981e-06,2.442916862909304e-05,0.002743677545545782,0.008903804552342064
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,0,conv2,0.1220335190109345,46.553354266192315,46.55461842496435,0.0009956020453453956,145527.0368673731,0.999878762725707,0.01166961927800239,0.011509394605987208,4.087133105853169e-08,4.5773064301508045e-10,6.871575354373537e-06,0.0006135707809646527,19.508082938997834,0.9999931292577362,2.3280648161160666,2.949642273905308e-06,2.308853664802872e-05,1.88441813264717e-08,0.00028217010549269617,4.417268435474853e-08,7.157259496182178e-08,1.4132212555750812e-07,3.222417745973871e-07,1.737417881031434e-06,19.259838104248047,0.00033213189453817904,0.006396806333214045,1.3786223057256878e-06,6.603989533005006e-08,2.0641915376984345e-08,8.118974847093344e-07,0.3,0.00020216659234040547,6.064997770212164e-05,0.00029868061360361866,0.012203351901093451,0.024475293017845436
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,0,fc1,0.42214772153515695,306.3290999472629,306.3297565163868,0.24465570940083464,526559.6915709171,1.4532371323850108,0.0022443462243324935,-0.10125005463478826,0.005455327089833289,6.974529206406145e-07,1.8991199212591236e-06,0.014854508521766285,38.93305669167547,0.9999972401284115,0.3004744558214059,5.557345844175057e-06,0.0007880831924475712,1.2825099315882937e-10,0.22269898653030396,2.114966562993814e-10,2.135501185607236e-10,2.139947247181695e-10,2.1444812939308555e-10,2.1843701569768116e-10,48.28453063964844,0.01228325068950653,0.5930910110473633,2.9531679974141197e-06,9.99998209239017e-11,9.883247761854896e-11,1.0207570760867313e-10,0.3,0.07386018609395247,0.022158055828185738,0.07339671282025038,0.0422147721535157,1.738649981376227
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,0,fc2,0.13642323041494472,25.068343595047605,25.068797897051684,0.07232639339044394,33765.611481000036,0.9353123751929132,0.00605103923761211,0.3260883591064332,0.0005123966081379171,7.824780954532337e-06,2.9615930412187832e-05,0.0019393644852119547,18.16134042890452,0.9999722998537811,0.19350464009961055,0.00015411207158836542,0.0022791230574464726,2.1097437685746456e-10,0.05084105581045151,2.139657895305902e-10,2.1427293966924665e-10,1.6654396262083537e-07,1.691409678983291e-07,3.3396446781353005e-07,1.7126202583312988,0.05615962669253349,0.09618011116981506,7.455823577860141e-05,7.78260762501759e-08,9.998630395857688e-11,1.5606178891403033e-07,0.3,0.022636179185938538,0.006790853755781561,0.021697918017133184,0.013642323041494472,1.5904855756271374
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,1,conv1,0.021771747736252386,8.797956375046473,8.793632598407475,9.841251666644643e-05,163296.55406762427,1.002883493817224,-0.19740665047349024,-0.31669702455588994,3.5861709176570476e-10,1.255185546011246e-10,6.123827925212698e-06,1.749449200863273e-05,4.5587831134305254,0.9999938585140419,0.9382623527882499,6.7567637842103074e-06,8.316788296927524e-06,9.727551741889329e-07,2.4669068807270378e-05,1.336542993612966e-06,1.4257598763833812e-06,2.3283872678803164e-06,5.647487455462397e-06,2.1822841881657932e-05,3.1443393230438232,0.00016066929674707353,0.0005051987827755511,3.157492168881504e-06,1.0880588661166257e-06,6.245679429639495e-07,1.0198045765719136e-05,0.3,1.8937188063852162e-05,5.6811564191556486e-06,2.952375499993393e-05,0.0021771747736252386,0.013560581053955998
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,1,conv2,0.1134222612778555,47.44880837670977,47.44904964749535,0.0009889959974297186,175006.43465732786,1.0007935815955211,0.0033223859050703587,-0.04114586164435092,2.82423914377241e-08,4.360843707123714e-10,5.714075610307252e-06,0.0003700636999870415,18.113304290671827,0.9999942813898041,2.011098770424594,2.949642273905308e-06,2.308853664802872e-05,1.88441813264717e-08,0.00028217010549269617,4.417268435474853e-08,7.157259496182178e-08,1.4132212555750812e-07,3.222417745973871e-07,1.737417881031434e-06,19.259838104248047,0.00033213189453817904,0.006396806333214045,1.3786223057256878e-06,6.603989533005006e-08,2.0641915376984345e-08,8.118974847093344e-07,0.3,0.0001680547275078095,5.041641825234285e-05,0.00029669879922891555,0.01134222612778555,0.02615878010718907
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,1,fc1,0.3731608577698192,306.8801839795085,306.8811553364612,0.3934366839336768,676309.5597749639,1.5807060673811317,0.003211036642135018,0.2517780345576755,0.004661666771720148,1.490770526324799e-06,1.4786128416187995e-06,0.004623649468712202,34.95130134319403,0.99999766274771,0.2347852575363889,5.557345844175057e-06,0.0007880831924475712,1.2825099315882937e-10,0.22269898653030396,2.114966562993814e-10,2.135501185607236e-10,2.139947247181695e-10,2.1444812939308555e-10,2.1843701569768116e-10,48.28453063964844,0.01228325068950653,0.5930910110473633,2.9531679974141197e-06,9.99998209239017e-11,9.883247761854896e-11,1.0207570760867313e-10,0.3,0.06827639981516416,0.020482919944549247,0.11803100518010304,0.03731608577698192,3.1630060527341364
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,1,fc2,0.14429616767695008,24.433615290850152,24.43187877211776,0.04126573427828592,28672.520326855407,1.205968172545126,-0.009081803611333625,-0.21712042141559787,0.0005212378179644504,3.1046955205018953e-06,3.4876599215986796e-05,0.005855325375509951,22.25016890396922,0.9999579399313769,0.21648325992549425,0.00015411207158836542,0.0022791230574464726,2.1097437685746456e-10,0.05084105581045151,2.139657895305902e-10,2.1427293966924665e-10,1.6654396262083537e-07,1.691409678983291e-07,3.3396446781353005e-07,1.7126202583312988,0.05615962669253349,0.09618011116981506,7.455823577860141e-05,7.78260762501759e-08,9.998630395857688e-11,1.5606178891403033e-07,0.3,0.02283063332377029,0.006849189997131087,0.012379720283485775,0.01442961676769501,0.8579382586475564
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,2,conv1,0.031685592085997055,7.195590677844937,7.19399978478968,7.948090883018737e-05,51571.438647403374,1.0004369004127933,-0.04801204910710742,-0.08583261184584084,4.1616967127778053e-10,1.2221709167464414e-10,1.9390577909625403e-05,6.601773353110183e-05,5.320698417509497,0.9999806009503196,1.9854695706299375,6.7629566096627515e-06,8.531648130098114e-06,9.050513654074166e-07,2.5503582946839742e-05,1.2601970524883657e-06,1.3662377682521765e-06,2.2725354256181163e-06,5.509692755367723e-06,2.1895725330978144e-05,3.148954391479492,0.00016058095206972212,0.0005056621157564223,3.160387806033782e-06,1.0619591819249763e-06,5.888913619855885e-07,1.0232105705654238e-05,0.3,2.040023703974492e-05,6.120071111923476e-06,2.384427264905621e-05,0.0031685592085997057,0.007525272867496307
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,2,conv2,0.12729580158914025,46.47006713081851,46.471155287923615,0.0009356268717232592,133265.71671583946,0.9979687082290369,0.009917777619281344,0.14185771700344488,3.73573574897556e-08,4.009468035203617e-10,7.503805364065034e-06,0.0006991501448932088,19.692888340792237,0.9999925114370536,2.5366744017256573,2.9455719087611366e-06,2.3033365548289295e-05,1.696264284589688e-08,0.0002818222565110773,4.141065552687451e-08,6.571076305306178e-08,1.3011949562269365e-07,3.187781061342321e-07,1.7076119092962473e-06,19.332237243652344,0.000330431415932253,0.0063879783265292645,1.3767190121810794e-06,6.080490067006394e-08,1.93512180501898e-08,7.979691076798191e-07,0.3,0.00019328051502868985,5.798415450860695e-05,0.00028068806151697773,0.012729580158914025,0.022050064337618615
