seed,run_id,method,learning_rate,interval_index,start_step,end_step,n_steps,layer,trace_F,oracle_signal_energy_sum,noisy_energy_sum,expected_noise_energy_sum,noise_debiased_energy_sum,beta_oracle,beta_dp_raw,beta_dp_positive,beta_dp_negative,estimated_signal_energy_positive,estimated_energy_to_noise_ratio,oracle_estimator_sd,oracle_observability_snr,conditional_variance_sum,sample_count
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,0,0,1,2,conv1,0.0010129413406509968,0.0013870218086819235,145.6571179389592,149.5361328125,-3.8790148735407968,1.3693012152021684,-3829.4565715402955,0.0,True,0.0,0.0,11670.941318722642,0.00011732568748791486,139.75918647670272,2
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,1,2,3,2,conv1,0.0010116010351789925,0.0014770952059092732,138.85829076301167,149.5361328125,-10.677842049488348,1.4601558861077246,-10555.388614839656,0.0,True,0.0,0.0,11686.411594861482,0.00012494475937388866,139.75935484204632,2
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,0,0,1,2,conv2,0.012800462834870352,0.026033446265164878,4365.531040419706,4336.5478515625,28.983188857205732,2.033789449725671,2264.2297572437183,2264.2297572437183,False,28.983188857205732,0.006683470320006455,4973.499593926095,0.00040892522682630316,4052.9898835048007,2
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,1,2,3,2,conv2,0.01287705886843471,0.04293887782089041,4306.29014402372,4336.5478515625,-30.25770753877987,3.3345252405536225,-2349.737455417713,0.0,True,0.0,0.0,4943.935221550256,0.0006744678259050938,4053.0214831655303,2
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,0,0,1,2,fc1,1.1436308336934644,0.3532012962410269,188663.41974898128,187697.75390625,965.6658427312796,0.3088420544769065,844.3859804064306,844.3859804064306,False,965.6658427312796,0.00514479168042471,366.2330892123653,0.0008432936934804089,175423.13680903017,2
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,1,2,3,2,fc1,1.1444922407897096,0.5206179260075363,188065.27175289846,187697.75390625,367.5178466484649,0.4548898694571362,321.11868787758175,321.11868787758175,False,367.5178466484649,0.0019580300722832848,365.9577686878227,0.0012430119220799428,175423.44974447248,2
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,0,0,1,2,fc2,0.186009107196913,0.03659738287378424,1195.4576921869464,1205.6350708007812,-10.17737861383489,0.1967504893996481,-54.71441031680729,0.0,True,0.0,0.0,180.46791135030603,0.0010902242283763808,1126.8559458305342,2
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,1,2,3,2,fc2,0.1953073039562696,0.049550123500532034,1216.7219245805284,1205.6350708007812,11.086853779747116,0.25370338178251944,56.766201545793315,56.766201545793315,False,11.086853779747116,0.009195862038405398,171.87803532797554,0.0014760663356263015,1126.8801571148174,2
