window_size,seed,run_id,method,learning_rate,layer,window_index,n_steps,beta_oracle,beta_dp_raw,negative,log_error,trace_F,oracle_observability_snr
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv1,0,1,1.5414199802600337,-997.4669202160953,True,,0.0005064706703254984,9.338983198498546e-05
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv1,1,1,1.21750147756565,-6656.60732944253,True,,0.0005064706703254984,7.376478141403731e-05
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv1,2,1,2.8117261782643106,-15783.129754988136,True,,0.0005054445313042652,0.00017000712211716663
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv1,3,1,0.9869134541070296,-5248.773812011911,True,,0.0005054445313042652,5.967308877262378e-05
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,0,1,2.612519002704347,2563.615687357976,False,2.991793462406145,0.006400231417435176,0.0003714339796479453
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,1,1,1.6379969590714538,1963.706884657934,False,3.078763571579385,0.006400231417435176,0.00023288231726937823
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,2,1,9.083283086833978,-8926.79967770633,True,,0.006397155847338742,0.0012907673978575218
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,3,1,2.2639181955746497,4233.94067604108,False,3.271884038596793,0.006397155847338742,0.00032171744092147886
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,0,1,0.3980973352512378,602.470588101471,False,3.1799465794718325,0.5718154168467322,0.0007686284514828353
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,1,1,0.23536684853566497,1086.3473499751874,False,3.6642234169277415,0.5718154168467322,0.000454436188523456
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,2,1,0.4401907762770029,1044.0777835332126,False,3.3750919165614155,0.4619286326574752,0.0006865738510755076
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,3,1,0.2507758732819527,-250.0879621586751,True,,0.4619286326574752,0.00039114022118583234
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,0,1,0.25741871605041966,-215.68163475875937,True,,0.0930045535984565,0.0010086048801827355
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,1,1,0.26493798500419047,104.38575046614443,False,2.5954969889120343,0.0930045535984565,0.001038065292018526
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,2,1,0.23112274131172098,-33.44829662729671,True,,0.18322606324240542,0.0017839940595063563
1,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,3,1,0.4678253789241194,95.76916230275117,False,2.3111419106145332,0.18322606324240542,0.0036107985800058386
2,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv1,0,2,1.3794607289128418,-3827.0371248293127,True,,0.0010129413406509968,0.00011819617586509612
2,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv1,1,2,1.89931981618567,-10515.951783500024,True,,0.0010108890626085304,0.00016240891582519217
2,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,0,2,2.1252579808879,2263.661286007955,False,3.027399787703065,0.012800462834870352,0.0004273162924389687
2,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,1,2,5.673600641204314,-2346.4295008326253,True,,0.012794311694677485,0.0011402058569251776
2,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,0,2,0.31673209189345136,844.4089690383291,False,3.4258607684572597,1.1436308336934644,0.0008648374109176868
2,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,1,2,0.34548332477947785,396.99491068726877,False,3.060357848916002,0.9238572653149504,0.0007620590260568962
2,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,0,2,0.26117835052730504,-55.647942146307464,True,,0.186009107196913,0.0014472143696979132
2,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,1,2,0.3494740601179202,31.16043283772723,False,1.9501885361031235,0.36645212648481085,0.0038147409138980016
4,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv1,0,4,1.6391266893487395,-7168.102986020941,True,,0.0020238304032595272,0.00019841781780675886
4,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,conv2,0,4,3.8990029280527594,-40.83014053329575,True,,0.025594774529547837,0.0011084081792522343
4,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc1,0,4,0.32957958320489206,644.4819519929015,False,3.2912504597361707,2.067488099008415,0.0011503895112067355
4,42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,fc2,0,4,0.31974562831318276,1.9327742373455132,False,0.7813765127617721,0.5524612336817238,0.0037208194372658054
