seed,run_id,layer,step,interval_index,beta_train,gamma_model,sum_a,sum_a_H2,mean_H2,model_signal_retention,gamma_model_raw,model_noise_retention_after_raw
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,0,0,1.0,3.0831657383868585,0.0005026419275705341,5.2876776264543734e-05,0.03382423498613831,0.10519770310470908,3.0831657383868585,0.321530166418854
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,0,0,1.0,1.3682344828415307,0.006154069154135959,0.0032873149071354878,0.00973835520548857,0.5341693154237933,1.3682344828415307,0.018230839781132806
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,0,0,1.0,1.1178678827490303,0.08008011051501268,0.06408312862294019,0.0008220862481933625,0.800237764543625,1.1178678827490303,0.0010273024901070464
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,0,0,1.0,1.9420717493712738,0.0002120594580503244,5.622469466456841e-05,0.0021973713410689305,0.2651364630537987,1.9420717493712738,0.008287699533138388
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,50,1,0.14903992098718497,13.942572855508164,7.492509860482915e-05,3.854264173244073e-07,0.0015684797303713264,0.0051441562907675025,13.942572855508164,0.3049051470668499
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,50,1,0.13964462329691357,2.3608261892908873,0.0010222841493199198,0.000183418694719715,0.0023231582007756366,0.17942046234575318,2.3608261892908873,0.01294812291977479
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,50,1,0.12655147278796125,1.1651754901283797,0.041227939947304296,0.030367493957722803,0.0007696601657746483,0.7365755843376403,1.1651754901283797,0.0010449167500803862
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,50,1,4.988584587683127,1.0380390074621413,0.010009219900363811,0.009289083851173534,0.009124577685975854,0.9280527297472901,1.0380390074621413,0.009831960397832662
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,100,2,0.3425495114135546,6.744806393282705,0.0001721551818423205,3.7842613618204186e-06,0.006789426229037882,0.021981687227320756,6.744806393282705,0.30886738396493024
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,100,2,0.13964462329691357,2.039842480790724,0.0013730718008766456,0.00032998939584226157,0.0031465863192065803,0.24032930807520622,2.039842480790724,0.013092811461105356
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,100,2,0.023143995546572104,1.2183170335985074,0.03002601632650679,0.020229124345160825,0.0007471015568983629,0.6737198876196798,1.2183170335985074,0.0011089201471221933
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,100,2,0.7617928370888494,1.053352503026942,0.007285096406266339,0.006565802880657986,0.009680571205496999,0.9012650642495759,1.053352503026942,0.010741092259642147
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,150,3,0.07656072984865675,26.058713236608877,3.849344564577344e-05,5.668665807732733e-08,0.0004477730194659722,0.001472631434425811,26.058713236608877,0.30406319531034726
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,150,3,0.024122819808510644,4.872727761878522,0.0002958213044370337,1.2459056391459631e-05,0.0004812172848424263,0.04211683271145731,4.872727761878522,0.011425770977111433
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,150,3,0.010986100165932874,1.2226352803018088,0.03441886971884354,0.023025165325338576,0.0008791063603740887,0.6689692460392687,1.2226352803018088,0.0013141207395989695
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,150,3,0.4212686768139341,1.0404055699588366,0.01335378846807124,0.012336704302698703,0.014188929223161706,0.9238355341778572,1.0404055699588366,0.015358717756823207
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,200,4,0.10217587389606754,19.880899236749876,5.1358964416796604e-05,1.2994040315235372e-07,0.0007725127125510016,0.00253004328704606,19.880899236749876,0.3053357689594889
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,200,4,0.024122819808510644,4.285500384648575,0.0003404229528613736,1.8535988770118595e-05,0.0006072925086408697,0.05444987952286162,4.285500384648575,0.011153238794328068
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,200,4,0.009008759227576938,1.2024854842869759,0.04572497672729241,0.031622325743879735,0.001113252852107508,0.6915766394475811,1.2024854842869759,0.0016097317182326377
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,200,4,0.20149597310740086,1.0423637375440713,0.013289129067858748,0.012230886346013995,0.015423756385222365,0.9203677896090097,1.0423637375440713,0.016758253123759014
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,250,5,0.19041062656805177,11.209766211569805,9.571933826814063e-05,7.617396767486127e-07,0.002441184329226042,0.007958054145910777,11.209766211569805,0.3067564362427011
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,250,5,0.019434656323488564,4.506456417969889,0.0003076853343273899,1.5150830711062302e-05,0.0005351016038554436,0.04924131578836056,4.506456417969889,0.010866923340458919
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,250,5,0.0047180533730637126,1.2410858035922452,0.03398760595514691,0.02206566186434073,0.0009268803016360201,0.649226717923603,1.2410858035922452,0.001427668141262618
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,250,5,0.09726564049392378,1.0481308664573157,0.010505327425617078,0.009562656844025928,0.013860456101120187,0.9102673773601323,1.0481308664573157,0.01522679648403628
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,300,6,0.19041062656805177,11.177936714104906,9.568657742328889e-05,7.658218052270808e-07,0.002447024295335136,0.00800344025096972,11.177936714104906,0.3057465563060394
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,300,6,0.019434656323488564,4.15537298408429,0.0003406668908572083,1.972921942834866e-05,0.0006266220329860498,0.057913521853282274,4.15537298408429,0.010819960743771204
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,300,6,0.002435902242876339,1.3021858369635442,0.023031454440154808,0.01358236601609528,0.0007298869025714339,0.5897311457853369,1.3021858369635442,0.001237660428464319
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,300,6,0.04825996869694708,1.0617586371190468,0.007204994442389539,0.006391194656726671,0.012014340614923964,0.8870506018887404,1.0617586371190468,0.01354414346751199
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,350,7,0.19041062656805177,11.20074892441562,9.571316003282394e-05,7.629174184735382e-07,0.002442945882201333,0.00797087274322468,11.20074892441562,0.3064841154662594
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,350,7,0.016629540803816702,4.392056418067367,0.000311209909002524,1.6133091471854186e-05,0.000554480913089731,0.05183990292456704,4.392056418067367,0.010696025297280433
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,350,7,0.0023225026760902213,1.2833965749561278,0.026157273660508733,0.015880739584718567,0.0007955147556064041,0.6071251840246146,1.2833965749561278,0.001310297738487738
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,350,7,0.0433201493849979,1.060960392232923,0.007883882828647923,0.007003930353764046,0.01305480692789285,0.8883859014638872,1.060960392232923,0.014694973103896704
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,400,8,0.19041062656805177,11.184859165958526,9.570891241542761e-05,7.65052680404792e-07,0.0024461136031296233,0.007993536454411438,11.184859165958526,0.30601144025304006
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,400,8,0.016629540803816702,4.190226673916838,0.00032797664136330324,1.8679613237901728e-05,0.0006043292147141614,0.05695409636569246,4.190226673916838,0.0106108120974103
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,400,8,0.0011876372556102292,1.376267485242676,0.015755818705409222,0.008318313340046464,0.0005748166814643985,0.5279518313567961,1.376267485242676,0.0010887672839152071
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,400,8,0.025424039924585133,1.0752727473746393,0.005697170257158027,0.004927446535140309,0.011432078436061744,0.8648936775146182,1.0752727473746393,0.013217900342286319
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,450,9,0.08323018296935444,24.151524107322285,4.1835098984842914e-05,7.17218883970186e-08,0.0005232383505653107,0.0017143950925753476,24.151524107322285,0.30520289799669637
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,450,9,0.011812472988375644,5.128890118255142,0.000248331710055379,9.440291169271483e-06,0.0003993635715314235,0.03801484380374242,5.128890118255142,0.010505463960162519
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,450,9,0.0008161854358293055,1.4514279710404272,0.011812038654685539,0.005607042951714776,0.000481081826389838,0.4746888420899811,1.4514279710404272,0.001013467736616074
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,450,9,0.01843117351439385,1.074707722900311,0.005196383370691275,0.004499046116066255,0.010370882691544733,0.8658033472745386,1.074707722900311,0.011978335177602658
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,500,10,0.08323018296935444,24.103707126161172,4.184224004892282e-05,7.201902592746715e-08,0.0005243812585078394,0.0017212038801761329,24.103707126161172,0.30465958422902156
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,500,10,0.011812472988375644,4.999896362525711,0.0002545238814781138,1.0181377323642576e-05,0.0004178814462982803,0.040001658251145523,4.999896362525711,0.010446603080168893
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,500,10,0.0009260864958855357,1.3844040172422616,0.015213821396410416,0.007938027732134647,0.0005629444876048133,0.5217642251280512,1.3844040172422616,0.0010789250402644137
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,500,10,0.018034405503145244,1.074367713516465,0.005610903197526674,0.00486101407825284,0.011179057516249822,0.866351442383752,1.074367713516465,0.012903605822471798
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,550,11,0.20435286814076065,10.507485913041961,0.00010272527138588522,9.304213435594234e-07,0.002775346241333552,0.00905737537615565,10.507485913041961,0.3064183746474612
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,550,11,0.006423286100637352,8.059856230667615,0.00014083580420567828,2.1679960566433964e-06,0.00015938720135518075,0.015393784761417837,8.059856230667615,0.010353997007588435
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,550,11,0.0007220614822600469,1.433857682811915,0.01285622630033264,0.006253186953076606,0.0005101449449000696,0.4863936591497936,1.433857682811915,0.0010488314049812918
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,550,11,0.014109019489775075,1.0868010274088018,0.004439855833329991,0.003758969377508422,0.01014712839647759,0.8466422151119963,1.0868010274088018,0.011985143447087976
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,600,12,0.07713724444165165,25.86461718879311,3.8772148184323753e-05,5.7957247783418725e-08,0.0004542894135513287,0.0014948165241680325,25.86461718879311,0.3039098151555233
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,600,12,0.0021830728846232213,20.992795737673564,4.88674489671662e-05,1.1088661037106498e-07,2.3368074379983713e-05,0.002269130325292183,20.992795737673564,0.010298251325416815
2027,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,600,12,0.0005847245754142932,1.4843920472554035,0.011040783657984561,0.005010749158533958,0.0004650571556613076,0.4538399912319851,1.4843920472554035,0.0010247161216420627
