seed,run_id,method,learning_rate,fingerprint,status,planned_steps,completed_steps,epsilon_spent,noise_multiplier,sample_rate,final_accuracy,best_accuracy,late_mean_accuracy,accuracy_auc,final_test_loss,final_model_hash,parameters_finite,wall_time,diagnostic_seconds,research_overhead_seconds,core_training_runtime,total_refresh_time,total_measurement_only_refresh_time,total_beta_trace_time,fisher_beta_trace_time,mean_refresh_time,number_of_refreshes,total_diagnostic_spectrum_time,mean_diagnostic_spectrum_time,total_wiener_filter_time,mean_wiener_filter_time,diagnostics_all_finite,diagnostic_nonfinite_count,diagnostic_nonfinite_steps,beta_diagnostics_all_finite,beta_diagnostic_nonfinite_count,beta_diagnostic_nonfinite_steps,active_state_bytes,peak_cuda_allocated_memory,diverged_step,beta_step_rows,beta_train,filter_position,synthetic_fisher_role,contains_non_dp_oracle,release_safe_under_dp,deployable_beta_estimator_is_postprocessing,oracle_is_research_only
42,dp_sgd_lr0p10,dp_sgd,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,completed,1170,1170,0.995693195331761,1.068115234375,0.004266666666666667,0.8975,0.8975,0.8853428571428571,0.8436415887850467,0.4802647718191147,9e9c9e76e84680f6fcb1c34ded5047f73f36b54c8616fb14293a470270fce1b2,True,76.11464644409716,7.458605174906552,10.064728496596217,66.04991794750094,2.6061233216896653,2.6061233216896653,0.008105606772005558,0,0.10858847173706938,24,0.0,0.0,0.0,0.0,True,0,[],True,0,[],0,518788096,,4680,1.0,after global clipping and DP Gaussian noise,measurement_only_for_dp_sgd,True,False,True,True
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,completed,1170,1170,0.995693195331761,1.068115234375,0.004266666666666667,0.818,0.818,0.7526142857142856,0.593881308411215,0.6319047325134277,c04595c804fe9f04bd3421385e6e75e920bc288e9920c486fa0929c009ed6aa7,True,94.4616717826575,17.115919357165694,17.1240555588156,77.3376162238419,3.2782470732927322,0,0.008136201649904251,0.008136201649904251,0.13659362805386385,24,0.15877554565668106,0.0066156477356950445,1.4378638276830316,0.0012289434424641295,True,0,[],True,0,[],10905008,529878528,,4680,1.0,after global clipping and DP Gaussian noise,training_filter_and_measurement,True,False,True,True
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,completed,1170,1170,0.995693195331761,1.068115234375,0.004266666666666667,0.9006,0.9011,0.8864142857142856,0.855779906542056,0.6363517887473107,38c1dfe4ca6ad65b49598e8a327edaf81f72873ff5a1df28f5884d34028a1b33,True,110.57443616725504,19.012112454511225,19.020743117667735,91.55369304958731,3.609234008938074,0,0.0086306631565094,0.0086306631565094,0.15038475037241975,24,0.11347585916519165,0.004728160798549652,1.7862856052815914,0.0015267398335740098,True,0,[],True,0,[],10905008,529878528,,4680,1.0,after global clipping and DP Gaussian noise,training_filter_and_measurement,True,False,True,True
7,dp_sgd_lr0p10,dp_sgd,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,completed,1170,1170,0.995693195331761,1.068115234375,0.004266666666666667,0.9008,0.9008,0.8898714285714286,0.8517598130841121,0.4596640131235123,fa23bf7c96e88d573978181467b5b0e712c54e1a04bcf25ab2862555875f89ab,True,96.83874779846519,8.440630464814603,11.24939083121717,85.58935696724802,2.8087603664025664,2.8087603664025664,0.008564423769712448,0,0.11703168193344027,24,0.0,0.0,0.0,0.0,True,0,[],True,0,[],0,518788096,,4680,1.0,after global clipping and DP Gaussian noise,measurement_only_for_dp_sgd,True,False,True,True
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,completed,1170,1170,0.995693195331761,1.068115234375,0.004266666666666667,0.8099,0.8099,0.7341571428571428,0.5868682242990654,0.6525711464881897,10f8ef1733ac2e8c812652c91543d33b95136b57087d23cc7a362b609b4c428c,True,109.86184728052467,18.820243413560092,18.82897808495909,91.03286919556558,3.550065102055669,0,0.008734671398997307,0.008734671398997307,0.14791937925231954,24,0.11167075298726559,0.004652948041136066,1.7481182608753443,0.0014941181716883285,True,0,[],True,0,[],10905008,529878528,,4680,1.0,after global clipping and DP Gaussian noise,training_filter_and_measurement,True,False,True,True
91,dp_sgd_lr0p10,dp_sgd,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,completed,1170,1170,0.995693195331761,1.068115234375,0.004266666666666667,0.8932,0.8932,0.8819714285714287,0.839753738317757,0.49462569947242735,7175581ab12e763217ac31e45e79b706b1217e652d4d3456a56830949c50829b,True,97.22430401854217,8.405614892952144,11.180014229379594,86.04428978916258,2.77439933642745,2.77439933642745,0.008457208052277565,0,0.11559997235114376,24,0.0,0.0,0.0,0.0,True,0,[],True,0,[],0,518788096,,4680,1.0,after global clipping and DP Gaussian noise,measurement_only_for_dp_sgd,True,False,True,True
91,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,completed,1170,1170,0.995693195331761,1.068115234375,0.004266666666666667,0.7656,0.7656,0.6392571428571429,0.4860644859813084,0.7273112766265869,847a2fc38b1394414df70786fdc3cd12e3a2e2be839385f8c08946b819230c8c,True,96.82433139905334,17.24772924091667,17.255906565114856,79.56842483393848,3.312314074486494,0,0.008177324198186398,0.008177324198186398,0.13801308643693724,24,0.09331894759088755,0.0038882894829536476,1.4909901097416878,0.0012743505211467417,True,0,[],True,0,[],10905008,529878528,,4680,1.0,after global clipping and DP Gaussian noise,training_filter_and_measurement,True,False,True,True
