seed,n_runs,window_size,method,learning_rate,layer,sample_count,median_beta_oracle,median_beta_dp_raw,negative_rate,positive_coverage,median_log_error,mean_log_error
42,1,10,dp_sgd,0.1,conv1,117,0.0598318989999216,0.1036543492792485,0.3162393162393162,0.6837606837606838,0.25766841449105793,0.44576735057511974
42,1,10,dp_sgd,0.1,conv2,117,0.0040685196924786,0.017022770928641,0.3504273504273504,0.6495726495726496,0.6286944876729014,0.6164830032398904
42,1,10,dp_sgd,0.1,fc1,117,0.0004979201111195,0.0007401774716102,0.24786324786324787,0.7521367521367521,0.27987047978675483,0.35082258402149746
42,1,10,dp_sgd,0.1,fc2,117,0.0136533406937067,0.0134550884887375,0.008547008547008548,0.9914529914529915,0.1070317349701959,0.15528843461963218
42,1,25,dp_sgd,0.1,conv1,47,0.0570929705049867,0.073124103824323,0.19148936170212766,0.8085106382978723,0.2485859804915977,0.42224599644059735
42,1,25,dp_sgd,0.1,conv2,47,0.0039267684311311,0.01208255931222,0.3617021276595745,0.6382978723404256,0.2786609127900956,0.46744918616898024
42,1,25,dp_sgd,0.1,fc1,47,0.0004934387718664,0.0005896461711791,0.14893617021276595,0.851063829787234,0.2657150380255827,0.3504569145820697
42,1,25,dp_sgd,0.1,fc2,47,0.0137162522271903,0.0138339034570493,0.0,1.0,0.0523757845721135,0.08198100000246371
42,1,50,dp_sgd,0.1,conv1,24,0.05899717252098395,0.06972445381562556,0.16666666666666666,0.8333333333333334,0.3175451653412087,0.3486429807572252
42,1,50,dp_sgd,0.1,conv2,24,0.0039315156265702,0.0062625922617964,0.4166666666666667,0.5833333333333334,0.30890206112794705,0.4487023067183716
42,1,50,dp_sgd,0.1,fc1,24,0.00047305895945425,0.00058080906579715,0.08333333333333333,0.9166666666666666,0.19753889892291915,0.26046199735033454
42,1,50,dp_sgd,0.1,fc2,24,0.013040737573304251,0.01279858563391005,0.0,1.0,0.046464631958377495,0.060897327823912654
42,1,100,dp_sgd,0.1,conv1,12,0.06242042403235145,0.0679731914560629,0.08333333333333333,0.9166666666666666,0.238942037043054,0.31048876475559184
42,1,100,dp_sgd,0.1,conv2,12,0.004102268872322051,0.007750551042368,0.25,0.75,0.2539861166402966,0.34588329423123426
42,1,100,dp_sgd,0.1,fc1,12,0.00048030338737105,0.0006101011960307501,0.08333333333333333,0.9166666666666666,0.1832951062288869,0.20651986789336058
42,1,100,dp_sgd,0.1,fc2,12,0.01343345497437375,0.0130407271910725,0.0,1.0,0.0238830414670373,0.03462539347365847
42,1,10,dp_fisher_wiener,0.1,conv1,117,0.4656361967039692,0.5137215772511741,0.11965811965811966,0.8803418803418803,0.1004713538833652,0.18212001918954426
42,1,10,dp_fisher_wiener,0.1,conv2,117,0.116651185001018,0.0803828713389444,0.15384615384615385,0.8461538461538461,0.2091780917011886,0.3028792187540538
42,1,10,dp_fisher_wiener,0.1,fc1,117,0.0042465536382054,0.0037381862000566,0.1111111111111111,0.8888888888888888,0.1710947858465544,0.26656544747928473
42,1,10,dp_fisher_wiener,0.1,fc2,117,0.1825137529804341,0.1618501754585547,0.0,1.0,0.0520727399747767,0.07203003421150359
42,1,25,dp_fisher_wiener,0.1,conv1,47,0.4674358979154618,0.4889368171609717,0.0851063829787234,0.9148936170212766,0.0687682635944201,0.16353812039547927
42,1,25,dp_fisher_wiener,0.1,conv2,47,0.1094668888535342,0.0999325749298729,0.1702127659574468,0.8297872340425532,0.1029227355223617,0.20024785990242153
42,1,25,dp_fisher_wiener,0.1,fc1,47,0.0042717829642003,0.0035284268442804,0.02127659574468085,0.9787234042553191,0.1538629212054565,0.1850197898769142
42,1,25,dp_fisher_wiener,0.1,fc2,47,0.1760981769849361,0.1815083562366883,0.0,1.0,0.0252757283643751,0.037780281654042305
42,1,50,dp_fisher_wiener,0.1,conv1,24,0.4445558407549733,0.48041399451004263,0.041666666666666664,0.9583333333333334,0.0488260110031246,0.14662640016703882
42,1,50,dp_fisher_wiener,0.1,conv2,24,0.09712602808930654,0.09278946110353944,0.20833333333333334,0.7916666666666666,0.0880393659828214,0.2269413980769284
42,1,50,dp_fisher_wiener,0.1,fc1,24,0.0039222254542601,0.00371282814682325,0.0,1.0,0.115175639905422,0.12768076311326085
42,1,50,dp_fisher_wiener,0.1,fc2,24,0.1508251875477932,0.1530995386263104,0.0,1.0,0.0227191640901343,0.028791203737478135
42,1,100,dp_fisher_wiener,0.1,conv1,12,0.4655029954701831,0.5045984945264098,0.08333333333333333,0.9166666666666666,0.0316568595963297,0.10898610800945309
42,1,100,dp_fisher_wiener,0.1,conv2,12,0.09725299745396596,0.10556693909245954,0.25,0.75,0.0553155282450523,0.1135125391862107
42,1,100,dp_fisher_wiener,0.1,fc1,12,0.0042450993508676,0.00378490375302635,0.0,1.0,0.1108317030100751,0.1200721767572035
42,1,100,dp_fisher_wiener,0.1,fc2,12,0.1643894379718591,0.1572111872695415,0.0,1.0,0.01181015304863625,0.016165087729693845
42,1,10,dp_fisher_wiener,0.8,conv1,117,0.0054343902512079,-0.01637944850445,0.5299145299145299,0.4700854700854701,1.1714342896182184,1.0947593450721353
42,1,10,dp_fisher_wiener,0.8,conv2,117,0.0007516041151588,0.0043350393360997,0.452991452991453,0.5470085470085471,1.3600857826000208,1.1342072643088983
42,1,10,dp_fisher_wiener,0.8,fc1,117,0.0003251987532475,0.0004462825152313,0.18803418803418803,0.811965811965812,0.1838677604128444,0.2359729474993894
42,1,10,dp_fisher_wiener,0.8,fc2,117,0.004934820687618,0.0049838138580586,0.0,1.0,0.0389324933703852,0.05802931083768952
42,1,25,dp_fisher_wiener,0.8,conv1,47,0.0057377206217146,0.0117721246322114,0.46808510638297873,0.5319148936170213,0.8645065521458113,0.9744380886535109
42,1,25,dp_fisher_wiener,0.8,conv2,47,0.0007558657610923,-0.0006840121128197,0.5106382978723404,0.48936170212765956,0.9093838451969454,0.8986293553386728
42,1,25,dp_fisher_wiener,0.8,fc1,47,0.0003285139167503,0.0003661995348722,0.0851063829787234,0.9148936170212766,0.1828728392703196,0.2259183472669394
42,1,25,dp_fisher_wiener,0.8,fc2,47,0.0052756078427137,0.0047675465586225,0.0,1.0,0.0240602967630732,0.03206476712838647
42,1,50,dp_fisher_wiener,0.8,conv1,24,0.00503156660966425,0.01058811773374445,0.4166666666666667,0.5833333333333334,0.9054431041667479,0.8226528912773706
42,1,50,dp_fisher_wiener,0.8,conv2,24,0.00080647496661875,-0.0033541135697857504,0.5416666666666666,0.4583333333333333,0.9396737221875558,0.8136149410135229
42,1,50,dp_fisher_wiener,0.8,fc1,24,0.0003312077513684,0.00032890116913185,0.0,1.0,0.15415852173873906,0.178966696115937
42,1,50,dp_fisher_wiener,0.8,fc2,24,0.00502707895250405,0.0050488571845822994,0.0,1.0,0.016398088087070002,0.02471490286382844
42,1,100,dp_fisher_wiener,0.8,conv1,12,0.0051187573167664,0.0029942730807834,0.5,0.5,0.20058103118161763,0.5699709663310562
42,1,100,dp_fisher_wiener,0.8,conv2,12,0.0007971090943530001,0.0017972883116760497,0.5,0.5,0.915571019891283,0.7773486939594522
42,1,100,dp_fisher_wiener,0.8,fc1,12,0.00033175029368180003,0.00032559058439535,0.0,1.0,0.13939050654364055,0.1660423073644901
42,1,100,dp_fisher_wiener,0.8,fc2,12,0.005100959844463,0.0049970199660769,0.0,1.0,0.01234836244264655,0.013360931740101728
7,1,10,dp_sgd,0.1,conv1,117,0.0628234889905873,0.1432168117071706,0.3247863247863248,0.6752136752136753,0.188122972279147,0.3813999477830899
7,1,10,dp_sgd,0.1,conv2,117,0.0048667309523866,0.0198807198402737,0.38461538461538464,0.6153846153846154,0.5320634189798444,0.6507286617174661
7,1,10,dp_sgd,0.1,fc1,117,0.0005429743267534,0.0008302452683279,0.23076923076923078,0.7692307692307693,0.2793020764740448,0.3513992568259338
7,1,10,dp_sgd,0.1,fc2,117,0.0153238767294891,0.0169403294871154,0.008547008547008548,0.9914529914529915,0.1042596417662928,0.15044502855926148
7,1,25,dp_sgd,0.1,conv1,47,0.0654104260971226,0.1081573098954675,0.3191489361702128,0.6808510638297872,0.1167144977101677,0.24697443901142468
7,1,25,dp_sgd,0.1,conv2,47,0.0049218904618147,0.013816107041469,0.3617021276595745,0.6382978723404256,0.7089670807634814,0.6181798108729312
7,1,25,dp_sgd,0.1,fc1,47,0.0005278529159033,0.0008041688967432,0.14893617021276595,0.851063829787234,0.19204204514786144,0.2517815727448541
