seed,layer,interval_index,comparison,left_run,right_run,beta_oracle_left,beta_oracle_right,trajectory_log_difference,ratio
7,fc1,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0030091474392221,0.0446721592140914,1.1715934770680545,0.06736068934570087
7,fc1,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0017839325424814,0.0368041246959399,1.3145180654993827,0.04847099495557892
7,fc1,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0012579044882051,0.0298716660178443,1.375611778284348,0.04211028897597045
7,fc1,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0009564272089961,0.0231810806107684,1.3844817545185566,0.04125895703722315
7,fc1,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0008627384544052,0.0165231412687667,1.2822134599292059,0.05221394893209646
7,fc1,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0007335865872355,0.0125282641590129,1.2324395197562938,0.05855452742092398
7,fc1,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0006216702693974,0.0085973902954507,1.1408065445636981,0.07230918313972044
7,fc1,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0005279374826609,0.0059795886777523,1.054088813627227,0.08828993282182568
7,fc1,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0004939885219388,0.0046095400077523,0.9699407307172443,0.10716655482065732
7,fc1,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0004429777269215,0.0030149361845852,0.832896233822527,0.14692772907976015
7,fc1,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0004816094552835,0.0023342116446078,0.6854452265827797,0.2063263870677936
7,fc1,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0003912005812188,0.0016357979679725,0.6213301730033627,0.23914969261373764
7,fc1,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0003689244276219,0.0012665010520808,0.535668142741327,0.2912942133097916
7,fc1,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0003250373026322,0.0009867961525545,0.4822942422593788,0.3293864713505239
7,fc1,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002952961997254,0.0008085738750716,0.4374618473130445,0.3652062091410649
7,fc1,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002957663722294,0.0007585126213257,0.40901401720072883,0.3899294011910713
7,fc1,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002729170975898,0.0006238589306287,0.3590556524408819,0.4374660427073876
7,fc1,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002352995547045,0.0004978356441619,0.32546488282061237,0.4726450535710914
7,fc1,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002621814588753,0.0005108409388366,0.2896837186722454,0.5132350188542008
7,fc1,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.000217126998599,0.0004319529226296,0.2987225877792876,0.5026635710141649
7,fc2,0,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,5.145894861595404,4.051258238088547,0.10387098150929153,1.2701967041289686
7,fc2,1,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,4.204613416320501,3.276566494440991,0.10830708581732251,1.2832376280029814
7,fc2,2,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,1.1000800867426197,2.242060262295825,0.30922297811407584,0.490655895937498
7,fc2,3,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.2852850181485836,1.8364485154427372,0.8086997923559092,0.15534604741141142
7,fc2,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1253806329554249,1.500740436671696,1.078075126590942,0.08354584836368564
7,fc2,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0656226016564318,1.3437520128185882,1.3112656834775716,0.048835351337472646
7,fc2,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0459627300087083,1.1473275752358607,1.3972816154840613,0.04006068624233978
7,fc2,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0318582588898565,0.9667036648912286,1.4820713279064266,0.03295555819935898
7,fc2,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0285078848210263,0.7419261092695738,1.41539565922325,0.03842415634771542
7,fc2,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0232809240659595,0.6099224519062331,1.4182744061747259,0.03817030180344732
7,fc2,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0183935773156855,0.4134358370837861,1.3517419168790488,0.04448955718359241
7,fc2,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0147840432137132,0.2898026807373101,1.2923091751520435,0.051014169972824056
7,fc2,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0139806583052678,0.2109014431178491,1.1785519300069711,0.06629000778081723
7,fc2,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0124879635240117,0.1347586968171662,1.033065180959198,0.09266907308368184
7,fc2,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0137763005514861,0.0959152864977933,0.8427552193409229,0.1436298743871557
7,fc2,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0107185610749009,0.0607995650602765,0.7537639855603337,0.17629338407724712
7,fc2,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0097957656167985,0.044462214503616,0.6569527043373442,0.2203166379848632
7,fc2,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0082926955132486,0.0315481231586786,0.580277808088516,0.26285860085998036
7,fc2,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0078414893476334,0.0267354717866134,0.5326892954462459,0.29329908259033144
7,fc2,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0073893517143199,0.0238448050533224,0.5087874377847295,0.30989356791953765
7,fc2,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0069978579322268,0.0191898030003073,0.4381053949953666,0.3646654388330478
7,fc2,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0059444452501566,0.0147994866561041,0.39613532001026,0.4016656380243292
7,fc2,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0067727298377687,0.015483460374842,0.3591042749320854,0.4374170678780073
7,fc2,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0052856077370844,0.0125835745721439,0.3767090976319294,0.4200402442708992
91,conv1,0,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.8577700040192954,0.0872374371563211,0.9926679565310759,9.832590593901264
91,conv1,1,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,3.053917127195957,0.1347536862374256,1.3553165933131646,22.662957967733742
91,conv1,2,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,3.1345980561776483,0.1696054002087332,1.2667421839358253,18.48171138607557
91,conv1,3,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,1.7162075772093837,0.1904391296502908,0.9548136271053325,9.011843208698275
91,conv1,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.9262956961193968,0.2274649303780152,0.6098351977887537,4.072257180832323
91,conv1,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.4903365184059428,0.264404452465651,0.2682254748368552,1.854494180538215
91,conv1,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.2905835403088191,0.31370701802222,0.0332532238568124,0.9262895747147006
91,conv1,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1948104998553592,0.3572356977341616,0.2633424897385085,0.5453276396815422
91,conv1,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1425628365785545,0.4503873993134504,0.4995799036116135,0.3165338035563843
91,conv1,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1162834727516428,0.5670701760326908,0.6881188137079721,0.20506011013518582
91,conv1,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0930978532954153,0.7542750782320272,0.9085900916828559,0.12342692471509299
91,conv1,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0733695163008772,0.94959391293908,1.1120222661176768,0.07726409710630076
91,conv1,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0594654153617803,1.2334587080780135,1.316860158648658,0.04821030081699277
91,conv1,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0516047040380938,1.4212500830725454,1.4399812114402206,0.03630937626862374
91,conv1,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.03953326499423,1.5715358024295745,1.599361595913639,0.02515581568877532
91,conv1,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0322462843220782,1.6256558054389187,1.7025489203727329,0.01983586206513861
91,conv1,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0281881148514701,1.5391210051669644,1.737206732911127,0.018314424114049592
91,conv1,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0249528418069304,1.3492571575493326,1.7329747172743242,0.018493762784443896
91,conv1,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.022399113967757,1.0837309674301543,1.6846906439653837,0.02066851888607733
91,conv1,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0193238222357697,0.7826251315705796,1.6074607561450833,0.024691032087086787
91,conv1,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0165986189676286,0.6268029735933532,1.5770590925935188,0.026481397930312272
91,conv1,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0141372948294807,0.4641180580389969,1.5162621512149241,0.030460557577125843
91,conv1,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0134273563543442,0.3725341573882759,1.4431755840612914,0.036043289153615675
91,conv1,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0118023484634669,0.2827150944419216,1.3793805635209215,0.04174643906709221
91,conv2,0,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.22920181365793,0.1067515893872854,0.33184370004613895,2.14705762203133
91,conv2,1,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.4264182838490017,0.0946379714462185,0.653770395311738,4.505784278050904
91,conv2,2,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.3059106229982727,0.0909227264789624,0.5269221081427242,3.364512205527118
91,conv2,3,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1345806214099463,0.0838624197023827,0.20541514022362084,1.604778658755092
91,conv2,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0631418159381578,0.0793463154378256,0.09920969655549783,0.7957750223151149
91,conv2,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0317957856488004,0.0798212181570259,0.3997487907696038,0.3983375145472109
91,conv2,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0187392613033028,0.0823977823873781,0.6431630563541639,0.2274243403202721
91,conv2,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0121988076729899,0.0814401303224845,0.8245210757089692,0.14978865609233902
91,conv2,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0090492721410549,0.0897784119871917,0.9965582702158762,0.10079563606388939
91,conv2,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0073133366140864,0.0947807035168646,1.1126043646156378,0.0771606069877411
91,conv2,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0060340833071824,0.1083800885493174,1.2543381997110734,0.05567520185625835
91,conv2,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0049526598198463,0.115961792874027,1.3694764224180713,0.04270941054892565
91,conv2,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0042171727664929,0.1296455550406179,1.4877362380845232,0.03252847940040568
91,conv2,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0036461431538814,0.1290564679331417,1.5489460591903936,0.028252308561321396
91,conv2,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0031122116017758,0.1235172893828949,1.598658635044225,0.025196566548089987
91,conv2,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.002811990712235,0.113333217011164,1.6053433346620343,0.02481170822105934
91,conv2,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0024173060246929,0.0968863915202789,1.6029311467042633,0.024949902527714056
91,conv2,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0022500805675543,0.0775463035020319,1.5373630316136013,0.02901596163762135
91,conv2,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0022100709647842,0.0579804963752761,1.418875710073766,0.03811748955165229
91,conv2,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.00186643974837,0.0392401611492517,1.3227168074721738,0.04756452811880444
91,conv2,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0018136834918661,0.0297059132696458,1.2142814086637626,0.06105462826215696
91,conv2,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0015998412543933,0.0208712579426781,1.115471733892712,0.07665284281317333
91,conv2,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0016000644633005,0.0163430054977794,1.0091944469648197,0.09790515358499441
91,conv2,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0013833310749895,0.0122000176647495,0.9454343265126943,0.11338762885454426
91,fc1,0,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1024595357955432,0.1004986900381955,0.008391982993035452,1.0195111573753097
91,fc1,1,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0594177970967931,0.0795567698920049,0.12676059550822782,0.746860351136055
91,fc1,2,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.02031520750475,0.0653395134292066,0.5073546333634298,0.31091764291696045
91,fc1,3,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0071509307936824,0.0562737876445912,0.8959435724046689,0.12707392007884008
91,fc1,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0037109273870468,0.0479010433716066,1.110862516792094,0.07747070054942597
91,fc1,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0022074081633769,0.042455466458566,1.2840509725263816,0.05199349689235421
91,fc1,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0016184297835153,0.0393207955348481,1.3855284338190073,0.04115963986743261
91,fc1,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0010601171961159,0.0314877793430074,1.4727881541160863,0.033667575746376785
91,fc1,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0009393807255022,0.0289304713247433,1.488513864120627,0.03247028764093372
91,fc1,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0007498872155401,0.0244674447871771,1.513592667381184,0.030648366515701752
91,fc1,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0007163883065965,0.0215490772763103,1.4782801901933724,0.03324450032874736
91,fc1,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0006662300828277,0.017520782123136,1.4199292502078236,0.03802513370381739
91,fc1,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0005746634898559,0.0142078454372601,1.3931146179632574,0.04044691310822146
91,fc1,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0004765585229563,0.0111113996296416,1.3676525265525923,0.04288915337767142
91,fc1,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.000483722604825,0.0083163982089004,1.2353388933449905,0.05816491619019746
91,fc1,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.00044382636128,0.0058184116120083,1.1175913475094643,0.07627964311840901
91,fc1,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0003963410588184,0.0044204539727732,1.0473978076563442,0.08966071386775529
91,fc1,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0003528106126511,0.0032632449653004,0.9661080362663457,0.10811649643305947
91,fc1,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0003693317189583,0.0025295332398813,0.8356237833780731,0.1460078535973819
91,fc1,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002979214284989,0.0016277651662939,0.7374900087695457,0.1830248211891696
91,fc1,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002977615492908,0.0012989107116774,0.6397106828136718,0.22923942855646617
91,fc1,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002613250313032,0.0010336118352394,0.5971764624221061,0.2528270501495111
91,fc1,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0002783344181242,0.0008780859689476,0.4989701241570206,0.31697855103844585
91,fc1,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.000221996153833,0.0007194120743855,0.5106322724050538,0.3085799665270038
91,fc2,0,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,5.544024838424209,4.329597340995145,0.10737765914344166,1.2804943281746222
91,fc2,1,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,4.84626491810092,3.568923764584812,0.13286987975724296,1.3579065392742304
91,fc2,2,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,1.4085829383342434,2.631348488320159,0.27139594498932307,0.5353083958991218
91,fc2,3,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.3691188529853106,2.12383455789699,0.759954455494305,0.1737983081652133
91,fc2,4,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.1633879468721402,1.7691620310188318,1.0345475946827636,0.0923532972149802
91,fc2,5,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0913220282735527,1.5077099927866424,1.2177422645952145,0.06057002255769738
91,fc2,6,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0602722661308495,1.3598786565581251,1.3533826370521616,0.044321797272265144
91,fc2,7,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0386374809421426,1.0913122733181613,1.4509402356170213,0.0354046058921929
91,fc2,8,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0322836682197442,1.0317768638390712,1.5046029097947946,0.031289389548455275
91,fc2,9,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0249749008429999,0.8718751418640618,1.542950522981559,0.028645042900986684
91,fc2,10,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0234252002749706,0.7965241316773326,1.5315156252224575,0.029409278819514804
91,fc2,11,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0208116072759556,0.6940377231817204,1.5230774544214993,0.029986276798540074
91,fc2,12,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0169891182478779,0.610147264245159,1.555263829200356,0.027844291441502918
91,fc2,13,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0140035165413512,0.4891236790457733,1.5431815793002854,0.028629807022776992
91,fc2,14,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0139636971264711,0.3792706345726296,1.4339487979301087,0.03681723775479137
91,fc2,15,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.012474971141173,0.2639254526107136,1.3254417253807063,0.047267025661118824
91,fc2,16,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0115016109400626,0.19179306590036,1.2220742287843964,0.059968856986925154
91,fc2,17,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0100862524289045,0.1298732910708364,1.1097900129089038,0.07766225330659547
91,fc2,18,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0099881313483218,0.0915457409253734,0.9621538991081244,0.10910536358500786
91,fc2,19,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0079490202336183,0.0557427004252472,0.845874401602074,0.14260199403647833
91,fc2,20,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0077916685038231,0.040741352196079,0.7184049718120888,0.1912471747703303
91,fc2,21,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0067255978814139,0.0321402174455191,0.67931791306355,0.20925800806464565
91,fc2,22,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0069820014949876,0.027118799711834,0.5892905261156387,0.25745982746945917
91,fc2,23,dp_sgd_vs_fisher_lr0p10,dp_sgd_lr0p10,dp_fisher_wiener_lr0p10,0.0055163506196208,0.0222834782271139,0.6063311186310498,0.24755339195245837
42,conv1,0,fisher_lr0p10_vs_lr0p80_seed42,dp_fisher_wiener_lr0p10,dp_fisher_wiener_lr0p80,0.0789608289542568,0.2097684272252193,0.4243284229809353,0.37641903502227225
42,conv1,1,fisher_lr0p10_vs_lr0p80_seed42,dp_fisher_wiener_lr0p10,dp_fisher_wiener_lr0p80,0.1543845914677747,0.9122542242098496,0.7715119301489388,0.16923417548600025
42,conv1,2,fisher_lr0p10_vs_lr0p80_seed42,dp_fisher_wiener_lr0p10,dp_fisher_wiener_lr0p80,0.2379976752707677,0.3973900086983823,0.222644228798613,0.5989020107735198
42,conv1,3,fisher_lr0p10_vs_lr0p80_seed42,dp_fisher_wiener_lr0p10,dp_fisher_wiener_lr0p80,0.3190206505241202,0.1137614619934199,0.4478236315697631,2.8042945733465765
42,conv1,4,fisher_lr0p10_vs_lr0p80_seed42,dp_fisher_wiener_lr0p10,dp_fisher_wiener_lr0p80,0.4410134823659951,0.0436544128562777,1.0044237152127382,10.102380343951308
42,conv1,5,fisher_lr0p10_vs_lr0p80_seed42,dp_fisher_wiener_lr0p10,dp_fisher_wiener_lr0p80,0.6353998183411298,0.0270278077203276,1.3712362656965311,23.50911420252727
42,conv1,6,fisher_lr0p10_vs_lr0p80_seed42,dp_fisher_wiener_lr0p10,dp_fisher_wiener_lr0p80,0.9037687754744808,0.0147072474853853,1.7885259321616902,61.450572336704234
42,conv1,7,fisher_lr0p10_vs_lr0p80_seed42,dp_fisher_wiener_lr0p10,dp_fisher_wiener_lr0p80,1.2244196717579607,0.0109951810266968,2.046727914378155,111.35966463717277
