seed,run_id,method,config_fingerprint,step,epoch,train_loss,learning_rate,test_loss,test_accuracy,clip_rate,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,refresh_time,diagnostic_spectrum_time,wiener_filter_time,active_state_bytes,diagnostics_finite,beta_diagnostics_finite
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,1,2.308786153793335,0.1,,,1.0,0.1123027231468387,1.899600652919797,1.9031473958402023,1.9031473958402023,286.11725235726686,286.11725235726686,0.06105702994285891,0.06105702994285891,1.0,1.0,0.003495070610673137,0.0034950706104284876,0.0,0.0,0.11717764846980572,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1,1,2.310345411300659,0.1,,,1.0,0.11625060177553888,1.8977463710094087,1.9013432097468008,1.9013432097468008,266.4930699056173,266.4930699056173,0.06148177422270343,0.06148177422270343,1.0,1.0,0.003752442794403216,0.003752442794551087,0.0,0.0,0.0,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,2,1,2.3023393154144287,0.1,,,1.0,0.13484161418297935,1.9036788931434727,1.9082916092384739,1.9082916092384739,199.31477965520514,199.31477965520514,0.06949751045983125,0.06949751045983125,1.0,1.0,0.005017189400979829,0.005017189398970867,0.0,0.0,0.0,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,3,1,2.2920455932617188,0.1,,,1.0,0.11296031241686467,1.8934285701559315,1.8963854466668624,1.8963854466668624,280.96102729672907,280.96102729672907,0.05593889229132893,0.05593889229132893,1.0,1.0,0.003559212498412563,0.0035592124984527725,0.0,0.0,0.0,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,4,1,2.2779793739318848,0.1,,,1.0,0.10852040708307871,1.8982049597209547,1.9008734949213302,1.9008734949213302,305.9591030908792,305.9591030908792,0.05311778785537281,0.05311778785537281,1.0,1.0,0.003268410679115432,0.0032684106790648124,0.0,0.0,0.0,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,5,1,2.2738475799560547,0.1,,,1.0,0.1138572771787126,1.8961421260763593,1.8996302197487829,1.8996302197487829,277.34490138598017,277.34490138598017,0.060575814656581885,0.060575814656581885,1.0,1.0,0.003605618833896949,0.003605618833928058,0.0,0.0,0.0,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,6,1,2.277601718902588,0.1,,,1.0,0.11468299972930728,1.8960489931844131,1.899295247192308,1.899295247192308,273.33863543567,273.33863543567,0.05847306762676149,0.05847306762676149,1.0,1.0,0.003658465618407017,0.0036584656185618767,0.0,0.0,0.0,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,7,1,2.2815465927124023,0.1,,,1.0,0.11536364091092616,1.897957232003803,1.9011357903115815,1.9011357903115815,270.66676714236615,270.66676714236615,0.05787019658003421,0.05787019658003421,1.0,1.0,0.0036945799090237065,0.003694579908560386,0.0,0.0,0.0,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,8,1,2.271080493927002,0.1,,,1.0,0.11104055928212868,1.9011411023706764,1.904505134566083,1.904505134566083,293.13347842567384,293.13347842567384,0.05942084671272636,0.05942084671272636,1.0,1.0,0.0034114151863147823,0.003411415186642554,0.0,0.0,0.0,0.0,0.0,0,True,True
7,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,9,1,2.257119655609131,0.1,,,1.0,0.10675330624815525,1.8991393587185443,1.9019364880720266,1.9019364880720266,316.4834469085981,316.4834469085981,0.054246910214028825,0.054246910214028825,1.0,1.0,0.003159722916569407,0.003159722915807019,0.0,0.0,0.0,0.0,0.0,0,True,True
