seed,run_id,learning_rate,step,refresh_index,interval_index,layer,beta_train,beta_source_interval,trace_F,sum_a,sum_a_H2,H_mean,H_q50,H_q90,mean_H2,sum_H2,model_signal_retention,gamma_model_raw,model_noise_retention_before,model_noise_retention_after_raw
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,0,0,conv1,1.0,,0.0005051987877676,0.0005051987463354369,1.8851961452669077e-13,6.756763754214013e-06,2.3283872919360817e-06,2.18228410509297e-05,1.1482282361354524e-10,1.8371651778167238e-08,3.731593078845832e-10,51766.983677434684,1.1482282361354524e-10,0.3077045679617873
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,0,0,conv2,1.0,,0.0063968065180625,0.0063968075297174895,3.107351502810677e-10,2.9496423000248797e-06,1.413221259852375e-07,1.7374178155532688e-06,5.417809267496413e-10,2.5138635001183355e-06,4.857659837934675e-08,4537.184608627593,5.417809267496413e-10,0.011153126090030824
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,0,0,fc1,1.0,,0.5930909942719609,0.5930906396671998,0.013249873994713049,5.557345839533111e-06,2.1399472139100823e-10,2.184370166534664e-10,6.211059917243021e-07,0.12473795852997503,0.022340386289265893,6.6904397007758645,6.211059917243021e-07,2.7801936084817438e-05
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,0,0,0,fc2,1.0,,0.096180114373956,0.09618012357131318,0.0001330684151598376,0.0001541120749115217,1.6654396495765343e-07,3.339644857436774e-07,5.21815275406703e-06,0.006731417052746469,0.001383533418536039,26.88469866705577,5.21815275406703e-06,0.003771613091636431
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,2,1,1,conv1,1.0,0,0.0005056193410528,0.0005056193103476878,2.0010414584319737e-13,6.762384985239663e-06,2.2726087481297384e-06,2.1895947906503137e-05,1.1850656279451603e-10,1.8961050047122563e-08,3.9576048965692446e-10,50267.094437238484,1.1850656279451603e-10,0.2994401055477938
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,2,1,1,conv2,6424.693328807835,0,0.0063803966257997,40.992084015632194,1.9613999558596194e-06,0.010391838334191305,0.0008346251744332984,0.010821123484771062,5.379397300242236e-10,15.956516563514052,4.7848261510969925e-08,4571.58625715042,5.379397300242236e-10,0.011242618081346446
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,2,1,1,fc1,266.6404722714781,0,0.4688876806839772,125.02437426107205,1.7792576358621193,0.0002656996103729784,5.705967627946213e-08,5.829984676528999e-08,4.0398485529643197e-07,19.258265171557593,0.014231286070240417,8.382584223001013,4.0398485529643197e-07,2.8387093991541632e-05
42,dp_fisher_wiener_adaptive_beta_lr0p50,0.5,2,1,1,fc2,102.56021303390472,0,0.2355828254894589,24.161409753029947,0.21330296340304775,0.004757287569147772,1.7044986555577318e-05,3.4530259505989996e-05,3.113650046772666e-05,4.571472565513714,0.008828249906911934,10.642966391747837,3.113650046772666e-05,0.0035269165232113377
