scope,n_intervals,gamma_model_median,gamma_model_q10,gamma_model_q90,gamma_oracle_median,gamma_oracle_q10,gamma_oracle_q90,model_multiplicative_error_median,model_multiplicative_error_q10,model_multiplicative_error_q90,model_to_oracle_ratio_median,model_to_oracle_ratio_q10,model_to_oracle_ratio_q90,signal_retention_oracle_median,signal_retention_oracle_q10,signal_retention_oracle_q90,signal_retention_after_model_gamma_median,signal_retention_after_model_gamma_q10,signal_retention_after_model_gamma_q90,noise_retention_after_model_gamma_median,noise_retention_after_model_gamma_q10,noise_retention_after_model_gamma_q90,gamma_dp_valid_rate
overall,8,2282.0346536473244,7.874940866333469,50717.06120929734,29.367798478476296,2.019511523571004,47082.289441247,1.895161235939391,1.1253253174368751,777.0430718264112,1.0456403736639437,0.5638768772171386,777.0430718264112,0.0026979705063451,4.662239438573483e-10,0.250428551883294,1.104580627430459,0.3219109502861016,1994551.3661711595,0.1524242642417285,0.002810207764607302,21825.34263727876,0.5
