seed,method,config_fingerprint,step,layer,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,kappa
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,2,fc1,0.12619081367303772,1.8747282281444315,1.8789048385538711,1.8789048385538711,220.70956561154853,220.70956561154853,0.0666417412540059,0.0666417412540059,1.0,1.0,0.004530841230945693,0.00453084122920245,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,2,fc2,0.03769835018707348,0.14699977436903058,0.1520768433433753,0.1520768433433753,15.205077821706604,15.205077821706604,0.25637315438384245,0.25637315438384245,1.0,1.0,0.06576750286818565,0.06576750308163647,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,3,conv1,0.0074767298677080474,0.050063615880403915,0.05062497058204278,0.05062497058204278,44.83539905546088,44.83539905546088,0.14850826893280425,0.14850826893280425,1.0,1.0,0.022303804644972974,0.02230380439824814,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,3,conv2,0.025771398300326636,0.2853399873652107,0.2869282742807272,0.2869282742807272,122.5883807506203,122.5883807506203,0.10636838520685603,0.10636838520685603,1.0,1.0,0.008157379943832954,0.008157379947159529,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,3,fc1,0.10467047103103595,1.8654270674134559,1.867931666522873,1.867931666522873,317.62025570772926,317.62025570772926,0.0519301253030264,0.0519301253030264,1.0,1.0,0.003148413811582051,0.0031484138115840756,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,3,fc2,0.03292503934072032,0.14604222820598584,0.14905814067943143,0.14905814067943143,19.67452678556241,19.67452678556241,0.20111630090114244,0.20111630090114244,1.0,1.0,0.0508271436426352,0.050827143720768846,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,4,conv1,0.00704413508157049,0.05524278686472438,0.05596029340658512,0.05596029340658512,61.502929023257266,61.502929023257266,0.16414440250039722,0.16414440250039722,1.0,1.0,0.016259387892582203,0.01625938802207246,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,4,conv2,0.02365121084656054,0.2860100430356833,0.28699854362661836,0.28699854362661836,146.23650746564368,146.23650746564368,0.08292735797422843,0.08292735797422843,1.0,1.0,0.006838237698168616,0.006838237696497939,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,4,fc1,0.10047121225588958,1.8698117952138464,1.8721191250609073,1.8721191250609073,346.3478574705048,346.3478574705048,0.0497844844214604,0.0497844844214604,1.0,1.0,0.002887270639420111,0.00288727063942444,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,4,fc2,0.03275995494125765,0.14876965204822487,0.15162554795832942,0.15162554795832942,20.622537528966298,20.622537528966298,0.1943845769447251,0.1943845769447251,1.0,1.0,0.04849063785765661,0.04849063771444643,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,5,conv1,0.008955609620939463,0.05168557667830777,0.051248432497937,0.051248432497937,33.30798946521319,33.30798946521319,0.03835396041321174,0.03835396041321174,1.0,1.0,0.030022826451344128,0.030022826445518205,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,5,conv2,0.023747784756770515,0.28507057785257683,0.28600040188012377,0.28600040188012377,144.0982091587826,144.0982091587826,0.08060753772532683,0.08060753772532683,1.0,1.0,0.006939711492962451,0.006939711481368779,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,5,fc1,0.10648383222203715,1.8680679916198593,1.8712298669515424,1.8712298669515424,307.76413843978185,307.76413843978185,0.05812129093313325,0.05812129093313325,1.0,1.0,0.0032492414645223,0.003249241464698587,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,5,fc2,0.03131314128800662,0.14744594864881774,0.1505693365271775,0.1505693365271775,22.172385069009415,22.172385069009415,0.2026947685123638,0.2026947685123638,1.0,1.0,0.04510114702688611,0.045101146981185766,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,6,conv1,0.00868273099811314,0.05225606605139243,0.05401178385415774,0.05401178385415774,36.22102414356067,36.22102414356067,0.27929962563611466,0.27929962563611466,1.0,1.0,0.02760827475241838,0.027608274909080036,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,6,conv2,0.02532252157775992,0.28181971900201774,0.28299409448705887,0.28299409448705887,123.85936656970041,123.85936656970041,0.0910208631314941,0.0910208631314941,1.0,1.0,0.008073672796196387,0.008073672790178269,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,6,fc1,0.10618857391320513,1.8680311036750323,1.8707665268131743,1.8707665268131743,309.4657777440789,309.4657777440789,0.054122251684357726,0.054122251684357726,1.0,1.0,0.0032313750722317565,0.003231375072361369,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,6,fc2,0.03405227276629784,0.15267131295932249,0.15669112244477704,0.15669112244477704,20.10123188529286,20.10123188529286,0.2251944785571824,0.2251944785571824,1.0,1.0,0.04974819477737347,0.049748194896705844,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,7,conv1,0.009375097590390579,0.05361041424152033,0.05385550880954462,0.05385550880954462,32.69992274112511,32.69992274112511,0.11312301600337836,0.11312301600337836,1.0,1.0,0.030581111649443438,0.030581111827674527,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,7,conv2,0.0255007172037722,0.2811632053771597,0.2825796241995992,0.2825796241995992,121.56601508039627,121.56601508039627,0.10052636231541215,0.10052636231541215,1.0,1.0,0.008225983205818075,0.008225983199697098,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,7,fc1,0.10718134171894324,1.8702432796736737,1.8729560835460162,1.8729560835460162,304.47933823951485,304.47933823951485,0.05390496338724484,0.05390496338724484,1.0,1.0,0.0032842951042084435,0.00328429510374865,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,7,fc2,0.032905175866664554,0.15001634836874306,0.15362663333448762,0.15362663333448762,20.78493863842139,20.78493863842139,0.21552327174489538,0.21552327174489538,1.0,1.0,0.04811176094518128,0.04811176111624439,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,8,conv1,0.009284376456480722,0.053644548754662,0.05265576055407183,0.05265576055407183,33.384563684968995,33.384563684968995,-0.01933910552677696,-0.01933910552677696,1.0,1.0,0.029953963079702238,0.02995396320635691,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,8,conv2,0.026397808208410006,0.28406039633696195,0.2849756753822173,0.2849756753822173,115.79388849804555,115.79388849804555,0.08093275639206136,0.08093275639206136,1.0,1.0,0.008636034349683703,0.00863603434449973,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,8,fc1,0.10174446073577137,1.8732526466757116,1.8763340012274272,1.8763340012274272,338.9777253716401,338.9777253716401,0.05737293051809043,0.05737293051809043,1.0,1.0,0.0029500463453955837,0.0029500463457859103,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,8,fc2,0.03456915664116442,0.1472887180588833,0.15008916932066899,0.15008916932066899,18.15354287077063,18.15354287077063,0.19541640799357612,0.19541640799357612,1.0,1.0,0.055085665990147976,0.05508566578509066,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,9,conv1,0.011146310155274099,0.05345547926990169,0.05667913605808753,0.05667913605808753,22.999701780906086,22.999701780906086,0.3793164968765038,0.3793164968765038,1.0,1.0,0.043478824252899693,0.04347882365206165,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,9,conv2,0.02575259170212144,0.28388861497522555,0.2852144685170833,0.2852144685170833,121.52176445164598,121.52176445164598,0.09651062282451278,0.09651062282451278,1.0,1.0,0.008228978594839662,0.008228978618014565,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,9,fc1,0.09705115596636245,1.871218199715714,1.8734481158111576,1.8734481158111576,371.74697258661314,371.74697258661314,0.04886478035514076,0.04886478035514076,1.0,1.0,0.0026900017313807594,0.0026900017305329605,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,9,fc2,0.03449500414627419,0.14772446957101976,0.15164018104580476,0.15164018104580476,18.339710470252218,18.339710470252218,0.22578935918847798,0.22578935918847798,1.0,1.0,0.054526487794658206,0.05452648790913684,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,10,conv1,0.012328194129105756,0.048475794810229164,0.05028029298543577,0.05028029298543577,15.461475805205648,15.461475805205648,0.2663397976594693,0.2663397976594693,1.0,1.0,0.06467687855891102,0.06467687910762714,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,10,conv2,0.028263782605244106,0.28012473292736756,0.2816679532645006,0.2816679532645006,98.22959250286652,98.22959250286652,0.10462322129943002,0.10462322129943002,1.0,1.0,0.010180231570300584,0.010180231591648423,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,10,fc1,0.1092278710772227,1.8699679797270856,1.8730195281315007,1.8730195281315007,293.09027057271544,293.09027057271544,0.05707292467425431,0.05707292467425431,1.0,1.0,0.0034119181027805483,0.0034119181029885837,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,10,fc2,0.03408723037889696,0.15246899531717029,0.15626883782192041,0.15626883782192041,20.006892799919473,20.006892799919473,0.21918475865885917,0.21918475865885917,1.0,1.0,0.04998277389182483,0.04998277403219827,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,11,conv1,0.012665523532959995,0.05022474594241425,0.05213606702059186,0.05213606702059186,15.724947425161956,15.724947425161956,0.2696072804391823,0.2696072804391823,1.0,1.0,0.06359321696488664,0.0635932172967213,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,11,conv2,0.029890123376088974,0.2839122319067724,0.28564892084733084,0.28564892084733084,90.22207098917535,90.22207098917535,0.11024549445927351,0.11024549445927351,1.0,1.0,0.011083762408737843,0.011083762383421904,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,11,fc1,0.11266077377118854,1.871443440492551,1.875370801973284,1.875370801973284,275.93573859953835,275.93573859953835,0.0648604925808114,0.0648604925808114,1.0,1.0,0.0036240321931339725,0.0036240321931628105,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,11,fc2,0.042197788181422266,0.14660642203072777,0.15150973161167627,0.15150973161167627,12.070537615490972,12.070537615490972,0.25357568066856656,0.25357568066856656,1.0,1.0,0.08284635127672459,0.0828463510131085,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,12,conv1,0.013606794244199917,0.05292467336807099,0.05349391803714719,0.05349391803714719,15.128808832540159,15.128808832540159,0.16879349410063033,0.16879349410063033,1.0,1.0,0.06609905679361465,0.06609905769670348,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,12,conv2,0.028252860708482472,0.28181188938708207,0.2826891136587773,0.2826891136587773,99.49328402699884,99.49328402699884,0.0809724784358848,0.0809724784358848,1.0,1.0,0.010050929653334833,0.010050929650736997,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,12,fc1,0.09849357323142952,1.8659305901141654,1.8692085658489912,1.8692085658489912,358.90142466861477,358.90142466861477,0.059598261373204994,0.059598261373204994,1.0,1.0,0.0027862803855402984,0.002786280385270763,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,12,fc2,0.03607405980244532,0.15121092013948473,0.15473158959283798,0.15473158959283798,17.570182404972023,17.570182404972023,0.21305507909244317,0.21305507909244317,1.0,1.0,0.05691460544569212,0.05691460568085258,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,13,conv1,0.014064869323662042,0.0544331051645062,0.055576044981616286,0.055576044981616286,14.97803406408921,14.97803406408921,0.20696359435993528,0.20696359435993528,1.0,1.0,0.06676443586177823,0.0667644363308842,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,13,conv2,0.028143652207744372,0.28519314865857015,0.2867411355001288,0.2867411355001288,102.68742533904025,102.68742533904025,0.10392960328913146,0.10392960328913146,1.0,1.0,0.009738290695511258,0.00973829069427434,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,13,fc1,0.09540007296140168,1.871955911178579,1.8741819690863062,1.8741819690863062,385.02933395329177,385.02933395329177,0.048771188417183864,0.048771188417183864,1.0,1.0,0.002597204710670563,0.002597204709921382,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,13,fc2,0.03444110468391421,0.15343738099547471,0.1571447737269696,0.1571447737269696,19.84760955915725,19.84760955915725,0.21595863140792845,0.21595863140792845,1.0,1.0,0.05038390120149815,0.05038390118710255,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,14,conv1,0.015626269890575813,0.050050927432052736,0.05325701067927976,0.05325701067927976,10.259202797467932,10.259202797467932,0.34570315852523964,0.34570315852523964,1.0,1.0,0.09747346019442064,0.09747345971628825,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,14,conv2,0.02892089294583448,0.28349923897916657,0.2839300819748056,0.2839300819748056,96.09048791149586,96.09048791149586,0.06581559293884415,0.06581559293884415,1.0,1.0,0.010406857333402587,0.010406857326632444,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,14,fc1,0.1001618021322674,1.8678139509465235,1.8704844444742685,1.8704844444742685,347.7466620736963,347.7466620736963,0.05341705771495203,0.05341705771495203,1.0,1.0,0.002875656645952538,0.0028756566459931243,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,14,fc2,0.031030190277757587,0.1537548354074342,0.15859780703528747,0.15859780703528747,24.552102446828158,24.552102446828158,0.2515166285208819,0.2515166285208819,1.0,1.0,0.04072970944483531,0.04072970936376549,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,15,conv1,0.012941605634979855,0.05942250728122878,0.060947139745613506,0.060947139745613506,21.082670405924343,21.082670405924343,0.22250581043464115,0.22250581043464115,1.0,1.0,0.04743232116673006,0.04743232103042426,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,15,conv2,0.0268244147602251,0.2842284949348382,0.2855713137082486,0.2855713137082486,112.27284272377786,112.27284272377786,0.09690810620805629,0.09690810620805629,1.0,1.0,0.008906873419586767,0.008906873431796494,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,15,fc1,0.10151710125330514,1.8716695915667727,1.8746064238928244,1.8746064238928244,339.9225315515837,339.9225315515837,0.055983684092614935,0.055983684092614935,1.0,1.0,0.002941846765314907,0.0029418467646332297,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,15,fc2,0.03252782523875603,0.1488200564662312,0.15290619362224,0.15290619362224,20.93210350634224,20.93210350634224,0.23030656435623179,0.23030656435623179,1.0,1.0,0.04777350726871432,0.04777350756965909,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,16,conv1,0.014924969389172824,0.05104890331085196,0.05371330282844664,0.05371330282844664,11.698924358145,11.698924358145,0.31302372427506114,0.31302372427506114,1.0,1.0,0.08547794348553148,0.08547794339662781,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,16,conv2,0.026688228940570536,0.2845541824751227,0.2860982898475801,0.2860982898475801,113.68166800614806,113.68166800614806,0.10434282615824009,0.10434282615824009,1.0,1.0,0.00879649301529944,0.008796493004773155,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,16,fc1,0.09145578184830895,1.8728330091823149,1.8750970096590025,1.8750970096590025,419.34915948779417,419.34915948779417,0.049127139756509744,0.049127139756509744,1.0,1.0,0.00238464767904051,0.002384647679597137,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
7,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,16,fc2,0.028402881928446085,0.15168134412108045,0.153905848827949,0.153905848827949,28.519343206784512,28.519343206784512,0.17002724193244872,0.17002724193244872,1.0,1.0,0.03506392105408171,0.03506392109504394,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
