step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,beta2_delta_t,beta2_D_innovation,beta2_D_ema,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.5658570053055882,827688,,,,,0.11375342472735793,,,1.9041331453454986,
0,conv2,2560,512,0.5658570053055882,827688,,,,,0.8289577704672452,,,1.6506087102381835,
0,fc1,2560,512,0.5658570053055882,827688,,,,,11.957576069300892,,,1.1723371970850591,
0,fc2,2560,512,0.5658570053055882,827688,,,,,12.078725578153975,,,1.777770100240676,
50,conv1,2560,512,0.5420011803507805,827688,50,0.03907304524967433,0.001904104885669931,0.11003188489242269,0.11098691853677932,-0.0009550336443566315,1.9143753493529014,1.9145872095918521,-0.00021186023895070072
50,conv2,2560,512,0.5420011803507805,827688,50,0.5899209008725349,0.006837871531470366,0.8395483319444705,0.8381668578489204,0.001381474095550117,1.6795036037739863,1.6795586090872205,-5.5005313234213205e-05
50,fc1,2560,512,0.5420011803507805,827688,50,1.0547535401231536,0.5037796491006582,11.953352866503533,11.953034588603016,0.0003182779005168612,1.1405780035081552,1.1404208590457714,0.00015714446238379587
50,fc2,2560,512,0.5420011803507805,827688,50,0.871967316399005,0.26639876847355665,12.076054091515878,12.073197821176159,0.002856270339719913,1.762732434849658,1.7623929302197536,0.0003395046299043969
100,conv1,2560,512,0.5700334450230002,827688,50,0.04241207260138007,0.0020615817017705343,0.12026708098279681,0.11972603982631921,0.0005410411564776008,1.942540465798094,1.942870149103724,-0.0003296833056298798
100,conv2,2560,512,0.5700334450230002,827688,50,0.5778248348800578,0.008831087901092275,0.908424004025618,0.9072690271792498,0.0011549768463681165,1.658345544065075,1.6582636266622242,8.191740285079518e-05
100,fc1,2560,512,0.5700334450230002,827688,50,1.3589683315285286,0.2282380292795937,11.962688269055072,11.962220947579278,0.0004673214757939803,1.1530983366204004,1.1526841270386574,0.00041420958174298583
100,fc2,2560,512,0.5700334450230002,827688,50,1.162845051931333,0.10028523304997784,12.103575095520576,12.10229976230891,0.0012753332116659521,1.8157917014249343,1.8157017381541825,8.996327075183608e-05
150,conv1,2560,512,0.5306904902681708,827688,50,0.03510611055754074,0.001717400666449739,0.11574378982560801,0.11611597389473143,-0.00037218406912341295,1.923065092263828,1.923017611483409,4.748078041894033e-05
150,conv2,2560,512,0.5306904902681708,827688,50,0.5872216437718956,0.01451637805182001,0.8383755319931115,0.8374883296865354,0.0008872023065761292,1.6737622803012622,1.673703432806998,5.884749426421365e-05
150,fc1,2560,512,0.5306904902681708,827688,50,1.2834661933936542,0.12501047100565507,11.963977499325742,11.963325812397713,0.0006516869280286386,1.1648098526636497,1.1642797386055455,0.0005301140581042141
150,fc2,2560,512,0.5306904902681708,827688,50,1.0965081851738332,0.11383427531557673,12.098977130705256,12.095149062679246,0.0038280680260101008,1.7837900709673997,1.7832156253458522,0.0005744456215475147
200,conv1,2560,512,0.5907275201752782,827688,50,0.03433136389419863,0.0016839430294872389,0.11601327800108013,0.11455804127106907,0.0014552367300110641,1.921187613459009,1.9212537242632215,-6.611080421259352e-05
200,conv2,2560,512,0.5907275201752782,827688,50,0.5825438632894815,0.05219585361204221,0.8517128488799139,0.8518501720561907,-0.00013732317627679347,1.672694531525205,1.672650208010834,4.4323514371003014e-05
200,fc1,2560,512,0.5907275201752782,827688,50,1.271502342953856,0.1672629908522187,11.967940244956363,11.967264450406262,0.0006757945501014717,1.1677351839498677,1.167230998138384,0.0005041858114838149
200,fc2,2560,512,0.5907275201752782,827688,50,1.15328484314913,0.15395308063061452,12.11432554427912,12.11156209194992,0.0027634523291997226,1.8198442815857367,1.8192665036099125,0.0005777779758242563
250,conv1,2560,512,0.553593672811985,827688,50,0.03371942997764164,0.0016480651184870875,0.10443105214038984,0.10388080346218631,0.0005502486782035243,1.9103599203575201,1.9101426962675427,0.00021722408997737475
250,conv2,2560,512,0.553593672811985,827688,50,0.5728808447812159,0.007776073962811835,0.8487488965573308,0.8497478732007451,-0.0009989766434143066,1.668384316127147,1.6684634583337605,-7.91422066135361e-05
250,fc1,2560,512,0.553593672811985,827688,50,1.0578621068215164,0.23568451162111695,11.961222825548568,11.96063218641842,0.0005906391301468972,1.178490488169206,1.178319272111363,0.00017121605784309324
250,fc2,2560,512,0.553593672811985,827688,50,0.8981100335633707,0.040911381297764705,12.094774845809319,12.093161759931602,0.0016130858777163581,1.786911807028206,1.785398583121364,0.0015132239068420539
300,conv1,2560,512,0.5811655940487981,827688,50,0.032605026127966015,0.0015698145989036967,0.09705103185760014,0.0977495976974152,-0.0006985658398150629,1.89591550347025,1.8958357434384434,7.976003180654168e-05
300,conv2,2560,512,0.5811655940487981,827688,50,0.5596622489143092,0.007419686796209355,0.9022430028809889,0.9009935861846151,0.0012494166963737952,1.6703650233352993,1.6703782930181936,-1.32696828942791e-05
300,fc1,2560,512,0.5811655940487981,827688,50,1.2724236754547156,0.14101388770455314,11.965278139945095,11.964559156984087,0.000718982961007697,1.1571391628139,1.1568266058049075,0.00031255700899257555
300,fc2,2560,512,0.5811655940487981,827688,50,1.098372895729691,0.09424113582178867,12.104510861939037,12.102444527768098,0.0020663341709390437,1.8277737932513365,1.8264081423406395,0.0013656509106969583
350,conv1,2560,512,0.5958257811143994,827688,50,0.03888971619247876,0.0019131510043304551,0.10725751580756943,0.10573897921011419,0.001518536597455239,1.9500812275551005,1.950125730115834,-4.450256073340597e-05
350,conv2,2560,512,0.5958257811143994,827688,50,0.5547097046417127,0.015097181266412575,0.8526402786854946,0.8527100740940526,-6.979540855800437e-05,1.6647791057669254,1.6648367902085757,-5.768444165021869e-05
350,fc1,2560,512,0.5958257811143994,827688,50,1.1461127044588764,0.11898148286754735,11.974500741886267,11.973510955250736,0.0009897866355306206,1.1624634489049699,1.162231366575739,0.0002320823292307761
350,fc2,2560,512,0.5958257811143994,827688,50,1.0046312394187236,0.10816750270596606,12.13670377722247,12.133950285102003,0.0027534921204672713,1.8630155970471944,1.861881958442651,0.0011336386045435187
400,conv1,2560,512,0.5805406598374248,827688,50,0.0314368825665091,0.0015357483951266887,0.1123652394547521,0.11195956673365345,0.0004056727210986488,1.9564890864320168,1.956738186402323,-0.0002490999703061991
400,conv2,2560,512,0.5805406598374248,827688,50,0.5480710924335537,0.00783701998701847,0.8534224425100735,0.8540770938024383,-0.0006546512923648606,1.6627740403209386,1.662112226085087,0.0006618142358516543
400,fc1,2560,512,0.5805406598374248,827688,50,1.0836148687347487,0.1303259430504065,11.961662811413008,11.960957981436096,0.0007048299769127908,1.1753409804667276,1.1750920521648072,0.0002489283019204702
400,fc2,2560,512,0.5805406598374248,827688,50,0.997174320444419,0.10387094928097422,12.101639303613782,12.09828943050231,0.003349873111471169,1.8066878984701185,1.8047533564995548,0.0019345419705636413
450,conv1,2560,512,0.5894172098487616,827688,50,0.03373489861904537,0.0016515475583229987,0.0926399938555462,0.09181132158439638,0.0008286722711498135,1.9544354970927715,1.9543815420494508,5.395504332073031e-05
450,conv2,2560,512,0.5894172098487616,827688,50,0.5452460924620107,0.008433827625191171,0.8458112965818614,0.8460792800875838,-0.00026798350572243557,1.6554517228137888,1.655297452459085,0.00015427035470372275
