seed,run_id,method,learning_rate,interval_index,start_step,end_step,n_steps,layer,trace_F,oracle_signal_energy_sum,noisy_energy_sum,expected_noise_energy_sum,noise_debiased_energy_sum,beta_oracle,beta_dp_raw,beta_dp_positive,beta_dp_negative,estimated_signal_energy_positive,estimated_energy_to_noise_ratio,oracle_estimator_sd,oracle_observability_snr,conditional_variance_sum,sample_count
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,0,0,49,50,conv1,0.025131003666944984,0.0025943082167773873,0.1409386605988913,0.13926637620897964,0.0016722843899116572,0.10323138109241942,0.06654268218150104,0.06654268218150104,False,0.0016722843899116572,0.012007811471954014,0.08923795033296764,1.1568103106032812,5.029430837655145e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,1,50,99,50,conv1,0.025128032015147433,0.005839846484731861,0.14564429464870726,0.13926637620897964,0.006377918439727617,0.23240365505788682,0.2538168701744308,0.2538168701744308,False,0.006377918439727617,0.04579654194571183,0.091231658326575,2.5474014087888612,5.25542801436794e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,2,100,149,50,conv1,0.025132064153722544,0.007735230081120216,0.14657904460736132,0.13926637620897964,0.00731266839838163,0.3077833175105308,0.2909696694092866,0.2909696694092866,False,0.00731266839838163,0.05250849916103162,0.092355303305534,3.3326003634838157,5.387409616865415e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,3,150,199,50,conv1,0.02513352136936653,0.010646810689467648,0.14849361862196656,0.13926637620897964,0.009227242412986931,0.423609988150896,0.3671289143045974,0.3671289143045974,False,0.009227242412986931,0.06625606743062307,0.0940715885920642,4.503059789835542,5.590152257047856e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,4,200,249,50,conv1,0.02512629098217617,0.013630609536933506,0.1561984559723421,0.13926637620897964,0.016932079763362525,0.5424839482517594,0.6738789969189496,0.6738789969189496,False,0.016932079763362525,0.1215805295158473,0.09583140651462756,5.660815882130152,5.797923683459408e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,5,250,299,50,conv1,0.025133648011566034,0.018243551676092554,0.15745291221015345,0.13926637620897964,0.018186536001173842,0.7258616682981003,0.7235931685207312,0.7235931685207312,False,0.018186536001173842,0.13058813258523358,0.09842140925383994,7.375038352719662,6.1191375511505965e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,6,300,349,50,conv1,0.025127792445020503,0.023699634625599323,0.16660490413904047,0.13926637620897964,0.027338527930060783,0.9431642145824795,1.087979693794326,1.087979693794326,False,0.027338527930060783,0.1963038651112812,0.10145442736335544,9.296432286755405,6.499062001487301e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,7,350,399,50,conv1,0.025130154501586816,0.030216811322176206,0.16658111394808758,0.13926637620897964,0.02731473773910789,1.2024124770211102,1.0869307523510503,1.0869307523510503,False,0.02731473773910789,0.1961330400234149,0.10492694163373321,11.459520860852859,6.952873792310234e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,8,400,449,50,conv1,0.02513244407965909,0.036827859167477245,0.17715064192069654,0.13926637620897964,0.03788426571171693,1.4653512826189405,1.5073848604473177,1.5073848604473177,False,0.03788426571171693,0.27202736757217494,0.1083349985503522,13.526111613334011,7.413222130489863e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,9,450,499,50,conv1,0.025131360310048922,0.04349846888632659,0.18310589545574862,0.13926637620897964,0.043839519246768946,1.7308441862947415,1.7444148946143379,1.7444148946143379,False,0.043839519246768946,0.3147889708903581,0.11168226599551913,15.497932193448126,7.877717951814137e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,10,500,549,50,conv1,0.025139331122189107,0.04668041837524514,0.18610773611034867,0.13926637620897964,0.046841359901369006,1.8568679551717626,1.8632699364075247,1.8632699364075247,False,0.046841359901369006,0.33634363998057715,0.11320606177338027,16.402548815473992,8.099287239114992e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,11,550,599,50,conv1,0.02513702395650977,0.04654958133794954,0.18633245769986806,0.13926637620897964,0.04706608149088841,1.8518334317732366,1.8723808185216628,1.8723808185216628,False,0.04706608149088841,0.3379572497809828,0.11315275773304237,16.365782577013942,8.090176639085954e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,12,600,649,50,conv1,0.02513029817954246,0.045804942213769864,0.19020512326862357,0.13926637620897964,0.0509387470596439,1.822697919718986,2.02698538217549,2.02698538217549,False,0.0509387470596439,0.3657648633209263,0.11281975184231777,16.155840526498075,8.038325042881984e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,13,650,699,50,conv1,0.025129046456271592,0.040470720125901034,0.17581240434533504,0.13926637620897964,0.0365460281363554,1.6105155520455707,1.4543340591912675,1.4543340591912675,False,0.0365460281363554,0.2624181739406569,0.11018779641892246,14.616097278838646,7.66688615284629e-06,50
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,14,700,749,50,conv1,0.02513000375464064,0.03143644941200666,0.16886306157945236,0.13926637620897964,0.029596685370472768,1.2509528338690137,1.177742974471593,1.177742974471593,False,0.029596685370472768,0.21251852870680144,0.10556645559219771,11.849908442319123,7.0378010808388e-06,50
