seed,run_id,method,config_fingerprint,step,refresh_index,refresh_time,beta_trace_time,diagnostic_spectrum_time,active_state_bytes,measurement_only
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,0,0.14843660406768322,0.000357065349817276,0.004851183854043484,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,50,1,0.14933826588094234,0.0003529554232954979,0.004630184732377529,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,100,2,0.15059873927384615,0.0003580572083592415,0.004723304882645607,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,150,3,0.14993864204734564,0.0003557298332452774,0.0046177273616194725,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,200,4,0.15075608994811773,0.00036844518035650253,0.0047715697437524796,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,250,5,0.1483626440167427,0.0003711571916937828,0.00463426299393177,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,300,6,0.14987587369978428,0.0003604348748922348,0.004724872298538685,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,350,7,0.14804806746542454,0.00034505780786275864,0.004633455537259579,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,400,8,0.14908211305737495,0.00034922268241643906,0.004698001779615879,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,450,9,0.14902159199118614,0.00034656748175621033,0.004652114585042,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,500,10,0.15137283504009247,0.0003963727504014969,0.004699115641415119,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,550,11,0.14537249971181154,0.0003465963527560234,0.004600957036018372,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,600,12,0.1500813653692603,0.0003855479881167412,0.004685508087277412,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,650,13,0.14683482982218266,0.0003417627885937691,0.004582525230944157,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,700,14,0.1476653590798378,0.0003496166318655014,0.004711806774139404,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,750,15,0.15612642373889685,0.00042049214243888855,0.005062718875706196,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,800,16,0.15294071566313505,0.0003815162926912308,0.004820568487048149,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,850,17,0.1500950949266553,0.00036052800714969635,0.0046956343576312065,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,900,18,0.15174253657460213,0.00040487293154001236,0.004863171838223934,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,950,19,0.15033427439630032,0.0003709523007273674,0.0048410724848508835,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1000,20,0.14585573971271515,0.00036274828016757965,0.004742145538330078,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1050,21,0.13305847998708487,0.0003349967300891876,0.004019309766590595,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1100,22,0.12681107688695192,0.0003318237140774727,0.0037932628765702248,10905008,False
7,dp_fisher_wiener_lr0p10,dp_fisher_wiener,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1150,23,0.14831523969769478,0.00038215145468711853,0.004616278223693371,10905008,False
