seed,method,config_fingerprint,step,layer,bin,count,lambda_min,lambda_max,lambda_mean,log10_lambda_mean,signal_power,noise_power,empirical_snr,H_mean,mse_before,mse_after,mse_reduction,signal_retention,noise_retention
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,0,16,4.334358436608454e-07,4.334367815772566e-07,4.3343636768611304e-07,-6.3630746518007735,2.5696492962009752e-09,1.5795078506031615e-05,0.00016268669589283876,0.024293401860632002,1.5795078506031615e-05,1.1224422017574793e-08,0.9992893722368863,0.0005899400122709812,0.0005901696359053622
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,1,16,6.310756361926906e-07,6.310770004347432e-07,6.310764142369862e-07,-6.199918050784088,1.0638907535257376e-08,8.677410260937898e-06,0.0012260462498935969,0.03498327895067632,8.677410260937898e-06,2.500900134181612e-08,0.9971179190901789,0.0012237154049015403,0.001223829381253309
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,2,16,6.326757215902035e-07,6.326770858322561e-07,6.326764996344991e-07,-6.198818296833101,1.0254456004367876e-08,2.783475882859814e-05,0.00036840468779012733,0.03506886912509799,2.783475882859814e-05,2.913763343044815e-08,0.9989531925689363,0.0012297057371672266,0.0012298254883589997
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,3,16,9.106842639994284e-07,9.106862535190885e-07,9.106854008678056e-07,-6.040631625511971,2.314587859055128e-08,2.0081068350226303e-05,0.0011526218144498584,0.04971266561187804,2.0081068350226303e-05,7.934985090411905e-08,0.9960485246318207,0.0024712423436406223,0.002471349963155443
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,4,16,9.637393532102578e-07,9.637415132601745e-07,9.637405753437633e-07,-6.016039855992827,3.2098190541692745e-08,2.2325604245429734e-05,0.0014377299154415333,0.05245692655444145,2.2325604245429734e-05,9.441637882709489e-08,0.9957709375495465,0.0027516418636046747,0.0027517286863218593
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,5,16,1.1738953844542266e-06,1.1738979992514942e-06,1.173896883699399e-06,-5.930370050283611,4.8265305758175555e-08,1.438632481376476e-05,0.003354943185840791,0.06317321490496397,1.438632481376476e-05,9.083239384853696e-08,0.9936861993100679,0.0039907747910505565,0.003990855467435939
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,6,16,2.5207862108800327e-06,2.5207916678482434e-06,2.5207893230572154e-06,-5.5984634493084915,3.9187122438121816e-07,2.8033181320597308e-05,0.013978834792983593,0.12648795824497938,2.8033181320597308e-05,1.1460374114256425e-06,0.9591185403669424,0.015999174397825253,0.01599920959921754
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,7,16,2.5348147119075293e-06,2.53482016887574e-06,2.534817824084712e-06,-5.596053247706488,8.902853719176687e-08,1.6264831469952496e-05,0.0054736830124895155,0.12710240948945284,1.6264831469952496e-05,4.1792922853278837e-07,0.9743047320465879,0.016154841495090822,0.016155019610007072
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,8,16,1.000009615381714e-05,1.0000117981689982e-05,1.000010860252587e-05,-4.9999952834778405,1.749374581187873e-07,2.0908662986512465e-05,0.008366744916443925,0.3648555502295494,2.0908662986512465e-05,3.1574389782176707e-06,0.8489889655190577,0.13311886994569883,0.13311958092468584
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,9,16,1.1612512025749311e-05,1.161253749160096e-05,1.161252652082112e-05,-4.935073281150456,1.3369092174724821e-06,1.057701341616197e-05,0.12639759811895954,0.4001446422189474,1.057701341616197e-05,2.5163777605010123e-06,0.7620899753473043,0.16011563443513363,0.16011567040453337
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,0,464,4.079219628749797e-09,6.803817065303974e-09,5.339474265030303e-09,-8.272501502341578,1.2876115819536096e-09,1.831164571695049e-05,7.031653689352306e-05,0.00030662258011253813,1.831164571695049e-05,1.2825175249527672e-09,0.99992996164983,1.241364788863765e-07,9.850689773440443e-08
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,1,464,6.803817065303974e-09,1.6624065679593514e-08,1.2748266961228194e-08,-7.894548850550177,3.5386602625674377e-09,2.1372986254107674e-05,0.00016556694768473897,0.0007317404019729644,2.1372986254107674e-05,3.556046333165173e-09,0.9998336195922972,5.934611851883887e-07,5.654454801292435e-07
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,2,464,1.697342888462572e-08,2.1745863776345686e-08,1.8963750248285146e-08,-7.722075772953684,3.0072706105986804e-09,1.748062304847386e-05,0.00017203451102543616,0.0010881614893903666,1.748062304847386e-05,3.037222185883019e-09,0.9998262520732978,1.1780001876327678e-06,1.2051446414157794e-06
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,3,464,2.1745863776345686e-08,2.8212943092853493e-08,2.4524699772903323e-08,-7.610396300472764,3.846171567783171e-09,1.8078930303329965e-05,0.00021274330342052592,0.0014067992268447314,1.8078930303329965e-05,3.8526997843685e-09,0.9997868956013092,2.0550568400563067e-06,2.0123882156023435e-06
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,4,464,2.8522354256210747e-08,3.7328792501512e-08,3.281117321136137e-08,-7.483978240503592,9.350022823990534e-09,1.8342042430029696e-05,0.0005097590603608879,0.0018812320395854526,1.8342042430029696e-05,9.474680744939036e-09,0.9994834446455717,3.7145572017045574e-06,3.473995624528776e-06
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,5,464,3.7328792501512e-08,5.608923814293121e-08,4.618359513210684e-08,-7.335512262729732,1.7125012468412833e-08,1.7068268991137737e-05,0.0010033244422138013,0.0026458287435977175,1.7068268991137737e-05,1.7107871333650962e-08,0.9989976798268053,6.585341497322995e-06,7.178605155699548e-06
7,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,6,464,5.749618381400978e-08,8.783705141013343e-08,7.094745657632018e-08,-7.149063169123612,1.1526904544732e-08,1.810251040213579e-05,0.0006367572039408865,0.00405869138144069,1.810251040213579e-05,1.1979519475197407e-08,0.9993382399154968,1.770466578709408e-05,1.6571906772692392e-05
