step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,beta2_delta_t,beta2_D_innovation,beta2_D_ema,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.5519816428422928,827688,,,,,0.1458852254096309,,,2.0330675620859617,
0,conv2,2560,512,0.5519816428422928,827688,,,,,0.9985693273472965,,,1.3956321373866112,
0,fc1,2560,512,0.5519816428422928,827688,,,,,11.965199438491533,,,1.47206847966372,
0,fc2,2560,512,0.5519816428422928,827688,,,,,12.080822511021358,,,1.9784023443708794,
50,conv1,2560,512,0.5422091260552406,827688,50,0.0445216568615722,0.0021407533352717895,0.11845043054353598,0.11916543536251699,-0.0007150048189810132,2.0633506854511547,2.0633523532222373,-1.6677710825696579e-06
50,conv2,2560,512,0.5422091260552406,827688,50,0.25547983096651755,0.08911604377903225,1.0661737495477475,1.0666400710827206,-0.00046632153497316864,1.4092305701287708,1.4092844664068471,-5.3896278076281945e-05
50,fc1,2560,512,0.5422091260552406,827688,50,1.5724934065721419,0.8323100109260815,11.96215538700988,11.961806358858563,0.0003490281513158777,1.4927035378939146,1.49157612009072,0.0011274178031945858
50,fc2,2560,512,0.5422091260552406,827688,50,1.3453076119486038,0.5827518490830812,12.071660994695934,12.067262790013912,0.004398204682022566,1.9479355356855788,1.9454926405137798,0.0024428951717989644
100,conv1,2560,512,0.5307298451662064,827688,50,0.042241885189143444,0.002014968280573919,0.13932400404435907,0.14029649676413591,-0.0009724927197768407,2.0876193961820175,2.087621600388214,-2.2042061966764948e-06
100,conv2,2560,512,0.5307298451662064,827688,50,0.19261863959643322,0.035004583083715256,1.001588849383842,1.0022177969021282,-0.000628947518286127,1.4076815729667853,1.4077137741551429,-3.220118835756125e-05
100,fc1,2560,512,0.5307298451662064,827688,50,1.576076061500754,0.6459335449304564,11.968781267334514,11.968143550287373,0.0006377170471409954,1.4689906999906293,1.4696738704864163,-0.0006831704957870333
100,fc2,2560,512,0.5307298451662064,827688,50,1.341249602124046,0.4753958056428209,12.067779137248943,12.066081362208553,0.00169777504038926,1.9978236400730895,1.9970939016192835,0.0007297384538060836
150,conv1,2560,512,0.49999507144093513,827688,50,0.044437541771015956,0.002143718197326413,0.13069469400313075,0.1312190871055272,-0.0005243931023964643,2.066732275518831,2.0665187736747397,0.00021350184409119066
150,conv2,2560,512,0.49999507144093513,827688,50,0.1748601252543012,0.015561662783756485,1.0313622086224932,1.0331111231383951,-0.001748914515901978,1.3823024529092807,1.3822488906965091,5.3562212771529616e-05
150,fc1,2560,512,0.49999507144093513,827688,50,1.7990012290854114,0.6575358603330993,11.964804002327346,11.964317106826664,0.0004868955006820386,1.4725946031081643,1.470737707867748,0.001856895240416323
150,fc2,2560,512,0.49999507144093513,827688,50,1.6342577658625512,0.44387461661648797,12.06866069943171,12.065477512647952,0.003183186783758174,2.009081745439596,2.004625395196575,0.0044563502430210455
200,conv1,2560,512,0.501860405318439,827688,50,0.043149216018864386,0.0020658177173551425,0.1317156012335969,0.13040468177683096,0.0013109194567659521,2.0637461834848496,2.0632268315834525,0.0005193519013970693
