seed,run_id,learning_rate,interval_index,layer,n_steps,gamma_model,gamma_oracle,gamma_dp_raw,gamma_dp_valid,model_to_oracle_ratio,model_multiplicative_error,clean_signal_energy_in,clean_signal_energy_filtered,signal_retention_oracle,signal_retention_after_model_gamma,noise_energy_in,noise_energy_filtered,noise_retention_oracle,noise_retention_after_model_gamma,dp_signal_energy_in,dp_signal_energy_out
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,0,conv1,50,3.093207860725825,2.678373572069313,2.3730916109321987,True,1.1548829084122163,1.1548829084122163,0.008246741251291373,0.0011495822943152114,0.13939837073646466,1.3337545321426594,0.13797665684674815,0.004821698430394822,0.03494575488772948,0.33435870673675966,0.007547247783981805,0.0013401691004882085
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,1,conv1,50,7.536607435532828,6.274276859802325,6.4792280536375815,True,1.201191404832313,1.201191404832313,0.01529879391429309,0.0003886241966899136,0.02540227673286301,1.4428607910430258,0.14005769450066904,0.0007572532637009877,0.005406723753384148,0.30710435107049266,0.015446459350126908,0.00036794458268550167
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,2,conv1,50,4.274562724224473,3.558817221413224,3.5190250353185664,True,1.201118927520257,1.201118927520257,0.016104027036345815,0.001271519790222456,0.0789566353405091,1.4426866780474126,0.13869312739926778,0.002387044984462383,0.017210982470606435,0.31447711796949207,0.016509608610560805,0.0013331900526473896
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,3,conv1,50,4.085799274865502,3.3920946140698103,3.4206529784476243,True,1.2045062829080082,1.2045062829080082,0.011142288955134281,0.0009683637024989169,0.08690886642754875,1.4508353855648668,0.13946226914227333,0.0026523471509641693,0.019018385168094176,0.31748827608027175,0.010804206897569705,0.0009233680788954543
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,4,conv1,50,5.622497050669808,4.654161349022977,5.341595091090774,True,1.2080580429060777,1.2080580429060777,0.00689374760780929,0.0003182530018160981,0.046165455993134805,1.4594042350300631,0.14302843729565531,0.0014120598169336358,0.009872580891132543,0.3120966976983464,0.010522513276474806,0.0003687886564595136
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,5,conv1,50,5.7327764021289775,4.785457258438923,4.456724117067084,True,1.1979579155198812,1.1979579155198812,0.005715311424932388,0.0002495703663812138,0.043666975922342886,1.4351031673567392,0.14004049561796136,0.0013955523524336795,0.009965348567751628,0.327508442966778,0.005687810484548505,0.0002863608319988401
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,6,conv1,50,9.604202588848928,8.031091530292732,11.179128953436965,True,1.1958776154676518,1.1958776154676518,0.004572298107248596,7.089006700555773e-05,0.015504253078593816,1.4301232711765968,0.1424661510874127,0.0004606300033105022,0.0032332592675145292,0.298238121938558,0.007414179461378805,5.9326286164438345e-05
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,7,conv1,50,7.639488647535382,6.433456169315996,4.311523834281735,True,1.1874626089739273,1.1874626089739273,0.003249017881645351,7.849887063888814e-05,0.024160799816569538,1.410067447711166,0.13760248751916432,0.000725177353918338,0.005270088985981016,0.3075718097948337,0.0011442550681360045,6.155470611938227e-05
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,8,conv1,50,43.02734604210132,36.23291785068881,60.641245285766395,True,1.187520867610262,1.187520867610262,0.0025321607818911403,1.9287887286237934e-06,0.0007617165317532801,1.4102058110098292,0.14005115545657496,2.154331239642138e-05,0.00015382459592131834,0.2847835513628366,0.0038608382144888036,1.0498938241718964e-06
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,9,conv1,50,13.59041972305118,11.548819355951187,12.544808039450452,True,1.176780007044438,1.176780007044438,0.0020051355598295966,1.503379287243846e-05,0.007497644136197995,1.3848111849795077,0.13935740261606314,0.0002269998319519979,0.001628904010053877,0.30085776964128413,0.0021095092768474042,1.3404585813771687e-05
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,10,conv1,50,23.93825734521186,20.161708921900207,18.050022847149457,True,1.1873129127069908,1.1873129127069908,0.001649804648376829,4.058614867805676e-06,0.0024600578449083476,1.4097119526807582,0.14030022551795227,7.868989539935964e-05,0.0005608679181295456,0.32139984419425327,0.002766458262637404,8.491191010660316e-06
7,dp_fisher_wiener_adaptive_beta_lr1p00,1.0,11,conv1,50,18.456191547923634,16.036638878775815,22.816907669593206,True,1.1508765451063472,1.1508765451063472,0.0012568432229036633,4.887135815319706e-06,0.003888421185920898,1.3245168220759223,0.14162863754408642,0.00012818186833974632,0.0009050561423345307,0.3082901846604671,0.0031882120418092047,6.12397808349047e-06
