method,metric,mean,std,n
syn_diag,best_accuracy,0.9030333333333335,0.004771093515467201,3
syn_diag,core_wall_time,62.420050556461014,0.9805748559159756,3
syn_diag,diagnostic_seconds,950.9224201698477,17.573578727638576,3
syn_diag,final_accuracy,0.9030333333333335,0.004771093515467201,3
syn_diag,final_test_loss,0.4649651049931844,0.027349124363664747,3
syn_diag,first_moment_state_bytes,0.0,0.0,3
syn_diag,late_actual_noise_norm,1.8980358669311455,0.00014834656895024604,3
syn_diag,late_aggregate_cosine,0.4819615671342697,0.027037042992133314,3
syn_diag,late_clipping_shape_error,0.874943844619995,0.014602987363498557,3
syn_diag,late_coefficient_cv,0.8346074621007694,0.012788633856327503,3
syn_diag,late_cos_method_adam_current_noise_off,0.11205585731306493,0.012770911323573489,3
syn_diag,late_cos_method_adam_noisy,0.002778574822951,0.00038021967886939337,3
syn_diag,late_diagnostic_snr,0.02561950360955963,0.00010260791925696807,3
syn_diag,late_expected_noise_norm,1.897935625156794,0.0,3
syn_diag,late_mean_accuracy,0.8857619047619046,0.00703861554878067,3
syn_diag,late_method_clip_cosine,0.4819615672967556,0.027037042789529914,3
syn_diag,late_method_update_norm,0.18987351260177898,1.943799950502303e-05,3
syn_diag,late_noise_degradation_method,0.10894538011187843,0.012438130795331554,3
syn_diag,late_relative_distortion,0.999383367114271,0.00011262533251162079,3
syn_diag,late_update_norm,0.18987351260177898,1.943799950502303e-05,3
syn_diag,mean_refresh_time,0.5102711723237815,0.013530716567898986,3
syn_diag,optimizer_state_bytes,0.0,0.0,3
syn_diag,peak_cuda_memory_allocated,700535808.0,0.0,3
syn_diag,peak_cuda_memory_core,519717376.0,0.0,3
syn_diag,peak_cuda_memory_overall,700535808.0,0.0,3
syn_diag,peak_cuda_memory_reserved,1092616192.0,0.0,3
syn_diag,preconditioner_state_bytes,827688.0,0.0,3
syn_diag,second_moment_state_bytes,0.0,0.0,3
syn_diag,temporal_state_bytes,0.0,0.0,3
syn_diag,total_algorithm_state_bytes,827688.0,0.0,3
syn_diag,total_refresh_time,12.246508135770759,0.32473719762957465,3
syn_diag,wall_time,1013.3424707263088,18.55085704804593,3
syn_diag_beta1,best_accuracy,0.9029333333333334,0.006474823034904778,3
syn_diag_beta1,core_wall_time,62.824833714713655,0.7137725542723492,3
syn_diag_beta1,diagnostic_seconds,953.7223548920205,20.295057940366473,3
syn_diag_beta1,final_accuracy,0.9029333333333334,0.006474823034904778,3
syn_diag_beta1,final_test_loss,0.4668988015294075,0.024826614686473528,3
syn_diag_beta1,first_moment_state_bytes,827688.0,0.0,3
syn_diag_beta1,late_actual_noise_norm,1.8980358668690123,0.00014834654786403148,3
syn_diag_beta1,late_aggregate_cosine,0.4865675671637668,0.024610680376748344,3
syn_diag_beta1,late_clipping_shape_error,0.87252050550252,0.012336954889116535,3
syn_diag_beta1,late_coefficient_cv,0.8325355965145996,0.029732821757672452,3
syn_diag_beta1,late_cos_method_adam_current_noise_off,0.0105377627927938,0.001024010878798833,3
syn_diag_beta1,late_cos_method_adam_noisy,0.0096478041245062,0.000965673525923389,3
syn_diag_beta1,late_diagnostic_snr,0.025452138890901838,0.0003191849791382895,3
syn_diag_beta1,late_expected_noise_norm,1.897935625156794,0.0,3
syn_diag_beta1,late_mean_accuracy,0.8857666666666667,0.008768046501689193,3
syn_diag_beta1,late_method_clip_cosine,0.48656756818150465,0.024610679343611587,3
syn_diag_beta1,late_method_update_norm,0.043588580142500104,1.6485175200218285e-05,3
syn_diag_beta1,late_noise_degradation_method,0.0010336080073804668,0.00012243715671088267,3
syn_diag_beta1,late_relative_distortion,0.9993831663908493,0.00010187210333030497,3
syn_diag_beta1,late_update_norm,0.043588580142500104,1.6485175200218285e-05,3
syn_diag_beta1,mean_refresh_time,0.5048913292897245,0.007379444476090811,3
syn_diag_beta1,optimizer_state_bytes,0.0,0.0,3
syn_diag_beta1,peak_cuda_memory_allocated,702194688.0,0.0,3
syn_diag_beta1,peak_cuda_memory_core,521376256.0,0.0,3
syn_diag_beta1,peak_cuda_memory_overall,702194688.0,0.0,3
syn_diag_beta1,peak_cuda_memory_reserved,1096810496.0,0.0,3
syn_diag_beta1,preconditioner_state_bytes,827688.0,0.0,3
syn_diag_beta1,second_moment_state_bytes,0.0,0.0,3
syn_diag_beta1,temporal_state_bytes,827688.0,0.0,3
syn_diag_beta1,total_algorithm_state_bytes,1655376.0,0.0,3
syn_diag_beta1,total_refresh_time,12.117391902953386,0.1771066674261787,3
syn_diag_beta1,wall_time,1016.547188606734,20.974520811851683,3
syn_diag_beta2,best_accuracy,0.9028999999999999,0.005284884104689574,3
syn_diag_beta2,core_wall_time,61.621516842084624,0.45929003109653316,3
syn_diag_beta2,diagnostic_seconds,930.2113137375563,13.503696171355031,3
syn_diag_beta2,final_accuracy,0.9028999999999999,0.005284884104689574,3
syn_diag_beta2,final_test_loss,0.4930632710059484,0.025924974478698088,3
syn_diag_beta2,first_moment_state_bytes,0.0,0.0,3
syn_diag_beta2,late_actual_noise_norm,1.8980358670397681,0.0001483465845022709,3
syn_diag_beta2,late_aggregate_cosine,0.48615645415604264,0.01868094043491102,3
syn_diag_beta2,late_clipping_shape_error,0.8736972066957424,0.01042410857719024,3
syn_diag_beta2,late_coefficient_cv,0.8578318941671208,0.029201794401039604,3
syn_diag_beta2,late_cos_method_adam_current_noise_off,0.11382534503023345,0.012308309091996839,3
syn_diag_beta2,late_cos_method_adam_noisy,0.0028069990002143664,0.00026029825891406413,3
syn_diag_beta2,late_diagnostic_snr,0.025588308232047066,0.0003870438490176165,3
syn_diag_beta2,late_expected_noise_norm,1.897935625156794,0.0,3
syn_diag_beta2,late_mean_accuracy,0.884495238095238,0.008173755080062217,3
syn_diag_beta2,late_method_clip_cosine,0.4861564524539201,0.018680942742864654,3
syn_diag_beta2,late_method_update_norm,0.18987212968784592,1.515556798207988e-05,3
syn_diag_beta2,late_noise_degradation_method,0.10932642287883289,0.012105362991714958,3
syn_diag_beta2,late_relative_distortion,0.9996578552132029,6.100326921476833e-05,3
syn_diag_beta2,late_update_norm,0.18987212968784592,1.515556798207988e-05,3
syn_diag_beta2,mean_refresh_time,0.5047101740621858,0.0071049261606441075,3
syn_diag_beta2,optimizer_state_bytes,0.0,0.0,3
syn_diag_beta2,peak_cuda_memory_allocated,701897216.0,0.0,3
syn_diag_beta2,peak_cuda_memory_core,521466880.0,0.0,3
syn_diag_beta2,peak_cuda_memory_overall,701897216.0,0.0,3
syn_diag_beta2,peak_cuda_memory_reserved,1092616192.0,0.0,3
syn_diag_beta2,preconditioner_state_bytes,827688.0,0.0,3
syn_diag_beta2,second_moment_state_bytes,1655376.0,0.0,3
syn_diag_beta2,temporal_state_bytes,1655376.0,0.0,3
syn_diag_beta2,total_algorithm_state_bytes,2483064.0,0.0,3
syn_diag_beta2,total_refresh_time,12.11304417749246,0.17051822785545803,3
syn_diag_beta2,wall_time,991.8328305796409,13.953982803495913,3
syn_diag_beta12,best_accuracy,0.9023,0.007063285354564119,3
syn_diag_beta12,core_wall_time,62.1743745142594,0.5967746511172876,3
syn_diag_beta12,diagnostic_seconds,932.1299271428337,9.918011632332338,3
syn_diag_beta12,final_accuracy,0.9023,0.007063285354564119,3
syn_diag_beta12,final_test_loss,0.4937415570298831,0.026883350414471468,3
syn_diag_beta12,first_moment_state_bytes,827688.0,0.0,3
syn_diag_beta12,late_actual_noise_norm,1.8980358670000899,0.00014834647537122626,3
syn_diag_beta12,late_aggregate_cosine,0.4905370038367958,0.015669005591431452,3
syn_diag_beta12,late_clipping_shape_error,0.8712959779375834,0.008923690645413164,3
syn_diag_beta12,late_coefficient_cv,0.8493379141186633,0.0422446473265822,3
