method,seed,final_accuracy,best_accuracy,late_mean_accuracy,final_test_loss,mean_refresh_time,total_refresh_time,core_wall_time,diagnostic_seconds,wall_time,peak_cuda_memory_core,peak_cuda_memory_overall,peak_cuda_memory_allocated,peak_cuda_memory_reserved,preconditioner_state_bytes,temporal_state_bytes,optimizer_state_bytes,total_algorithm_state_bytes,late_aggregate_cosine,late_relative_distortion,late_clipping_shape_error,late_coefficient_cv,late_expected_noise_norm,late_actual_noise_norm,late_diagnostic_snr,late_update_norm,late_method_update_norm,late_method_clip_cosine,late_noise_degradation_method,late_cos_method_adam_current_noise_off,late_cos_method_adam_noisy
syn_diag,42,0.0625,0.0625,0.0625,10.87749719619751,0.3644925346598029,0.7289850693196058,1.4357658866792917,4.701317512430251,6.137083399109542,99106816,99106816,99106816,132120576,827688,0,0,827688,0.930731510840309,0.9999153722752459,0.33203280845630295,0.5363309419980863,310.9577728256891,311.0545992702126,0.0015995170130916501,31.10539248385345,31.10539248385345,0.9307315108403089,0.2691892932567185,0.26935566473298733,0.00016637147626889998
syn_diag_beta1,42,0.125,0.125,0.125,7.9427149295806885,0.04738321714103222,0.09476643428206444,0.5549874966964126,4.692938258871436,5.247925755567849,102424576,102424576,102424576,136314880,827688,827688,0,1655376,0.9412235739912886,0.9999186230916336,0.3350235145908737,0.31253313631350166,310.9577728256891,311.0545992839442,0.0015289826117931,16.859928775763823,16.859928775763823,0.9412235739912886,-0.00037041035124030003,-0.00225448306183415,-0.0018840727105937502
syn_diag_beta2,42,0.0625,0.0625,0.0625,10.781973838806152,0.05104935588315129,0.10209871176630259,0.7498396225273609,4.497256340458989,5.24709596298635,104028160,104028160,104028160,132120576,827688,1655376,0,2483064,0.9327172785987321,0.9999080916236832,0.33549086771437575,0.5784442668168353,310.9577728256891,311.05459930018293,0.0016669589409258,31.105358808778327,31.105358808778327,0.9327172785987319,0.32700561002710166,0.32689572221368957,-0.00010988781341204998
syn_diag_beta12,42,0.0625,0.0625,0.0625,7.977733373641968,0.04386407323181629,0.08772814646363258,0.6491745039820671,4.5196659583598375,5.168840462341905,107345920,107345920,107345920,136314880,827688,2483064,0,3310752,0.9583981835186958,0.999916397890946,0.2852066447956564,0.3684486126069342,310.9577728256891,311.0545992859927,0.00159046845581395,16.859900050338506,16.859900050338506,0.9583981835186959,-0.00031037961673647293,-0.0020658670912063,-0.0017554874744697998
dp_sgd_momentum,42,0.125,0.125,0.125,7.611723721027374,0.0,0.0,0.5761775439605117,1.9978836355730891,2.574061179533601,96691712,96691712,96691712,113246208,0,827688,0,827688,0.975540207203254,0.9802684521332732,0.2100042961721792,0.2592787621890013,310.9577728256891,311.05459925801705,0.0016541629794028499,16.85987436288553,16.85987436288553,0.975540207203254,-0.0004485397984306869,-0.0023238235510653,-0.0018752837526346
dp_kfc_momentum,42,0.125,0.125,0.125,7.832950413227081,0.07744597038254142,0.15489194076508284,0.8091813856735826,4.560241729952395,5.3694231156259775,187486720,187486720,187486720,239075328,10069164,827688,0,10896852,0.9195164135881757,0.9999500745935193,0.3888256583881607,0.4143650401757527,310.9577728256891,311.0545993228018,0.0016281082098205,16.85992895508157,16.85992895508157,0.9195164135881756,-0.0003206647311365364,-0.00260248390363455,-0.0022818191724980497
