seed,method,step,epoch,train_loss,test_loss,test_accuracy,syn_refresh,epsilon_spent,update_norm,max_inverse_denominator,q_log_rms_drift,v_q_log_rms_distance,clip_rate,clip_factor_q05,clip_factor_q50,clip_factor_q95,private_norm_q05,private_norm_q50,private_norm_q95,actual_noise_norm,expected_noise_norm,clipped_aggregate_norm,noisy_gradient_norm,first_moment_q05,first_moment_q50,first_moment_q95,first_moment_norm,denominator_q05,denominator_q50,denominator_q95,denominator_norm,denominator_max_inverse,second_moment_q05,second_moment_q50,second_moment_q95,second_moment_norm,batch_hash,noise_hash
91,dp_adam,1,1,2.301727294921875,,,False,0.6724685454481966,0.45487659027336147,69831915.69028963,,,1.0,0.15638166666030884,0.17972757667303085,0.23339016363024712,4.28471565246582,5.563981771469116,6.394716858863831,1.9027749503578344,1.897935625156794,0.0916288685294725,1.904847513019995,-0.0068976869340986015,4.058788817928871e-06,0.006871948763728141,1.9048475417850061,0.00025863116024993365,0.002824873896315694,0.0082108567468822,1.9048511622134507,69831915.69028963,6.688489548878353e-08,7.979855581652373e-06,6.741799988958517e-05,0.013817525274473557,43b6af296bccd51ab7beeddbf95f0ccfc36c5133fecfa99396ab386f56be10ff,dfd11d95addf9285ed918569e021d6d84ca0a1f188de1e200017f4876b0f0cd8
91,dp_adam,2,1,2.2900726795196533,,,False,0.6793151229442053,0.3220854267017402,108142.34153045909,,,1.0,0.15796120837330818,0.18329384922981262,0.2346901185810566,4.260943293571472,5.455719470977783,6.330711364746094,1.9000100045455997,1.897935625156794,0.10935887550340298,1.9031191510175662,-0.004885943536646664,-1.8456423731549876e-06,0.004848160897381603,1.3501595828755675,0.0009457698964979499,0.003486180678009987,0.00722763102967292,1.903987130969532,108142.34153045909,8.944617974293578e-07,1.2153385796409566e-05,5.223850657785078e-05,0.0112837096508973,d1086845ed7f3b94aa830e7183806d3880e77daeb6e345f8835e1ebd38dcdb00,eb753a0728b522b9f6dcb1554465af4a0c0dd62b7e337f5d20e0671d468a343e
91,dp_adam,3,1,2.3096559047698975,,,False,0.6861617004402139,0.264005935979923,13833.045173429198,,,1.0,0.15722465887665749,0.17852676659822464,0.23469515517354012,4.260848879814148,5.601406574249268,6.360325455665588,1.8968773182752654,1.897935625156794,0.11257022230197455,1.9004440860478744,-0.00400502032134682,1.0641799690347398e-05,0.0040003995411098,1.1068987943686852,0.0014266116952057928,0.0037139388732612133,0.006749718100763857,1.902807208243607,13833.045173429198,2.0351922103145625e-06,1.3793267953587929e-05,4.555856394290458e-05,0.010284794313067476,6bef7945f3b12ebb96d02843c1aaf98132e92ef1563b39ad4cbb9562b9fc5fc6,50f334001aa3b8d54cdebdf0c239726dbf82adfe106a1d460c44955b91cc0ffd
91,dp_adam,4,1,2.293757915496826,,,False,0.6930082779362224,0.2296714837967135,4598.650998745332,,,1.0,0.15852299705147743,0.18183328211307526,0.24283502995967865,4.118027329444885,5.499543905258179,6.30823290348053,1.9006107230996447,1.897935625156794,0.1040767315586499,1.9034750159168294,-0.0034775837208144366,1.2311305454204557e-05,0.0034731765277683704,0.963181804286282,0.0017674498027190567,0.003832397749647498,0.0064533658558502795,1.9029755177256509,4598.650998745332,3.1238434303304532e-06,1.468719528929796e-05,4.164580750511959e-05,0.009759650121071342,4f7f03461b05a1a7b98870947384dda59eafdff7c4d3f9da6355993e59e7d16e,4150a82cf1b6309fce5f7bde599c02c72ea0bdfe00b17e5963d1ace13e113f81
91,dp_adam,5,1,2.284985065460205,,,False,0.6998548554322311,0.20647516381736314,4016.8473152677484,,,1.0,0.15955201536417007,0.18025076389312744,0.2401295229792595,4.164822340011597,5.5478293895721436,6.267559885978699,1.9060872514820386,1.897935625156794,0.10618333900974158,1.908783097032834,-0.0031237199436873198,6.625330115639372e-06,0.0031384616508148607,0.8666813200953172,0.0019969580578617753,0.003904026816599071,0.0062284899642691014,1.9041417444350268,4016.8473152677484,3.987801460425544e-06,1.5241346773109399e-05,3.879396463162265e-05,0.00943633801955483,c3a9c04a1745fc34391919a46e2192ed7b34e9e6cb30fc0ccd1773dac18f220f,0649549f1da6269a47fe2f873d532472ae21329651fb1d76492a9119eca364ec
91,dp_adam,6,1,2.2770302295684814,,,False,0.7067014329282397,0.18935955414554775,2250.294984613589,,,1.0,0.15803826227784157,0.18219655752182007,0.23665371164679527,4.2255882024765015,5.488579034805298,6.327618956565857,1.8988381977061222,1.897935625156794,0.09891411188016877,1.9013053759511518,-0.0028677618829533458,2.669000764399243e-06,0.002876024344004687,0.7947743757959205,0.002180434041656554,0.003950522979721427,0.00605962006375193,1.9036688516530342,2250.294984613589,4.7542491529384275e-06,1.560655528010102e-05,3.671887570817482e-05,0.009202020909384604,9e1535e081b0548e6b2c5b74df151a637c475b5c9eccd0ec1bda0884c9c8f69e,c80a0ff94c17f4ec3f017529b6c2668ab32315560b31278767965b170cce60fe
91,dp_adam,7,1,2.280600070953369,,,False,0.7135480104242483,0.17631894590890396,2171.5412029380745,,,1.0,0.15640147775411606,0.17863043397665024,0.22384626790881157,4.467354655265808,5.598149299621582,6.393802285194397,1.896989501745053,1.897935625156794,0.10171156373521958,1.899573913668652,-0.002669173129834235,-1.3257449609227479e-06,0.0026766211376525427,0.7391609464819603,0.002328451618086547,0.0039842447731643915,0.005928155919536947,1.9030833131220628,2171.5412029380745,5.421639980340842e-06,1.5874128621362615e-05,3.514291583996963e-05,0.009030908355355072,ca8bc083a832c81f8406aa0828ab5b32f6e744fff59a1d414727313c2ae2d795,6d599bc74d6f93c8269e4317dedde8592591730256e062cdb6cdc97b7050cba1
91,dp_adam,8,1,2.266615390777588,,,False,0.720394587920257,0.16614589086138226,1982.5585660107017,,,1.0,0.1567126400768757,0.17946897447109222,0.23533108085393906,4.249332785606384,5.571992874145508,6.381107449531555,1.8979149826727495,1.897935625156794,0.09929234060026336,1.9006912296252445,-0.0025204320671036837,-1.4725843584528775e-06,0.002523419412318616,0.6969262507228668,0.0024484657216817143,0.004006397910416126,0.005823895381763576,1.9027839972345828,1982.5585660107017,5.994935463604634e-06,1.6051145394158084e-05,3.391764312254962e-05,0.008900250479183691,c3c6632fc15f5b7df121e05267bcf199d41e842af4104912f20f603d7b4a1ed1,d8a64e09744b885cc9dd7cefe275a7c8e4d047afd7cc104538d852cd8a364776
91,dp_adam,9,1,2.250244140625,,,False,0.7272411654162656,0.15781164835962283,1999.3449341997539,,,1.0,0.1559910662472248,0.17784429341554642,0.2344161793589592,4.265922904014587,5.622917175292969,6.410635709762573,1.9014692528118502,1.897935625156794,0.11791565574017361,1.9050575590318395,-0.0023927494650706647,-3.1761579748490476e-06,0.0023933180258609308,0.6621946016738108,0.0025453662732616068,0.004027386428788304,0.005733711249195039,1.903038286649482,1999.3449341997539,6.478838872681081e-06,1.621976389287738e-05,3.287533036200328e-05,0.008802262445433466,c99a7c936188c3704fc9ec3e9db0b7ede426ed2c02752ae2b92eb45a30f1ced9,cb63ded32556a7172b0a4a97fc8b0a2fddb742abcd84482353ecd014294b8d64
91,dp_adam,10,1,2.2479283809661865,,,False,0.7340877429122742,0.15108172369417952,1013.7741673976951,,,1.0,0.15402069687843323,0.17699559777975082,0.22678018733859062,4.40959632396698,5.649860858917236,6.492632985115051,1.892757237848544,1.897935625156794,0.09754230403553008,1.8959842986369497,-0.002288256213068962,-1.0915418897639029e-05,0.0022894332418218247,0.6332821637874662,0.002626380999572575,0.004040841478854418,0.005659910151734947,1.9023313782939615,1013.7741673976951,6.897824778206996e-06,1.6328320270986296e-05,3.203446995030389e-05,0.008716652690409816,0e9dad87bbc9a5b6fec18f9a7fed7e9df7e55c37704f56586d84b811bef5daec,21d7bdc6fe4e83f4f46bc0cded063022e9e063481e9f5bf61048c5e04189c74a
