learning_rate,status,final_accuracy,accuracy_auc,late_mean_accuracy,final_test_loss,steps_to_acc_50,steps_to_acc_70,steps_to_acc_80,steps_to_acc_85,runtime,wall_time,active_state_bytes,late_relmse_noisy,late_relmse_filtered,late_cosine_noisy,late_cosine_filtered,late_signal_retention,late_noise_retention,late_snr_gain_db,late_mse_reduction,late_signal_amplitude_retention,late_effective_signal_lr,late_effective_signal_lr_global,delta_final_accuracy_vs_dp_sgd,delta_auc_vs_dp_sgd,delta_final_loss_vs_dp_sgd
0.1,completed,0.818,0.593881308411215,0.7526142857142856,0.6319047325134277,500,700,1100,,108.50781930424273,108.50781930424273,10905008,849.5737585589989,11.523663292399856,0.0345981347075817,0.2519118408008762,0.8036993698992151,0.0131668620483441,17.814055794927086,0.9867489848682623,0.8964928164236539,0.0896492816423654,0.0896492816423654,-0.07950000000000002,-0.2497602803738317,0.15163996069431301
0.15,completed,0.8564,0.6868719626168225,0.8179428571428572,0.6213823435783387,300,500,800,1170,108.36185915116221,108.36185915116221,10905008,1212.8380558616611,19.99626708026217,0.0288920065627849,0.2050967566392137,0.8984634421229648,0.016279610916687,17.406453145246566,0.9836888233441676,0.9478731149911178,0.1421809672486676,0.1421809672486676,-0.041099999999999914,-0.1567696261682242,0.14111757175922396
0.2,completed,0.8678,0.7390322429906541,0.8447714285714286,0.6429205562591552,300,400,600,900,109.08470817003399,109.08470817003399,10905008,1373.5825985201502,24.755128082886326,0.0272157415943963,0.1898783581724596,0.9260915673089052,0.0179524210532688,17.119251498328797,0.9820274632290176,0.9623365145877532,0.1924673029175506,0.1924673029175506,-0.02969999999999995,-0.10460934579439263,0.16265578444004053
0.3,completed,0.8784,0.7933775700934581,0.8657142857142858,0.641954162311554,200,300,400,700,109.61263632960618,109.61263632960618,10905008,1471.8376783638682,29.14695903675469,0.0262841814292728,0.1763079253176962,0.9464260542763387,0.019953187115228,16.763175054390537,0.9800301194655372,0.972844311427239,0.2918532934281717,0.2918532934281717,-0.019100000000000006,-0.050264018691588586,0.1616893904924393
0.5,completed,0.8921,0.8368518691588785,0.8798142857142857,0.6365414772510528,200,200,300,400,109.60886090807617,109.60886090807617,10905008,1274.407958269349,28.22976580610905,0.0281131843389384,0.1788139003975269,0.9520966106761382,0.0221704225114212,16.3379981603504,0.9778179554799102,0.9757543803007692,0.4878771901503846,0.4878771901503846,-0.00539999999999996,-0.006789719626168145,0.1562767054319381
0.8,completed,0.9006,0.855779906542056,0.8864142857142856,0.6363517887473107,100,200,200,400,109.5238965107128,109.5238965107128,10905008,1221.192302817542,29.0742990915089,0.0291605139809451,0.1769175215533713,0.9400362865650056,0.0237093310339651,15.999909532417345,0.976257104448794,0.9695546846697228,0.7756437477357783,0.7756437477357783,0.0030999999999999917,0.012138317757009354,0.156087016928196
