learning_rate,layer,status,signal_retention,signal_amplitude_retention,effective_signal_lr,noise_retention,snr_gain_db,relmse_filtered,cosine_filtered,kappa,H_q50,H_q10,H_q90
0.1,conv1,completed,0.1567282422515031,0.395889179255386,0.0395889179255386,0.0333077579238401,6.714617156421364,0.9100763382360182,0.4956154257692705,0.3333221611821222,0.0574797056615352,0.0337057610973715,0.368566510081291
0.1,conv2,completed,0.6090606881753978,0.7804234031443431,0.0780423403144343,0.01413179191735,16.290687384513085,7.796208043112431,0.2835866259718445,0.0148438461570834,0.0040882062166929,0.0013934496906585,0.0509708892554044
0.1,fc1,completed,0.8541585674468587,0.924206993831392,0.0924206993831392,0.0129509839165733,18.159005412461525,18.832429161989424,0.2076158250140999,0.0008272132664644,0.0012220492353662,5.9116996453667525e-06,0.0156403200700879
0.1,fc2,completed,0.820505598055411,0.9058176406183592,0.0905817640618359,0.0376416001940229,13.291910557878191,0.6922968999961598,0.7337400773280567,0.0235749771236939,0.0052792087662965,7.783189994370332e-06,0.1247029624879369
0.15,conv1,completed,0.1548009199685245,0.3934474805720892,0.0590171220858133,0.0333102268486388,6.618565643933709,2.7432558442379658,0.2746038118996615,0.0728962279106842,0.0574920177459716,0.0337069639936089,0.3686830312013624
0.15,conv2,completed,0.6256904790184569,0.7910059917715269,0.118650898765729,0.0153956642261748,16.032289286613274,35.19437820696837,0.1420943620768778,0.0030840440969354,0.004159637959674,0.0013867022120393,0.0542053904384374
0.15,fc1,completed,0.9225475668925436,0.9604933976308966,0.1440740096446345,0.0159885483164583,17.601957643052323,31.82476237623005,0.1681588068956479,0.0003598819640736,0.0013686930760741,5.772873964815517e-06,0.0195793705061078
0.15,fc2,completed,0.8943700186067864,0.9457113822973616,0.1418567073446042,0.0592556923817408,11.773056330200294,1.2504036607948708,0.6409053784535698,0.0092080367307488,0.0105454842559993,2.4676829889358496e-05,0.3170389980077783
0.2,conv1,completed,0.1503262700505683,0.3877193186450326,0.0775438637290065,0.0333120302353105,6.428560528036287,6.372434802460053,0.1695355899618804,0.030170909301045,0.0575040150433778,0.0337081266567111,0.36877666413784
0.2,conv2,completed,0.6054626734295206,0.7781148202094088,0.1556229640418817,0.0160757380309001,15.722682186411888,80.04394992277436,0.094543337983168,0.001358819626626,0.0041959383524954,0.0013681468670256,0.0557984799146652
0.2,fc1,completed,0.9435968628058348,0.9713891407699772,0.1942778281539954,0.0175921584582327,17.29229379143382,39.05796396074785,0.1533495237332307,0.0002478863873148,0.0014324327930808,5.7614957313489866e-06,0.0224455021321773
0.2,fc2,completed,0.9167630934224912,0.9574774636629788,0.1914954927325958,0.0760735196136709,10.81239768344436,1.685664378280297,0.5917528651227139,0.0056938142043615,0.01627485640347,0.0001427100025466,0.5077960491180452
0.3,conv1,completed,0.1362795585327194,0.3691606134634617,0.1107481840390385,0.0333139445747737,5.903947361152088,20.831470540486,0.0889643371080375,0.0092861142570463,0.057520505040884,0.0337097121402621,0.3689236611127851
0.3,conv2,completed,0.56524195648956,0.7518257487540314,0.2255477246262094,0.0168618694905723,15.230279527209149,173.92663053340638,0.0611639625270894,0.000603939101864,0.0042548014316707,0.0013136803754605,0.0572874385863542
0.3,fc1,completed,0.9622927803002782,0.980965228894622,0.2942895686683865,0.0194244515239701,16.941272649600275,48.25233401059626,0.1411999842742914,0.0001710438247801,0.0015618113684467,5.7563309383112936e-06,0.0264105528593063
0.3,fc2,completed,0.930346067348963,0.9645444869724584,0.2893633460917375,0.1062135035139802,9.421828470119909,2.2970422991470363,0.5356998518394311,0.0034621592808271,0.0404718108475208,0.0009760035900399,0.7029003500938418
0.5,conv1,completed,0.1000264544171753,0.3162695913570815,0.1581347956785407,0.0333166190988386,4.604687488738989,60.23589881101682,0.0437398069346953,0.0031695233032689,0.0575411301106214,0.0337117003276944,0.3691061526536939
0.5,conv2,completed,0.5516876032159775,0.7427567591183385,0.3713783795591692,0.0177066192197309,14.934106986737728,269.6958248866528,0.0505459216722058,0.0003799947993279,0.0043310360051691,0.0011805151356384,0.0591890007257461
0.5,fc1,completed,0.9737201414178266,0.9867725885014372,0.4933862942507185,0.0213412201421269,16.585270011363633,47.8553973356341,0.1413019710537003,0.0001432810562463,0.0017330500413663,5.89372848480707e-06,0.033860519900918
0.5,fc2,completed,0.9283181223559802,0.963492668553311,0.4817463342766555,0.1656326594508787,7.501851621829841,2.97554116982238,0.4865576758746293,0.0024789433321026,0.1354244798421859,0.0088230925612151,0.8458239555358887
0.8,conv1,completed,0.0627120955557455,0.2504238318446259,0.2003390654757008,0.0333229469371602,2.7532229737407587,89.55954668360442,0.0227773856471488,0.0020486969826751,0.0575801990926265,0.0337154475972056,0.3693956881761548
0.8,conv2,completed,0.5715200906459503,0.7559894778672189,0.6047915822937752,0.017889299518154,14.995894917336145,242.1087174698717,0.0556391505069423,0.0004208664069168,0.0044083117973059,0.0009674517263192,0.0604346495121717
0.8,fc1,completed,0.9747767911795064,0.9873078502572064,0.7898462802057652,0.0223626526865501,16.38752679848769,45.722107065497184,0.1438903774568728,0.0001545584109234,0.00214066170156,7.96498779891408e-06,0.0460003364831209
0.8,fc2,completed,0.8971684701047561,0.947189775126799,0.7577518201014393,0.2553498603520795,5.505085042911082,4.599489732871958,0.4041267018972311,0.0018543368360041,0.3173752576112747,0.0356605514883995,0.919746506214142
