method,step,epoch,layer,log_pearson,log_spearman,log_ratio_spread,A_raw,A_residual,R,config_fingerprint
syn_diag,0,1,conv1,0.16031116976225188,0.10653052853627096,1.2994822787261526,1.0280663216037844,1.2961418913695066,1.260757077760824,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,0,1,conv2,0.7752312324421584,0.836033059109445,1.7337019591265879,2.7188579681276126,1.5126942718937055,0.556371200565305,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,0,1,fc1,0.717078498470318,0.7633442378490183,6.48437272295118,8.670236175638045,13.301503573091933,1.5341570060648402,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,0,1,fc2,0.7944606759206226,0.7937935791233202,4.169168525002583,9.740898564976705,13.695772492142614,1.4060070948059777,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,100,1,conv1,0.33685949866404924,0.44750966834641975,1.559255811859111,1.7063637499693323,1.5608241817014878,0.9147077706787546,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,100,1,conv2,0.7656324690128055,0.8386552860463656,1.5147070872115536,2.660864775393497,1.4847434791408092,0.5579928348374038,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,100,1,fc1,0.7406818025793279,0.7611125091632407,5.823277879287706,8.884899169879233,13.142279801541134,1.479170393525104,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,100,1,fc2,0.8390877239660607,0.8099092973089823,4.120117929781992,10.317670556631018,13.525683118546667,1.3109241125996125,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,200,1,conv1,0.5657541772870882,0.6338743700925817,1.448597247962319,1.8898234500281474,1.4518793364326599,0.7682618905014832,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,200,1,conv2,0.814420763016682,0.8232393615172655,1.3902494269982175,2.433986847516148,1.385481284769472,0.569222995672034,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,200,1,fc1,0.7792095506008153,0.6823441620886119,3.4789749732542647,9.301487024215488,13.059563574280045,1.4040296503430882,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,200,1,fc2,0.8886958280785698,0.7726329191151243,3.2615984246299607,10.941010277446246,13.468805066294937,1.2310385169877298,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,300,2,conv1,0.680571018532824,0.7432116488925349,1.3209737006521731,1.9131072731437817,1.3192004227289957,0.6895590442041301,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,300,2,conv2,0.7870246550281452,0.8225150944200282,1.4301825448722143,2.432811846385722,1.4146394102216642,0.5814832792446758,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,300,2,fc1,0.7591100388751139,0.625378300007069,3.960827185002349,9.655350325210087,12.88346907520469,1.3343347099033782,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,300,2,fc2,0.8658683854937168,0.7639676502954099,4.443991292316439,11.483287209792815,13.329623329823162,1.1607846330322396,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,400,2,conv1,0.7743096696103506,0.7993964607992499,1.2802709523394438,2.0060093082437387,1.282275525405035,0.6392171362991668,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,400,2,conv2,0.7807125771523353,0.8108244887694475,1.4919299929897805,2.5366338217147835,1.4804002610192555,0.58360818512563,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,400,2,fc1,0.7474195126203168,0.5849656125156338,3.945891368885153,9.933844121378918,12.738834519436223,1.2823670639265017,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,400,2,fc2,0.8677248863359943,0.7461577085579253,2.96690330818143,11.873834333172,13.152654145782954,1.1077006615325857,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,500,3,conv1,0.8179488787488395,0.8217537794445096,1.1951082392046712,2.0106026867698636,1.1981940794340242,0.5959377689676644,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,500,3,conv2,0.7864729425300917,0.80685229096576,1.4716893511605667,2.563094785364094,1.4669662457883752,0.5723417854716555,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,500,3,fc1,0.7097734356313395,0.5722805613490396,5.715902021457904,10.145911141442335,12.71666288437605,1.253378105435315,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,500,3,fc2,0.8454104769993493,0.7584049477706978,4.616762130469802,12.152717470728104,13.101732700095939,1.0780907835349336,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,600,3,conv1,0.8328006766433043,0.822585843197,1.239153730620382,1.9521267003889589,1.2439243325222171,0.6372149575508428,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,600,3,conv2,0.793409606805726,0.8055345947303717,1.464655223554074,2.59052207788967,1.4616841268930978,0.5642430687500015,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,600,3,fc1,0.6890914358124574,0.5767000595261244,5.682566943133642,10.229248141606256,12.52023592604832,1.223964435384429,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,600,3,fc2,0.840376802179627,0.7510416022171204,4.578114141705176,12.285797217788073,12.982533071969621,1.0567106750852746,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,700,3,conv1,0.8333985042422115,0.8228993320051564,1.116141306739423,1.9352648248693431,1.1156616146315088,0.5764904111802017,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,700,3,conv2,0.7904374712158467,0.7988847123986107,1.4774155454998514,2.5862064517409022,1.4741205112068685,0.569993362368486,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,700,3,fc1,0.6542830992362539,0.5718829841448071,4.222226143983484,7.680668816738086,6.803874469282291,0.8858440106745598,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,700,3,fc2,0.8267192001674155,0.7440907277056478,3.336090731883294,12.321292469098047,8.418914159099725,0.6832817401432897,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,800,4,conv1,0.8223759448820211,0.8112006328372201,1.1453991920064488,1.9546716340141799,1.1467569616321374,0.5866749901501964,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,800,4,conv2,0.7879147328660159,0.797236081703788,1.4841099159341153,2.6024438522804445,1.4806850728555097,0.5689594692150722,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,800,4,fc1,0.6923364529413729,0.5517820614507605,3.9217420829154332,5.4089466925705105,4.57812194556276,0.8463980522956651,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,800,4,fc2,0.8393235889977283,0.7472673317782533,2.1648669446059907,5.052251345802333,3.324907214110709,0.6581040780707024,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,900,4,conv1,0.8248795422215713,0.8052824329075353,1.1212985550831165,1.91579562122014,1.1237433572746085,0.5865674526173695,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,900,4,conv2,0.7852078551113384,0.7937735715887438,1.4692128289959627,2.5752386378829826,1.462886826294417,0.5680587440614853,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,900,4,fc1,0.6955386421708819,0.5521236747611754,3.8307831683546696,5.5051068506028615,4.8672391780257085,0.8841316454180539,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,900,4,fc2,0.8359868084296032,0.7515005166507411,2.0541529583427454,4.8098085141071785,3.038453410241279,0.631720244439979,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,1000,5,conv1,0.8197704096296446,0.8050480487519043,1.1269408166913184,1.9531924502000828,1.1265557685989966,0.5767766348285821,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,1000,5,conv2,0.7830640740434228,0.7919101288064575,1.4804546762763269,2.5777658259385197,1.4764406576915083,0.5727598072854279,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,1000,5,fc1,0.7058965288511694,0.5501111250576691,3.518096087565639,4.718706147283379,4.311701277298966,0.9137465107424138,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,1000,5,fc2,0.8372126300985822,0.7541847125408756,1.8382129361876318,4.9027754275097095,2.7238788333781603,0.5555789518920946,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,1100,5,conv1,0.8259283930868367,0.8106615492792687,1.0970423666661606,1.9528891263732875,1.0981886826739684,0.5623405178733397,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,1100,5,conv2,0.789233733502127,0.8022109612269457,1.4566441015481577,2.5496281965960454,1.4553827636303116,0.5708215674635864,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,1100,5,fc1,0.6915866885959417,0.5533009825698433,3.5389382138571936,4.817002832209196,4.425762482427458,0.9187792983708283,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
syn_diag,1100,5,fc2,0.8283693953197607,0.7455972734218712,1.9185150715229742,4.4072933995992685,2.7141280551184823,0.6158264969074361,0a809179e48f0d52084636eb303f9a25b0535ab16fdc3f7baaf0448e82afbe6a
