pair,metric,seed,delta,mean,std,n
syn_diag - dp_kfc,oracle_A_diag_raw_conv2,all,,,,0
syn_diag - dp_kfc,oracle_A_diag_raw_fc1,42,,,,
syn_diag - dp_kfc,oracle_A_diag_raw_fc1,all,,,,0
syn_diag - dp_kfc,oracle_A_diag_raw_fc2,42,,,,
syn_diag - dp_kfc,oracle_A_diag_raw_fc2,all,,,,0
syn_diag - dp_kfc,oracle_R_diag_conv1,42,,,,
syn_diag - dp_kfc,oracle_R_diag_conv1,all,,,,0
syn_diag - dp_kfc,oracle_R_diag_conv2,42,,,,
syn_diag - dp_kfc,oracle_R_diag_conv2,all,,,,0
syn_diag - dp_kfc,oracle_R_diag_fc1,42,,,,
syn_diag - dp_kfc,oracle_R_diag_fc1,all,,,,0
syn_diag - dp_kfc,oracle_R_diag_fc2,42,,,,
syn_diag - dp_kfc,oracle_R_diag_fc2,all,,,,0
syn_diag - dp_kfc,oracle_R_full_conv1,42,,,,
syn_diag - dp_kfc,oracle_R_full_conv1,all,,,,0
syn_diag - dp_kfc,oracle_R_full_conv2,42,,,,
syn_diag - dp_kfc,oracle_R_full_conv2,all,,,,0
syn_diag - dp_kfc,oracle_R_full_fc1,42,,,,
syn_diag - dp_kfc,oracle_R_full_fc1,all,,,,0
syn_diag - dp_kfc,oracle_R_full_fc2,42,,,,
syn_diag - dp_kfc,oracle_R_full_fc2,all,,,,0
syn_diag - dp_kfc,oracle_S_full_pre_conv1,42,,,,
syn_diag - dp_kfc,oracle_S_full_pre_conv1,all,,,,0
syn_diag - dp_kfc,oracle_S_full_pre_conv2,42,,,,
syn_diag - dp_kfc,oracle_S_full_pre_conv2,all,,,,0
syn_diag - dp_kfc,oracle_S_full_pre_fc1,42,,,,
syn_diag - dp_kfc,oracle_S_full_pre_fc1,all,,,,0
syn_diag - dp_kfc,oracle_S_full_pre_fc2,42,,,,
syn_diag - dp_kfc,oracle_S_full_pre_fc2,all,,,,0
syn_diag - dp_kfc,oracle_S_full_raw_conv1,42,,,,
syn_diag - dp_kfc,oracle_S_full_raw_conv1,all,,,,0
syn_diag - dp_kfc,oracle_S_full_raw_conv2,42,,,,
syn_diag - dp_kfc,oracle_S_full_raw_conv2,all,,,,0
syn_diag - dp_kfc,oracle_S_full_raw_fc1,42,,,,
syn_diag - dp_kfc,oracle_S_full_raw_fc1,all,,,,0
syn_diag - dp_kfc,oracle_S_full_raw_fc2,42,,,,
syn_diag - dp_kfc,oracle_S_full_raw_fc2,all,,,,0
syn_diag - dp_kfc,peak_cuda_memory,42,-85062144.0,,,
syn_diag - dp_kfc,peak_cuda_memory,all,,-85062144.0,,1
syn_diag - dp_kfc,peak_cuda_memory_allocated,42,-85062144.0,,,
syn_diag - dp_kfc,peak_cuda_memory_allocated,all,,-85062144.0,,1
syn_diag - dp_kfc,peak_cuda_memory_reserved,42,-104857600.0,,,
syn_diag - dp_kfc,peak_cuda_memory_reserved,all,,-104857600.0,,1
syn_diag - dp_kfc,preconditioner_state_bytes,42,-9241476.0,,,
syn_diag - dp_kfc,preconditioner_state_bytes,all,,-9241476.0,,1
syn_diag - dp_kfc,refresh_A_new_diag_conv1,42,,,,
syn_diag - dp_kfc,refresh_A_new_diag_conv1,all,,,,0
syn_diag - dp_kfc,refresh_A_new_diag_conv2,42,,,,
syn_diag - dp_kfc,refresh_A_new_diag_conv2,all,,,,0
syn_diag - dp_kfc,refresh_A_new_diag_fc1,42,,,,
syn_diag - dp_kfc,refresh_A_new_diag_fc1,all,,,,0
syn_diag - dp_kfc,refresh_A_new_diag_fc2,42,,,,
syn_diag - dp_kfc,refresh_A_new_diag_fc2,all,,,,0
syn_diag - dp_kfc,refresh_A_old_diag_conv1,42,,,,
syn_diag - dp_kfc,refresh_A_old_diag_conv1,all,,,,0
syn_diag - dp_kfc,refresh_A_old_diag_conv2,42,,,,
syn_diag - dp_kfc,refresh_A_old_diag_conv2,all,,,,0
syn_diag - dp_kfc,refresh_A_old_diag_fc1,42,,,,
syn_diag - dp_kfc,refresh_A_old_diag_fc1,all,,,,0
syn_diag - dp_kfc,refresh_A_old_diag_fc2,42,,,,
syn_diag - dp_kfc,refresh_A_old_diag_fc2,all,,,,0
syn_diag - dp_kfc,refresh_S_new_full_conv1,42,,,,
syn_diag - dp_kfc,refresh_S_new_full_conv1,all,,,,0
syn_diag - dp_kfc,refresh_S_new_full_conv2,42,,,,
syn_diag - dp_kfc,refresh_S_new_full_conv2,all,,,,0
syn_diag - dp_kfc,refresh_S_new_full_fc1,42,,,,
syn_diag - dp_kfc,refresh_S_new_full_fc1,all,,,,0
syn_diag - dp_kfc,refresh_S_new_full_fc2,42,,,,
syn_diag - dp_kfc,refresh_S_new_full_fc2,all,,,,0
syn_diag - dp_kfc,refresh_S_old_full_conv1,42,,,,
syn_diag - dp_kfc,refresh_S_old_full_conv1,all,,,,0
syn_diag - dp_kfc,refresh_S_old_full_conv2,42,,,,
syn_diag - dp_kfc,refresh_S_old_full_conv2,all,,,,0
syn_diag - dp_kfc,refresh_S_old_full_fc1,42,,,,
syn_diag - dp_kfc,refresh_S_old_full_fc1,all,,,,0
syn_diag - dp_kfc,refresh_S_old_full_fc2,42,,,,
syn_diag - dp_kfc,refresh_S_old_full_fc2,all,,,,0
syn_diag - dp_kfc,refresh_delta_stale_diag_conv1,42,,,,
syn_diag - dp_kfc,refresh_delta_stale_diag_conv1,all,,,,0
syn_diag - dp_kfc,refresh_delta_stale_diag_conv2,42,,,,
syn_diag - dp_kfc,refresh_delta_stale_diag_conv2,all,,,,0
syn_diag - dp_kfc,refresh_delta_stale_diag_fc1,42,,,,
syn_diag - dp_kfc,refresh_delta_stale_diag_fc1,all,,,,0
syn_diag - dp_kfc,refresh_delta_stale_diag_fc2,42,,,,
syn_diag - dp_kfc,refresh_delta_stale_diag_fc2,all,,,,0
syn_diag - dp_kfc,refresh_delta_stale_full_conv1,42,,,,
syn_diag - dp_kfc,refresh_delta_stale_full_conv1,all,,,,0
syn_diag - dp_kfc,refresh_delta_stale_full_conv2,42,,,,
syn_diag - dp_kfc,refresh_delta_stale_full_conv2,all,,,,0
syn_diag - dp_kfc,refresh_delta_stale_full_fc1,42,,,,
syn_diag - dp_kfc,refresh_delta_stale_full_fc1,all,,,,0
syn_diag - dp_kfc,refresh_delta_stale_full_fc2,42,,,,
syn_diag - dp_kfc,refresh_delta_stale_full_fc2,all,,,,0
syn_diag - dp_kfc,total_refresh_time,42,-0.062325842678546906,,,
syn_diag - dp_kfc,total_refresh_time,all,,-0.062325842678546906,,1
syn_diag - dp_kfc,wall_time,42,-0.1389228980988264,,,
syn_diag - dp_kfc,wall_time,all,,-0.1389228980988264,,1
