seed,run_id,layer,step,interval_index,beta_train,gamma_model,sum_a,sum_a_H2,mean_H2,model_signal_retention,gamma_model_raw,model_noise_retention_after_raw
789,dp_fisher_wiener_beta1_gamma_lr0p50,conv1,0,0,1.0,3.0752360148597715,0.0005027069196086983,5.3156693519981274e-05,0.03387503811856407,0.10574092268584223,3.0752360148597715,0.3203588285228726
789,dp_fisher_wiener_beta1_gamma_lr0p50,conv2,0,0,1.0,1.5373340425597584,0.0035902210426532475,0.0015190941788120235,0.006318278902442384,0.42311995856650136,1.5373340425597584,0.01493259482215927
789,dp_fisher_wiener_beta1_gamma_lr0p50,fc1,0,0,1.0,1.1810777701735875,0.046098594516109016,0.0330468975168733,0.0007561690546817587,0.7168742965759002,1.1810777701735875,0.0010548140145260434
789,dp_fisher_wiener_beta1_gamma_lr0p50,fc2,0,0,1.0,2.197700274985658,0.0001628889638934998,3.3725215683284824e-05,0.0017016762023362047,0.20704420285548059,2.197700274985658,0.008218902914775141
789,dp_fisher_wiener_beta1_gamma_lr0p50,conv1,50,1,1.0,3.0864446594291772,0.0005026848150297418,5.2768989484040595e-05,0.03380793577867889,0.10497430578028992,3.0864446594291772,0.3220591508310475
789,dp_fisher_wiener_beta1_gamma_lr0p50,conv2,50,1,1.0,1.482984042350419,0.004390029345206312,0.001996155950188875,0.007585208464337231,0.45470218835064863,1.482984042350419,0.01668170652939065
789,dp_fisher_wiener_beta1_gamma_lr0p50,fc1,50,1,1.0,1.0738704099384224,0.2734355427416444,0.23711073379393355,0.002902456768934188,0.867154033511904,1.0738704099384224,0.003347106346469349
789,dp_fisher_wiener_beta1_gamma_lr0p50,fc2,50,1,1.0,1.1705482223891337,0.001267907926367723,0.0009253565370096473,0.0059892149153846575,0.7298294440516592,1.1705482223891337,0.008206321304516628
789,dp_fisher_wiener_beta1_gamma_lr0p50,conv1,100,2,1.0,3.0855613867536387,0.0005024871703614769,5.277844561373389e-05,0.03379603664180664,0.10503441426328632,3.0855613867536387,0.32176155671312856
789,dp_fisher_wiener_beta1_gamma_lr0p50,conv2,100,2,1.0,1.313889627619044,0.007772214495926799,0.004502223073422634,0.011629153479969106,0.5792715931581821,1.313889627619044,0.020075476887390756
