seed,method,config_fingerprint,step,layer,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,lambdaF_mean,lambdaF_median,lambdaF_q10,lambdaF_q90,trace_A,trace_G,trace_F,kappa
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0,conv1,0.02743677545545782,8.414774423671854,8.414852996324656,5.6857760228785205e-05,94062.99830423968,0.9999856671207469,0.00449401677791516,0.0044940125720550105,4.565479910144292e-11,4.5654799104773685e-11,1.0631172902198439e-05,1.0627885342070301e-05,-0.001343210111408149,0.999989368979459,6.756833499821369e-06,0.0,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,3.157492168881504e-06,1.0880588661166257e-06,6.245679429639495e-07,1.0198045765719136e-05,3.1443393230438232,0.00016066929674707353,0.0005051987827755511,1.4900602922426178
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0,conv2,0.1220335190109345,46.553354266192315,46.55461842496435,0.00013734427279751756,145527.0368673731,0.999974999140836,0.01166961927800239,0.011669618725471405,8.703532713010911e-12,8.703532722469489e-12,6.871575354373537e-06,6.871211066999607e-06,-0.00023024147867400658,0.9999931285964404,2.950175030491664e-06,0.0,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,1.3786223057256878e-06,6.603989533005006e-08,2.0641915376984345e-08,8.118974847093344e-07,19.259838104248047,0.00033213189453817904,0.006396806333214045,2.3280648161160666
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0,fc1,0.42214772153515695,306.3290999472629,306.3297565163868,0.0019358811997121127,526559.6915709171,1.0000004452673878,0.0022443462243324935,0.0022443462696022597,3.993733052824787e-11,3.993733056282203e-11,1.8991199212591236e-06,1.8991194128722236e-06,-1.162588713764639e-06,0.9999981008792331,6.319598924164893e-06,0.0,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,2.9531679974141197e-06,9.99998209239017e-11,9.883247761854896e-11,1.0207570760867313e-10,48.28453063964844,0.01228325068950653,0.5930910110473633,0.3004744558214059
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0,fc2,0.13642323041494472,25.068343595047605,25.068797897051684,0.003999112191661679,33765.611481000036,1.0005045507967083,0.00605103923761211,0.006051038691579391,2.544838123710983e-08,2.5448381040172327e-08,2.9615930412187832e-05,2.9615928791083455e-05,-2.377222902925393e-07,0.9999703691268449,0.00015952548710629344,0.0,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,7.455823577860141e-05,7.78260762501759e-08,9.998630395857688e-11,1.5606178891403033e-07,1.7126202583312988,0.05615962669253349,0.09618011116981506,0.19350464009961055
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,1,conv1,0.022124617787356436,8.7979564531685,8.793431734098776,5.941575411483635e-05,158129.19556018218,1.0010991638451046,-0.20330520616493333,-0.20330520338572197,4.5654798978654284e-11,4.565479802586977e-11,6.323942864658994e-06,6.322153990245669e-06,-0.001228676607103777,0.999993669106073,6.756833499821369e-06,0.0,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,6.756833499821369e-06,3.157492168881504e-06,1.0880588661166257e-06,6.245679429639495e-07,1.0198045765719136e-05,3.1443393230438232,0.00016066929674707353,0.0005051987827755511,0.9689229823128048
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,1,conv2,0.11656884486538908,47.44880832239044,47.44948174005755,0.0001399842761985438,165685.93136636305,0.9999846170779767,0.007005301161215383,0.007005301383207305,8.703532690046353e-12,8.7035327158989e-12,6.0355154579492755e-06,6.035207443798649e-06,-0.00022164177724709282,0.9999939645773854,2.950175030491664e-06,0.0,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,2.950175030491664e-06,1.3786223057256878e-06,6.603989533005006e-08,2.0641915376984345e-08,8.118974847093344e-07,19.259838104248047,0.00033213189453817904,0.006396806333214045,2.124231199649207
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,1,fc1,0.3839977924282471,306.88018400907555,306.8809621752422,0.001939364598746658,638675.4703351052,0.9999987181792668,0.0026521296351177622,0.0026521296100476353,3.993733056477116e-11,3.9937330563914314e-11,1.5657404212949192e-06,1.5657400050424737e-06,-1.154572279576145e-06,0.9999984342615857,6.319598924164893e-06,0.0,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,6.319598924164893e-06,2.9531679974141197e-06,9.99998209239017e-11,9.883247761854896e-11,1.0207570760867313e-10,48.28453063964844,0.01228325068950653,0.5930910110473633,0.24862002937647465
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,1,fc2,0.13718667116948585,24.43361534276044,24.432262662526476,0.0038975686037140455,31721.34759399354,1.0012079245465246,-0.00705292613031353,-0.007052925755373313,2.5448381283428212e-08,2.5448380933780066e-08,3.15245119074391e-05,3.152451026727099e-05,-2.2595622021373452e-07,0.9999684374088591,0.00015952548710629344,0.0,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,0.00015952548710629344,7.455823577860141e-05,7.78260762501759e-08,9.998630395857688e-11,1.5606178891403033e-07,1.7126202583312988,0.05615962669253349,0.09618011116981506,0.1956764503332727
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,2,conv1,0.03263762833209961,7.195590671770646,7.194537532572397,4.868015055801617e-05,48606.652748691304,1.0000917211180744,-0.03000177753653965,-0.030001779409676986,4.57823479415493e-11,4.578234747479454e-11,2.0573315431355783e-05,2.056464024741322e-05,-0.001831682846785387,0.9999794247975419,6.766265414626105e-06,0.0,6.766265414626105e-06,6.766265414626105e-06,6.766265414626105e-06,6.766265414626105e-06,6.766265414626105e-06,6.766265414626105e-06,6.766265414626105e-06,3.161899536152646e-06,1.062412025021331e-06,5.889849774121104e-07,1.023963250190717e-05,3.148954391479492,0.00016065777163021266,0.0005059039685875177,2.1055671573654187
42,dp_scalar_wiener,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,2,conv2,0.12178513283336152,46.47006717710863,46.471851039808776,0.00013754419307732246,145598.88603945723,0.9999652303169136,0.01595765252478364,0.015957652039518332,8.760009503297108e-12,8.760009467534411e-12,6.868184414965761e-06,6.867821392318769e-06,-0.00022955539141055451,0.9999931320543892,2.9597313186968677e-06,0.0,2.9597313186968677e-06,2.9597313186968677e-06,2.9597313186968677e-06,2.9597313186968677e-06,2.9597313186968677e-06,2.9597313186968677e-06,2.9597313186968677e-06,1.3830877991430633e-06,6.091836723953747e-08,1.9422358477072522e-08,8.020557629606633e-07,19.33248519897461,0.0003319556126371026,0.006417526863515377,2.3111112570869663
