window_size,seed,run_id,method,learning_rate,layer,window_index,n_steps,beta_oracle,beta_dp_raw,negative,log_error,trace_F,oracle_observability_snr
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,0,1,1.4900602804681955,-7835.164201377102,True,,0.0005051987877676203,9.00514291345531e-05
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,1,1,0.9979594492665566,5051.9773216315925,False,3.704348497659527,0.0005051987877676203,6.031163612250341e-05
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,2,1,1.9004343715322898,-45476.329891898284,True,,0.0005058924480242921,0.00011500966344235944
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,3,1,1.3789475106065028,35516.64758181191,False,4.410884230814967,0.0005058924480242921,8.345084210777771e-05
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,0,1,2.328064749205937,-147.17173085684425,True,,0.0063968065180625144,0.0003308149534501042
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,1,1,2.0907020156788048,13000.18833152188,False,3.793657505952932,0.0063968065180625144,0.0002970862277571095
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,2,1,2.211162075095744,-1351.661395268702,True,,0.006415894581003334,0.00031514092111378415
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,3,1,3.2524891135892453,1903.8190664329782,False,2.7674098202848176,0.006415894581003334,0.00046355229609248554
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,0,1,0.30047446432074315,-18.474780163578046,True,,0.5930909942719609,0.0006017283220960479
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,1,1,0.2437705011566414,551.4829776886822,False,3.3545509616875306,0.5930909942719609,0.0004881734876632008
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,2,1,0.277575572234472,581.6894494788194,False,3.3213099429522246,0.5642053582945223,0.0005287983656894844
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,3,1,0.3791435961758584,-389.98924460146,True,,0.5642053582945223,0.0007222911943733132
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,0,1,0.19350463365521567,266.4489720109103,False,3.138922679944877,0.09618011437395602,0.0007840743209552125
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,1,1,0.19674364203682387,-61.2247982974871,True,,0.09618011437395602,0.0007971982629198037
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,2,1,0.21385721494898643,41.97555563778321,False,2.2928725469496114,0.10225318456196453,0.0009212531286711376
1,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,3,1,0.3651211149630029,94.83591019089872,False,2.414535867776018,0.10225318456196453,0.0015728267101873402
2,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,0,2,1.244009864867376,-1391.593439872755,True,,0.0010103975755352407,0.00010632277804428181
2,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,1,2,1.6396909410693963,-4979.841155043188,True,,0.0010117848960485842,0.00014033280864074324
2,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,0,2,2.209383382442371,6426.508300332518,False,3.463703989601075,0.012793613036125029,0.00044399319149710886
2,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,1,2,2.731825594342495,276.078835582138,False,2.0045801449682195,0.012831789162006668,0.0005506194160258115
2,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,0,2,0.2721224827386923,266.5040987625521,False,2.990939468109275,1.1861819885439218,0.0007706769748950635
2,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,1,2,0.3283595842051652,95.8501024386797,False,2.4652428843052023,1.1284107165890447,0.0008846539535638684
2,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,0,2,0.19512413784601976,102.61208685671163,False,2.7208875229445066,0.19236022874791203,0.0011181285693601232
2,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,1,2,0.2894891649559947,68.40573291434096,False,2.373460186857301,0.20450636912392905,0.001763586676931115
4,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv1,0,4,1.4419861316875968,-3186.9481581078303,True,,0.002022182471583825,0.00017441187029262407
4,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,conv2,0,4,2.470993649496972,3346.7121848504985,False,3.131746735652521,0.025625402198131697,0.0007032973784426703
4,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc1,0,4,0.299539206131946,183.30682701208116,False,2.786724965521279,2.3145927051329664,0.0011704957348699216
4,42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,fc2,0,4,0.24375067676369916,84.9854655103084,False,2.542398827442387,0.3968665978718411,0.002037684493080355
