method,step,epoch,layer,log_pearson,log_spearman,log_ratio_spread,A_raw,A_residual,R,config_fingerprint
syn_diag,0,1,conv1,0.16031116976225188,0.10653052853627096,1.2994822787261526,1.0280663216037844,1.2985583577207052,1.2631075743196731,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,0,1,conv2,0.7752312324421584,0.836033059109445,1.7337019591265879,2.7188579681276126,1.6326074292956698,0.6004754380089934,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,0,1,fc1,0.717078498470318,0.7633442378490183,6.48437272295118,8.670236175638045,13.559495465920444,1.5639130458776223,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,0,1,fc2,0.7944606759206226,0.7937935791233202,4.169168525002583,9.740898564976705,13.818238969763657,1.4185794952682276,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,200,1,conv1,0.46546058887663877,0.5232772764561116,1.5346303383621658,2.0580409026086453,1.5345837669696343,0.7456527054561893,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,200,1,conv2,0.7643147977943064,0.8404115820220055,1.595037038599932,2.895337441204374,1.5867534277578124,0.5480374774892457,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,200,1,fc1,0.7011872123942836,0.7629893866539951,6.188705352298825,8.924797865245598,13.271728899865284,1.4870621273729054,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,200,1,fc2,0.8239807120553659,0.8517040118437526,3.7339796296807144,10.671130314568604,13.547982863209493,1.269592111035633,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,400,2,conv1,0.7370206237011853,0.7761221141450838,1.39966100237974,2.2844346452411597,1.4014824048742764,0.6134920111607425,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,400,2,conv2,0.8205155436521248,0.8075845108273562,1.4763968491285742,2.546966413098364,1.4711068454371503,0.5775917726561463,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,400,2,fc1,0.7129645949676657,0.7149774668935565,3.3897723328011886,5.600079260339862,3.9174045511565803,0.699526626149723,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,400,2,fc2,0.9001859695338336,0.7313197688786115,2.650183721362567,4.6497589689029635,3.0498402491304644,0.6559136225183787,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,600,3,conv1,0.7896722619135621,0.8241122700105473,1.2983872251638715,2.3653657016335803,1.3003410134242466,0.5497420599809149,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,600,3,conv2,0.8164157305203266,0.8016961273351774,1.499803575437288,2.5342984780247053,1.4966784978401981,0.590569149931679,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,600,3,fc1,0.7124528622686094,0.6863249569602299,3.5718742068745066,5.452409499211793,3.9804251903286243,0.7300304921895612,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,600,3,fc2,0.8386143831044449,0.7546862690941031,2.6832052947208167,4.706647896054212,2.9362542844999227,0.623852548426559,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,800,4,conv1,0.7825924314956096,0.8193337630376186,1.3023169381081086,2.315696603126672,1.3034494042965694,0.5628757249704653,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,800,4,conv2,0.8134552724891961,0.8097992993033803,1.4722804229288338,2.477877862802507,1.4650948624817428,0.5912700074832197,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,800,4,fc1,0.7166196218791354,0.6413204475746502,3.5108207441337433,5.304574508196204,3.87339081895893,0.730198211557605,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,800,4,fc2,0.8667302789941369,0.7308705913058409,2.4733804168485456,5.5310015671751485,3.085243980771412,0.5578092761863274,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,1000,5,conv1,0.7856633112262315,0.8028301886792454,1.1741153300700315,2.084240100858273,1.1728550020625694,0.5627254756203939,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,1000,5,conv2,0.7888378027529457,0.8070505984695125,1.4784642915740593,2.4737850818752327,1.4753664790806194,0.5964004269773628,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,1000,5,fc1,0.6733900627269607,0.5800402265079362,3.9225288465900547,6.9205774184650775,5.933066283970527,0.8573079853337482,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
syn_diag,1000,5,fc2,0.816969831157876,0.706128960742521,1.9461441066290859,7.982558766022933,4.379831831518812,0.548675175453914,c173cf9de8e7b6aada5bb02005d5906f835079a38d090e380a2f86efedf83c97
