seed,method,config_fingerprint,step,layer,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,H_mean,H_std,H_min,H_max,H_q10,H_q25,H_q50,H_q75,H_q90,kappa
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv1,0.007491972553884032,0.05135970709748902,0.05255969860801441,0.05255969860801441,46.995114649655726,46.995114649655726,0.22961295292811615,0.22961295292811615,1.0,1.0,0.021278807153890623,0.021278807182026318,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,0.029112482548206833,0.2841391253954214,0.28618492868712947,0.28618492868712947,95.2584686767278,95.2584686767278,0.12088426298905287,0.12088426298905287,1.0,1.0,0.010497754296275282,0.010497754325229288,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,0.09399396205750919,1.8696844474442627,1.8720774012793033,1.8720774012793033,395.67327524454106,395.67327524454106,0.05054650689027962,0.05054650689027962,1.0,1.0,0.0025273377365921113,0.0025273377359827758,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,0.027066476627806195,0.15300502610646158,0.15372377732356587,0.15372377732356587,31.955671167727758,31.955671167727758,0.114529031090604,0.114529031090604,1.0,1.0,0.03129334988282701,0.03129334988599112,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,1,conv1,0.006366154700416138,0.053698465006405974,0.05379102089312202,0.05379102089312202,71.14909103418235,71.14909103418235,0.07370111752101031,0.07370111752101031,1.0,1.0,0.014054992979438425,0.01405499319381013,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,1,conv2,0.029534500497423708,0.28960454294379084,0.290878839037236,0.290878839037236,96.15048505253411,96.15048505253411,0.09381921213625066,0.09381921213625066,1.0,1.0,0.010400363537378839,0.010400363530921329,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,1,fc1,0.09818649879946774,1.8730479986105757,1.8756917971115585,1.8756917971115585,363.9102309795837,363.9102309795837,0.05308072673067362,0.05308072673067362,1.0,1.0,0.0027479304365919006,0.002747930437262072,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,1,fc2,0.03245112492238065,0.14913095280264863,0.1529444922671053,0.1529444922671053,21.119132368362813,21.119132368362813,0.22213923353449494,0.22213923353449494,1.0,1.0,0.04735043000646518,0.047350429969309,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,2,conv1,0.004466308150647461,0.043918400428284765,0.044236374218407704,0.044236374218407704,96.69313451185081,96.69313451185081,0.1214203069807194,0.1214203069807194,1.0,1.0,0.010341995369158526,0.01034199542346577,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,2,conv2,0.02390890184833831,0.2836307805743135,0.28548193960051543,0.28548193960051543,140.73025069543866,140.73025069543866,0.11904911935713745,0.11904911935713745,1.0,1.0,0.0071057927723183895,0.007105792767113473,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,2,fc1,0.08361651354679871,1.8730618102255447,1.874863717559031,1.874863717559031,501.7878108921734,501.7878108921734,0.04383866096033557,0.04383866096033557,1.0,1.0,0.0019928742351845875,0.0019928742353200273,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,2,fc2,0.022335650253668245,0.15037166828411144,0.15152367456429555,0.15152367456429555,45.32468912904203,45.32468912904203,0.12508445463466666,0.12508445463466666,1.0,1.0,0.022063030484428297,0.02206303049437813,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,3,conv1,0.006284999526346455,0.05878651587540417,0.058647620885757666,0.058647620885757666,87.48728380362446,87.48728380362446,0.03145712002432726,0.03145712002432726,1.0,1.0,0.011430232268264038,0.011430232300964634,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,3,conv2,0.028623419346776147,0.2850236001914007,0.2858179507249247,0.2858179507249247,99.15591257269502,99.15591257269502,0.07778602135800228,0.07778602135800228,1.0,1.0,0.010085127279061629,0.010085127256085987,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
42,dp_sgd,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,3,fc1,0.09948552579829496,1.867606681378287,1.8706939041248645,1.8706939041248645,352.412284392433,352.412284392433,0.057596813352215885,0.057596813352215885,1.0,1.0,0.0028375855331567107,0.002837585532974819,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
