step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.19286139402538538,10069164,,0.5215060922695284,,,1.370506577079731,
0,conv2,2560,512,0.19286139402538538,10069164,,2.3178878020037232,,,0.643652593313494,
0,fc1,2560,512,0.19286139402538538,10069164,,12.373400074545977,,,0.3694033260217582,
0,fc2,2560,512,0.19286139402538538,10069164,,6.9393157870136335,,,1.4723522864423977,
50,conv1,2560,512,0.16864762175828218,10069164,0.6211591365504276,0.6209767704965059,0.00018236605392174532,1.4009851580156383,1.4010048654862262,-1.9707470587881915e-05
50,conv2,2560,512,0.16864762175828218,10069164,2.088892123885296,2.0763205967841816,0.012571527101114643,0.7339673269972482,0.727596011394456,0.006371315602792249
50,fc1,2560,512,0.16864762175828218,10069164,12.703634292185221,12.579948841059688,0.12368545112553342,0.5145433501534891,0.39778420550281535,0.11675914465067372
50,fc2,2560,512,0.16864762175828218,10069164,6.807227751103506,11.676612489010882,-4.869384737907376,1.773296513073178,1.448224678723207,0.325071834349971
100,conv1,2560,512,0.14674819260835648,10069164,0.9814518258557426,0.9824144258706298,-0.0009626000148871272,1.5923197390250443,1.591799155332806,0.0005205836922383966
100,conv2,2560,512,0.14674819260835648,10069164,1.9552579682583624,1.9288680166581622,0.02638995160020019,0.8840546531468925,0.8643569549261769,0.019697698220715543
100,fc1,2560,512,0.14674819260835648,10069164,12.594020837631467,7.143577280837625,5.450443556793842,0.6044061158880014,0.4689349525469515,0.13547116334104992
100,fc2,2560,512,0.14674819260835648,10069164,4.8580752522998605,4.485968877641591,0.37210637465826935,1.7686063079457817,1.3500688697725374,0.4185374381732443
150,conv1,2560,512,0.1541468631476164,10069164,1.158019276606423,1.1579984278485012,2.0848757921854144e-05,1.7197615583338786,1.7188509043600844,0.0009106539737941954
150,conv2,2560,512,0.1541468631476164,10069164,1.5838398865899967,1.514153804402519,0.06968608218747785,0.9599365792814565,0.9377563625304579,0.02218021675099857
150,fc1,2560,512,0.1541468631476164,10069164,5.606249244805106,5.280410597566196,0.32583864723890965,0.5975510085338223,0.5007288153216649,0.09682219321215735
150,fc2,2560,512,0.1541468631476164,10069164,3.656455860522832,3.0647253581718785,0.5917305023509534,1.654739699267899,1.288091154028598,0.3666485452393011
200,conv1,2560,512,0.1460379334166646,10069164,1.2151723782542838,1.215553721848936,-0.0003813435946522503,1.7447067939204677,1.7447211544895291,-1.4360569061455664e-05
200,conv2,2560,512,0.1460379334166646,10069164,1.6920077317929558,1.6178239112139343,0.07418382057902151,0.9513596316928277,0.9276900288489593,0.02366960284386832
200,fc1,2560,512,0.1460379334166646,10069164,5.31034085687517,4.9846829730745394,0.32565788380063054,0.5943867975427288,0.5234153428144332,0.07097145472829558
200,fc2,2560,512,0.1460379334166646,10069164,2.5737910256038585,1.8238573923865715,0.749933633217287,1.5729143856051384,1.2830594567802247,0.2898549288249137
250,conv1,2560,512,0.14692731574177742,10069164,1.2901715529385027,1.290313573003316,-0.00014202006481323082,1.774336051293632,1.7733144753424703,0.0010215759511615907
250,conv2,2560,512,0.14692731574177742,10069164,1.7546230572415809,1.6800747195120918,0.0745483377294891,0.9050238221407061,0.8825411604249402,0.02248266171576585
250,fc1,2560,512,0.14692731574177742,10069164,3.515882576439718,3.3996387543122246,0.11624382212749351,0.5687413824206451,0.5246863607047692,0.04405502171587594
250,fc2,2560,512,0.14692731574177742,10069164,1.993891535290183,1.5582783194928873,0.4356132157972956,1.5011908372846463,1.2797898889196826,0.2214009483649637
300,conv1,2560,512,0.15298567712306976,10069164,1.375045469923855,1.3750343773309424,1.1092592912653743e-05,1.752975294547498,1.7527393025515412,0.00023599199595669695
