seed,run_id,method,learning_rate,interval_index,start_step,end_step,n_steps,layer,trace_F,oracle_signal_energy_sum,noisy_energy_sum,expected_noise_energy_sum,noise_debiased_energy_sum,beta_oracle,beta_dp_raw,beta_dp_positive,beta_dp_negative,estimated_signal_energy_positive,estimated_energy_to_noise_ratio,oracle_estimator_sd,oracle_observability_snr,conditional_variance_sum,sample_count
91,dp_sgd_lr0p10,dp_sgd,0.1,0,0,49,50,conv1,0.02513355683726442,0.021558811149319488,0.1602047573189629,0.13926637620897964,0.020938381109983254,0.8577700040192954,0.8330846782075364,0.8330846782075364,False,0.020938381109983254,0.1503477126339045,0.10026112077181029,8.555360213826217,6.349989637664999e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,1,50,99,50,conv1,0.02512899557161434,0.0767418699653844,0.21619876890204132,0.13926637620897964,0.07693239269306155,3.0539171271959575,3.0614989156177903,3.0614989156177903,False,0.07693239269306155,0.55241182248518,0.1270476247814441,24.03757749404143,1.0192561952385172e-05,50
91,dp_sgd_lr0p10,dp_sgd,0.1,2,100,149,50,conv1,0.025133167269761336,0.07878237726938157,0.21981982559455424,0.13926637620897964,0.08055344938557457,3.1345980561776483,3.20506558210399,3.20506558210399,False,0.08055344938557457,0.5784127624899184,0.12790886449083674,24.50649583635716,1.0334648981312996e-05,50
91,dp_sgd_lr0p10,dp_sgd,0.1,3,150,199,50,conv1,0.02513502033512638,0.043136912352455835,0.1792701752406954,0.13926637620897964,0.04000379903171577,1.7162075772093837,1.591556262869227,1.591556262869227,False,0.04000379903171577,0.28724664287523227,0.11148742440499163,15.393732393479016,7.852541617680712e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,4,200,249,50,conv1,0.02512982449477119,0.023277648273742346,0.162150920075889,0.13926637620897964,0.022884543866909298,0.9262956961193967,0.9106527533318399,0.9106527533318399,False,0.022884543866909298,0.16432210336545988,0.10121662897275908,9.151615748511652,6.469677746470916e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,5,250,299,50,conv1,0.025135296941025675,0.012324753991162075,0.15287092997476703,0.13926637620897964,0.013604553765787326,0.49033651840594283,0.5412529558615262,0.5412529558615262,False,0.013604553765787326,0.0976872819988867,0.09504289185052525,5.15910773161593,5.706992798603413e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,6,300,349,50,conv1,0.025133879195808964,0.007303491598412345,0.14859247581547722,0.13926637620897964,0.009326099606497634,0.29058354030881917,0.3710569122196126,0.3710569122196126,False,0.009326099606497634,0.06696590993676863,0.09209060715957998,3.155409103429773,5.357346289887073e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,7,350,399,50,conv1,0.02513245301597744,0.004896065734633897,0.14490645061619536,0.13926637620897964,0.00564007440721577,0.19481049985535928,0.22441400382327217,0.22441400382327217,False,0.00564007440721577,0.04049846460219455,0.09064349593165667,2.1491944651933585,5.189709551866972e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,8,400,449,50,conv1,0.02513124429561614,0.0035827814735316537,0.14202029778767866,0.13926637620897964,0.0027539215786990326,0.1425628365785545,0.10958158483141334,0.10958158483141334,False,0.0027539215786990326,0.019774490107696868,0.08984565038416609,1.586752791038481,5.098261381878975e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,9,450,499,50,conv1,0.02513581354772615,0.0029228796897673892,0.14172597984176274,0.13926637620897964,0.002459603632783112,0.11628347275164287,0.09785255719346367,0.09785255719346367,False,0.002459603632783112,0.01766114477678827,0.08942358205510244,1.3003669728151759,5.052310316839628e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,10,500,549,50,conv1,0.025141952258375677,0.0023406617829105953,0.1428020760052553,0.13926637620897964,0.003535699796275699,0.09309785329541534,0.14062948493181676,0.14062948493181676,False,0.003535699796275699,0.0253880361685058,0.08904232865131506,1.0455460303008572,5.011768627813668e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,11,550,599,50,conv1,0.02513764392269094,0.0018443367755515212,0.14384641639684254,0.13926637620897964,0.004580040187862921,0.07336951630087726,0.18219846704601725,0.18219846704601725,False,0.004580040187862921,0.03288690574498284,0.08874999194169617,0.8266988498801373,4.977207935215269e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,12,600,649,50,conv1,0.025139581811396347,0.0014949356744361412,0.13992457955496448,0.13926637620897964,0.0006582033459848454,0.05946541536178031,0.026181952863132622,0.026181952863132622,False,0.0006582033459848454,0.00472621866022015,0.08852598488847191,0.6717283677511359,4.952878022617384e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,13,650,699,50,conv1,0.02513385817274061,0.0012970253123397058,0.1379755890002047,0.13926637620897964,-0.001290787208774897,0.05160470403809386,-0.05135650881386942,0.0,True,0.0,0.0,0.0884228712101714,0.5836126254050473,4.939096893145698e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,14,700,749,50,conv1,0.02513081434338607,0.0009935031429578786,0.14027736868375007,0.13926637620897964,0.0010109924747704916,0.03953326499423003,0.0402291967524946,0.0402291967524946,False,0.0010109924747704916,0.007259415390016052,0.08824416709168402,0.4479986188067927,4.917961676831251e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,15,750,799,50,conv1,0.02512968186075132,0.0008103388662051602,0.13676535770413176,0.13926637620897964,-0.0025010185048478456,0.03224628432207828,-0.09952447940672302,0.0,True,0.0,0.0,0.08813363757110551,0.3658794212393582,4.905207364294105e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,16,800,849,50,conv1,0.025135469850032927,0.0007085215109783934,0.13976359460952875,0.13926637620897964,0.000497218400549141,0.028188114851470155,0.019781543910486702,0.019781543910486702,False,0.000497218400549141,0.003570268819226381,0.08804964141738174,0.32013889419483316,4.898117497245299e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,17,850,899,50,conv1,0.025135475857740452,0.0006272015528201172,0.13986597058700165,0.13926637620897964,0.0005995943780220223,0.02495284180693046,0.02385450673046946,0.02385450673046946,False,0.0005995943780220223,0.004305377897662682,0.08799870988055478,0.2835591774984688,4.892454929302213e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,18,900,949,50,conv1,0.025137849364392437,0.0005630655528173342,0.1372380159644392,0.13926637620897964,-0.0020283602445404234,0.022399113967757005,-0.08068948998531193,0.0,True,0.0,0.0,0.08795023163561078,0.25467941971474367,4.887988935149753e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,19,950,999,50,conv1,0.025131229096712372,0.0004856314036312746,0.14127683282040718,0.13926637620897964,0.0020104566114275283,0.019323822235769762,0.07999834006091382,0.07999834006091382,False,0.0020104566114275283,0.01443605173151236,0.0879248646508946,0.21977653651195106,4.882596948473767e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,20,1000,1049,50,conv1,0.025141574136620937,0.000417315409340158,0.1394531820364725,0.13926637620897964,0.00018680582749286195,0.016598618967628643,0.00743015638073205,0.00743015638073205,False,0.00018680582749286195,0.001341356274045678,0.08784586115616053,0.18895163347475355,4.8778398879927485e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,21,1050,1099,50,conv1,0.02513252018900014,0.00035530584771977116,0.14055619457043794,0.13926637620897964,0.0012898183614583067,0.014137294829480706,0.05132069333909566,0.05132069333909566,False,0.0012898183614583067,0.009261520235965472,0.08783860374502576,0.16094626075286264,4.873521964524159e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,22,1100,1149,50,conv1,0.025138791970460636,0.00033754751810510385,0.13691140467440266,0.13926637620897964,-0.0023549715345769673,0.01342735635434429,-0.0936787868464077,0.0,True,0.0,0.0,0.08780554756175828,0.15292150348795336,4.87228539541768e-06,50
91,dp_sgd_lr0p10,dp_sgd,0.1,23,1150,1169,20,conv1,0.010056253214917321,0.00011868740467931431,0.055600774415134765,0.055706550483591855,-0.00010577606845707695,0.011802348463466979,-0.010518437254560182,0.0,True,0.0,0.0,0.1387820854389413,0.08504230511098106,1.947776936613773e-06,20
91,dp_sgd_lr0p10,dp_sgd,0.1,0,0,49,50,conv2,0.32717215677458,0.07498845171111035,4.121286272678679,4.0387249100604095,0.08256136261827045,0.22920181365793002,0.2523483765617464,0.2523483765617464,False,0.08256136261827045,0.020442432811551677,0.03691106085371625,6.209569932075621,0.0001458363306459268,50
91,dp_sgd_lr0p10,dp_sgd,0.1,1,50,99,50,conv2,0.33809710448894914,0.14417078707049433,4.173139692840732,4.0387249100604095,0.13441478278032293,0.42641828384900177,0.39756265580415917,0.39756265580415917,False,0.13441478278032293,0.033281490018164946,0.03630349810905704,11.745928244491017,0.00015065371721751465,50
91,dp_sgd_lr0p10,dp_sgd,0.1,2,100,149,50,conv2,0.37455727388092663,0.11458104900144891,4.148548172035553,4.0387249100604095,0.10982326197514287,0.3059106229982727,0.29320819440301715,0.29320819440301715,False,0.10982326197514287,0.027192558151595672,0.03254478171240438,9.3996827410203,0.00014859328942059026,50
91,dp_sgd_lr0p10,dp_sgd,0.1,3,150,199,50,conv2,0.4240625844890822,0.057070606137248556,4.0991748939240376,4.0387249100604095,0.06044998386362731,0.13458062140994634,0.14254967562502238,0.14254967562502238,False,0.06044998386362731,0.014967591309086746,0.028355489666134447,4.7461928177939114,0.00014458865393465482,50
91,dp_sgd_lr0p10,dp_sgd,0.1,4,200,249,50,conv2,0.463147778531936,0.029243991784230202,4.082789680898589,4.0387249100604095,0.04406477083818032,0.06314181593815786,0.09514192419934465,0.09514192419934465,False,0.04406477083818032,0.010910565047003983,0.02578800952575944,2.448495137620568,0.00014265099806310007,50
91,dp_sgd_lr0p10,dp_sgd,0.1,5,250,299,50,conv2,0.49833569694713864,0.015844975001276792,4.055112402724114,4.0387249100604095,0.016387492663705747,0.03179578564880043,0.03288444469079257,0.03288444469079257,False,0.016387492663705747,0.004057590707126565,0.02388858807234025,1.3310031363000874,0.00014171798180703742,50
91,dp_sgd_lr0p10,dp_sgd,0.1,6,300,349,50,conv2,0.5260518916024637,0.009857823855835297,4.027832825081466,4.0387249100604095,-0.010892084978941674,0.018739261303302817,-0.020705343242397842,0.0,True,0.0,0.0,0.02259665474310612,0.8292936062762918,0.0001413010773851169,50
91,dp_sgd_lr0p10,dp_sgd,0.1,7,350,399,50,conv2,0.5494630797547861,0.006702794433337359,4.0632977056841595,4.0387249100604095,0.02457279562374931,0.012198807672989921,0.04472146815526829,0.04472146815526829,False,0.02457279562374931,0.006084295457344154,0.021617045543449728,0.5643142883434922,0.00014108138262786493,50
