seed,run_id,method,config_fingerprint,step,refresh_index,refresh_time,beta_trace_time,diagnostic_spectrum_time,active_state_bytes,measurement_only
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,0,0,0.11511897761374712,0.0003490867093205452,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,50,1,0.11802588868886232,0.0003503253683447838,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,100,2,0.11859098449349403,0.00036835577338933945,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,150,3,0.12063094787299633,0.0003593200817704201,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,200,4,0.12014966085553169,0.000371013768017292,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,250,5,0.11803498398512602,0.0003454172983765602,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,300,6,0.12152705155313015,0.00039310380816459656,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,350,7,0.12522888090461493,0.0003823963925242424,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,400,8,0.11816570349037647,0.0003714635968208313,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,450,9,0.12011419609189034,0.0003747306764125824,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,500,10,0.11973380204290152,0.0003696829080581665,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,550,11,0.1184045560657978,0.0003494955599308014,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,600,12,0.1201495174318552,0.00034709181636571884,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,650,13,0.096498585306108,0.00031764060258865356,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,700,14,0.0966120045632124,0.00029759202152490616,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,750,15,0.09914443176239729,0.00031966622918844223,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,800,16,0.09630648884922266,0.00030373502522706985,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,850,17,0.09883220493793488,0.00029226671904325485,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,900,18,0.12236841395497322,0.00034872256219387054,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,950,19,0.1226781066507101,0.00042158737778663635,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1000,20,0.12238749954849482,0.0003729453310370445,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1050,21,0.12465398851782084,0.00035465601831674576,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1100,22,0.12123053055256605,0.00035148579627275467,0.0,0,True
91,dp_sgd_lr0p10,dp_sgd,e634d7597221c0fb056ed627f75d79d73dac1242a2726b4323c9b453f3bd1810,1150,23,0.11981193069368601,0.00034542661160230637,0.0,0,True
