seed,run_id,method,learning_rate,layer,source_interval,target_interval,beta_dp_previous_raw,beta_oracle_current,lag_prediction_positive,lag_ratio,lag_log10_abs_ratio_error
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,0,1,0.8330846782075364,3.0539171271959575,True,0.2727921693711634,0.5641681004660861
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,1,2,3.0614989156177903,3.1345980561776483,True,0.9766798998628247,0.0102477499985206
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,2,3,3.20506558210399,1.7162075772093837,True,1.8675279288275513,0.2712671053977411
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,3,4,1.591556262869227,0.9262956961193967,True,1.7181945997772188,0.23507234972998003
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,4,5,0.9106527533318399,0.49033651840594283,True,1.8571995336841771,0.26885856594911484
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,5,6,0.5412529558615262,0.29058354030881917,True,1.862641480953487,0.2701292704478547
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,6,7,0.3710569122196126,0.19481049985535928,True,1.9047069459557406,0.2798281655524801
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,7,8,0.22441400382327217,0.1425628365785545,True,1.5741409837872882,0.1970436262053148
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,8,9,0.10958158483141334,0.11628347275164287,True,0.9423659462377482,0.025780416135335545
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,9,10,0.09785255719346367,0.09309785329541534,True,1.051072111007338,0.021632512734472868
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,10,11,0.14062948493181676,0.07336951630087726,True,1.916729072536291,0.2825607301874997
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,11,12,0.18219846704601725,0.05946541536178031,True,3.063940038719045,0.4862802619043475
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,12,13,0.026181952863132622,0.05160470403809386,True,0.5073559349125513,0.2946872550002884
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,13,14,-0.05135650881386942,0.03953326499423003,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,14,15,0.0402291967524946,0.03224628432207828,True,1.2475606910452814,0.09606168226731732
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,15,16,-0.09952447940672302,0.028188114851470155,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,16,17,0.019781543910486702,0.02495284180693046,True,0.7927571562206807,0.10085982890588749
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,17,18,0.02385450673046946,0.022399113967757005,True,1.0649754612975968,0.02733960106506349
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,18,19,-0.08068948998531193,0.019323822235769762,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,19,20,0.07999834006091382,0.016598618967628643,True,4.819578075557376,0.6830090200899447
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,20,21,0.00743015638073205,0.014137294829480706,True,0.5255712970799645,0.27936836083824557
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,21,22,0.05132069333909566,0.01342735635434429,True,3.8220995991136673,0.5823020000350259
91,dp_sgd_lr0p10,dp_sgd,0.1,conv1,22,23,-0.0936787868464077,0.011802348463466979,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,0,1,0.2523483765617464,0.42641828384900177,True,0.5917860141548364,0.22783530285763096
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,1,2,0.39756265580415917,0.3059106229982727,True,1.2996039559123254,0.11381102463991888
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,2,3,0.29320819440301715,0.13458062140994634,True,2.178680640133731,0.3381935742607146
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,3,4,0.14254967562502238,0.06314181593815786,True,2.257611275618647,0.35364916549546466
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,4,5,0.09514192419934465,0.03179578564880043,True,2.992280966107661,0.4760023700417655
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,5,6,0.03288444469079257,0.018739261303302817,True,1.7548421017533196,0.2442380453475667
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,6,7,-0.020705343242397842,0.012198807672989921,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,7,8,0.04472146815526829,0.009049272141054927,True,4.941996158163374,0.6939024034519173
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,8,9,0.014580363713332423,0.007313336614086427,True,1.9936677993528655,0.2996527944334041
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,9,10,0.02294046141755397,0.006034083307182423,True,3.8018138381098807,0.5799908471267312
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,10,11,-0.02548092273132434,0.0049526598198463235,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,11,12,-0.023575142978768154,0.004217172766492998,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,12,13,0.0011529369327210517,0.0036461431538814685,True,0.3162072590303272,0.5000281643828456
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,13,14,-0.00396819384774561,0.0031122116017758632,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,14,15,0.0015490387556638472,0.0028119907122350607,True,0.5508690867732708,0.2589515983300338
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,15,16,0.022243859873690576,0.0024173060246929245,True,9.201921331626293,0.9638785161069297
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,16,17,-0.002250820123205623,0.0022500805675543566,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,17,18,-0.007756533868192083,0.0022100709647842917,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,18,19,0.01456734665423838,0.001866439748370021,True,7.804884495714463,0.8923664803330906
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,19,20,-0.006859851225122041,0.001813683491866185,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,20,21,0.045264963237914506,0.0015998412543933905,True,28.293409182698916,1.451685280437881
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,21,22,-0.011504978345940333,0.0016000644633005004,False,,
91,dp_sgd_lr0p10,dp_sgd,0.1,conv2,22,23,0.008066056429840818,0.0013833310749895036,True,5.830893685303803,0.7657351230010775
91,dp_sgd_lr0p10,dp_sgd,0.1,fc1,0,1,0.11638653601142476,0.059417797096793165,True,1.9587824136567704,0.29198619618030974
91,dp_sgd_lr0p10,dp_sgd,0.1,fc1,1,2,0.05215068879930111,0.020315207504750098,True,2.567076353372578,0.40943878622315294
91,dp_sgd_lr0p10,dp_sgd,0.1,fc1,2,3,0.01537976663501624,0.0071509307936824555,True,2.150736327724443,0.33258717076247174
