seed,run_id,learning_rate,interval_index,layer,n_steps,gamma_model,gamma_oracle,gamma_dp_raw,gamma_dp_valid,model_to_oracle_ratio,model_multiplicative_error,clean_signal_energy_in,clean_signal_energy_filtered,signal_retention_oracle,signal_retention_after_model_gamma,noise_energy_in,noise_energy_filtered,noise_retention_oracle,noise_retention_after_model_gamma,dp_signal_energy_in,dp_signal_energy_out
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,0,conv1,50,3.0817488184081023,2.6274390904996108,1.735741851908864,True,1.172909708754506,1.172909708754506,0.0052756365791202355,0.0007642044405033294,0.14485539878313,1.37571718489058,0.13726687784553426,0.0049631319936599225,0.0361568068827566,0.343387550600366,0.0030488920898605045,0.0010119796588125094
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,1,conv1,50,16.89635244821563,13.792935954996375,13.484797364386814,True,1.225000427997715,1.225000427997715,0.026220879648638746,0.00013782684596804634,0.005256377658375073,1.5006260485945846,0.1381274912569263,0.000149566245074233,0.0010828130136384642,0.30912874219265946,0.026993668422576406,0.00014844755860173847
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,2,conv1,50,2.9488533632541505,2.552122292999848,2.540833157350976,True,1.1554514340251194,1.1554514340251194,0.01179261850002088,0.001810536509256391,0.153531339053594,1.335068016390705,0.138882450916837,0.005118676285294587,0.036856177663221516,0.3204915967508375,0.010708586651388002,0.0016587458860777785
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,3,conv1,50,5.661043776410777,4.880897032721236,5.043593726149955,True,1.1598367551004425,1.1598367551004425,0.009381310454920163,0.0003937895766766047,0.041975966851206394,1.3452212984819236,0.13945727021726118,0.0013556751595642307,0.009721079133789279,0.31153547317578256,0.008819797657235803,0.00034671962963626055
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,4,conv1,50,6.609722665044189,5.433062653479237,5.361731240283958,True,1.216573981677064,1.216573981677064,0.028831179855452742,0.0009767265400967876,0.0338774391125746,1.480052252893585,0.13870612215049546,0.0009774845987692376,0.007047162617008869,0.3078794968283175,0.028769460307876006,0.0010007408617955576
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,5,conv1,50,2.843082084712682,2.366410610655102,2.4628996527207514,True,1.2014322754940747,1.2014322754940747,0.027660213152068614,0.004939412705793671,0.1785746436095077,1.4434395125988697,0.14127385612047327,0.005670699501159637,0.04013976581996791,0.32445437291592294,0.028202572007952308,0.004649382554979602
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,6,conv1,50,2.8813163971744578,2.428215975884542,2.4404609088673626,True,1.1865980727372745,1.1865980727372745,0.07457859826938949,0.012648516514872811,0.1695998156090894,1.4080149862238143,0.14108237101022864,0.005600988696030987,0.03970013160343689,0.3295898645405192,0.07731730802625311,0.012981743192985682
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,7,conv1,50,1.7812481633491644,1.5544881859972093,1.6406886683250235,True,1.145874365205605,1.145874365205605,0.01739120050539846,0.007197053160595295,0.4138330277062376,1.3130280608353477,0.13952872861178509,0.015184102345316117,0.10882420055272843,0.3452823227176951,0.016343998634534507,0.006071639255386535
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,8,conv1,50,4.108408063817154,3.595876714169649,3.4889126709727734,True,1.1425330706216543,1.1425330706216543,0.014663577324148467,0.0011340451534214977,0.0773375506094215,1.3053818174641463,0.13911447062271212,0.00264228020934381,0.01899356837226411,0.32059276000519193,0.015539985044391802,0.0012766457344443793
91,dp_fisher_wiener_adaptive_beta_lr5p00,5.0,9,conv1,50,4.26918444427582,4.430889008092773,3.794376399932887,True,0.9635051648728711,1.0378771556787079,0.0033696404847532754,0.0001716334075281471,0.05093522834401548,0.9283422027366985,0.13907957984005045,0.002470568093125532,0.017763701155603343,0.3237600771743039,0.003517951160984805,0.0002443481104909915
