run_id,layer,metric,count,median,q10,q90
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,gamma_model,16,16.787569629724747,1.0011984733695223,49601.35506077968
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,gamma_oracle,16,44.28229774493495,1.17898721971304,39351.5899508987
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,model_to_oracle_ratio,16,0.935836239820552,0.3494717966027135,1.264062803499823
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,model_multiplicative_error,16,1.2240191201110517,1.044862552426045,2.9478026827595665
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,signal_retention,16,0.0005099728575541,6.581027036240975e-10,0.7195587114116739
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,signal_retention_after_gamma,16,0.8761342784199757,0.12570775261161124,1.599907522789231
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,noise_retention,16,2.2977334680407346e-06,1.2870598809156132e-10,0.0107922417517368
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,noise_retention_after_gamma,16,0.00991503083663375,0.00045038287785498373,0.2998006174625917
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,cosine_filtered,16,0.004702030136853601,-0.09634042038053614,0.13755925175818381
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,snr_gain_db,16,18.77098718218071,7.022713972835923,29.036867998050308
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,relmse_filtered,16,1.2373435196941545,0.999446647657922,2727.448371453368
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,compensated_gradient_norm,16,4.354086957295286,1.7906637995236956,7.684500138938926
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,gamma_update_ratio,16,16.78756910661589,1.0011984712053215,49601.355581186726
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,relmse_after_gamma,16,1374.3367090424151,19.898316504142006,17500.628108461005
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,overall,cosine_after_gamma,16,0.00470203052609155,-0.0963404196103427,0.1375592524132261
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,gamma_model,4,49601.35506077968,47435.72659793278,51766.983523626586
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,gamma_oracle,4,39351.5899508987,36033.26154696208,50710.61324125236
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,model_to_oracle_ratio,4,1.264062803499823,1.0337103729948867,1.3164591796835423
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,model_multiplicative_error,4,1.264062803499823,1.099067660227697,1.3164591796835423
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,signal_retention,4,6.581027036240975e-10,4.0421816154086434e-10,7.702098653171756e-10
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,signal_retention_after_gamma,4,1.599907522789231,1.0832321493743693,1.7330863096196918
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,noise_retention,4,1.2870598809156132e-10,1.0325773571455952e-10,1.3377295497865515e-10
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,noise_retention_after_gamma,4,0.2998006174625917,0.2648359661965036,0.3263034918317297
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,cosine_filtered,4,0.0005994541491439014,-0.03899876646416905,0.08596793303031805
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,snr_gain_db,4,7.022713972835923,5.85124492633726,7.610289540038137
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,relmse_filtered,4,1.0000084863610588,0.9992776791832565,1.0002229302351746
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,compensated_gradient_norm,4,4.658094834140447,4.038212469351875,5.203764787053949
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,gamma_update_ratio,4,49601.355581186726,47435.72636739375,51766.98486185346
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,relmse_after_gamma,4,17500.628108461005,8661.847994528349,40197.4809501553
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv1,cosine_after_gamma,4,0.0005994538468602501,-0.03899876612197003,0.08596793288484636
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,gamma_model,4,2269.2479683355327,1.3112753386388716,4537.184661332427
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,gamma_oracle,4,2370.7474265449314,1.243018227211774,4884.528340259981
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,model_to_oracle_ratio,4,0.9570636962940495,0.9291691917714217,1.059482263555223
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,model_multiplicative_error,4,1.067595933314664,1.0448087947107274,1.0993847002641985
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,signal_retention,4,0.2662883770052678,4.19617909388706e-08,0.6553552549454412
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,signal_retention_after_gamma,4,0.9159709339179486,0.8636859230111444,1.1269873935159007
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,noise_retention,4,0.0040824793499605215,4.4257825121505826e-10,0.010279177574387122
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,noise_retention_after_gamma,4,0.011731021931061649,0.00911093564108803,0.017674460067092803
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,cosine_filtered,4,0.041629305189162545,-0.00415885953328137,0.1373123056889307
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,snr_gain_db,4,19.444358437227372,17.558338779101867,19.914371106277613
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,relmse_filtered,4,1617.7244356835613,0.9999885440929672,5428.0249445898
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,compensated_gradient_norm,4,5.014054415869017,4.500100555028149,6.197956865212417
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,gamma_update_ratio,4,2269.247924476277,1.3112753637893784,4537.184573912994
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,relmse_after_gamma,4,3473.3750106147736,1372.7439998203442,9338.04519519202
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,conv2,cosine_after_gamma,4,0.04162930579824025,-0.0041588593832821,0.13731230597903601
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,gamma_model,4,3.846226327377763,1.0020130351611929,6.690439619594333
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,gamma_oracle,4,7.385425647819213,1.18817469631303,35.13299827304147
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,model_to_oracle_ratio,4,0.6538198095685676,0.2537566746047057,0.8437978664432874
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,model_multiplicative_error,4,1.6264653104078004,1.1857876640515852,5.25122417518682
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,signal_retention,4,0.3322764335691553,0.00199188250182917,0.709529215896747
