run_id,layer,metric,count,median,q10,q90
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,signal_retention_after_gamma,4,0.45297251930826354,0.08916060929740614,0.7123887056484689
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,noise_retention,4,0.00041608945361918396,9.354482024787762e-07,0.0008819629828357101
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,noise_retention_after_gamma,4,0.00045038287785498373,4.187251588513746e-05,0.00088551740181424
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,cosine_filtered,4,0.010687929903532501,-0.07150663854403573,0.051552450996475846
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,snr_gain_db,4,29.036867998050308,26.312900081137624,36.08683041796885
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,relmse_filtered,4,590.9222609879856,1.417315267598067,1908.431066821237
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,compensated_gradient_norm,4,5.69605553141459,1.9004569201379915,9.11438196528623
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,gamma_update_ratio,4,3.846226393859421,1.0020130873479314,6.690439701046908
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,relmse_after_gamma,4,602.6601639121897,17.823930566436186,1916.120814836175
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc1,cosine_after_gamma,4,0.01068792989649595,-0.07150663855396554,0.05155245096554732
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,gamma_model,4,13.942541775716506,1.0003839115778517,26.88469963985516
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,gamma_oracle,4,23.31065509083597,1.4481330016864795,78.22295398654721
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,model_to_oracle_ratio,4,0.5089242534510285,0.3255478638461355,0.8682821265918904
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,model_multiplicative_error,4,2.043255071177075,1.2075470818107088,3.1496016085886867
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,signal_retention,4,0.0839476514447041,0.00023497782022919,0.7214151718807901
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,signal_retention_after_gamma,4,0.2689325484589822,0.1089862730871236,0.782821855704338
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,noise_retention,4,0.005203518355264066,4.520721772879256e-06,0.016835774848916595
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,noise_retention_after_gamma,4,0.0080314243772532,0.00326751926586602,0.016848704228082663
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,cosine_filtered,4,-0.0721072304437244,-0.12297094466840926,0.21242674894615388
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,snr_gain_db,4,16.94443732854638,11.239329442852927,19.20167781799423
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,relmse_filtered,4,10.344200221699381,0.976548719644719,57.97456366406384
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,compensated_gradient_norm,4,2.2143402604651374,1.3626100950861337,3.1002088667967915
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,gamma_update_ratio,4,13.942541183478937,1.000383852821571,26.88469896922517
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,relmse_after_gamma,4,48.28166189211089,20.368699375426168,158.74253340716245
dp_fisher_wiener_adaptive_beta_gamma_lr0p50,fc2,cosine_after_gamma,4,-0.0721072300581795,-0.12297094437799416,0.21242674811265166
dp_fisher_wiener_beta1_gamma_lr0p50,overall,gamma_model,16,485.6888717905444,1.0305124799182726,49601.35506077968
dp_fisher_wiener_beta1_gamma_lr0p50,overall,gamma_oracle,16,320.8568435554073,1.459133745863768,39660.62061375434
dp_fisher_wiener_beta1_gamma_lr0p50,overall,model_to_oracle_ratio,16,0.9348145973431351,0.39190954003242917,1.3034519147831123
dp_fisher_wiener_beta1_gamma_lr0p50,overall,model_multiplicative_error,16,1.3034519147831123,1.0488968650940862,2.73797393980731
dp_fisher_wiener_beta1_gamma_lr0p50,overall,signal_retention,16,5.970155319646038e-05,6.454291736122749e-10,0.4795852437183241
dp_fisher_wiener_beta1_gamma_lr0p50,overall,signal_retention_after_gamma,16,0.8741862438999228,0.16404765422748666,1.6992443502847325
dp_fisher_wiener_beta1_gamma_lr0p50,overall,noise_retention,16,3.549766084591072e-07,1.2870598897873168e-10,0.002020920217576978
dp_fisher_wiener_beta1_gamma_lr0p50,overall,noise_retention_after_gamma,16,0.0074670414535027,7.372838579145774e-05,0.2998006194588564
dp_fisher_wiener_beta1_gamma_lr0p50,overall,cosine_filtered,16,0.00031778450650964997,-0.1188691050534827,0.24564857058380696
dp_fisher_wiener_beta1_gamma_lr0p50,overall,snr_gain_db,16,19.798288772769105,6.959682223725333,37.40206301816936
dp_fisher_wiener_beta1_gamma_lr0p50,overall,relmse_filtered,16,1.000254739443073,0.9766841400126435,39.3988779824312
dp_fisher_wiener_beta1_gamma_lr0p50,overall,compensated_gradient_norm,16,3.4307941018647172,1.56877731366769,5.035623353570358
dp_fisher_wiener_beta1_gamma_lr0p50,overall,gamma_update_ratio,16,485.6888709082805,1.0305124523402127,49601.35570343058
dp_fisher_wiener_beta1_gamma_lr0p50,overall,relmse_after_gamma,16,782.6071065305755,18.493379551624137,17500.628108461005
dp_fisher_wiener_beta1_gamma_lr0p50,overall,cosine_after_gamma,16,0.00031778484169849974,-0.11886910518023211,0.24564857095286366
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,gamma_model,4,49601.35506077968,47435.72659793278,51766.983523626586
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,gamma_oracle,4,39660.62061375434,36218.67994467546,50710.61324125236
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,model_to_oracle_ratio,4,1.253080988420151,1.0337103729948867,1.3098700906357392
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,model_multiplicative_error,4,1.253080988420151,1.099067660227697,1.3098700906357392
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,signal_retention,4,6.454291736122749e-10,4.0421816154086434e-10,7.626057473100821e-10
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,signal_retention_after_gamma,4,1.5713902025793698,1.0832321493743693,1.715975917493775
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,noise_retention,4,1.2870598897873168e-10,1.0325773571455952e-10,1.3377295551095735e-10
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,noise_retention_after_gamma,4,0.2998006194588564,0.2648359673942624,0.3263034918317297
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,cosine_filtered,4,0.014746537004437501,-0.03899876646416905,0.09445618274349421
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,snr_gain_db,4,6.959682223725333,5.85124492633726,7.557860672063362
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,relmse_filtered,4,0.9999769688956662,0.999258768704021,1.0002229302351746
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,compensated_gradient_norm,4,4.658094834140447,4.038212469351875,5.205721384281002
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,gamma_update_ratio,4,49601.35570343058,47435.72644074006,51766.98486185346
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,relmse_after_gamma,4,17500.628108461005,6830.468034776368,40197.4809501553
dp_fisher_wiener_beta1_gamma_lr0p50,conv1,cosine_after_gamma,4,0.01474654083555555,-0.03899876612197003,0.09445618507806353
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,gamma_model,4,2740.8388526368303,944.4930439412336,4537.184661332427
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,gamma_oracle,4,2744.241312295666,608.7371620990974,4884.528340259981
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,model_to_oracle_ratio,4,1.1096369504923123,0.9292430525260347,1.5831179620429954
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,model_multiplicative_error,4,1.1761410116739377,1.0583681866709227,1.5831179620429954
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,signal_retention,4,9.150468350874917e-07,4.19617909388706e-08,2.859012929079126e-06
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,signal_retention_after_gamma,4,1.2545352110294825,0.8638273019047865,2.5504314012488565
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,noise_retention,4,4.983959564677535e-09,4.4257825121505826e-10,1.1603263940221958e-08
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,noise_retention_after_gamma,4,0.00920005787370665,0.00863178413899857,0.01063263125919461
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,cosine_filtered,4,0.111580189366176,-0.00415885953328137,0.22051404421998191
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,snr_gain_db,4,20.818551027409868,19.6822064392606,24.264354624216736
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,relmse_filtered,4,0.9912032684894243,0.9743466863164442,1.0001349192493143
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,compensated_gradient_norm,4,4.504994751184249,4.36084370243116,4.834499257331827
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,gamma_update_ratio,4,2740.838808367673,944.493042799894,4537.184573912994
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,relmse_after_gamma,4,1508.4619081562848,1372.7439998203442,5151.598883638369
dp_fisher_wiener_beta1_gamma_lr0p50,conv2,cosine_after_gamma,4,0.11158018969769044,-0.0041588593832821,0.22051404461879856
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,gamma_model,4,3.8703293632673113,1.0502191069402895,6.690439619594333
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,gamma_oracle,4,7.673787649956745,1.4788331693550487,35.13299827304147
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,model_to_oracle_ratio,4,0.5374379570939641,0.2537566746047057,0.7238402630084703
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,model_multiplicative_error,4,1.8728258598040615,1.4081187054989739,5.25122417518682
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,signal_retention,4,0.1556045904288674,0.00199188250182917,0.48299430124299697
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,signal_retention_after_gamma,4,0.29071278898708897,0.08916060929740614,0.5327234778553204
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,noise_retention,4,3.734096217176621e-05,9.354482024787762e-07,7.602958154133863e-05
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,noise_retention_after_gamma,4,7.372838579145774e-05,4.187251588513746e-05,8.385760037820701e-05
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,cosine_filtered,4,-0.027577159570783848,-0.09446569222862555,0.19393360807706084
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,snr_gain_db,4,37.40206301816936,28.58720917536792,38.831638335809984
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,relmse_filtered,4,25.917052959269952,1.417315267598067,92.27989405527661
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,compensated_gradient_norm,4,2.6170636893182726,1.9004569201379915,2.845102952576114
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,gamma_update_ratio,4,3.870329379604719,1.0502190586805358,6.690439701046908
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,relmse_after_gamma,4,37.78724478076327,17.823930566436186,101.8721549184082
dp_fisher_wiener_beta1_gamma_lr0p50,fc1,cosine_after_gamma,4,-0.027577159525735497,-0.09446569220730441,0.19393360815606753
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,gamma_model,4,13.947752746375707,1.0108058528962554,26.88469963985516
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,gamma_oracle,4,22.878889453354095,1.2171706930027215,78.22295398654721
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,model_to_oracle_ratio,4,0.6240146061814085,0.3853334388202575,0.8584921232063515
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,model_multiplicative_error,4,1.603509269554191,1.2041587308929507,2.909571430382871
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,signal_retention,4,0.20036419551337414,0.00023497782022919,0.741458276555268
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,signal_retention_after_gamma,4,0.38963286102110284,0.16983893130881467,0.7575690321414326
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,noise_retention,4,0.001986209582771166,4.520721772879256e-06,0.005608604857642471
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,noise_retention_after_gamma,4,0.00485319475007265,0.00278604579401435,0.006211944744500869
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,cosine_filtered,4,-0.0946661002258917,-0.3865979952760674,0.21240863788062142
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,snr_gain_db,4,18.090901290361778,16.415412605277478,21.898891332434747
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,relmse_filtered,4,4.6018966425628225,0.976548719644719,22.33112895362327
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,compensated_gradient_norm,4,1.56877731366769,1.2376441819193165,1.8440216325718501
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,gamma_update_ratio,4,13.94775217898138,1.0108058408978688,26.88469896922517
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,relmse_after_gamma,4,25.54991115865335,12.411361411896575,145.10348296708793
dp_fisher_wiener_beta1_gamma_lr0p50,fc2,cosine_after_gamma,4,-0.0946661001374235,-0.38659799521263166,0.2124086374070389
