seed,run_id,method,learning_rate,config_fingerprint,step,refresh_index,refresh_time,diagnostic_spectrum_time,beta_controller_time,active_state_bytes,measurement_only
42,dp_sgd_lr0p50,dp_sgd,0.5,3f06853c6bc50b2d0cc21cd910729b166ce3716e4bda8e0288efd3998606746c,0,0,0.4569441406056285,0.0,0.0,0,True
42,dp_sgd_lr0p50,dp_sgd,0.5,3f06853c6bc50b2d0cc21cd910729b166ce3716e4bda8e0288efd3998606746c,2,1,0.016857673414051533,0.0,0.0,0,True
