step,layer,parameter,M_syn,q_log_rms_drift,sqrt_q_q05,sqrt_q_q50,sqrt_q_q95,sqrt_q_norm,q_q05,q_q50,q_q95,q_norm,denominator_q05,denominator_q50,denominator_q95,max_inverse_denominator,v_q_log_rms_distance
0,conv1.weight,conv1.weight,2560,,0.00843560269850209,0.012271964646481434,0.014345879124435088,0.14622218196506231,7.116268957848206e-05,0.0001506011170351409,0.00020580552788498425,0.0018400472275737522,0.00843561269850209,0.012271974646481434,0.014345889124435088,134.9890204070188,1.8987753174678419e-16
0,conv1.bias,conv1.bias,2560,,0.016858462824181943,0.023315294046130978,0.03274007590435907,0.09789850423433635,0.0002883138438622327,0.0005436506758902585,0.0010722368770437148,0.0026447724119088275,0.01685847282418194,0.02331530404613098,0.03274008590435907,74.9134380878525,1.8987753174678419e-16
0,conv2.weight,conv2.weight,2560,,0.0004740307852086843,0.010820506425469369,0.022536297598491545,0.8694805953472692,2.2470791778790602e-07,0.00011708335938019596,0.0005078847115628956,0.01572512991397866,0.00047404078520868427,0.01082051642546937,0.022536307598491546,100000000.0,1.8987753174678419e-16
0,conv2.bias,conv2.bias,2560,,0.00827192305320892,0.03420214812709028,0.04739179707608425,0.19559184148602635,0.00010607109829297704,0.0011704768589283054,0.002245992674417129,0.0076387811896416755,0.00827193305320892,0.03420215812709028,0.04739180707608425,906.9174526818483,1.8987753174678419e-16
0,fc1.weight,fc1.weight,2560,,0.0,0.0030250857104339645,0.015398093558118896,3.17635144169212,0.0,9.151143555545151e-06,0.0002371012852274707,0.055372770766805426,1e-08,0.0030250957104339645,0.015398103558118896,100000000.0,1.8987753174678419e-16
0,fc1.bias,fc1.bias,2560,,0.0003106522454818694,0.031744345948545624,0.054286115227466146,0.3911096578662594,2.7572805035122143e-07,0.0010077240334710681,0.0029469893475316472,0.01774225133333933,0.00031066224548186944,0.03174435594854563,0.05428612522746615,100000000.0,1.8987753174678419e-16
0,fc2.weight,fc2.weight,2560,,0.0,0.00986020988726979,0.05757470920369991,0.8616347076045848,0.0,9.72245632823955e-05,0.003314847156096453,0.04220189762435644,1e-08,0.009860219887269792,0.057574719203699914,100000000.0,1.8987753174678419e-16
0,fc2.bias,fc2.bias,2560,,0.2863335776760805,0.29964354038018515,0.3113305981324284,0.9491693886240505,0.08199176687046517,0.08979045536822595,0.09693055661711815,0.28539092662598325,0.28633358767608047,0.2996435503801852,0.3113306081324284,3.5168949768120688,1.8987753174678419e-16
50,conv1.weight,conv1.weight,2560,47.41370587703974,45011615.48155603,97438120.11252788,574994430541.5566,1889239502353.9802,2027427300249443.2,9494200791592172.0,3.30961930410352e+23,1.2150987286319612e+24,45011615.481556036,97438120.1125279,574994430541.5566,2.5417770473777955e-08,5.039319511927354
50,conv1.bias,conv1.bias,2560,47.08034457853145,79872107.42965956,190008572.04182577,176226892807.1344,697495020228.9515,6400130533209572.0,3.654006474239685e+16,1.2162760709689276e+23,4.864920875516777e+23,79872107.42965958,190008572.04182577,176226892807.1344,1.3885957034798804e-08,5.039319511927354
