seed,run_id,method,learning_rate,interval_index,start_step,end_step,n_steps,layer,trace_F,oracle_signal_energy_sum,noisy_energy_sum,expected_noise_energy_sum,noise_debiased_energy_sum,beta_oracle,beta_dp_raw,beta_dp_positive,beta_dp_negative,estimated_signal_energy_positive,estimated_energy_to_noise_ratio,oracle_estimator_sd,oracle_observability_snr,conditional_variance_sum,sample_count,beta_oracle_interval,beta_dp_raw_interval,raw_positive,raw_finite,was_used_by_next_interval,next_beta_train,applied_to_training
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,0,0,49,50,conv1,0.025129170703288087,0.0029055338811092195,0.13994318924290364,0.13926637620897964,0.0006768130339239726,0.11562394618653443,0.026933361308075852,0.026933361308075852,False,0.0006768130339239726,0.0048598452285676195,0.08943652838696513,1.2928044973997272,5.051102472882508e-06,50,0.11562394618653443,0.026933361308075852,True,True,True,0.026933361308075852,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,1,50,99,50,conv1,0.025129078755615347,0.0038304605969586435,0.14401663917415256,0.13926637620897964,0.004750262965172914,0.1524313976732111,0.189034505059658,0.189034505059658,False,0.004750262965172914,0.03410918769086573,0.0900052452370048,1.6935834928104732,5.115508068870119e-06,50,0.1524313976732111,0.189034505059658,True,True,True,0.189034505059658,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,2,100,149,50,conv1,0.025125444100167205,0.00384746386788544,0.13970931619824756,0.13926637620897964,0.0004429399892679378,0.15313018359185285,0.01762914070302901,0.01762914070302901,False,0.0004429399892679378,0.0031805235500641776,0.09002868225506376,1.7009044193740686,5.116692060832958e-06,50,0.15313018359185285,0.01762914070302901,True,True,True,0.01762914070302901,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,3,150,199,50,conv1,0.025136239695374568,0.0030172360546669883,0.14123321219925697,0.13926637620897964,0.001966835990277308,0.12003529928234268,0.0782470255739658,0.0782470255739658,False,0.001966835990277308,0.014122834554923728,0.08948019209161538,1.3414734190702182,5.058880651345537e-06,50,0.12003529928234268,0.0782470255739658,True,True,True,0.0782470255739658,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,4,200,249,50,conv1,0.025122528078246054,0.002475935042474269,0.14095780593524299,0.13926637620897964,0.0016914297262633385,0.09855437457419804,0.06732721010382593,0.06732721010382593,False,0.0016914297262633385,0.012145284255210864,0.08919487613037325,1.104933139682145,5.021188136142371e-06,50,0.09855437457419804,0.06732721010382593,True,True,True,0.06732721010382593,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,5,250,299,50,conv1,0.0251327597919071,0.0015311778891759725,0.14025641775779132,0.13926637620897964,0.000990041548811701,0.06092358745532677,0.0393924724944254,0.0393924724944254,False,0.000990041548811701,0.007108977599294753,0.08857257108181749,0.6878380821671907,4.955401683573688e-06,50,0.06092358745532677,0.0393924724944254,True,True,True,0.0393924724944254,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,6,300,349,50,conv1,0.02513472099820585,0.0010729049542348322,0.14139916663758487,0.13926637620897964,0.0021327904286052566,0.04268616923622974,0.08485435063144317,0.08485435063144317,False,0.0021327904286052566,0.015314467760613877,0.08828003388001245,0.48353140952926693,4.923490678091734e-06,50,0.04268616923622974,0.08485435063144317,True,True,True,0.08485435063144317,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,7,350,399,50,conv1,0.0251387248640475,0.0007848984349893772,0.14190410405105025,0.13926637620897964,0.002637727842070595,0.03122268290194427,0.10492687502391891,0.10492687502391891,False,0.002637727842070595,0.01894016282935047,0.08808602349636376,0.35445671909450105,4.903435865961797e-06,50,0.03122268290194427,0.10492687502391891,True,True,True,0.10492687502391891,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,8,400,449,50,conv1,0.025128894534525575,0.0004770583658013887,0.13912461904871337,0.13926637620897964,-0.0001417571602662579,0.018984454932784226,-0.005641201608430971,0.0,True,0.0,0.0,0.08792765747270788,0.2159099362942688,4.881999980517931e-06,50,0.018984454932784226,-0.005641201608430971,False,True,True,0.10492687502391891,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,9,450,499,50,conv1,0.025135385310539465,0.0003942109534576648,0.14380071813847456,0.13926637620897964,0.0045343419294950026,0.015683505487873665,0.18039675435545113,0.18039675435545113,False,0.0045343419294950026,0.03255877012738756,0.08785299886140388,0.1785198648129193,4.876231051070231e-06,50,0.015683505487873665,0.18039675435545113,True,True,True,0.18039675435545113,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,10,500,549,50,conv1,0.02512997981625742,0.0003072550486431743,0.14051875624080837,0.13926637620897964,0.0012523800318287276,0.01222663332361297,0.04983609382043838,0.04983609382043838,False,0.0012523800318287276,0.008992694905340574,0.08781732214321715,0.13922803632802966,4.870176034193486e-06,50,0.01222663332361297,0.04983609382043838,True,True,True,0.04983609382043838,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,11,550,599,50,conv1,0.02513448255458961,0.0002548433885008953,0.13926024592411604,0.13926637620897964,-6.130284863624033e-06,0.01013919375294083,-0.00024389938604503438,0.0,True,0.0,0.0,0.08776868568477535,0.11552176802962046,4.866526443203931e-06,50,0.01013919375294083,-0.00024389938604503438,False,True,True,0.04983609382043838,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,12,600,649,50,conv1,0.02514048178891351,0.00019720696229575294,0.13629120298747657,0.13926637620897964,-0.002975173221503046,0.007844199802993336,-0.11834193339982223,0.0,True,0.0,0.0,0.08771155148118502,0.08943177570866134,4.862513035096318e-06,50,0.007844199802993336,-0.11834193339982223,False,True,True,0.04983609382043838,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,13,650,699,50,conv1,0.02513380755486995,0.00019293708335996722,0.14374384290515482,0.13926637620897964,0.004477466696175199,0.007676396938218123,0.17814518100372903,0.17814518100372903,False,0.004477466696175199,0.03215037841886741,0.08773216073728403,0.08749809499641253,4.862215709813198e-06,50,0.007676396938218123,0.17814518100372903,True,True,True,0.17814518100372903,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,14,700,749,50,conv1,0.02513191088183986,0.00015635569051139955,0.13717362905354769,0.13926637620897964,-0.0020927471554319454,0.006221400801814122,-0.08327051473607404,0.0,True,0.0,0.0,0.0877157959089598,0.07092680097438302,4.85966843080385e-06,50,0.006221400801814122,-0.08327051473607404,False,True,True,0.17814518100372903,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,15,750,799,50,conv1,0.025133097360172107,0.00011481366669788624,0.1386459689557149,0.13926637620897964,-0.0006204072532647554,0.004568225915514458,-0.024684870486671562,0.0,True,0.0,0.0,0.08768554609865738,0.052097821323026094,4.8567757272454045e-06,50,0.004568225915514458,-0.024684870486671562,False,True,True,0.17814518100372903,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,16,800,849,50,conv1,0.025125194856462883,9.569002405460717e-05,0.13865973598584563,0.13926637620897964,-0.00060664022313396,0.0038085286343557687,-0.02414469724910076,0.0,True,0.0,0.0,0.08770109989939111,0.043426235666882834,4.855444087039979e-06,50,0.0038085286343557687,-0.02414469724910076,False,True,True,0.17814518100372903,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,17,850,899,50,conv1,0.02513265402349918,7.900411761030079e-05,0.1407398954636717,0.13926637620897964,0.0014735192546920244,0.0031434848677911803,0.058629671713710585,0.058629671713710585,False,0.0014735192546920244,0.010580581578932718,0.0876645801118887,0.03585809527892834,4.85428219417785e-06,50,0.0031434848677911803,0.058629671713710585,True,True,True,0.058629671713710585,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,18,900,949,50,conv1,0.02513315543735961,7.888436603152146e-05,0.13952011792166286,0.13926637620897964,0.0002537417126831816,0.0031386574689409048,0.010095895571711734,0.010095895571711734,False,0.0002537417126831816,0.0018219883333547872,0.08766275588404901,0.035803773629281554,4.854273855493639e-06,50,0.0031386574689409048,0.010095895571711734,True,True,True,0.010095895571711734,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,19,950,999,50,conv1,0.025130295223202426,5.864721172988296e-05,0.1402085451583469,0.13926637620897964,0.0009421689493672959,0.0023337255376027124,0.03749136016903635,0.03749136016903635,False,0.0009421689493672959,0.006765229160172413,0.08766000679691499,0.026622465839605668,4.852864677921455e-06,50,0.0023337255376027124,0.03749136016903635,True,True,True,0.03749136016903635,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,20,1000,1049,50,conv1,0.02513330543400319,6.88411477819032e-05,0.14259395794307642,0.13926637620897964,0.0033275817340968107,0.0027390407506354924,0.13239729819201895,0.13239729819201895,False,0.0033275817340968107,0.02389364773216782,0.08765591785835296,0.031247642101122845,4.8535745141880905e-06,50,0.0027390407506354924,0.13239729819201895,True,True,True,0.13239729819201895,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,21,1050,1099,50,conv1,0.025135428384046032,4.818227539985951e-05,0.14101526657248195,0.13926637620897964,0.001748890363502344,0.0019169068719927518,0.0695786973184193,0.0695786973184193,False,0.001748890363502344,0.01255787944726475,0.08763552443479453,0.021873628113819734,4.852135971041482e-06,50,0.0019169068719927518,0.0695786973184193,True,True,True,0.0695786973184193,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,22,1100,1149,50,conv1,0.025135530375419712,5.816884920655255e-05,0.14039041906946206,0.13926637620897964,0.0011240428604824106,0.0023142081482965824,0.04471928157846326,0.04471928157846326,False,0.0011240428604824106,0.008071171887086578,0.08764144845032686,0.02640540735090237,4.852831368013883e-06,50,0.0023142081482965824,0.04471928157846326,True,True,True,0.04471928157846326,True
1024,dp_fisher_wiener_adaptive_beta_gamma_lr0p50,dp_fisher_wiener_adaptive_beta,0.5,23,1150,1169,20,conv1,0.010053581769271236,2.1193603267605113e-05,0.05557386718567868,0.055706550483591855,-0.00013268329791317176,0.0021080649418283286,-0.013197614637075727,0.0,True,0.0,0.0,0.13857683094998863,0.015212246705701574,1.9409881324010496e-06,20,0.0021080649418283286,-0.013197614637075727,False,True,False,,False
