seed,run_id,method,config_fingerprint,step,refresh_index,refresh_time,beta_trace_time,diagnostic_spectrum_time,active_state_bytes,measurement_only
42,dp_sgd_lr0p10,dp_sgd,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,0,0,0.4737648693844676,0.00048747751861810684,0.0,0,True
42,dp_sgd_lr0p10,dp_sgd,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,2,1,0.01639403309673071,0.0003295866772532463,0.0,0,True
