step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.17046868242323399,10069164,,0.47947122654863283,,,1.3536463086395578,
0,conv2,2560,512,0.17046868242323399,10069164,,3.0667290056744716,,,0.6311351713473952,
0,fc1,2560,512,0.17046868242323399,10069164,,12.37139958869437,,,0.393239727157201,
0,fc2,2560,512,0.17046868242323399,10069164,,8.461604884008851,,,1.529600426717617,
50,conv1,2560,512,0.16193292941898108,10069164,0.5684128441440135,0.5687956562408725,-0.00038281209685897544,1.4405232103707772,1.4400426279045462,0.00048058246623106093
50,conv2,2560,512,0.16193292941898108,10069164,2.922185646315374,2.905667511538934,0.01651813477643982,0.7374554875172771,0.7270545214368025,0.010400966080474583
50,fc1,2560,512,0.16193292941898108,10069164,12.643815116841246,12.574266621045158,0.0695484957960879,0.5123330374229242,0.4183788461081783,0.09395419131474592
50,fc2,2560,512,0.16193292941898108,10069164,6.575568926943141,9.355473200242699,-2.7799042732995574,1.7023102763337483,1.4294194008435346,0.27289087549021374
100,conv1,2560,512,0.16574628744274378,10069164,0.8546351970614623,0.8539735737128912,0.0006616233485711165,1.5539004737458963,1.5544642206953903,-0.000563746949493904
100,conv2,2560,512,0.16574628744274378,10069164,2.8715010989150453,2.840013960075516,0.03148713883952947,0.8923972798752151,0.8790388760260233,0.013358403849191847
100,fc1,2560,512,0.16574628744274378,10069164,13.042567872899756,12.816762805806762,0.22580506709299364,0.5912614607095241,0.5005119904427944,0.09074947026672975
100,fc2,2560,512,0.16574628744274378,10069164,9.749835566392946,7.950656746782252,1.7991788196106935,1.7013434480602048,1.328844980497947,0.3724984675622578
150,conv1,2560,512,0.15269838366657495,10069164,0.8827185161359028,0.8841038538131423,-0.0013853376772394732,1.6764722973117552,1.6756746579189463,0.0007976393928088577
150,conv2,2560,512,0.15269838366657495,10069164,2.5066833143174323,2.437525529211009,0.06915778510642312,0.9423309807674987,0.9091497917545717,0.03318118901292699
150,fc1,2560,512,0.15269838366657495,10069164,13.035330846100669,12.28510171139415,0.7502291347065189,0.6290022204705896,0.5313038552978324,0.0976983651727572
150,fc2,2560,512,0.15269838366657495,10069164,7.820620664548229,4.9886612184423775,2.8319594461058513,1.7254553024113737,1.3120927313272892,0.4133625710840845
200,conv1,2560,512,0.14177433215081692,10069164,1.0913111872990768,1.0905872429457266,0.0007239443533502143,1.7021933314403537,1.7029720021418944,-0.0007786707015406957
200,conv2,2560,512,0.14177433215081692,10069164,1.9936097587187973,1.952213752729834,0.041396005988963314,0.9167195604157712,0.8971850271256177,0.019534533290153533
200,fc1,2560,512,0.14177433215081692,10069164,12.303656134879782,12.190576358803646,0.11307977607613573,0.599600165101938,0.5416050163853829,0.05799514871655509
200,fc2,2560,512,0.14177433215081692,10069164,5.6657993151376225,4.029419261388501,1.6363800537491215,1.6374768024372837,1.3176047594551414,0.3198720429821422
250,conv1,2560,512,0.14872821047902107,10069164,1.0417562466922545,1.042600485995566,-0.0008442393033114559,1.711232643040173,1.71096868791274,0.0002639551274330465
250,conv2,2560,512,0.14872821047902107,10069164,1.8252375882170822,1.8016392506423689,0.0235983375747133,0.8940165673054055,0.8864775017608482,0.0075390655445573
250,fc1,2560,512,0.14872821047902107,10069164,4.561357881437361,4.335427236842289,0.2259306445950724,0.5550996246885345,0.5341289278602801,0.020970696828254365
250,fc2,2560,512,0.14872821047902107,10069164,3.7462921137772685,2.683129748305813,1.0631623654714555,1.566661567063217,1.3294344456165388,0.23722712144667812
300,conv1,2560,512,0.164395522326231,10069164,1.1323168812493987,1.1324145227096074,-9.764146020874165e-05,1.7960434509435597,1.794681445844473,0.0013620050990865717
300,conv2,2560,512,0.164395522326231,10069164,1.7087211385928749,1.6910947456915375,0.017626392901337384,0.8849100770032345,0.8698227860258805,0.015087290977354062
300,fc1,2560,512,0.164395522326231,10069164,3.2556162742035784,3.20115119422017,0.05446507998340833,0.5886107722100236,0.5721431048352388,0.016467667374784778
300,fc2,2560,512,0.164395522326231,10069164,1.9050728309190268,1.308923390931564,0.5961494399874627,1.5643944778089027,1.327284136485035,0.23711034132386777
350,conv1,2560,512,0.160166478715837,10069164,1.1633448096084715,1.163003817676717,0.0003409919317545196,1.767942597506733,1.7679177898774796,2.480762925349822e-05
350,conv2,2560,512,0.160166478715837,10069164,1.4162580192891823,1.4056524930643701,0.010605526224812145,0.9646702020357036,0.9567413013624009,0.007928900673302763
350,fc1,2560,512,0.160166478715837,10069164,3.146077182332658,3.0035477992432558,0.1425293830894021,0.6812147166036957,0.6595542337784943,0.021660482825201388
350,fc2,2560,512,0.160166478715837,10069164,1.562952406941904,1.2291156723886805,0.3338367345532236,1.5341397503199667,1.3259430611999918,0.2081966891199749
400,conv1,2560,512,0.14971201494336128,10069164,1.154446976644498,1.1527917473162967,0.0016552293282012798,1.7929529653579892,1.7943601829524392,-0.0014072175944499499
400,conv2,2560,512,0.14971201494336128,10069164,1.2360477606121925,1.2335739622056927,0.00247379840649975,0.9439355454535536,0.940520703939177,0.003414841514376654
400,fc1,2560,512,0.14971201494336128,10069164,3.1072361323931252,3.0275969305609998,0.07963920183212547,0.6865434527141145,0.6800440838208508,0.006499368893263746
400,fc2,2560,512,0.14971201494336128,10069164,1.4672141916676424,1.0318321207453751,0.43538207092226733,1.591854478057781,1.36081696626761,0.23103751179017107
450,conv1,2560,512,0.14399348199367523,10069164,1.1353994658045856,1.1334601576485182,0.0019393081560674652,1.8082364164543743,1.807456291397457,0.0007801250569172691
450,conv2,2560,512,0.14399348199367523,10069164,1.0707623180615888,1.05469466900899,0.01606764905259883,0.9706866246738706,0.9637916711195227,0.006894953554347882
450,fc1,2560,512,0.14399348199367523,10069164,2.901966517359019,2.938556739704489,-0.036590222345469936,0.704472426117722,0.6906604392404443,0.013811986877277693
450,fc2,2560,512,0.14399348199367523,10069164,1.1049882231608052,0.8411405380663179,0.2638476850944873,1.5562529741121593,1.366880565299712,0.18937240881244732
500,conv1,2560,512,0.1459938371554017,10069164,1.153669787446574,1.1523518775406676,0.0013179099059064114,1.8188981715913528,1.82079541264093,-0.0018972410495772252
500,conv2,2560,512,0.1459938371554017,10069164,0.9832002638004051,0.977468940540654,0.00573132325975112,1.0167242701823151,1.0146808013604538,0.0020434688218613495
500,fc1,2560,512,0.1459938371554017,10069164,3.1135274001833397,2.9825259762018694,0.1310014239814703,0.7790340320926297,0.7553669530011788,0.023667079091450827
500,fc2,2560,512,0.1459938371554017,10069164,1.3646652638596264,1.2658532663428064,0.09881199751682002,1.592868280064658,1.4257936153004522,0.16707466476420585
550,conv1,2560,512,0.15581384673714638,10069164,1.1643781623924383,1.163976625470795,0.00040153692164324184,1.84486603313184,1.844215737784217,0.0006502953476230644
550,conv2,2560,512,0.15581384673714638,10069164,0.964247344722845,0.9579453183270081,0.006302026395836879,0.9176546969204002,0.9124007116231367,0.005253985297263508
550,fc1,2560,512,0.15581384673714638,10069164,3.075646862553446,3.03378771063462,0.041859151918826054,0.6812856050710288,0.6614988004711928,0.01978680459983595
550,fc2,2560,512,0.15581384673714638,10069164,1.5128518425502877,1.1928826100512002,0.3199692324990875,1.573461265798343,1.4186751636560577,0.15478610214228516
600,conv1,2560,512,0.1644988488405943,10069164,1.1382101897210886,1.1406371113158387,-0.002426921594750109,1.7985709717470924,1.7967494434804225,0.001821528266669814
600,conv2,2560,512,0.1644988488405943,10069164,1.005814261105756,1.0042170779309478,0.001597183174808059,0.8845442688758989,0.8831036004957791,0.0014406683801198028
600,fc1,2560,512,0.1644988488405943,10069164,3.1115037218522343,3.103299382863942,0.008204338988292204,0.6600400846405248,0.6476190281829308,0.012421056457593949
600,fc2,2560,512,0.1644988488405943,10069164,1.2698070759329187,1.2894361305520152,-0.019629054619096475,1.513799043127187,1.332072425941154,0.181726617186033
650,conv1,2560,512,0.15789304114878178,10069164,1.1478644703357919,1.1479203495600365,-5.58792242446593e-05,1.7959808516351863,1.7959815387573477,-6.871221613913292e-07
650,conv2,2560,512,0.15789304114878178,10069164,0.9234804212480467,0.9342631766689729,-0.010782755420926105,0.9476888326344346,0.9468608237263179,0.0008280089081167397
650,fc1,2560,512,0.15789304114878178,10069164,2.974398330573681,2.9419481419705065,0.03245018860317472,0.7379102420194656,0.7228055960673405,0.015104645952125129
650,fc2,2560,512,0.15789304114878178,10069164,1.433942988693153,1.133823857835183,0.30011913085797004,1.5657361450755354,1.4029863733283974,0.162749771747138
700,conv1,2560,512,0.16562780272215605,10069164,1.140064668075722,1.1378144171676228,0.0022502509080992716,1.7766698218061863,1.77838212299422,-0.0017123011880337824
700,conv2,2560,512,0.16562780272215605,10069164,0.8532436471486127,0.8500939705531334,0.003149676595479267,0.8598953769376938,0.8563092677691144,0.0035861091685793767
700,fc1,2560,512,0.16562780272215605,10069164,2.7888779497582545,2.831243961376597,-0.042366011618342636,0.6501241105924533,0.6300340120523873,0.020090098540066048
700,fc2,2560,512,0.16562780272215605,10069164,1.1780795638803754,0.921796285551723,0.2562832783286524,1.4767266019681407,1.3389584795674465,0.13776812240069414
750,conv1,2560,512,0.16089187562465668,10069164,1.1294473430458942,1.1286894081820447,0.0007579348638495631,1.8277785928241062,1.827534283749523,0.0002443090745831711
750,conv2,2560,512,0.16089187562465668,10069164,0.8182332313517511,0.8137968648633715,0.004436366488379528,0.8999521288085384,0.9000172830848152,-6.515427627684645e-05
750,fc1,2560,512,0.16089187562465668,10069164,2.8180831854063335,2.8044790958876273,0.013604089518706175,0.6564512607064006,0.6546399650312336,0.001811295675167024
750,fc2,2560,512,0.16089187562465668,10069164,0.951012565982575,0.6440440032079304,0.30696856277464457,1.4773143017337387,1.3276459535573075,0.14966834817643115
800,conv1,2560,512,0.15745377447456121,10069164,1.1576854166837478,1.1583467513268793,-0.0006613346431314504,1.8098107150270395,1.8104245320369645,-0.0006138170099250218
