seed,run_id,method,learning_rate,interval_index,start_step,end_step,n_steps,layer,trace_F,oracle_signal_energy_sum,noisy_energy_sum,expected_noise_energy_sum,noise_debiased_energy_sum,beta_oracle,beta_dp_raw,beta_dp_positive,beta_dp_negative,estimated_signal_energy_positive,estimated_energy_to_noise_ratio,oracle_estimator_sd,oracle_observability_snr,conditional_variance_sum,sample_count,beta_oracle_interval,beta_dp_raw_interval,raw_positive,raw_finite,was_used_by_next_interval,next_beta_train,applied_to_training
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,0,0,49,50,conv1,0.025135765170805624,0.055007431958939944,0.19769557086881245,0.13926637620897964,0.058429194659832824,2.1884128684822888,2.324544101314904,2.324544101314904,False,0.058429194659832824,0.4195499032137943,0.11720491650149162,18.671681470158642,8.679123742337053e-06,50,2.1884128684822888,2.324544101314904,True,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,1,50,99,50,conv1,0.025130738417115592,0.05613192150751108,0.19713875462609073,0.13926637620897964,0.05787237841711115,2.233596187101361,2.3028522861746263,2.3028522861746263,False,0.05787237841711115,0.41555169303647105,0.11775598156207036,18.96800618217732,8.757425534594237e-06,50,2.233596187101361,2.3028522861746263,True,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,2,100,149,50,conv1,0.025142054736666808,0.00693455564903514,0.14294824393897845,0.13926637620897964,0.003681867729998851,0.2758149929139198,0.14644259463126807,0.14644259463126807,False,0.003681867729998851,0.02643759269249237,0.09183966630380155,3.0032229415023743,5.331656103525578e-06,50,0.2758149929139198,0.14644259463126807,True,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,3,150,199,50,conv1,0.02512918292047455,0.002185065262860993,0.14220687684651115,0.13926637620897964,0.0029405006375314746,0.08695329528922578,0.11701537001171802,0.11701537001171802,False,0.0029405006375314746,0.021114218072982086,0.08899122631346405,0.9770996405937463,5.000933946064648e-06,50,0.08695329528922578,0.11701537001171802,True,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,4,200,249,50,conv1,0.025132583093670502,0.0010886517154562142,0.14015167923552305,0.13926637620897964,0.0008853030265433778,0.04331634800126792,0.0352253098395738,0.0352253098395738,False,0.0008853030265433778,0.006356904305519929,0.08829737401759676,0.4905734565944451,4.9245871752779005e-06,50,0.04331634800126792,0.0352253098395738,True,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,5,250,299,50,conv1,0.025141933652389134,0.000541584765387859,0.14185184940695497,0.13926637620897964,0.0025854731979753727,0.021541094367512757,0.10283509747985059,0.10283509747985059,False,0.0025854731979753727,0.01856494918828872,0.08792248849882209,0.24500096306077432,4.886493159438042e-06,50,0.021541094367512757,0.10283509747985059,True,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,6,300,349,50,conv1,0.025136248567692032,0.0003134390316617206,0.13599171845398822,0.13926637620897964,-0.0032746577549914338,0.012469602646458076,-0.1302763117643735,0.0,True,0.0,0.0,0.08779930255800814,0.1420239372866691,4.870606644646252e-06,50,0.012469602646458076,-0.1302763117643735,False,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,7,350,399,50,conv1,0.025137136875985622,0.00023222365067969954,0.13980882354586374,0.13926637620897964,0.0005424473368841332,0.009238269729181084,0.021579519559459134,0.021579519559459134,False,0.0005424473368841332,0.0038950344774265917,0.08774521475487071,0.10528516854661096,4.864951358745354e-06,50,0.009238269729181084,0.021579519559459134,True,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,8,400,449,50,conv1,0.02513672889723484,0.00021616634588663458,0.13721373867500616,0.13926637620897964,-0.002052637533973486,0.00859962116671489,-0.08165889612626907,0.0,True,0.0,0.0,0.08773655482274395,0.09801639897813913,4.863833237420245e-06,50,0.00859962116671489,-0.08165889612626907,False,True,False,,False
456,dp_fisher_wiener_beta1_alpha0p75_adam,dp_fisher_wiener_adaptive_beta,0.001,9,450,499,50,conv1,0.025138857826471905,0.00013992206432069374,0.13892638447449315,0.13926637620897964,-0.00033999173448644995,0.005565967447150761,-0.013524549795911146,0.0,True,0.0,0.0,0.08768123112178419,0.0634795767941874,4.8585241050200745e-06,50,0.005565967447150761,-0.013524549795911146,False,True,False,,False
