seed,method,config_fingerprint,step,refresh_time,diagnostic_spectrum_time,active_state_bytes
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,0,0.044496942311525345,0.004590356722474098,10905008
42,dp_fisher_wiener,ebf86245849e2caa4d8a57f92d778fa0a1412b137d15b6f322654b1c385fdf57,2,0.04375754576176405,0.004491128958761692,10905008
