seed,run_id,method,config_fingerprint,step,epoch,train_loss,learning_rate,test_loss,test_accuracy,clip_rate,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,signal_amplitude_retention,effective_signal_lr,optimizer_update_norm,clean_reference_update_norm,update_to_clean_reference_ratio,lr_compensation_to_dp_sgd_0p5,refresh_time,diagnostic_spectrum_time,beta_observation_time,oracle_diagnostic_time,reconstruction_diagnostic_time,wiener_filter_time,beta_controller_time,active_state_bytes,diagnostics_finite,beta_diagnostics_finite,oracle_diagnostics_finite,oracle_diagnostic_error
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,0,1,2.301727294921875,1.0,,,1.0,0.0916288685294725,1.9027749503578344,1.904847513019995,0.07114727449576332,431.2312280708054,1.1255810921580764,0.046658293024982346,0.307369690773029,0.2304909603958913,0.0009608314754026058,0.002318941520896589,0.5562838768780094,23.80006675778276,0.9973898432699476,0.4800947410625233,0.4800947410625233,0.07114727449576332,0.04581443426473625,1.5529445170727127,1.0414611059733374,0.14805303420871496,0.00469814520329237,0.0006879251450300217,0.0005906987935304642,0.014480403624475002,0.001429515890777111,7.119029760360718e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,1,1,2.2931511402130127,1.0,,,1.0,0.10805600941744523,1.9000100044670225,1.9030858581708627,0.0847704709876334,309.1818033970889,0.8909864196029157,0.05683204432854975,0.4617316801597607,0.3163334546674175,0.0009375171557253328,0.0032343429947258445,1.0913196485399161,25.281659003893225,0.9971182443151146,0.5624352893155066,0.5624352893155066,0.0847704709876334,0.05402800470872261,1.569009839306143,0.8889911595120918,0.0,0.0,0.0007075769826769829,0.0006169090047478676,0.014418467879295349,0.0015144078060984612,7.111579179763794e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,2,1,2.3213768005371094,1.0,,,1.0,0.1163074484520941,1.8968773183578156,1.9005798508954195,0.09494766390293853,265.98884918608564,0.7630984526652134,0.06240088776497236,0.5532732432540346,0.37714583254913786,0.0008431616620807152,0.0037595560978806244,1.6816477526845772,26.50598461632613,0.9971310885587872,0.614122001355706,0.614122001355706,0.09494766390293853,0.05815372422604705,1.6327013474191008,0.8141704724719355,0.0,0.0,0.0007382016628980637,0.0006769010797142982,0.014284234493970871,0.0015398971736431122,7.58003443479538e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,3,1,2.294699192047119,1.0,,,1.0,0.09753241093309674,1.9006107233149498,1.903292080880137,0.07532269566491637,379.74182289168743,1.0894536361672382,0.053094628323253845,0.32822686649625094,0.21878801587218638,0.0010039297775537664,0.0026333680927734574,0.5738941038133198,23.38320193537455,0.9971310675556596,0.467747812258044,0.467747812258044,0.07532269566491637,0.04876620546654837,1.5445674918266934,1.068952086777681,0.0,0.0,0.0007443167269229889,0.0006588762626051903,0.014027954079210758,0.0015456806868314743,7.465481758117676e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,4,1,2.291660785675049,1.0,,,1.0,0.09966127448857567,1.9060872514242317,1.908240216206538,0.07261793441196591,365.79071702280476,0.9707053515302655,0.04770403396511458,0.3844258021668004,0.27834372881865094,0.0008458409909156735,0.002733803657014894,0.8996219286521314,25.17292712709221,0.9973462821598355,0.5275829117955309,0.5275829117955309,0.07261793441196591,0.04983063724428784,1.457294917873701,0.9477183373839664,0.0,0.0,0.0006158063188195229,0.0005314182490110397,0.014498860575258732,0.0013729026541113853,5.510635673999786e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,5,1,2.29791259765625,1.0,,,1.0,0.10437423451954199,1.8988381974792363,1.9016125479572912,0.08088298429421825,330.97051992567293,0.9301255300307583,0.05400502051467641,0.43255047053932,0.2889168468013997,0.0008673724051910552,0.0030214171344701696,1.0064169737698354,25.225672648656623,0.997189702786099,0.537509857399285,0.537509857399285,0.08088298429421825,0.052187117259770995,1.5498649578603552,0.9302154985925192,0.0,0.0,0.0007378198206424713,0.0006548361852765083,0.01483242865651846,0.0015520919114351273,7.3071569204330444e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,6,1,2.2895426750183105,1.0,,,1.0,0.09755401957013816,1.8969895017716685,1.8994396836956198,0.07593449166054671,378.1285921315673,1.0220305810407424,0.05077963963408865,0.37504053322850095,0.2586003269972277,0.0009240795332294036,0.0026446029755578526,0.740082611432025,24.46919717980923,0.9972971348839845,0.5085276069174884,0.5085276069174884,0.07593449166054671,0.04877700978506908,1.5567680756484978,0.9832307886485004,0.0,0.0,0.0007423041388392448,0.0006717760115861893,0.014308352023363113,0.0015516271814703941,7.560476660728455e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,7,1,2.279881715774536,1.0,,,1.0,0.08859638177535333,1.897914982647811,1.8999440764195825,0.06888982320424149,458.9036760330389,1.2123231930971337,0.04620596468653452,0.25225454712596346,0.16965492073813188,0.000981808567718937,0.002179106536074746,0.3765460587283271,22.37539642710026,0.9973582186057505,0.41189187991283815,0.41189187991283815,0.06888982320424149,0.04429819088767666,1.5551385242202036,1.2139107964560816,0.0,0.0,0.0006776070222258568,0.0005979901179671288,0.014515507966279984,0.001406506635248661,6.592832505702972e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,8,1,2.2675952911376953,1.0,,,1.0,0.10486217383741199,1.9014692530371653,1.9044281207343072,0.08149009339304115,328.8068838095621,0.9707322321006097,0.05572595572712703,0.40738910824190894,0.2607497271278157,0.0009368976927451396,0.003041298857015294,0.8464295013848534,24.445316929485085,0.997047713171776,0.5106365900793006,0.5106365900793006,0.08149009339304115,0.052431086918705995,1.5542323873208408,0.9791699414281536,0.0,0.0,0.000743386335670948,0.000653575174510479,0.014624006114900112,0.0015597334131598473,7.284805178642273e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,9,1,2.2849903106689453,1.0,,,1.0,0.09743337462271442,1.8927572378835094,1.8957857432658047,0.08161927630099236,377.37605642076016,1.05763186269868,0.056755365661938915,0.38444745829138854,0.26517040681972,0.0010446431996714478,0.0026498766492472443,0.6726400642920259,24.045570731955088,0.9971974060232397,0.5149469941845665,0.5149469941845665,0.08161927630099236,0.04871668731135721,1.6753864189835679,0.9709737228213043,0.0,0.0,0.0007436256855726242,0.0006463546305894852,0.013997400179505348,0.0015506306663155556,7.332302629947662e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,10,1,2.292170524597168,1.0,,,1.0,0.12306200775222378,1.8935003505329797,1.8979488680505472,0.09354419401193015,236.7460747131231,0.826854527807071,0.06852595942935381,0.4939600581222646,0.33855694451489904,0.0010301278531036936,0.004223934868383515,1.3882184413017236,25.167405963286047,0.9965074203286843,0.5818564638421567,0.5818564638421567,0.09354419401193015,0.06153100387611189,1.5202773905453284,0.8593184592253293,0.0,0.0,0.0006704200059175491,0.0005913460627198219,0.014533094130456448,0.0014087604358792305,6.702728569507599e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,11,1,2.2752163410186768,1.0,,,1.0,0.10130019808519572,1.8986778053564204,1.9015051864764363,0.08395444054414801,351.30308064962446,1.0232573720669802,0.05452700848379045,0.4003531055835739,0.24510508878085943,0.0010072225684039642,0.0028465449208503603,0.6926995753531866,23.86226879518297,0.9970872519245362,0.49508089114897114,0.49508089114897114,0.08395444054414801,0.05065009904259786,1.6575375394998324,1.009935969935343,0.0,0.0,0.0007380768656730652,0.0006548892706632614,0.014540883712470531,0.0015767477452754974,7.125549018383026e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,12,1,2.269068717956543,1.0,,,1.0,0.08924022011746353,1.905187533055241,1.9074562976793075,0.07204851476358802,455.7788793153558,1.1717785953221478,0.04880046619963513,0.29729377778738125,0.19561233119475674,0.0009655934632058274,0.002194046379192247,0.4444753856242326,23.066019114649976,0.9974290634153956,0.4422808284277725,0.4422808284277725,0.07204851476358802,0.04462011005873177,1.6147094811540934,1.1305034445564328,0.0,0.0,0.0007432382553815842,0.0006504924967885017,0.013984285295009613,0.001536787487566471,7.193535566329956e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,13,1,2.2686610221862793,1.0,,,1.0,0.08595717849061883,1.895618199776622,1.8977533383098948,0.07268322077190181,486.3371397780144,1.2463985052570914,0.047472676393993885,0.2770885521470848,0.16610635864986792,0.0010259800026383684,0.00205618678499615,0.3328970336994563,22.092473615201513,0.9974371718643046,0.4075614783684394,0.4075614783684394,0.07268322077190181,0.042978589245309416,1.6911495246006276,1.2268087798689564,0.0,0.0,0.0006748950108885765,0.0005952753126621246,0.014325790107250214,0.0014379583299160004,6.769783794879913e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,14,1,2.258793354034424,1.0,,,1.0,0.10101167820781351,1.9012954131019493,1.9038087639854915,0.07425328477672276,354.28766153641516,1.0006465758214078,0.05139420167780843,0.3671082305578129,0.21301496644368,0.0008329231655790557,0.0028225651312977834,0.7218536372076344,24.07805176793087,0.9971756098660571,0.4615354444066891,0.4615354444066891,0.07425328477672276,0.050505839103906755,1.4701920825924637,1.083340415256025,0.0,0.0,0.0007417835295200348,0.0006826035678386688,0.014315767213702202,0.0015485184267163277,7.499009370803833e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,15,1,2.2470147609710693,1.0,,,1.0,0.10336056234377702,1.8994260832292216,1.9023294304898812,0.08030961975179834,337.7031160883809,1.0495452230708116,0.05523491301493551,0.3566095707010613,0.22430834493959723,0.0010400465643230115,0.0029611808486967226,0.6386421511382079,23.337926470141596,0.9968921067853107,0.473612019420535,0.473612019420535,0.08030961975179834,0.05168028117188851,1.553970255756441,1.0557164503778749,0.0,0.0,0.0006664600223302841,0.0005916133522987366,0.014599204994738102,0.0014165928587317467,6.836839020252228e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,16,1,2.264789581298828,1.0,,,1.0,0.0956033598658778,1.8953618931835485,1.8977524896938174,0.07010271954425464,393.04111110564435,1.1418872027949751,0.05017818570226783,0.26988301549693305,0.1870152481738089,0.0010032729794624822,0.002544263110485471,0.4742637414613443,22.70457901855925,0.9970947385132755,0.43245259644706596,0.43245259644706596,0.07010271954425464,0.0478016799329389,1.4665325495073687,1.1561960874017922,0.0,0.0,0.0007506357505917549,0.0006612222641706467,0.01461737509816885,0.0015797987580299377,7.846392691135406e-06,10905008,True,True,True,
91,dp_fisher_wiener_adaptive_beta_lr1p00,dp_fisher_wiener_adaptive_beta,6f5bfa6c60eeb2ad400161beec4006ab7b7da4908d9989b6db2c608560d2f56e,17,1,2.2457621097564697,1.0,,,1.0,0.10580565888429666,1.8986246738853436,1.9012621894364305,0.07175761180916228,322.00339374641754,1.0280418221824101,0.052735744580707414,0.3184273612142287,0.21882225782833806,0.0009395950853610796,0.0031055573305476102,0.7232531090610042,23.67150758088499,0.9968073571827267,0.4677844138364788,0.4677844138364788,0.07175761180916228,0.05290282944214833,1.35640404425393,1.0688684471084446,0.0,0.0,0.0007713409140706062,0.0006551714614033699,0.014200990088284016,0.0015514977276325226,7.48317688703537e-06,10905008,True,True,True,
