scope,n_intervals,gamma_model_median,gamma_model_q10,gamma_model_q90,gamma_oracle_median,gamma_oracle_q10,gamma_oracle_q90,model_multiplicative_error_median,model_multiplicative_error_q10,model_multiplicative_error_q90,model_to_oracle_ratio_median,model_to_oracle_ratio_q10,model_to_oracle_ratio_q90,signal_retention_oracle_median,signal_retention_oracle_q10,signal_retention_oracle_q90,signal_retention_after_model_gamma_median,signal_retention_after_model_gamma_q10,signal_retention_after_model_gamma_q90,noise_retention_after_model_gamma_median,noise_retention_after_model_gamma_q10,noise_retention_after_model_gamma_q90,gamma_dp_valid_rate,seed,run_id
conv1,2,51017.03905733659,50417.0833612581,51616.99475341507,49369.35955326256,44795.21932923143,53943.49977729369,1.1078422352469093,1.0728760708669773,1.1428083996268412,1.0456403736639437,0.9609127200176393,1.130368027310248,4.2716988609501134e-10,3.4906177057033747e-10,5.052780016196852e-10,1.104580627430459,0.9273913165936774,1.281769938267241,0.2998641137435485,0.2964949950359148,0.30323323245118217,0.0,42,dp_fisher_wiener_adaptive_beta_lr0p50
conv2,2,2269.557376079114,455.455590040331,4083.6591621178973,2699.0684092215924,541.2320756683656,4856.904742774819,1.1390000635339392,1.0987089511579398,1.1792911759099387,0.9647108505103748,0.8655705924675227,1.063851108553227,0.15905830936224263,0.03181168934427549,0.2863049293802098,0.9460245106624559,0.75474114534978,1.1373078759751318,0.01108197434446145,0.00957304536845277,0.01259090332047013,0.5,42,dp_fisher_wiener_adaptive_beta_lr0p50
fc1,2,3.930998451468297,1.723445452022243,6.138551450914351,8.790569813264431,4.3821479560464764,13.198991670482387,2.468635517548194,2.203760856074922,2.733510179021466,0.41250223492367905,0.3682424043185948,0.4567620655287633,0.04891884037365475,0.01369533958329399,0.08414234116401552,0.17321892601264072,0.13670436792875929,0.20973348409652215,8.904675506888609e-05,5.701457055327498e-05,0.00012107893958449722,0.5,42,dp_fisher_wiener_adaptive_beta_lr0p50
fc2,2,14.003866523406817,3.699200808487657,24.30853223832598,23.279831225049524,6.3560963473565675,40.20356610274248,1.7725600291657808,1.6767362307708984,1.8683838275606635,0.5667437124524743,0.5361058021137357,0.5973816227912129,0.11096293586198146,0.02259776847398541,0.1993281032499775,0.32266512552617,0.28793743943184447,0.3573928116204955,0.0050534639858056,0.00420555657690968,0.0059013713947015205,1.0,42,dp_fisher_wiener_adaptive_beta_lr0p50
