scope,n_intervals,gamma_model_median,gamma_model_q10,gamma_model_q90,gamma_oracle_median,gamma_oracle_q10,gamma_oracle_q90,model_multiplicative_error_median,model_multiplicative_error_q10,model_multiplicative_error_q90,model_to_oracle_ratio_median,model_to_oracle_ratio_q10,model_to_oracle_ratio_q90,signal_retention_oracle_median,signal_retention_oracle_q10,signal_retention_oracle_q90,signal_retention_after_model_gamma_median,signal_retention_after_model_gamma_q10,signal_retention_after_model_gamma_q90,noise_retention_after_model_gamma_median,noise_retention_after_model_gamma_q10,noise_retention_after_model_gamma_q90,gamma_dp_valid_rate
overall,8,16.787569183915817,1.1570003554398707,50717.06120929734,29.367798478476296,2.019511523571004,47082.289441247,1.421072117588058,1.0812856800763564,2.3361981868115578,0.7229133141663535,0.4346321502262212,1.1075103033613052,0.0026979705063451,4.662239438573483e-10,0.250428551883294,0.536497518582844,0.19147620505458143,1.2274102819052413,0.00765458068568805,0.00010506284732669167,0.29817955438973165,0.5
