checkpoint,step,layer,source,family,metric,value
0,0,conv1,private,empirical,relative_frobenius_error,0.0
0,0,conv1,private,empirical,trace_ratio,1.0
0,0,conv1,private,empirical,alpha_star,1.0
0,0,conv1,private,empirical,shape_error,0.0
0,0,conv2,private,diagonal,log_pearson,1.0
0,0,conv2,private,diagonal,log_spearman,1.0
0,0,conv2,private,diagonal,log_ratio_spread,0.0
0,0,conv2,private,diagonal,A_raw,3.113717891476003
0,0,conv2,private,diagonal,A_residual,2.7970906363932056e-07
0,0,conv2,private,diagonal,R,8.98312157324983e-08
0,0,conv2,private,kfac_raw,cosine,1.0
0,0,conv2,private,kfac_raw,relative_frobenius_error,0.0
0,0,conv2,private,kfac_raw,trace_ratio,1.0
0,0,conv2,private,kfac_raw,alpha_star,1.0
0,0,conv2,private,kfac_raw,shape_error,0.0
0,0,conv2,private,factor_A_raw,cosine,1.0
0,0,conv2,private,factor_A_raw,relative_frobenius_error,0.0
0,0,conv2,private,factor_A_raw,trace_ratio,1.0
0,0,conv2,private,factor_A_raw,alpha_star,1.0
0,0,conv2,private,factor_A_raw,shape_error,0.0
0,0,conv2,private,factor_G_raw,cosine,1.0
0,0,conv2,private,factor_G_raw,relative_frobenius_error,0.0
0,0,conv2,private,factor_G_raw,trace_ratio,1.0
0,0,conv2,private,factor_G_raw,alpha_star,1.0
0,0,conv2,private,factor_G_raw,shape_error,0.0
0,0,conv2,private,kfac_direct_diagonal_raw,cosine,0.7590625823120543
0,0,conv2,private,kfac_direct_diagonal_raw,relative_frobenius_error,0.9969162797586055
0,0,conv2,private,kfac_direct_diagonal_raw,trace_ratio,0.005235094708883588
0,0,conv2,private,kfac_direct_diagonal_raw,alpha_star,186.63163695790735
0,0,conv2,private,kfac_direct_diagonal_raw,shape_error,0.6510176619215149
0,0,conv2,private,kfac_diagonal_raw,log_pearson,0.7013661789878504
0,0,conv2,private,kfac_diagonal_raw,log_spearman,0.8172688421317926
0,0,conv2,private,kfac_diagonal_raw,log_ratio_spread,1.819118907207936
0,0,conv2,private,kfac_diagonal_raw,A_raw,3.113717891476003
0,0,conv2,private,kfac_diagonal_raw,A_residual,1.819118929874664
0,0,conv2,private,kfac_diagonal_raw,R,0.5842272785388218
0,0,conv2,private,kfac_repo,cosine,1.0
0,0,conv2,private,kfac_repo,relative_frobenius_error,0.0
0,0,conv2,private,kfac_repo,trace_ratio,1.0
0,0,conv2,private,kfac_repo,alpha_star,1.0
0,0,conv2,private,kfac_repo,shape_error,0.0
0,0,conv2,private,factor_A_repo,cosine,1.0
0,0,conv2,private,factor_A_repo,relative_frobenius_error,0.0
0,0,conv2,private,factor_A_repo,trace_ratio,1.0
0,0,conv2,private,factor_A_repo,alpha_star,1.0
0,0,conv2,private,factor_A_repo,shape_error,0.0
0,0,conv2,private,factor_G_repo,cosine,1.0
0,0,conv2,private,factor_G_repo,relative_frobenius_error,0.0
0,0,conv2,private,factor_G_repo,trace_ratio,1.0
0,0,conv2,private,factor_G_repo,alpha_star,1.0
0,0,conv2,private,factor_G_repo,shape_error,0.0
0,0,conv2,private,kfac_direct_diagonal_repo,cosine,0.7083821940161555
0,0,conv2,private,kfac_direct_diagonal_repo,relative_frobenius_error,0.9949937126344541
0,0,conv2,private,kfac_direct_diagonal_repo,trace_ratio,0.01007774605967008
0,0,conv2,private,kfac_direct_diagonal_repo,alpha_star,99.98404303494708
0,0,conv2,private,kfac_direct_diagonal_repo,shape_error,0.7058290637263798
0,0,conv2,private,kfac_diagonal_repo,log_pearson,0.5532632262286206
0,0,conv2,private,kfac_diagonal_repo,log_spearman,0.7173062952779804
0,0,conv2,private,kfac_diagonal_repo,log_ratio_spread,2.2328586620486433
0,0,conv2,private,kfac_diagonal_repo,A_raw,3.113717891476003
0,0,conv2,private,kfac_diagonal_repo,A_residual,2.232858739169505
0,0,conv2,private,kfac_diagonal_repo,R,0.7171037380367999
0,0,conv2,private,empirical,cosine,1.0
0,0,conv2,private,empirical,relative_frobenius_error,0.0
0,0,conv2,private,empirical,trace_ratio,1.0
0,0,conv2,private,empirical,alpha_star,1.0
0,0,conv2,private,empirical,shape_error,0.0
0,0,fc1,private,diagonal,log_pearson,1.0
0,0,fc1,private,diagonal,log_spearman,1.0
0,0,fc1,private,diagonal,log_ratio_spread,0.0
0,0,fc1,private,diagonal,A_raw,8.76136041733361
0,0,fc1,private,diagonal,A_residual,11.999999999248077
0,0,fc1,private,diagonal,R,1.3696503085875904
0,0,fc1,private,kfac_raw,cosine,1.0
0,0,fc1,private,kfac_raw,relative_frobenius_error,0.0
0,0,fc1,private,kfac_raw,trace_ratio,1.0
0,0,fc1,private,kfac_raw,alpha_star,1.0
0,0,fc1,private,kfac_raw,shape_error,0.0
0,0,fc1,private,factor_A_raw,cosine,1.0
0,0,fc1,private,factor_A_raw,relative_frobenius_error,0.0
0,0,fc1,private,factor_A_raw,trace_ratio,1.0
0,0,fc1,private,factor_A_raw,alpha_star,1.0
0,0,fc1,private,factor_A_raw,shape_error,0.0
0,0,fc1,private,factor_G_raw,cosine,1.0
0,0,fc1,private,factor_G_raw,relative_frobenius_error,0.0
0,0,fc1,private,factor_G_raw,trace_ratio,1.0
0,0,fc1,private,factor_G_raw,alpha_star,1.0
0,0,fc1,private,factor_G_raw,shape_error,0.0
0,0,fc1,private,kfac_direct_diagonal_raw,cosine,0.9623099216107501
0,0,fc1,private,kfac_direct_diagonal_raw,relative_frobenius_error,0.2720536438236677
0,0,fc1,private,kfac_direct_diagonal_raw,trace_ratio,1.0035172285632956
0,0,fc1,private,kfac_direct_diagonal_raw,alpha_star,1.0076641336937013
0,0,fc1,private,kfac_direct_diagonal_raw,shape_error,0.2719551705143919
0,0,fc1,private,kfac_diagonal_raw,log_pearson,0.9473333232891867
0,0,fc1,private,kfac_diagonal_raw,log_spearman,0.9594372891333183
0,0,fc1,private,kfac_diagonal_raw,log_ratio_spread,1.9207350340918734
0,0,fc1,private,kfac_diagonal_raw,A_raw,8.76136041733361
0,0,fc1,private,kfac_diagonal_raw,A_residual,12.286607021117408
0,0,fc1,private,kfac_diagonal_raw,R,1.4023629249185317
0,0,fc1,private,kfac_repo,cosine,1.0
0,0,fc1,private,kfac_repo,relative_frobenius_error,0.0
0,0,fc1,private,kfac_repo,trace_ratio,1.0
0,0,fc1,private,kfac_repo,alpha_star,1.0
0,0,fc1,private,kfac_repo,shape_error,0.0
0,0,fc1,private,factor_A_repo,cosine,1.0
0,0,fc1,private,factor_A_repo,relative_frobenius_error,0.0
0,0,fc1,private,factor_A_repo,trace_ratio,1.0
0,0,fc1,private,factor_A_repo,alpha_star,1.0
0,0,fc1,private,factor_A_repo,shape_error,0.0
0,0,fc1,private,factor_G_repo,cosine,1.0
0,0,fc1,private,factor_G_repo,relative_frobenius_error,0.0
0,0,fc1,private,factor_G_repo,trace_ratio,1.0
0,0,fc1,private,factor_G_repo,alpha_star,1.0
0,0,fc1,private,factor_G_repo,shape_error,0.0
0,0,fc1,private,kfac_direct_diagonal_repo,cosine,0.9621119100900465
0,0,fc1,private,kfac_direct_diagonal_repo,relative_frobenius_error,0.7700745462761647
0,0,fc1,private,kfac_direct_diagonal_repo,trace_ratio,0.2580768370818068
0,0,fc1,private,kfac_direct_diagonal_repo,alpha_star,3.9769580417501955
0,0,fc1,private,kfac_direct_diagonal_repo,shape_error,0.2726548595988752
0,0,fc1,private,kfac_diagonal_repo,log_pearson,0.7931743067210762
0,0,fc1,private,kfac_diagonal_repo,log_spearman,0.8772710929515778
0,0,fc1,private,kfac_diagonal_repo,log_ratio_spread,7.02797441405532
0,0,fc1,private,kfac_diagonal_repo,A_raw,8.76136041733361
0,0,fc1,private,kfac_diagonal_repo,A_residual,12.860709689099485
0,0,fc1,private,kfac_diagonal_repo,R,1.467889582952855
0,0,fc1,private,empirical,cosine,1.0
0,0,fc1,private,empirical,relative_frobenius_error,0.0
0,0,fc1,private,empirical,trace_ratio,1.0
0,0,fc1,private,empirical,alpha_star,1.0
0,0,fc1,private,empirical,shape_error,0.0
0,0,fc2,private,diagonal,log_pearson,0.9999999999999999
0,0,fc2,private,diagonal,log_spearman,1.0
0,0,fc2,private,diagonal,log_ratio_spread,0.0
0,0,fc2,private,diagonal,A_raw,9.962100085291787
0,0,fc2,private,diagonal,A_residual,11.999999999953044
0,0,fc2,private,diagonal,R,1.2045652921787091
0,0,fc2,private,kfac_raw,cosine,1.0
0,0,fc2,private,kfac_raw,relative_frobenius_error,0.0
0,0,fc2,private,kfac_raw,trace_ratio,1.0
0,0,fc2,private,kfac_raw,alpha_star,1.0
0,0,fc2,private,kfac_raw,shape_error,0.0
0,0,fc2,private,factor_A_raw,cosine,1.0
0,0,fc2,private,factor_A_raw,relative_frobenius_error,0.0
0,0,fc2,private,factor_A_raw,trace_ratio,1.0
0,0,fc2,private,factor_A_raw,alpha_star,1.0
0,0,fc2,private,factor_A_raw,shape_error,0.0
0,0,fc2,private,factor_G_raw,cosine,1.0
0,0,fc2,private,factor_G_raw,relative_frobenius_error,0.0
0,0,fc2,private,factor_G_raw,trace_ratio,1.0
0,0,fc2,private,factor_G_raw,alpha_star,1.0
0,0,fc2,private,factor_G_raw,shape_error,0.0
0,0,fc2,private,kfac_direct_diagonal_raw,cosine,0.9921904287798081
0,0,fc2,private,kfac_direct_diagonal_raw,relative_frobenius_error,0.12474267675555067
0,0,fc2,private,kfac_direct_diagonal_raw,trace_ratio,1.0001437499370711
0,0,fc2,private,kfac_direct_diagonal_raw,alpha_star,0.998382996076845
0,0,fc2,private,kfac_direct_diagonal_raw,shape_error,0.12473232555252288
0,0,fc2,private,kfac_diagonal_raw,log_pearson,0.9960517475858606
0,0,fc2,private,kfac_diagonal_raw,log_spearman,0.9743646234337446
0,0,fc2,private,kfac_diagonal_raw,log_ratio_spread,1.286319173870101
0,0,fc2,private,kfac_diagonal_raw,A_raw,9.962100085291787
0,0,fc2,private,kfac_diagonal_raw,A_residual,12.184253211480163
0,0,fc2,private,kfac_diagonal_raw,R,1.2230607108102838
0,0,fc2,private,kfac_repo,cosine,1.0
0,0,fc2,private,kfac_repo,relative_frobenius_error,0.0
0,0,fc2,private,kfac_repo,trace_ratio,1.0
0,0,fc2,private,kfac_repo,alpha_star,1.0
0,0,fc2,private,kfac_repo,shape_error,0.0
0,0,fc2,private,factor_A_repo,cosine,1.0
0,0,fc2,private,factor_A_repo,relative_frobenius_error,0.0
0,0,fc2,private,factor_A_repo,trace_ratio,1.0
0,0,fc2,private,factor_A_repo,alpha_star,1.0
0,0,fc2,private,factor_A_repo,shape_error,0.0
0,0,fc2,private,factor_G_repo,cosine,1.0
0,0,fc2,private,factor_G_repo,relative_frobenius_error,0.0
0,0,fc2,private,factor_G_repo,trace_ratio,1.0
0,0,fc2,private,factor_G_repo,alpha_star,1.0
0,0,fc2,private,factor_G_repo,shape_error,0.0
0,0,fc2,private,kfac_direct_diagonal_repo,cosine,0.9921906205607666
0,0,fc2,private,kfac_direct_diagonal_repo,relative_frobenius_error,0.7540872628458005
0,0,fc2,private,kfac_direct_diagonal_repo,trace_ratio,0.2502508822467841
0,0,fc2,private,kfac_direct_diagonal_repo,alpha_star,3.992870988352612
0,0,fc2,private,kfac_direct_diagonal_repo,shape_error,0.12473080001042608
0,0,fc2,private,kfac_diagonal_repo,log_pearson,0.8997405388433025
0,0,fc2,private,kfac_diagonal_repo,log_spearman,0.9581310759818192
0,0,fc2,private,kfac_diagonal_repo,log_ratio_spread,6.4951157392739916
0,0,fc2,private,kfac_diagonal_repo,A_raw,9.962100085291787
0,0,fc2,private,kfac_diagonal_repo,A_residual,12.774182910023466
0,0,fc2,private,kfac_diagonal_repo,R,1.2822781141180748
0,0,fc2,private,empirical,cosine,1.0
0,0,fc2,private,empirical,relative_frobenius_error,0.0
0,0,fc2,private,empirical,trace_ratio,1.0
0,0,fc2,private,empirical,alpha_star,1.0
0,0,fc2,private,empirical,shape_error,0.0
0,0,conv1,public,diagonal,log_pearson,0.6746960133794553
0,0,conv1,public,diagonal,log_spearman,0.6991034806047111
0,0,conv1,public,diagonal,log_ratio_spread,1.347994109243593
0,0,conv1,public,diagonal,A_raw,1.5324268822777114
0,0,conv1,public,diagonal,A_residual,1.3479941072151744
0,0,conv1,public,diagonal,R,0.8796466068329428
0,0,conv1,public,kfac_raw,cosine,0.9056525159029059
0,0,conv1,public,kfac_raw,relative_frobenius_error,0.7427509630096034
0,0,conv1,public,kfac_raw,trace_ratio,1.2181176526665871
0,0,conv1,public,kfac_raw,alpha_star,0.5976024222088017
0,0,conv1,public,kfac_raw,shape_error,0.4240206603913739
0,0,conv1,public,factor_A_raw,cosine,0.9770654385762417
0,0,conv1,public,factor_A_raw,relative_frobenius_error,0.7698237275262276
0,0,conv1,public,factor_A_raw,trace_ratio,1.394931793826877
0,0,conv1,public,factor_A_raw,alpha_star,0.5691026039694029
0,0,conv1,public,factor_A_raw,shape_error,0.2129392606820461
0,0,conv1,public,factor_G_raw,cosine,0.9269108087812448
0,0,conv1,public,factor_G_raw,relative_frobenius_error,0.3778761718195596
0,0,conv1,public,factor_G_raw,trace_ratio,0.8732453142563943
0,0,conv1,public,factor_G_raw,alpha_star,1.0500785236978656
0,0,conv1,public,factor_G_raw,shape_error,0.37528169761460345
0,0,conv1,public,kfac_direct_diagonal_raw,cosine,0.6298603539583844
0,0,conv1,public,kfac_direct_diagonal_raw,relative_frobenius_error,0.999442520837655
0,0,conv1,public,kfac_direct_diagonal_raw,trace_ratio,0.0015121507366804468
0,0,conv1,public,kfac_direct_diagonal_raw,alpha_star,711.3373380760729
0,0,conv1,public,kfac_direct_diagonal_raw,shape_error,0.7767083973483347
0,0,conv1,public,kfac_diagonal_raw,log_pearson,0.43290098649256437
0,0,conv1,public,kfac_diagonal_raw,log_spearman,0.5154841847791556
0,0,conv1,public,kfac_diagonal_raw,log_ratio_spread,1.4087170260901503
0,0,conv1,public,kfac_diagonal_raw,A_raw,1.5324268822777114
0,0,conv1,public,kfac_diagonal_raw,A_residual,1.408717031983012
0,0,conv1,public,kfac_diagonal_raw,R,0.9192719393496777
0,0,conv1,public,kfac_repo,cosine,0.9770509587050741
0,0,conv1,public,kfac_repo,relative_frobenius_error,0.7669734331993322
0,0,conv1,public,kfac_repo,trace_ratio,1.3924958946092425
0,0,conv1,public,kfac_repo,alpha_star,0.5700903887857707
0,0,conv1,public,kfac_repo,shape_error,0.21300569028431046
0,0,conv1,public,factor_A_repo,cosine,0.9770653559739714
0,0,conv1,public,factor_A_repo,relative_frobenius_error,0.7698222986575141
0,0,conv1,public,factor_A_repo,trace_ratio,1.3949285462422196
0,0,conv1,public,factor_A_repo,alpha_star,0.5691031122735797
0,0,conv1,public,factor_A_repo,shape_error,0.2129396396997435
0,0,conv1,public,factor_G_repo,cosine,0.9999852647841732
0,0,conv1,public,factor_G_repo,relative_frobenius_error,0.005698176970738384
0,0,conv1,public,factor_G_repo,trace_ratio,0.9982560743777663
0,0,conv1,public,factor_G_repo,alpha_star,1.001734793732276
0,0,conv1,public,factor_G_repo,shape_error,0.005428647578094355
0,0,conv1,public,kfac_direct_diagonal_repo,cosine,0.5335201529371099
0,0,conv1,public,kfac_direct_diagonal_repo,relative_frobenius_error,0.9911815746683563
0,0,conv1,public,kfac_direct_diagonal_repo,trace_ratio,0.03141083028068385
0,0,conv1,public,kfac_direct_diagonal_repo,alpha_star,31.913290957135164
0,0,conv1,public,kfac_direct_diagonal_repo,shape_error,0.8457873529498788
0,0,conv1,public,kfac_diagonal_repo,log_pearson,0.0014362124417832542
0,0,conv1,public,kfac_diagonal_repo,log_spearman,0.2687656013966515
0,0,conv1,public,kfac_diagonal_repo,log_ratio_spread,1.5316259919034136
0,0,conv1,public,kfac_diagonal_repo,A_raw,1.5324268822777114
0,0,conv1,public,kfac_diagonal_repo,A_residual,1.5316259999679205
0,0,conv1,public,kfac_diagonal_repo,R,0.9994773764940742
0,0,conv1,public,empirical,cosine,0.27768419231295416
0,0,conv1,public,empirical,relative_frobenius_error,1.6298935040751104
0,0,conv1,public,empirical,trace_ratio,1.1914150917625463
0,0,conv1,public,empirical,alpha_star,0.17416547201367133
0,0,conv1,public,empirical,shape_error,0.9606724152069228
0,0,conv2,public,diagonal,log_pearson,0.7347443152116474
0,0,conv2,public,diagonal,log_spearman,0.8238470514943411
0,0,conv2,public,diagonal,log_ratio_spread,2.619744635768002
0,0,conv2,public,diagonal,A_raw,3.113717891476003
0,0,conv2,public,diagonal,A_residual,2.692005496383918
0,0,conv2,public,diagonal,R,0.8645630690414988
0,0,conv2,public,kfac_raw,cosine,0.8953372449118943
0,0,conv2,public,kfac_raw,relative_frobenius_error,0.7346287359356896
0,0,conv2,public,kfac_raw,trace_ratio,1.166226205354824
0,0,conv2,public,kfac_raw,alpha_star,0.605140327000863
0,0,conv2,public,kfac_raw,shape_error,0.4453888389638639
0,0,conv2,public,factor_A_raw,cosine,0.9569137257649601
0,0,conv2,public,factor_A_raw,relative_frobenius_error,0.6173555165206751
0,0,conv2,public,factor_A_raw,trace_ratio,1.2154803186520295
0,0,conv2,public,factor_A_raw,alpha_star,0.6372126570553497
0,0,conv2,public,factor_A_raw,shape_error,0.29037238409088195
0,0,conv2,public,factor_G_raw,cosine,0.935650958707023
0,0,conv2,public,factor_G_raw,relative_frobenius_error,0.35639358244890557
0,0,conv2,public,factor_G_raw,trace_ratio,0.9594776546017393
0,0,conv2,public,factor_G_raw,alpha_star,0.9496677762135212
0,0,conv2,public,factor_G_raw,shape_error,0.3529267395234155
0,0,conv2,public,kfac_direct_diagonal_raw,cosine,0.5829522398093351
0,0,conv2,public,kfac_direct_diagonal_raw,relative_frobenius_error,0.998653253302354
0,0,conv2,public,kfac_direct_diagonal_raw,trace_ratio,0.004682615057276123
0,0,conv2,public,kfac_direct_diagonal_raw,alpha_star,252.00551176377766
0,0,conv2,public,kfac_direct_diagonal_raw,shape_error,0.8125064221907907
0,0,conv2,public,kfac_diagonal_raw,log_pearson,0.6898599983175656
0,0,conv2,public,kfac_diagonal_raw,log_spearman,0.8168005551303664
0,0,conv2,public,kfac_diagonal_raw,log_ratio_spread,2.03821844876075
0,0,conv2,public,kfac_diagonal_raw,A_raw,3.113717891476003
0,0,conv2,public,kfac_diagonal_raw,A_residual,2.0382184370953356
0,0,conv2,public,kfac_diagonal_raw,R,0.6545931610166372
0,0,conv2,public,kfac_repo,cosine,0.9556081757530243
0,0,conv2,public,kfac_repo,relative_frobenius_error,0.6140762665405227
0,0,conv2,public,kfac_repo,trace_ratio,1.2090778280381393
0,0,conv2,public,kfac_repo,alpha_star,0.6394673678525106
0,0,conv2,public,kfac_repo,shape_error,0.2946404833589185
0,0,conv2,public,factor_A_repo,cosine,0.9569137270755461
0,0,conv2,public,factor_A_repo,relative_frobenius_error,0.6173552085511096
0,0,conv2,public,factor_A_repo,trace_ratio,1.215474488711621
0,0,conv2,public,factor_A_repo,alpha_star,0.6372128044759882
0,0,conv2,public,factor_A_repo,shape_error,0.29037237977188407
0,0,conv2,public,factor_G_repo,cosine,0.9986356645478253
0,0,conv2,public,factor_G_repo,relative_frobenius_error,0.0523374252702474
0,0,conv2,public,factor_G_repo,trace_ratio,0.994737313919059
0,0,conv2,public,factor_G_repo,alpha_star,1.0035381639550958
0,0,conv2,public,factor_G_repo,shape_error,0.052218861469046106
0,0,conv2,public,kfac_direct_diagonal_repo,cosine,0.4619230103701859
0,0,conv2,public,kfac_direct_diagonal_repo,relative_frobenius_error,0.9981385033875086
0,0,conv2,public,kfac_direct_diagonal_repo,trace_ratio,0.009345419187615127
0,0,conv2,public,kfac_direct_diagonal_repo,alpha_star,114.22895280517045
0,0,conv2,public,kfac_direct_diagonal_repo,shape_error,0.8869200259834847
0,0,conv2,public,kfac_diagonal_repo,log_pearson,0.5365733480130572
0,0,conv2,public,kfac_diagonal_repo,log_spearman,0.702295561063063
0,0,conv2,public,kfac_diagonal_repo,log_ratio_spread,2.383202292326015
0,0,conv2,public,kfac_diagonal_repo,A_raw,3.113717891476003
0,0,conv2,public,kfac_diagonal_repo,A_residual,2.3832022705984848
0,0,conv2,public,kfac_diagonal_repo,R,0.7653879874996542
0,0,conv2,public,empirical,cosine,0.02342580872073744
0,0,conv2,public,empirical,relative_frobenius_error,2.332625848589287
0,0,conv2,public,empirical,trace_ratio,1.62311948967719
0,0,conv2,public,empirical,alpha_star,0.010993087733006378
0,0,conv2,public,empirical,shape_error,0.9997255780891972
0,0,fc1,public,diagonal,log_pearson,0.5841571043551027
0,0,fc1,public,diagonal,log_spearman,0.6087272475308664
0,0,fc1,public,diagonal,log_ratio_spread,14.58288540489816
0,0,fc1,public,diagonal,A_raw,8.76136041733361
0,0,fc1,public,diagonal,A_residual,19.277042887782223
0,0,fc1,public,diagonal,R,2.2002339784634617
0,0,fc1,public,kfac_raw,cosine,0.11679831037558829
0,0,fc1,public,kfac_raw,relative_frobenius_error,1.3448144015751724
0,0,fc1,public,kfac_raw,trace_ratio,0.9264735192036099
0,0,fc1,public,kfac_raw,alpha_star,0.11411290260022286
0,0,fc1,public,kfac_raw,shape_error,0.9931556548162064
0,0,fc1,public,factor_A_raw,cosine,0.7494517020906161
0,0,fc1,public,factor_A_raw,relative_frobenius_error,0.6923018265762015
0,0,fc1,public,factor_A_raw,trace_ratio,0.9456709052326534
0,0,fc1,public,factor_A_raw,alpha_star,0.7873742737151067
0,0,fc1,public,factor_A_raw,shape_error,0.6620590202039984
0,0,fc1,public,factor_G_raw,cosine,0.15584501316065627
0,0,fc1,public,factor_G_raw,relative_frobenius_error,1.3495014335601236
0,0,fc1,public,factor_G_raw,trace_ratio,0.9796997180278899
0,0,fc1,public,factor_G_raw,alpha_star,0.14492841131549594
0,0,fc1,public,factor_G_raw,shape_error,0.9877815203135534
0,0,fc1,public,kfac_direct_diagonal_raw,cosine,0.9400428356945891
0,0,fc1,public,kfac_direct_diagonal_raw,relative_frobenius_error,0.34283578960163
0,0,fc1,public,kfac_direct_diagonal_raw,trace_ratio,0.9711975226720675
0,0,fc1,public,kfac_direct_diagonal_raw,alpha_star,1.03853939032411
0,0,fc1,public,kfac_direct_diagonal_raw,shape_error,0.3410563986487803
0,0,fc1,public,kfac_diagonal_raw,log_pearson,0.5737120648176154
0,0,fc1,public,kfac_diagonal_raw,log_spearman,0.6089536531334517
0,0,fc1,public,kfac_diagonal_raw,log_ratio_spread,14.641060442580752
0,0,fc1,public,kfac_diagonal_raw,A_raw,8.76136041733361
0,0,fc1,public,kfac_diagonal_raw,A_residual,19.143917259451296
0,0,fc1,public,kfac_diagonal_raw,R,2.185039348635479
0,0,fc1,public,kfac_repo,cosine,0.1175871862247885
0,0,fc1,public,kfac_repo,relative_frobenius_error,1.3441425835212881
0,0,fc1,public,kfac_repo,trace_ratio,0.9270128175200304
0,0,fc1,public,kfac_repo,alpha_star,0.11489551237833501
0,0,fc1,public,kfac_repo,shape_error,0.9930625628004194
0,0,fc1,public,factor_A_repo,cosine,0.7494517544093134
0,0,fc1,public,factor_A_repo,relative_frobenius_error,0.6923017558882864
0,0,fc1,public,factor_A_repo,trace_ratio,0.9456770311892109
0,0,fc1,public,factor_A_repo,alpha_star,0.7873743251599747
0,0,fc1,public,factor_A_repo,shape_error,0.662058960979158
0,0,fc1,public,factor_G_repo,cosine,0.1568976061940982
0,0,fc1,public,factor_G_repo,relative_frobenius_error,1.3485867697795797
0,0,fc1,public,factor_G_repo,trace_ratio,0.9802636491596821
0,0,fc1,public,factor_G_repo,alpha_star,0.14592235066210868
0,0,fc1,public,factor_G_repo,shape_error,0.987614874923703
0,0,fc1,public,kfac_direct_diagonal_repo,cosine,0.939780036189585
0,0,fc1,public,kfac_direct_diagonal_repo,relative_frobenius_error,0.7882745357276755
0,0,fc1,public,kfac_direct_diagonal_repo,trace_ratio,0.24991049162502751
0,0,fc1,public,kfac_direct_diagonal_repo,alpha_star,4.09572533959313
0,0,fc1,public,kfac_direct_diagonal_repo,shape_error,0.34177987591358006
