step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full,seed,method,config_fingerprint
0,conv1,2560,512,0.19249104615300894,10069164,,0.5215060922695284,,,1.370506577079731,,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,conv2,2560,512,0.19249104615300894,10069164,,2.3178878020037232,,,0.643652593313494,,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc1,2560,512,0.19249104615300894,10069164,,12.373400074545977,,,0.3694033260217582,,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc2,2560,512,0.19249104615300894,10069164,,6.9393157870136335,,,1.4723522864423977,,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv1,2560,512,0.1769314929842949,10069164,0.512684947915973,0.5121688338397633,0.0005161140762096617,1.3726371237027986,1.3728071564517736,-0.0001700327489750908,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv2,2560,512,0.1769314929842949,10069164,2.146355032906708,2.142105763450568,0.004249269456139793,0.6612586147947033,0.6611990438754604,5.95709192429128e-05,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc1,2560,512,0.1769314929842949,10069164,12.46880068546745,12.447373644896665,0.02142704057078504,0.3910177171781073,0.370802647976495,0.020215069201612312,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc2,2560,512,0.1769314929842949,10069164,7.068109364631234,6.889250976753989,0.17885838787724495,1.5595590277712519,1.473111838589194,0.08644718918205796,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv1,2560,512,0.14599104970693588,10069164,0.6551163995666189,0.655475531757293,-0.00035913219067407187,1.4581352220165167,1.4585507424921675,-0.0004155204756508546,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv2,2560,512,0.14599104970693588,10069164,2.1599589117189266,2.16221745760639,-0.002258545887463548,0.767874143791538,0.7632818639159379,0.004592279875600069,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,fc1,2560,512,0.14599104970693588,10069164,12.662171095031646,12.607603124183928,0.05456797084771736,0.46876500290214684,0.4385380406912809,0.03022696221086596,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,fc2,2560,512,0.14599104970693588,10069164,6.9216534184754215,9.397306019698435,-2.475652601223014,1.5746035275993724,1.434599428934359,0.1400040986650133,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,conv1,2560,512,0.14741878770291805,10069164,0.869924095286383,0.8699970585785574,-7.296329217432174e-05,1.4923280614768342,1.4921768170806156,0.0001512443962186083,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,conv2,2560,512,0.14741878770291805,10069164,2.0908170236925474,2.0805467586947293,0.010270264997818135,0.8833868370999802,0.8779042256359821,0.005482611463998088,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,fc1,2560,512,0.14741878770291805,10069164,12.831126207497244,12.728298486033191,0.1028277214640525,0.55120533131845,0.5045213454327673,0.04668398588568268,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,fc2,2560,512,0.14741878770291805,10069164,7.785408019173461,7.8012076607397685,-0.015799641566307088,1.5614044084011447,1.3844301485580868,0.17697425984305792,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
200,conv1,2560,512,0.1489863796159625,10069164,0.9436973802558828,0.9439824819323988,-0.0002851016765159642,1.6257356589936107,1.6257525824561347,-1.6923462524021105e-05,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
200,conv2,2560,512,0.1489863796159625,10069164,2.0038044312781063,1.9700977811322318,0.033706650145874484,0.9607100638477879,0.9560087302202993,0.004701333627488591,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
200,fc1,2560,512,0.1489863796159625,10069164,12.218841455022762,6.973216257571649,5.245625197451113,0.5761912512631073,0.5437434961990744,0.03244775506403297,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
200,fc2,2560,512,0.1489863796159625,10069164,6.823494645348814,5.229242708997571,1.5942519363512426,1.4978853366789597,1.325527538595463,0.17235779808349672,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
250,conv1,2560,512,0.1421082215383649,10069164,1.0477734881487368,1.0475820064093693,0.00019148173936756052,1.65534734553095,1.653882967072671,0.0014643784582790698,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
250,conv2,2560,512,0.1421082215383649,10069164,1.6906696008831896,1.6624536279665638,0.02821597291662581,0.9566617604471159,0.9511422486324688,0.00551951181464716,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
250,fc1,2560,512,0.1421082215383649,10069164,12.920197836740943,11.779761757281957,1.1404360794589863,0.5581396675591512,0.5175113081100968,0.04062835944905441,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
250,fc2,2560,512,0.1421082215383649,10069164,5.384088035003387,3.723603902064844,1.6604841329385431,1.4348933632408498,1.2771136302815178,0.157779732959332,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
300,conv1,2560,512,0.18037310056388378,10069164,1.171409837330278,1.1717260597008357,-0.0003162223705577283,1.7000199919432788,1.700020704855479,-7.129122001625632e-07,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
300,conv2,2560,512,0.18037310056388378,10069164,1.7332856780259869,1.706844531784001,0.02644114624198579,1.004559468144532,0.9993596723128988,0.005199795831633214,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
300,fc1,2560,512,0.18037310056388378,10069164,5.243664283644344,5.429174307167123,-0.18551002352277823,0.5811985045049766,0.557439784913806,0.023758719591170596,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
300,fc2,2560,512,0.18037310056388378,10069164,3.446851750556123,3.033155311648523,0.41369643890760033,1.3955510346829008,1.2564199986020879,0.1391310360808129,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
350,conv1,2560,512,0.1806568093597889,10069164,1.245537742132663,1.2457230115809192,-0.00018526944825625336,1.697953075674325,1.69858773401282,-0.0006346583384948534,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
350,conv2,2560,512,0.1806568093597889,10069164,1.6784305281229064,1.6338784594488225,0.0445520686740839,0.940943956285885,0.9345042357645494,0.006439720521335568,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
350,fc1,2560,512,0.1806568093597889,10069164,4.952928554309438,4.794748104325547,0.1581804499838917,0.5424173602259641,0.508743181155078,0.0336741790708861,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
350,fc2,2560,512,0.1806568093597889,10069164,3.3724829256602176,3.16849137947895,0.20399154618126758,1.3873593327294358,1.2799905337489679,0.10736879898046792,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
400,conv1,2560,512,0.17920247744768858,10069164,1.2911070039891188,1.2900886985756945,0.001018305413424292,1.774843937276934,1.775729438328756,-0.0008855010518220574,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
400,conv2,2560,512,0.17920247744768858,10069164,1.801959320307125,1.7837487880202993,0.018210532286825565,0.9540772512297366,0.9467018610844531,0.007375390145283545,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
400,fc1,2560,512,0.17920247744768858,10069164,4.30253403300482,3.9271051062444204,0.3754289267603994,0.5539202000896695,0.5309329449543463,0.02298725513532318,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
400,fc2,2560,512,0.17920247744768858,10069164,2.3625225533428726,2.3630830056715593,-0.0005604523286866225,1.3626068393293052,1.2578702896359422,0.10473654969336299,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
450,conv1,2560,512,0.16926721669733524,10069164,1.3578581889583232,1.358035076384257,-0.0001768874259338027,1.841140822724595,1.8394435507042612,0.001697272020333651,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
450,conv2,2560,512,0.16926721669733524,10069164,1.809172286939677,1.7845351831538285,0.02463710378584838,0.938593374268117,0.9361853321918556,0.0024080420762613297,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
450,fc1,2560,512,0.16926721669733524,10069164,4.047823209279865,3.8387057217864697,0.20911748749339498,0.5494703796280742,0.5361531694281427,0.013317210199931484,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
450,fc2,2560,512,0.16926721669733524,10069164,2.2274217441090665,2.0692573034544934,0.15816444065457302,1.3637218403177356,1.2618774287332177,0.10184441158451785,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
500,conv1,2560,512,0.18128933478146791,10069164,1.4477957926361218,1.4489713887721316,-0.0011755961360098155,1.7714934169716636,1.7700859181418334,0.001407498829830267,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
500,conv2,2560,512,0.18128933478146791,10069164,1.9535144985689201,1.9393183690724651,0.01419612949645499,0.932533692904532,0.9288538149931895,0.0036798779113424995,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
500,fc1,2560,512,0.18128933478146791,10069164,3.803065593619456,3.7223448256453766,0.08072076797407934,0.5490458757386518,0.5246570309352738,0.024388844803377996,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
500,fc2,2560,512,0.18128933478146791,10069164,1.75981356354355,1.5607159141027884,0.19909764944076147,1.3615753379561888,1.2677617568271105,0.09381358112907834,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
550,conv1,2560,512,0.17157920263707638,10069164,1.4607940077763963,1.4623450284591333,-0.0015510206827369366,1.7992864699968065,1.7998580196100828,-0.0005715496132763231,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
550,conv2,2560,512,0.17157920263707638,10069164,2.011310661422039,2.006852982445591,0.0044576789764478875,0.8972165006363448,0.8913451072668968,0.005871393369448086,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
550,fc1,2560,512,0.17157920263707638,10069164,3.647285393523637,3.5776731698684108,0.06961222365522612,0.5572135666529578,0.5371039831168924,0.0201095835360654,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
550,fc2,2560,512,0.17157920263707638,10069164,1.9947167538121968,1.980843601494548,0.01387315231764874,1.422310408628765,1.3209456900179024,0.1013647186108626,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
600,conv1,2560,512,0.17302843555808067,10069164,1.5271842118753267,1.5273768472435247,-0.00019263536819802418,1.8437702782389573,1.8419560796760543,0.001814198562902991,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
600,conv2,2560,512,0.17302843555808067,10069164,2.0526012477189943,2.0305361292507493,0.022065118468244993,0.9028164137500525,0.897144064299864,0.005672349450188463,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
600,fc1,2560,512,0.17302843555808067,10069164,3.2765277509793695,3.181262183683034,0.09526556729633562,0.5586807245590006,0.5465689972087469,0.012111727350253787,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
600,fc2,2560,512,0.17302843555808067,10069164,1.6053134582541688,1.4591929536206496,0.14612050463351922,1.4066482484538747,1.3111532600981881,0.0954949883556866,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
650,conv1,2560,512,0.17706766538321972,10069164,1.4952123263596409,1.494728547700226,0.00048377865941495735,1.7966472099791302,1.7976769667034838,-0.00102975672435357,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
650,conv2,2560,512,0.17706766538321972,10069164,2.1912941417723664,2.176635682206139,0.014658459566227577,0.8977746209935131,0.8907689430854884,0.007005677908024754,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
650,fc1,2560,512,0.17706766538321972,10069164,2.9965481179679623,2.9205549437136438,0.07599317425431851,0.5725446852461413,0.5597270131004475,0.012817672145693848,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
650,fc2,2560,512,0.17706766538321972,10069164,1.4029234030343825,1.260346539890189,0.1425768631441935,1.4233098394156012,1.3264446545079431,0.09686518490765805,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
700,conv1,2560,512,0.1746231783181429,10069164,1.5713141799013213,1.5717312359333422,-0.0004170560320209127,1.8576627176376843,1.8583729926371984,-0.0007102749995140378,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
700,conv2,2560,512,0.1746231783181429,10069164,2.1949014307410613,2.191362570069439,0.003538860671622235,0.8976943882740196,0.895301413174046,0.0023929750999736044,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
700,fc1,2560,512,0.1746231783181429,10069164,2.9569184270126123,2.9460234414607793,0.010894985551832992,0.5844841597015056,0.5673426043949346,0.01714155530657102,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
700,fc2,2560,512,0.1746231783181429,10069164,1.3904196339905424,1.3884345110207952,0.0019851229697471773,1.411973742500412,1.3412802151706587,0.07069352732975331,42,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
