seed,run_id,method,learning_rate,fingerprint,status,planned_steps,completed_steps,epsilon_spent,noise_multiplier,sample_rate,final_accuracy,best_accuracy,late_mean_accuracy,accuracy_auc,final_test_loss,final_model_hash,parameters_finite,wall_time,diagnostic_seconds,core_training_runtime,total_refresh_time,mean_refresh_time,number_of_refreshes,total_diagnostic_spectrum_time,mean_diagnostic_spectrum_time,total_wiener_filter_time,mean_wiener_filter_time,diagnostics_all_finite,diagnostic_nonfinite_count,diagnostic_nonfinite_steps,beta_diagnostics_all_finite,beta_diagnostic_nonfinite_count,beta_diagnostic_nonfinite_steps,active_state_bytes,peak_cuda_allocated_memory,diverged_step,beta_step_rows,beta_train,filter_position,synthetic_fisher_role
42,dp_sgd_lr0p10,dp_sgd,0.1,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,completed,4,4,0.9941875233938002,2.734375,0.25,0.09375,0.09375,0.09375,0.0625,9.7860746383667,d5472e36184571e8efa725334f4270c5e19f791149894a78816befa428b652d7,True,0.7562484173104167,0.07095159590244293,0.6852968214079738,0.5033898763358593,0.25169493816792965,2,0.0,0.0,0.0,0.0,True,0,[],True,0,[],0,121200640,,16,1.0,after global clipping and DP Gaussian noise,measurement_only_for_dp_sgd
42,dp_fisher_wiener_lr0p10,dp_fisher_wiener,0.1,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,completed,4,4,0.9941875233938002,2.734375,0.25,0.125,0.15625,0.125,0.13541666666666666,2.3027557730674744,a2a834bc9806b93b16ec80285f43237e920b5978e66778741f5fcc76817b74af,True,0.472352497279644,0.20697255525738,0.265379942022264,0.13412371277809143,0.06706185638904572,2,0.11996232066303492,0.05998116033151746,0.005830035544931889,0.0014575088862329721,True,0,[],True,0,[],10905008,140856832,,16,1.0,after global clipping and DP Gaussian noise,training_filter_and_measurement
42,dp_fisher_wiener_lr0p80,dp_fisher_wiener,0.8,3e67cd62a3399a0984603c0f797375b4acfeb07deb6eaa48020a8ac3e16af8af,completed,4,4,0.9941875233938002,2.734375,0.25,0.0,0.15625,0.0,0.078125,2.6104637682437897,23103ce65ab1364238810aead3070724e24a6a2b37bd697326bf9bd991388119,True,0.28659819159656763,0.07378960214555264,0.212808589451015,0.0889189513400197,0.04445947567000985,2,0.009410029277205467,0.004705014638602734,0.005585016682744026,0.0013962541706860065,True,0,[],True,0,[],10905008,140856832,,16,1.0,after global clipping and DP Gaussian noise,training_filter_and_measurement
