step,layer,R_diag,A_diag_raw,A_diag_pre,R_full,S_full_raw,S_full_pre,rank_raw,rank_pre,eigen_tolerance_raw,eigen_tolerance_pre,R_diag_new,R_full_new,A_diag_new,S_full_new,rank_new,eigen_tolerance_new,R_diag_old,R_full_old,A_diag_old,S_full_old,rank_old,eigen_tolerance_old,private_delta_stale_diag,private_delta_stale_full,seed,method,config_fingerprint
0,conv1,0.8133843692318508,2.0330429227704543,1.6536453353589242,0.9515070844858456,3.1304911379209988,2.978684495651987,160,160,1.8531004688950342e-15,2.4139166715321272e-12,0.8133843692318508,0.9515070844858456,1.6536453353589242,2.978684495651987,160,2.4139166715321272e-12,,,,,,,,,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,conv2,0.5015982590376662,3.7456899087767663,1.8788315371373807,0.650237058586675,2.213293776734351,1.4391656351719373,512,512,1.5411781673641228e-13,1.354798343321101e-09,0.5015982590376662,0.650237058586675,1.8788315371373807,1.4391656351719373,512,1.354798343321101e-09,,,,,,,,,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc1,1.4853239717371765,8.927621095860035,13.26040962426743,0.6936040779164466,2.0407313317226876,1.4154595736147169,512,512,2.1577798205830842e-10,4.860207359495404e-06,1.4853239717371765,0.6936040779164466,13.26040962426743,1.4154595736147169,512,4.860207359495404e-06,,,,,,,,,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc2,0.857079333485168,10.033157938117789,8.599212318353416,0.9774830406353922,2.671251483723741,2.611103022612085,512,512,1.406107461825766e-13,1.6287818823233517e-08,0.857079333485168,0.9774830406353922,8.599212318353416,2.611103022612085,512,1.6287818823233517e-08,,,,,,,,,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv1,0.7683209571671333,2.5156426473137627,1.9328209666745715,0.9635019509672226,3.1014463785499666,2.98824963655312,160,160,1.542405385487237e-14,2.0465622364715294e-11,0.7683209571671333,0.9635019509672226,1.9328209666745715,2.98824963655312,160,2.0465622364715294e-11,0.7691528669101869,0.9631913348134385,1.934913754302913,2.9872862772078475,160,2.0474306336603472e-11,0.0020927876283414193,-0.0009633593452726963,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv2,0.5070808465474042,3.8275857277310017,1.9408954110505985,0.6348808351805778,2.1349627658662227,1.3554469438725838,512,512,5.742667272915654e-13,4.273886398629858e-09,0.5070808465474042,0.6348808351805778,1.9408954110505985,1.3554469438725838,512,4.273886398629858e-09,0.4994824105396398,0.6389169090212128,1.9118117458342023,1.3640638112426262,512,4.505315233546568e-09,-0.02908366521639616,0.008616867370042414,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc1,1.4716115905483371,9.073918034867702,13.353282951796901,0.7068526514320631,1.9791315972196026,1.39895441702765,512,512,2.973970627651383e-10,7.2131332701032315e-06,1.4716115905483371,0.7068526514320631,13.353282951796901,1.39895441702765,512,7.2131332701032315e-06,1.4731919968156635,0.7177490586118922,13.367623428728411,1.4205198407734203,512,8.233647200222651e-06,0.014340476931510082,0.021565423745770307,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc2,0.7848414237729711,10.183119656342507,7.9921341295343815,0.9774814401076112,2.8741761314847545,2.8094538241266407,512,512,1.9949649465421906e-13,3.5159089652819644e-08,0.7848414237729711,0.9774814401076112,7.9921341295343815,2.8094538241266407,512,3.5159089652819644e-08,0.8110868986043274,1.0004574687287462,8.259394940179607,2.8754909771858177,512,4.835316238195793e-08,0.2672608106452259,0.06603715305917701,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv1,0.7690187593248914,2.8705011932267173,2.2074692662558304,0.9690333941278388,3.177986337508601,3.079574887127859,160,160,7.474668215447592e-14,1.0267882653673948e-10,0.7690187593248914,0.9690333941278388,2.2074692662558304,3.079574887127859,160,1.0267882653673948e-10,0.7695588247109788,0.9686755000102184,2.2090195245910147,3.0784375045117867,160,1.0267282367519438e-10,0.0015502583351842958,-0.0011373826160725464,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv2,0.5190713659081871,3.869259028428052,2.008421568938734,0.6645501557098772,2.1436656828351346,1.4245733633180089,512,512,1.886938621053814e-12,1.273853637906539e-08,0.5190713659081871,0.6645501557098772,2.008421568938734,1.4245733633180089,512,1.273853637906539e-08,0.5341493123788745,0.6771352708578517,2.0667620494505963,1.4515516427752506,512,1.4858648502588003e-08,0.058340480511862136,0.02697827945724174,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
