step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full,seed,method,config_fingerprint
0,conv1,2560,512,0.17742981016635895,10069164,,0.9827002930050965,,,1.560913215515598,,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,conv2,2560,512,0.17742981016635895,10069164,,1.9399908663281762,,,0.6394665769955414,,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc1,2560,512,0.17742981016635895,10069164,,12.382856787269873,,,0.38591875958352473,,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
0,fc2,2560,512,0.17742981016635895,10069164,,13.097171491650641,,,1.6002839981409658,,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv1,2560,512,0.16799273621290922,10069164,1.0583010976047764,1.0561451167554314,0.002155980849344985,1.5539729418848591,1.553700820915366,0.00027212096949313924,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,conv2,2560,512,0.16799273621290922,10069164,1.9523142239950808,1.9484282351040347,0.003885988891046077,0.6789414390125946,0.6769752953306706,0.0019661436819240485,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc1,2560,512,0.16799273621290922,10069164,12.502556057534825,12.481599021738853,0.020957035795971635,0.4229492510198227,0.402004553481067,0.02094469753875572,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
50,fc2,2560,512,0.16799273621290922,10069164,12.08764744641286,12.435649543713067,-0.34800209730020804,1.6646027451760457,1.5711347358491081,0.09346800932693755,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv1,2560,512,0.17835844960063696,10069164,1.2569779778001233,1.257257904958092,-0.00027992715796876233,1.601294851699588,1.6012334985338823,6.135316570565763e-05,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,conv2,2560,512,0.17835844960063696,10069164,1.9342424697253122,1.9360191259025679,-0.0017766561772556422,0.8123982390469379,0.8079534813491467,0.00444475769779118,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,fc1,2560,512,0.17835844960063696,10069164,12.74676610461503,12.696041098426793,0.05072500618823739,0.5380344830029093,0.5044176835754159,0.033616799427493405,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
100,fc2,2560,512,0.17835844960063696,10069164,10.139459395814129,10.107762452558566,0.031696943255562715,1.7157730417437538,1.5565844620956721,0.15918857964808164,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,conv1,2560,512,0.18433160707354546,10069164,1.3320176819263885,1.332374095431412,-0.0003564135050235784,1.6558264228076025,1.6556972616518975,0.00012916115570504871,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,conv2,2560,512,0.18433160707354546,10069164,1.8441807579316223,1.836948516429823,0.0072322415017993524,0.9087922156113413,0.9016698059482657,0.007122409663075535,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,fc1,2560,512,0.18433160707354546,10069164,12.918839882962297,12.84396434890335,0.07487553405894687,0.5852249824008067,0.5420872016440526,0.04313778075675412,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
150,fc2,2560,512,0.18433160707354546,10069164,10.274862048072574,9.682442733870737,0.5924193142018375,1.7028080415818747,1.4909368740788156,0.21187116750305912,7,dp_kfc,6fe427028c78c3809d02e88325a4f4fa4096caf5cdc4dd92d875cce0f9b848d2
