step,layer,R_diag,A_diag_raw,A_diag_pre,R_full,S_full_raw,S_full_pre,rank_raw,rank_pre,eigen_tolerance_raw,eigen_tolerance_pre,R_diag_new,R_full_new,A_diag_new,S_full_new,rank_new,eigen_tolerance_new,R_diag_old,R_full_old,A_diag_old,S_full_old,rank_old,eigen_tolerance_old,private_delta_stale_diag,private_delta_stale_full
0,conv1,0.8625697454670735,1.070927750152876,0.923749876862992,0.8494165502773994,2.4776459785892038,2.104553499941913,160,160,2.099057303978818e-15,2.739124359677389e-12,0.8625697454670735,0.8494165502773994,0.923749876862992,2.104553499941913,160,2.739124359677389e-12,,,,,,,,
0,conv2,0.9281748156504807,2.1213207192770906,1.9689564675505586,0.6385851671951172,2.0269674738073027,1.2943913631603006,512,512,2.68081967141971e-13,1.365463083274554e-09,0.9281748156504807,0.6385851671951172,1.9689564675505586,1.2943913631603006,512,1.365463083274554e-09,,,,,,,,
0,fc1,0.7309005115747353,8.792181575083564,6.426210011086539,0.7279019627698764,1.8909002607235736,1.3763900111827603,512,512,1.4928894250729488e-10,5.817240233045471e-06,0.7309005115747353,0.7279019627698764,6.426210011086539,1.3763900111827603,512,5.817240233045471e-06,,,,,,,,
0,fc2,0.6658557357398724,6.509270931364751,4.334235385134042,0.9540889389148458,2.4750108757771097,2.361380500272886,512,512,1.191259624331098e-13,1.0544959940105329e-08,0.6658557357398724,0.9540889389148458,4.334235385134042,2.361380500272886,512,1.0544959940105329e-08,,,,,,,,
50,conv1,0.7688696410290531,1.435348038554289,1.1035955311549916,0.8663293220785643,2.50235333378077,2.1678620672553297,160,160,1.46011196778586e-14,1.7059053310620766e-11,0.7688696410290531,0.8663293220785643,1.1035955311549916,2.1678620672553297,160,1.7059053310620766e-11,0.7682347580233233,0.8664895535716945,1.1026842530780059,2.168263023066341,160,1.705770235217682e-11,-0.0009112780769857665,0.00040095581101118327
50,conv2,0.9188781346368013,2.2033097135483937,2.024573119612493,0.6403287764203152,1.983430285654806,1.270047487928338,512,512,5.614637977221651e-13,3.344993022712397e-09,0.9188781346368013,0.6403287764203152,2.024573119612493,1.270047487928338,512,3.344993022712397e-09,0.9283899912938121,0.6418846994934918,2.0455306857787647,1.273133552873826,512,3.439121767364724e-09,0.020957566166271757,0.0030860649454877986
50,fc1,0.973056590248038,8.90873588481691,8.66870416350028,0.7326086882488543,1.8554665513372244,1.3593309162647893,512,512,1.8967476721812618e-10,6.870364056037586e-06,0.973056590248038,0.7326086882488543,8.66870416350028,1.3593309162647893,512,6.870364056037586e-06,0.9459857528594524,0.7417596751206371,8.427537223024544,1.3763102663171085,512,8.293038877883172e-06,-0.24116694047573617,0.01697935005231921
50,fc2,0.6270325440667078,7.943591183769564,4.980890188984901,0.9626182839004186,2.6368496035999245,2.5382796403208583,512,512,1.5580225799824495e-13,3.022545094588869e-08,0.6270325440667078,0.9626182839004186,4.980890188984901,2.5382796403208583,512,3.022545094588869e-08,0.621508006865453,0.972322046192928,4.937005523978606,2.5638670020752894,512,3.6241525954611226e-08,-0.04388466500629473,0.025587361754431104
100,conv1,0.7962741772780405,1.7568500358264418,1.398934316878596,0.9133898982075289,2.5857540822535596,2.361801657979281,160,160,7.177549738026403e-14,8.515921993133173e-11,0.7962741772780405,0.9133898982075289,1.398934316878596,2.361801657979281,160,8.515921993133173e-11,0.796697641117664,0.9133695478359826,1.3996782793404097,2.36174903692298,160,8.523604135166621e-11,0.0007439624618137408,-5.2621056301216385e-05
100,conv2,0.882218534389554,2.3835035622955623,2.102771019440672,0.6565268740050767,1.998385635418773,1.3119938742781359,512,512,1.856191462782071e-12,1.0191867693869346e-08,0.882218534389554,0.6565268740050767,2.102771019440672,1.3119938742781359,512,1.0191867693869346e-08,0.8969814868086894,0.6691371360853801,2.137958569121681,1.3371940408782803,512,1.1713054699973194e-08,0.035187549681009234,0.025200166600144458
