method,step,epoch,layer,v_syn_q01,v_syn_q05,v_syn_q50,v_syn_q95,v_syn_q99,sqrt_v_q01,sqrt_v_q05,sqrt_v_q50,sqrt_v_q95,sqrt_v_q99,P_q01,P_q05,P_q50,P_q95,P_q99,lambda_over_median,fraction_below_lambda,D_sample,D_time,A_new,A_old,stale_ratio,refresh_seconds
dp_sgd,0,1,conv1,2.0699694360903678e-05,3.736918127415365e-05,0.00013246618541472494,0.0005138950118259351,0.0009733715031327735,0.004541399448717328,0.006113030098255618,0.011509391854270797,0.022669252550877952,0.031066768412727798,32.4563572448495,44.11259514699065,86.88554375021481,163.5849224825178,221.02210704076322,8.688556377797924e-07,0.0,1.0691101002974541,,1.0377245275982727e-06,,,0.6578207518905401
dp_sgd,0,1,conv2,0.0,3.7224737703660364e-09,8.626583255912875e-05,0.0006602145832468097,0.0012327098727986142,0.0,6.08525053014776e-05,0.009287939553143963,0.02569464112971757,0.03510990042786592,28.482096836240874,38.91860588614416,107.66640436796297,16554.48863542449,100000000.0,1.0766650604024447e-06,0.04913793103448276,2.1743826331664002,,0.0001434644489940051,,,0.6578207518905401
dp_sgd,0,1,fc1,0.0,0.0,3.0787371897008685e-06,0.00020697900655967596,0.0004931074953828898,0.0,0.0,0.001754633063194891,0.01438676496985701,0.02220602379021165,45.032805729703455,69.50828127637352,569.9164816078917,100000000.0,100000000.0,5.699197290738205e-06,0.3425649298916507,5.730079735906341,,11.999999396258964,,,0.6578207518905401
dp_sgd,0,1,fc2,0.0,0.0,4.0835825952932206e-05,0.002654195446547018,0.007201395640532084,0.0,0.0,0.0063902913694847,0.05151887383309773,0.08486039953627268,11.784233557552746,19.410366347875804,156.48715064007467,100000000.0,100000000.0,1.5648738722231971e-06,0.21705426356589147,4.419875912241615,,11.999999831404118,,,0.6578207518905401
dp_sgd,2,1,conv1,2.9647652779570933e-05,4.8802975243869105e-05,0.0001519737362568064,0.0004960292304306796,0.0009943275909665371,0.005444656758870132,0.006984071411664474,0.012327761841362955,0.02227160667195676,0.03149999434633697,31.81154901015792,44.90062410454577,81.11767254988426,143.26621562622833,183.6869055031605,8.111772541263177e-07,0.0,1.261836352399809,0.6565907306929162,8.543934764180898e-07,0.8777044800896949,1027282.4840456934,0.3005225136876106
dp_sgd,2,1,conv2,0.0,5.145145476306087e-09,9.045392376484394e-05,0.0005615439766091676,0.0010073778614766457,0.0,7.139896248529978e-05,0.009510726767399943,0.02369691910852059,0.03173908956754655,31.507132208127818,42.199560874142506,105.14432538624742,14223.104574394802,100000000.0,1.051444357993455e-06,0.04870689655172414,2.021834936029608,1.084062286441703,0.00012318278730913054,2.6641231451597527,21627.397639953266,0.3005225136876106
dp_sgd,2,1,fc1,0.0,0.0,3.980536697714961e-06,0.00022269656345531882,0.0005515000015030224,0.0,0.0,0.0019951282311585707,0.01492302125754227,0.02348403714628144,42.58209818984932,67.01051433533239,501.2184089139904,100000000.0,100000000.0,5.012209162211595e-06,0.311130696303378,6.056206193066069,5.41085421485652,11.999999417954307,21.92964553579789,1.8274705499556188,0.3005225136876106
dp_sgd,2,1,fc2,0.0,0.0,3.97017322782166e-05,0.0029686370778362796,0.009084288947784923,0.0,0.0,0.006300930128114796,0.054484950151507006,0.09531111365650544,10.492047146701035,18.35385754190742,158.7065226543035,100000000.0,100000000.0,1.5870672736680458e-06,0.18604651162790697,4.930526843859867,4.542937290750906,11.99999984058084,21.152174792066667,1.7626812560891725,0.3005225136876106
syn_diag,0,1,conv1,2.0699694360903678e-05,3.736918127415365e-05,0.00013246618541472494,0.0005138950118259351,0.0009733715031327735,0.004541399448717328,0.006113030098255618,0.011509391854270797,0.022669252550877952,0.031066768412727798,32.4563572448495,44.11259514699065,86.88554375021481,163.5849224825178,221.02210704076322,8.688556377797924e-07,0.0,1.0691101002974541,,1.0377245275982727e-06,,,1.4404870476573706
syn_diag,0,1,conv2,0.0,3.7224737703660364e-09,8.626583255912875e-05,0.0006602145832468097,0.0012327098727986142,0.0,6.08525053014776e-05,0.009287939553143963,0.02569464112971757,0.03510990042786592,28.482096836240874,38.91860588614416,107.66640436796297,16554.48863542449,100000000.0,1.0766650604024447e-06,0.04913793103448276,2.1743826331664002,,0.0001434644489940051,,,1.4404870476573706
