seed,method,config_fingerprint,clean_clipped_norm,actual_noise_norm,noisy_gradient_norm,filtered_gradient_norm,relmse_noisy,relmse_filtered,cosine_noisy,cosine_filtered,signal_retention,noise_retention,snr_in,snr_out,snr_gain_db,mse_reduction,clip_rate,wiener_filter_time,step,epoch,train_loss,refresh_time,active_state_bytes,test_loss,test_accuracy
42,dp_sgd,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0.4609392074924402,310.97260739032055,310.9734821540831,310.9734821540831,455152.5377692218,455152.5377692218,0.0026389058823003556,0.0026389058823003556,1.0,1.0,2.197065636273192e-06,2.197065636174002e-06,0.0,0.0,1.0,0.0,0,1,2.312324047088623,0.0,0,2.342339336872101,0.03125
42,dp_sgd,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0.44794319276904954,311.61072241121116,311.6121176339582,311.6121176339582,483925.9418895124,483925.9418895124,0.0038334757109860403,0.0038334757109860403,1.0,1.0,2.066431892637265e-06,2.0664318925672574e-06,0.0,0.0,1.0,0.0,1,1,2.2023346424102783,0.0,0,2.673582583665848,0.03125
42,dp_sgd,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0.4383417573479849,311.4402936562083,311.4411015076814,311.4411015076814,504805.3065172279,504805.3065172279,0.00254670074197978,0.00254670074197978,1.0,1.0,1.9809617432392576e-06,1.9809617431918606e-06,0.0,0.0,1.0,0.0,2,1,1.7727068662643433,0.0,0,3.8838963359594345,0.09375
42,dp_sgd,d9c545447e9ad895a94ccf81dea4e55cc56ab5145782f0caa55cc6eaa21f329b,0.6219851768006244,310.66890493547595,310.66695218226283,310.66695218226283,249479.8669949204,249479.8669949204,-0.0021385111221956707,-0.0021385111221956707,1.0,1.0,4.008339478623243e-06,4.008339479173761e-06,0.0,0.0,1.0,0.0,3,1,6.684269428253174,0.0,0,9.7860746383667,0.09375
