method,step,epoch,layer,v_syn_q01,v_syn_q05,v_syn_q50,v_syn_q95,v_syn_q99,sqrt_v_q01,sqrt_v_q05,sqrt_v_q50,sqrt_v_q95,sqrt_v_q99,P_q01,P_q05,P_q50,P_q95,P_q99,attenuation_q05,attenuation_q50,attenuation_q95,lambda_over_median,fraction_below_lambda,D_sample,D_time,A_new,A_old,stale_ratio,refresh_seconds,config_fingerprint
syn_diag,0,1,conv1,3.6980900958372464e-05,6.659252907609609e-05,0.0001439134853079774,0.00043744799162019735,0.0009247303681899568,0.006081189786494264,0.008160397020146454,0.011996383967061687,0.020914788341216486,0.03040937718669687,31.8376306333783,45.63310350213022,76.94459660688278,109.16616461803727,141.21929552838668,0.8908338353819628,0.9230554033931173,0.9543668964978698,0.08335845224241628,0.0,0.05662687452242123,,0.05983732300544779,,,1.9712650692090392,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,0,1,conv2,7.583220584222149e-13,3.4616789067487943e-07,0.00010806182726684339,0.0005632263227270482,0.0008563730292941149,7.741440813257512e-07,0.0005883603343254054,0.010395276818139279,0.02373238972708743,0.029263806785934918,33.04286514761766,40.432809443979934,87.7556885186431,629.580065322224,999.2266133799139,0.370419934677776,0.912244311481357,0.9595671905560201,0.09619753446633053,0.06831896551724138,0.6720453703175795,,0.8267620825544916,,,1.9712650692090392,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,0,1,fc1,0.0,0.0,7.550550093176282e-06,0.00020463223116619936,0.000452513868015706,0.0,0.0,0.002747826430674412,0.014304972252624594,0.021272373247743635,44.898673248531395,65.33824325651247,266.8213212383388,1000.0,1000.0,0.0,0.7331786787616612,0.9346617567434874,0.3639240051106741,0.28012468132568513,1.6746912184022036,,11.941308946329688,,,1.9712650692090392,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,0,1,fc2,0.0,9.199050475944304e-11,0.00019712435067540193,0.0020435263851464967,0.004480911830310844,0.0,9.588479292000728e-06,0.014040025753669114,0.045205371819077175,0.06693868248562529,14.719547357624299,21.642512744467204,66.48984381565043,990.5026365729848,1000.0,0.009497363427015265,0.9335101561843495,0.9783574872555328,0.07122494057667006,0.15038759689922482,1.4522100737170318,,4.0260273202093195,,,1.9712650692090392,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,50,1,conv1,5.262657502995435e-05,8.253130369961315e-05,0.00020966647365432237,0.000552910308304709,0.0010606829638559665,0.007254409846744815,0.00908466792646112,0.014479864367668925,0.02350361486286788,0.03256809480990971,29.790249503899147,40.84014019385138,64.60004963283966,99.16053924402318,121.14756535700745,0.9008394607559768,0.9353999503671604,0.9591598598061485,0.06906142037026465,0.0,0.0536209170422768,0.11890386346654147,0.05448668011294222,0.1925190694959141,3.533323540603307,1.6029473124071956,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,50,1,conv2,0.0,8.774535823112907e-07,0.00016037998341989285,0.0007112173117961364,0.0011616866680090568,0.0,0.0009367220421243697,0.012664120706538072,0.026668657539110442,0.034083515445650005,28.50342988063067,36.14197835920811,73.18437702355415,516.3371018505201,1000.0,0.48366289814948044,0.9268156229764458,0.9638580216407919,0.07896323978369321,0.052155172413793104,0.28280048588805035,0.8439334548754592,0.5989413064291025,0.809532427225502,1.3516056056487329,1.6029473124071956,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,50,1,fc1,0.0,0.0,1.4309078834076987e-05,0.0002687286374828069,0.0005442412806981947,0.0,0.0,0.0037827343065457075,0.016392944747123155,0.023328979408042256,41.103244983466205,57.49457694145214,209.08541765289903,1000.0,1000.0,0.0,0.7909145823471009,0.9425054230585478,0.26435903739514116,0.2235649697259401,1.4824284650817987,2.628794761522678,11.948567715522994,12.631944918703892,1.0571932318123811,1.6029473124071956,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,50,1,fc2,0.0,5.0714541238556154e-09,0.00039112567122365937,0.0037726188865419953,0.00944378835834652,0.0,7.121130869670834e-05,0.01977686478496543,0.06142164697497249,0.0971790484799179,10.185494515134105,16.020084248725848,48.13060102458647,933.5229600317145,1000.0,0.06647703996828543,0.9518693989754134,0.9839799157512741,0.05056413192247792,0.1062015503875969,1.3652350119640315,3.1595951364161055,2.3406592069755767,4.079181120815576,1.7427488412910155,1.6029473124071956,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,100,1,conv1,8.723264994724358e-05,0.00013622729897620102,0.0003549115277686914,0.0010290906900177641,0.002485969942346609,0.009339831424775069,0.011671644366287688,0.018839095725455866,0.03207798138002828,0.04977244961755856,19.760824616889092,30.234087357951783,50.40552320925757,78.9163644141614,96.71355559828599,0.9210836355858385,0.9495944767907424,0.9697659126420481,0.05308110402819253,0.0,0.056759511302594955,0.22864776595206202,0.04473566292712253,0.3459193691627558,7.7325191250334155,1.6326385857537389,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,100,1,conv2,4.898916313998136e-09,4.490942805544082e-06,0.00029047334594637124,0.0011414885538028469,0.001963022121175887,6.98701854564028e-05,0.0021191784299516942,0.017043278424893372,0.033785922276952186,0.0443060046358085,22.07213026797807,28.74726160917589,55.42230166543247,320.5980902190812,934.7067561560898,0.6794019097809193,0.9445776983345675,0.971252738390824,0.05867415734635904,0.023060344827586208,0.558010488634194,1.3308073260032691,0.31041124422315813,0.6424497637251632,2.0696729763475616,1.6326385857537389,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,100,1,fc1,0.0,0.0,4.146542211386644e-05,0.00044268756285328014,0.0007588231519180336,0.0,0.0,0.006439365039637772,0.021040141696290388,0.027546744830317715,35.030263778987944,45.37175914298938,134.4200741158324,1000.0,1000.0,0.0,0.8655799258841677,0.9546282408570106,0.1552948146043064,0.15754959369024857,0.7169703919149102,3.25459465352094,11.959668555989488,13.031999576506113,1.089662269108495,1.6326385857537389,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,100,1,fc2,0.0,5.363078858731943e-09,0.000889690726673999,0.00966496502202906,0.017740095356308917,0.0,7.322596560407066e-05,0.02982768114925339,0.09831055367807223,0.13319192751603257,7.452015484034601,10.069423327110632,32.438384439496986,931.7710641012217,1000.0,0.0682289358987783,0.967561615560503,0.9899305766728893,0.03352590484644599,0.09302325581395349,1.0161573625709448,2.735985185503174,2.323345043353045,4.235242115072588,1.8229070740859377,1.6326385857537389,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
syn_diag,150,1,conv1,0.00015863766967953174,0.0002145273519416928,0.0006344263524764259,0.002727086794830069,0.005623747499148979,0.012594574878060233,0.014646752066734972,0.025187821466137898,0.052221516584805,0.0743747712071129,13.475859113304116,18.789393168688953,38.18568889351012,63.911028921095664,73.56448661203983,0.9360889710789044,0.9618143111064898,0.981210606831311,0.03970172654051816,0.0,0.06771207959258299,0.21785217826626418,0.040890211661219415,0.3307591500735587,8.088956662925867,1.6562911635264754,031f252867c75ffb48f1c22a56a3bb6671eab83c57cd744ccce031687b3de02d
