step,layer,M_syn,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full,seed,method,config_fingerprint
0,conv1,8,0.06650477927178144,10069164,,1.0349278931822337,,,0.4241749810201104,,42,dp_kfc,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
0,conv2,8,0.06650477927178144,10069164,,2.575378176969179,,,0.12214401153564358,,42,dp_kfc,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
0,fc1,8,0.06650477927178144,10069164,,9.106637828999846,,,0.05690283072926705,,42,dp_kfc,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
0,fc2,8,0.06650477927178144,10069164,,11.242202964737803,,,0.31986143916276977,,42,dp_kfc,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
2,conv1,8,0.049679663963615894,10069164,0.9711411661906786,0.883698277790711,0.08744288839996761,0.5295326957923989,0.5244843516416084,0.005048344150790474,42,dp_kfc,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
2,conv2,8,0.049679663963615894,10069164,2.987605168053611,2.2858949398716657,0.7017102281819452,0.6017121865296735,0.40428602471602737,0.19742616181364614,42,dp_kfc,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
2,fc1,8,0.049679663963615894,10069164,14.246438764212655,9.194549453851845,5.05188931036081,0.6628475655093391,0.007706678067452288,0.6551408874418868,42,dp_kfc,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
2,fc2,8,0.049679663963615894,10069164,13.822168809272629,11.255861023476882,2.566307785795747,2.1043480619031616,0.28661109714984623,1.8177369647533155,42,dp_kfc,b0f7784980b0b5e2b5498906499c68746abbc61375b67229b91f45ad077a72c2
