step,layer,M_syn,M_stale,refresh_seconds,preconditioner_state_bytes,A_old_diag,A_new_diag,delta_stale_diag,S_old_full,S_new_full,delta_stale_full
0,conv1,2560,512,0.5103759812191129,827688,,0.10328460553519796,,,1.8945630192450449,
0,conv2,2560,512,0.5103759812191129,827688,,1.2059411728560967,,,1.5497767970777263,
0,fc1,2560,512,0.5103759812191129,827688,,11.960497418499402,,,1.2954403295128254,
0,fc2,2560,512,0.5103759812191129,827688,,12.09746923801568,,,1.7157558421580843,
50,conv1,2560,512,0.5135114956647158,827688,0.19202554511730935,0.10744221322189192,0.08458333189541743,1.9275109386431895,1.9501495665862614,-0.02263862794307192
50,conv2,2560,512,0.5135114956647158,827688,1.0850976237068553,0.7588325047430984,0.3262651189637569,1.5129512745866924,1.5181524764737904,-0.005201201887097939
50,fc1,2560,512,0.5135114956647158,827688,12.985718388697444,11.967372342810753,1.018346045886691,1.1952620686754343,1.2362420640391252,-0.0409799953636909
50,fc2,2560,512,0.5135114956647158,827688,14.492583237013942,12.06727086548232,2.425312371531623,3.4096919494346363,1.8514450321283724,1.5582469173062639
100,conv1,2560,512,0.5112911453470588,827688,0.39288278014895567,0.0940213653555282,0.2988614147934275,1.9625168903259738,2.053142700082259,-0.09062580975628531
100,conv2,2560,512,0.5112911453470588,827688,0.8595365047083762,0.26649078541104315,0.5930457192973331,1.562406531806125,1.4904764496770184,0.07193008212910668
100,fc1,2560,512,0.5112911453470588,827688,12.750050761432503,11.97971618289687,0.7703345785356319,1.2067945476664772,1.2089486840155919,-0.002154136349114655
100,fc2,2560,512,0.5112911453470588,827688,13.49800781475397,12.092541366919491,1.4054664478344794,3.49283252244566,2.019403500079303,1.473429022366357
150,conv1,2560,512,0.5106010986492038,827688,0.39449208678428327,0.10974442251764321,0.28474766426664005,2.007416811016208,2.1265881448642703,-0.11917133384806222
150,conv2,2560,512,0.5106010986492038,827688,0.5867005312890703,0.15228886026508046,0.4344116710239898,1.5564238540677104,1.455151038240662,0.10127281582704839
150,fc1,2560,512,0.5106010986492038,827688,12.666432697648114,11.995336983357825,0.6710957142902885,1.4066296798067754,1.2856299013346293,0.12099977847214616
150,fc2,2560,512,0.5106010986492038,827688,12.925873481673467,12.114267131613998,0.8116063500594688,2.7950246259866187,2.2542994930075704,0.5407251329790483
