method,step,epoch,layer,log_pearson,log_spearman,log_ratio_spread,A_raw,A_residual,R
dp_sgd,400,2,fc1,0.7170719977695618,0.7647730707161411,6.0869094303699525,8.664444728360124,8.664444728360124,1.0
dp_sgd,400,2,fc2,0.7853518294393269,0.7976749304398778,3.95084203428023,9.73059483414711,9.73059483414711,1.0
dp_sgd,500,3,conv1,0.15709902222613972,0.07933317707722959,1.2359605887794518,1.0206138801006297,1.0206138801006297,1.0
dp_sgd,500,3,conv2,0.7448868589164377,0.8374958349962359,1.696866172452659,2.7239403343066813,2.7239403343066813,1.0
dp_sgd,500,3,fc1,0.712006408684876,0.7639100231209773,6.346192580156925,8.665173838340934,8.665173838340934,1.0
dp_sgd,500,3,fc2,0.7919619156352405,0.7960079285247555,3.9868257034399868,9.730375932548691,9.730375932548691,1.0
dp_sgd,600,3,conv1,0.16281190779307128,0.10915270127739363,1.2596567963087972,1.0143398385713311,1.0143398385713311,1.0
dp_sgd,600,3,conv2,0.7460335288134197,0.8383006170495744,1.706011360747078,2.721848351253965,2.721848351253965,1.0
dp_sgd,600,3,fc1,0.7269586345696891,0.7654043998518565,5.743355500211845,8.667122750627282,8.667122750627282,1.0
dp_sgd,600,3,fc2,0.8111850156435928,0.7978528901153313,3.749778306900218,9.733311251916893,9.733311251916893,1.0
dp_sgd,700,3,conv1,0.1595911436077408,0.11466951834056019,1.2494662401422405,1.005540164442336,1.005540164442336,1.0
dp_sgd,700,3,conv2,0.7489121555189394,0.8380671073958771,1.6975231422557833,2.7139200893781776,2.7139200893781776,1.0
dp_sgd,700,3,fc1,0.7176382561443754,0.7678568516562128,6.112575946258602,8.671857315574439,8.671857315574439,1.0
dp_sgd,700,3,fc2,0.797681504194119,0.7989067967722085,3.7854044759182224,9.735164594800933,9.735164594800933,1.0
dp_sgd,800,4,conv1,0.13967222958745626,0.06667936247509668,1.2586414788002755,1.0090278401667079,1.0090278401667079,1.0
dp_sgd,800,4,conv2,0.7494456378060238,0.8391886171842732,1.6772024260826432,2.7193600085332754,2.7193600085332754,1.0
dp_sgd,800,4,fc1,0.7273283951942744,0.7657662955253981,5.828299355241947,8.674614975116741,8.674614975116741,1.0
dp_sgd,800,4,fc2,0.8040200401237313,0.7970160223719617,3.7976723032632993,9.742552812962753,9.742552812962753,1.0
dp_sgd,900,4,conv1,0.13777802146751145,0.04741298488222196,1.249563943832849,1.0219119519577995,1.0219119519577995,1.0
dp_sgd,900,4,conv2,0.7486774047796388,0.8384603314398879,1.6907426261681595,2.7252155763770434,2.7252155763770434,1.0
dp_sgd,900,4,fc1,0.7298632918832878,0.7674257215911725,5.541417595682434,8.679105329346868,8.679105329346868,1.0
dp_sgd,900,4,fc2,0.7911351814568635,0.8001110048865101,3.9098396890036264,9.744456740831831,9.744456740831831,1.0
dp_sgd,1000,5,conv1,0.14875786000351787,0.08661080510957458,1.2496801441950236,1.0437623444856747,1.0437623444856747,1.0
dp_sgd,1000,5,conv2,0.7483706025331816,0.8376185179040346,1.7099022387123974,2.7137293370799127,2.7137293370799127,1.0
dp_sgd,1000,5,fc1,0.7371206769431322,0.7673436156504863,5.331328565885422,8.684222404995497,8.684222404995497,1.0
dp_sgd,1000,5,fc2,0.8107373090960581,0.7973564476747731,3.8276258353760806,9.750147545866234,9.750147545866234,1.0
dp_sgd,1100,5,conv1,0.14859931878157503,0.07459275752959099,1.2831076752877117,1.0548649870834792,1.0548649870834792,1.0
dp_sgd,1100,5,conv2,0.7482560260798408,0.8391956134770308,1.706100245869193,2.6983048905849656,2.6983048905849656,1.0
dp_sgd,1100,5,fc1,0.7243434150741359,0.7665925406535448,5.85338258183655,8.690127225167517,8.690127225167517,1.0
dp_sgd,1100,5,fc2,0.7837040510414139,0.7997451237980447,4.039589583046707,9.757848341944356,9.757848341944356,1.0
