clip_rate,coefficient_mean,coefficient_std,coefficient_cv,norm_q10,norm_q50,norm_q90,norm_q99,coefficient_q10,coefficient_q50,coefficient_q90,contrib_conv1,contrib_conv2,contrib_fc1,contrib_fc2,aggregate_cosine,relative_distortion,clipping_alpha_star,clipping_shape_error,clipped_aggregate_norm,actual_noise_norm,expected_noise_norm,noisy_update_norm,update_norm,diagnostic_snr,method,step,epoch,train_loss,test_loss,test_accuracy,wall_seconds
1.0,0.205974280834198,0.026686498972085543,0.12956228550339619,4.140470504760742,4.9430646896362305,5.761413097381592,6.456486225128174,0.1735685169696808,0.2023039162158966,0.24151846766471863,0.0028786305338144302,0.06740806251764297,0.8271936178207397,0.10251964628696442,0.9747186164138318,0.8055426182369758,0.19570758750511677,0.22343593895192793,0.10232851684061875,1.8980261676600805,1.897935625156794,1.9007811897798013,0.0019007811897798013,0.053915694233365355,dp_sgd,1,1,2.3067173957824707,,,2.2088566441088915
1.0,0.20364968478679657,0.024547975835518716,0.120540212212937,4.237552642822266,5.01850700378418,5.693915843963623,6.0743207931518555,0.17562657594680786,0.19926241040229797,0.23598712682724,0.0029316614381968975,0.06671563535928726,0.8277391195297241,0.10261356830596924,0.9830324615953459,0.8026424786363605,0.19821011712224743,0.18343167515229275,0.1087393844041666,1.9019209132468515,1.897935625156794,1.9050564601808766,0.0019050564601808767,0.05729350509194748,dp_sgd,2,1,2.3159773349761963,,,2.254594358615577
1.0,0.20256951451301575,0.026163736627500045,0.1291592952454876,4.213266372680664,5.071911811828613,5.764186859130859,6.169179439544678,0.17348508536815643,0.19716429710388184,0.23734548687934875,0.0029921317473053932,0.06694920361042023,0.8282079100608826,0.10185075551271439,0.9674895675182089,0.8154254454338143,0.18602586958898001,0.25291092649791086,0.09153559339637246,1.9008806980342556,1.897935625156794,1.9031473925099402,0.0019031473925099403,0.0482290295745738,dp_sgd,3,1,2.3106460571289062,,,2.30050175730139
1.0,0.206295445561409,0.030821758450950275,0.14940590295810552,3.924264430999756,5.023439884185791,5.759125709533691,6.2459330558776855,0.17363807559013367,0.19906675815582275,0.25482484698295593,0.002939065918326378,0.06651335954666138,0.8267818689346313,0.10376571118831635,0.9600849715132194,0.7956366734766681,0.20664428284976163,0.2797085044703012,0.1080467873776634,1.8961725154071405,1.897935625156794,1.8994538278594768,0.0018994538278594769,0.05692858384945507,dp_sgd,4,1,2.308943510055542,,,2.350086936727166
1.0,0.20506179332733154,0.026644123079724656,0.1299321692594844,4.076724529266357,5.0256147384643555,5.641990661621094,6.213435649871826,0.17724381387233734,0.1989806741476059,0.24529674649238586,0.00291554257273674,0.06647144258022308,0.8281244039535522,0.10248858481645584,0.9695223655937004,0.8038893786250613,0.19766399220898223,0.24500282164169496,0.09980063353908972,1.903180849037262,1.897935625156794,1.905509047492711,0.001905509047492711,0.05258378219798277,dp_sgd,5,1,2.3060293197631836,,,2.4035464311018586
1.0,0.20540592074394226,0.026663026921667804,0.1298065106251263,4.15005350112915,4.958087921142578,5.69696569442749,6.3082427978515625,0.17553232610225677,0.20169061422348022,0.24096068739891052,0.002924489788711071,0.06731490790843964,0.8269927501678467,0.10276782512664795,0.9726307906572793,0.7977735060794039,0.2037122284532973,0.23235607387028367,0.10987360416860013,1.897018442959575,1.897935625156794,1.899593700153131,0.001899593700153131,0.05789111217060655,dp_sgd,6,1,2.3112711906433105,,,2.452246748842299
1.0,0.2060602754354477,0.02979974960965592,0.1446166639665909,3.9851722717285156,5.055696964263916,5.737894535064697,6.230530738830566,0.1742803454399109,0.19779662787914276,0.2509303092956543,0.002850548829883337,0.0670972615480423,0.8251127600669861,0.10493943840265274,0.9612855379961625,0.7855678762810447,0.21689635654481532,0.27555419510161155,0.11406281362461207,1.902206092039999,1.897935625156794,1.9056248481855653,0.0019056248481855653,0.06009835745357744,dp_sgd,7,1,2.3093295097351074,,,2.499633033759892
1.0,0.20197609066963196,0.026396098656854917,0.1306892214471244,4.20146369934082,5.0961713790893555,5.756726264953613,6.17369270324707,0.17370980978012085,0.19622573256492615,0.2380140721797943,0.002934615593403578,0.06666723638772964,0.8286715745925903,0.10172657668590546,0.9745289098391442,0.8137652300437397,0.18737800316904105,0.22426190913035357,0.10720176006891088,1.8973013565960608,1.897935625156794,1.9003041331035706,0.0019003041331035707,0.05648334888070724,dp_sgd,8,1,2.3134565353393555,,,2.546424283646047
1.0,0.20415440201759338,0.026015525155582274,0.1274306404938029,4.194623947143555,5.0163984298706055,5.674243927001953,6.186478137969971,0.1762349158525467,0.1993461549282074,0.2384013831615448,0.00299831316806376,0.0675562396645546,0.8277328014373779,0.10171259939670563,0.9742245403345935,0.8122777938892511,0.18890071435439254,0.22558046238288101,0.10431533391550939,1.9039278886595732,1.897935625156794,1.906850722900844,0.001906850722900844,0.054962524825802044,dp_sgd,9,1,2.3028173446655273,,,2.595056635327637
1.0,0.20439311861991882,0.024570814035259965,0.12021350291794079,4.18522310256958,4.9738359451293945,5.637716293334961,6.105937480926514,0.17737677693367004,0.20105203986167908,0.23893582820892334,0.0028508822433650494,0.06653174757957458,0.8279992938041687,0.10261810570955276,0.9809387836559899,0.8058235144054836,0.19510384816311777,0.19431701602979423,0.09638274587840831,1.89753863777002,1.897935625156794,1.8996336186536575,0.0018996336186536576,0.05078293731400667,dp_sgd,10,1,2.313408374786377,,,2.643105479888618
