seed,method,config_fingerprint,step,layer,bin,count,lambda_min,lambda_max,lambda_mean,log10_lambda_mean,signal_power,noise_power,empirical_snr,H_mean,mse_before,mse_after,mse_reduction,signal_retention,noise_retention
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,1,464,2.7711324790402614e-08,3.5557714994638445e-08,3.1472016758965685e-08,-7.502075426161254,5.1413477488684065e-09,1.6882626492185256e-05,0.0003045348095992918,0.0018045971915727995,1.6882626492185256e-05,5.212952435132985e-09,0.9996912238668095,3.265139532960901e-06,3.2505127602493374e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,2,464,3.575025075974736e-08,4.233317696389349e-08,3.928211128026725e-08,-7.405805178402177,7.197928319883362e-09,1.6210524204088752e-05,0.0004440280761580656,0.002251423084967898,1.6210524204088752e-05,7.2109911538750075e-09,0.9995551660996118,5.081787509596363e-06,5.0632477344215994e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,3,464,4.2333205385602923e-08,5.219294507696759e-08,4.746149544640955e-08,-7.3236585818816025,9.497857188142059e-09,1.4715119729468873e-05,0.0006454488116513655,0.0027189309972715722,1.4715119729468873e-05,9.50808113209234e-09,0.9993538563966349,7.649503203727621e-06,7.394173526929934e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,4,464,5.2521837545782546e-08,6.659954010501679e-08,6.014212581590807e-08,-7.220821225157986,1.2462710721959764e-08,1.7977490159335186e-05,0.0006932397080049872,0.003442837344382183,1.7977490159335186e-05,1.2748740218630454e-08,0.9992908498685585,1.1999730199634458e-05,1.1999082530330948e-05
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,5,464,6.659958273758093e-08,8.622111380418573e-08,7.790282177199088e-08,-7.108446811161709,1.7331754624330628e-08,1.7862500482182064e-05,0.0009702870922988665,0.004455001958533479,1.7862500482182064e-05,1.7431566361820686e-08,0.9990241251271996,1.9460131988278278e-05,1.9845937980708238e-05
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,6,464,8.78704398132868e-08,1.1932988286389445e-07,1.0036736041508059e-07,-6.998407497313179,2.4446223825849518e-08,1.861145667457706e-05,0.0013135039851952409,0.00573218994420664,1.861145667457706e-05,2.4929271715721593e-08,0.9986605416861155,3.4383482036797914e-05,3.321051960273169e-05
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,7,464,1.1932996812902275e-07,2.4598304548817396e-07,1.6946015977432462e-07,-6.770932388457433,6.123619850284439e-08,1.5915007348213956e-05,0.003847701312058473,0.009635334610658023,1.5915007348213956e-05,6.092922743878205e-08,0.996171586837677,0.00012302983462734925,0.00010385769625478694
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,8,464,2.654791160239256e-07,8.85500355707336e-07,4.809561831403495e-07,-6.317894487632736,1.768491996279653e-07,1.7736345082625623e-05,0.009971005234342226,0.026804006030253166,1.7736345082625623e-05,1.7818430479621438e-07,0.9899537196688577,0.000759314910273881,0.0008210622566812798
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,conv2,9,464,8.855009241415246e-07,0.00014844156976323575,1.307129013616465e-05,-4.88368154544428,1.1330798224492096e-06,1.8505211152101896e-05,0.061230307068947054,0.18768272079238346,1.8505211152101896e-05,2.1514848988395644e-06,0.8837362748853873,0.3142375641802623,0.08341823356430568
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,0,20084,7.323838757677947e-11,2.7579638572916565e-10,1.2613276945282653e-10,-9.899172068512687,9.434703268518059e-10,1.7497210921173795e-05,5.392118076309574e-05,7.245496059976008e-06,1.7497210921173795e-05,9.434262569127233e-10,0.9999460813379204,1.4758316576791295e-10,5.991858147202527e-11
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,1,20084,2.757964412403169e-10,2.6548958587113702e-09,1.6634558853033471e-09,-8.778988712092044,5.2580440833474686e-09,1.740761449468151e-05,0.00030205424085532804,9.554464077399526e-05,1.740761449468151e-05,5.257339037727561e-09,0.9996979862612813,1.0965099927748104e-08,1.0642890487679394e-08
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,2,20083,2.6549065168524066e-09,4.971082212534839e-09,3.772555677566635e-09,-8.423364341935004,6.202373108629323e-09,1.7693716485459214e-05,0.0003505409823416964,0.00021666180725954848,1.7693716485459214e-05,6.1983135130366065e-09,0.9996496884547789,4.804493261788038e-08,4.8293136439288616e-08
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,3,20083,4.971093758854295e-09,8.080531799237178e-09,6.453335977565141e-09,-8.190215723796609,6.9862866749860865e-09,1.7561832551702265e-05,0.0003978107783801941,0.0003705646834301302,1.7561832551702265e-05,6.981049599514623e-09,0.999602487429404,1.4266171570816447e-07,1.4029012113471398e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,4,20083,8.080532687415598e-09,1.2259426362959402e-08,1.0043721503915492e-08,-7.998105338072773,6.537887287262287e-09,1.7489785371145045e-05,0.0003738117292300727,0.0005766128055438973,1.7489785371145045e-05,6.532549876187063e-09,0.9996264934437985,3.4054186128253925e-07,3.372367058234271e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,5,20083,1.2259445902884636e-08,1.800967730503089e-08,1.4958817731715215e-08,-7.825102729525168,8.082728718784214e-09,1.74970692667138e-05,0.00046194754867966056,0.0008585458404272746,1.74970692667138e-05,8.077160680388516e-09,0.9995383706782184,7.389404623393428e-07,7.426446830478643e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,6,20083,1.801010007795867e-08,2.6217046311671766e-08,2.1821294185883787e-08,-7.661119495676174,8.400662893760231e-09,1.7572827880130403e-05,0.00047804840934056217,0.0012519120211407274,1.7572827880130403e-05,8.410321675125761e-09,0.9995214019477174,1.634985210287195e-06,1.5819640865998336e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,7,20083,2.6217380266757573e-08,3.9414107533275455e-08,3.218533854398963e-08,-7.492341918350662,1.0758002294252787e-08,1.746283046715093e-05,0.0006160514298319551,0.0018453908819430344,1.746283046715093e-05,1.077974230364802e-08,0.9993827036397891,3.5484362391234322e-06,3.4463599241945974e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,8,20083,3.9414668862036706e-08,7.177043670480998e-08,5.220421957446667e-08,-7.282294392326388,1.6720357646785555e-08,1.744037349213083e-05,0.000958715516936282,0.0029895882045377423,1.744037349213083e-05,1.6794713051237715e-08,0.9990370210766508,9.654845911760714e-06,9.22074915067627e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc1,9,20083,7.17712538289561e-08,0.0006078542792238295,4.131674339825507e-06,-5.38387391706299,2.814886104908685e-07,1.7499023263383637e-05,0.016085960351508163,0.026077919751778558,1.7499023263383637e-05,3.1007895155383724e-07,0.9822802147773079,0.3042408081717884,0.007445863517062707
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,0,129,9.998213368334063e-11,1.2549208894263586e-10,1.1582180240727673e-10,-9.936209680902872,1.234394380544522e-08,1.5676781836746556e-05,0.000787402870473582,6.653208899034896e-06,1.5676781836746556e-05,1.2344023873745422e-08,0.9992125920220818,4.90357310801729e-11,4.4478930986188444e-11
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,1,129,1.2605395893761084e-10,3.6000519232359807e-10,2.364454007263486e-10,-9.626269129348255,5.4709758538831454e-08,1.692498140533778e-05,0.0032324854010824353,1.3582135160285988e-05,1.692498140533778e-05,5.4705874065273464e-08,0.9967677441101492,1.458037122487839e-10,2.344040683708907e-10
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,2,129,3.616170696219001e-10,1.22446519590369e-09,7.074025848301214e-10,-9.15033335761795,1.2918259205368701e-07,1.322738935103593e-05,0.009766294682878988,4.063405723955352e-05,1.322738935103593e-05,1.2917212234114446e-07,0.990234496834742,1.8774318570497117e-09,1.7193697050317909e-09
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,3,129,1.2299475882215916e-09,2.4000681442259975e-09,1.7564066359816065e-09,-8.755374930731422,9.84953598076008e-08,1.610479690914673e-05,0.006115901631504503,0.0001008842615234709,1.610479690914673e-05,9.846852575381487e-08,0.9938857645833674,1.0639481211852098e-08,9.974204624205318e-09
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,4,129,2.4014692456830744e-09,4.87250817471363e-09,3.3858384468214674e-09,-8.47033376782419,2.328664969908334e-07,1.4015604212962128e-05,0.01661480139120002,0.00019445587531663477,1.4015604212962128e-05,2.3288193991650852e-07,0.9833840967708529,3.5458809429369315e-08,3.901799021630723e-08
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,5,129,4.888729865371033e-09,7.071853769247127e-09,5.9204619226098945e-09,-8.227644407700325,2.3053603164447375e-07,1.6031437297283657e-05,0.01438024632409529,0.00033997737373001583,1.6031437297283657e-05,2.304771893112404e-07,0.9856234241097199,1.1886150211822345e-07,1.2260463768727627e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,6,129,7.1009829127888224e-09,9.723615690404586e-09,8.27628747275146e-09,-8.082164432740308,2.710094797153242e-07,1.9529793440631037e-05,0.013876719518946841,0.0004751941479305744,1.9529793440631037e-05,2.7066272203473644e-07,0.9861410357975078,2.3516352438602385e-07,2.330444597946222e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,7,129,9.766115027787237e-09,1.393902948620962e-08,1.1575581223959676e-08,-7.9364571933103445,6.832346231522981e-07,1.8758645418683768e-05,0.03642238399844196,0.0006644992864430817,1.8758645418683768e-05,6.824048959614289e-07,0.9636218477212861,4.5191534044910917e-07,4.3257495304399614e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,8,129,1.3967306422557613e-08,2.5256730040723596e-08,1.8355608299475007e-08,-7.736231218529766,7.879166545254913e-07,1.9010549750394424e-05,0.04144628237607182,0.0010532722533175129,1.9010549750394424e-05,7.850958897211545e-07,0.9587020965342171,1.2268423716388582e-06,1.112396490828592e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,0,fc2,9,129,2.5307965501042418e-08,2.0072397092008032e-05,1.559164105056662e-06,-5.807108172065949,2.3586813222544662e-06,1.763192487420951e-05,0.1337733234067497,0.04342662509036243,1.763192487420951e-05,1.971217613449676e-06,0.8882017978346309,0.15201746731268545,0.023667767194068323
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,0,16,4.311721113481326e-07,4.311729355777061e-07,4.3117242931600686e-07,-6.365349017252523,5.439669277741365e-09,1.3219944687491722e-05,0.00041147440438338577,0.024169578100554645,1.3219944687491722e-05,1.4676906081278972e-08,0.9988897907428496,0.0005840612276796759,0.0005841682104926045
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,1,16,6.27700615041249e-07,6.277018655964639e-07,6.27701101763023e-07,-6.20224710905969,9.07577658636446e-09,7.955551160868724e-06,0.001140810392898412,0.0348026838619262,7.955551160868724e-06,1.661041699425826e-08,0.997912097531588,0.0012110926072914979,0.0012112270124907398
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,2,16,6.293063847806479e-07,6.29307578492444e-07,6.293068572915672e-07,-6.20113753590282,4.169636598021778e-09,1.0476310440386887e-05,0.0003980061705637681,0.03488860768266022,1.0476310440386887e-05,1.623184934355439e-08,0.9984506140891364,0.001216923017260177,0.001217214757770657
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,3,16,9.044061926033464e-07,9.044078979059123e-07,9.044068711716591e-07,-6.043636146790411,4.369700812567805e-08,1.964795652771896e-05,0.0022239974849309987,0.04938685824163258,1.964795652771896e-05,8.627603458414686e-08,0.9956089056858745,0.002439005694289549,0.0024390629797794525
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,4,16,9.571697319188388e-07,9.571715509082424e-07,9.571704566724293e-07,-6.019010714469536,2.195542135658608e-08,1.9564331490363904e-05,0.0011222167363696088,0.052117949118837714,1.9564331490363904e-05,8.97903588120604e-08,0.9954105074192393,0.0027161576185466547,0.0027162823819362513
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,5,16,1.1653427236524294e-06,1.1653448837023461e-06,1.165343590514567e-06,-5.933546008144936,4.554528224664602e-08,1.750947852696273e-05,0.0026011785316925697,0.06274180160835385,1.750947852696273e-05,7.860923783665094e-08,0.9955104754704102,0.003936447312266362,0.003936536172294257
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,6,16,2.5133272174571175e-06,2.513331992304302e-06,2.5133291075007946e-06,-5.599750639058361,3.0666258743857543e-07,6.085444796310244e-06,0.0503927892389597,0.12616084795445204,6.085444796310244e-06,3.516829215939042e-07,0.9422091768844383,0.015916502909514168,0.01591657318270387
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,7,16,2.5182955596392276e-06,2.518300334486412e-06,2.5182974496829047e-06,-5.59889297433677,3.2930092070739334e-07,1.7658053374863e-05,0.01864876581058485,0.12637872528284788,1.7658053374863e-05,8.003513861866179e-07,0.9546749959425908,0.015971527338817675,0.015971582416228446
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,8,16,1.0000104339269456e-05,1.0000123438658193e-05,1.0000111899444164e-05,-4.999995140296077,5.554355715475864e-08,1.7125650870633834e-05,0.0032432959384163245,0.3648556265980005,1.7125650870633834e-05,2.1898279688655626e-06,0.8721317012977144,0.13311724254337043,0.13311962990938983
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv1,9,16,1.1664381418086123e-05,1.1664403245958965e-05,1.166439000144237e-05,-4.933137968051926,2.02390430888292e-06,2.8142283033866888e-05,0.0719168460686176,0.40121472999453545,2.8142283033866888e-05,6.385267638795531e-06,0.7731076969050772,0.16097309049856703,0.16097321678153184
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,0,464,1.9314501997769185e-08,2.780250518696903e-08,2.4017567624367746e-08,-7.619470977815915,2.1750026189846636e-09,1.5952753541706256e-05,0.0001363402548004122,0.0013777421853115685,1.5952753541706256e-05,2.1611018452383295e-09,0.99986453111658,1.8572579988508673e-06,1.9298183169846183e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,1,464,2.7802510516039547e-08,3.599608433546564e-08,3.17158347898648e-08,-7.498723853086933,4.4762490897240765e-09,1.8075694960358164e-05,0.00024763910056580646,0.001818551814910185,1.8075694960358164e-05,4.5126823181390005e-09,0.9997503453074208,3.318033589464224e-06,3.3234377020626097e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,2,464,3.607841136954448e-08,4.298061284657706e-08,3.952390380496681e-08,-7.403140166381354,6.498465247795119e-09,1.7865235385291448e-05,0.0003637491890756813,0.002265249802490118,1.7865235385291448e-05,6.450066205046769e-09,0.999638959929444,5.097593924051968e-06,5.187888520834557e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,3,464,4.298061995200442e-08,5.226766219834644e-08,4.781028666453947e-08,-7.320478652320642,9.520154056005646e-09,1.7472880596382575e-05,0.0005448531201617375,0.0027388580693413728,1.7472880596382575e-05,9.559193618621887e-09,0.9994529125853745,7.674390597809211e-06,7.567263971118196e-06
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,4,464,5.309872719294617e-08,6.691207943276822e-08,6.050819375815063e-08,-7.218185811083045,1.1613050234953801e-08,1.818299396837277e-05,0.0006386764257017817,0.003463722746377682,1.818299396837277e-05,1.1649315518901698e-08,0.9993593291127691,1.195166339521444e-05,1.1938608940232905e-05
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,5,464,6.691209364362294e-08,8.700691722651754e-08,7.831586248473427e-08,-7.10615026486572,1.5194962589946248e-08,1.8539512168640628e-05,0.0008195987916041049,0.004478514841797858,1.8539512168640628e-05,1.561075431472016e-08,0.9991579738813678,1.954539256665054e-05,2.0151938211527217e-05
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,6,464,8.860673261779084e-08,1.1960780454955966e-07,1.0081551135672447e-07,-6.996472642708242,2.437764634728666e-08,1.647573256491001e-05,0.0014796091628482104,0.005757646183563589,1.647573256491001e-05,2.457186709845145e-08,0.9985086025455774,3.525825343548402e-05,3.402668809262022e-05
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,7,464,1.1960781876041437e-07,2.4753424554546655e-07,1.7032476936897223e-07,-6.768722190451682,5.498852261554215e-08,1.7600942816135277e-05,0.003124180338848229,0.009683940169232866,1.7600942816135277e-05,5.637004199176623e-08,0.9967973284512113,0.00012159539023286961,0.00010055593776133668
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,8,464,2.66214442490309e-07,8.847292747304891e-07,4.820409197320871e-07,-6.316916093587833,1.3435464441153722e-07,1.758272691855927e-05,0.007641285529404146,0.02686322372655609,1.758272691855927e-05,1.4265975393298555e-07,0.9918863697036224,0.000826897892899132,0.00085458849036445
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,conv2,9,464,8.847294452607457e-07,0.00014859771181363612,1.309210714239839e-05,-4.88299044919645,7.741789409953317e-07,1.687660725642404e-05,0.04587289870289206,0.1879908546709038,1.687660725642404e-05,1.8366041300414138e-06,0.8911745712090986,0.22688194209758833,0.09367925588733214
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,fc1,0,20084,2.6234823341519942e-11,2.1206365830028773e-10,1.2162949553260704e-10,-9.914961094522786,7.941984886096161e-10,1.7198616162657335e-05,4.617804333327608e-05,6.986816972162344e-06,1.7198616162657335e-05,7.941937363490342e-10,0.9999538222329831,9.977711976273452e-11,5.228788819726305e-11
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,fc1,1,20084,2.1206382483374142e-10,2.604586990528901e-09,1.6339369429068478e-09,-8.78676470782565,4.844750568586107e-09,1.750050918739971e-05,0.0002768348189114113,9.384923355603726e-05,1.750050918739971e-05,4.8444249853671436e-09,0.9997231837853016,1.019519234811393e-08,1.0409674801670107e-08
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,fc1,2,20083,2.604587434618111e-09,4.974905820631648e-09,3.7574813550121534e-09,-8.425103165747156,5.262551319263129e-09,1.7268856199794523e-05,0.00030474230334858214,0.00021579625717669412,1.7268856199794523e-05,5.260700025491556e-09,0.999695364900837,4.7905479017662e-08,4.794061406630991e-08
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,fc1,3,20083,4.9767483467633156e-09,8.08958766640444e-09,6.477846795942999e-09,-8.188569327468688,6.013373383683155e-09,1.7283043274767593e-05,0.00034793484805581323,0.00037197143769415297,1.7283043274767593e-05,6.013385444044479e-09,0.9996520644541296,1.4254789480189048e-07,1.4204539249886338e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,fc1,4,20083,8.089595660010218e-09,1.2477121558163162e-08,1.018662028799241e-08,-7.991969882111314,6.688409882646872e-09,1.7443245250220247e-05,0.00038343836844947487,0.0005848117173793337,1.7443245250220247e-05,6.684295163313035e-09,0.9996167975233836,3.467809968412718e-07,3.470362852593357e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,fc1,5,20083,1.2477125110876841e-08,1.8271411050818642e-08,1.5206211443797455e-08,-7.817978974901743,6.991673502130347e-09,1.73315956253431e-05,0.0004034061981287277,0.0008727319110639601,1.73315956253431e-05,6.990279296093635e-09,0.9995966742448948,7.849622342101313e-07,7.712548347324319e-07
91,dp_fisher_wiener,b47a1595ee654f8a78e687241bff5037cb0f0d90ae4862e4d6981afb2651c309,50,fc1,6,20083,1.827141282717548e-08,2.6819671816724622e-08,2.2199524110505676e-08,-7.653656335387047,7.574298377028352e-09,1.7328941332680445e-05,0.0004370894790701723,0.0012735834282547494,1.7328941332680445e-05,7.578228295568636e-09,0.9995626837374099,1.6681739429856407e-06,1.6453355496630591e-06
